Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,EBIT,EBITDA,Gross Margin %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Net Income Surprise %,Source: Bloomberg
03/31/2002,,,,,12.743,12.743,,,,,,,,,,
06/30/2002,,,,,27.081,27.081,,,,,,,,,,
09/30/2002,,,,,-2.484,-2.484,,,,,,,,,,
03/31/2003,,,,,13.786,13.786,,,,,,,,,,
06/30/2003,,,,,15.417,15.417,,,,,,,,,,
09/30/2003,,,,,56.09,56.09,,,,,,,,,,
12/31/2003,,,,,39.333,39.333,,,,,,,,,,
03/31/2004,,,,,-11.952,-11.952,,,,,,,,,,
06/30/2004,,,,,33.975,33.975,,,,,,,,,,
09/30/2004,,,,,74.564,74.564,,,,,,,,,,
12/31/2004,,,,,48.913,48.913,,,,,,,,,,
03/31/2005,,,,,2.613,2.613,,,,,,,,,,
06/30/2005,,,,,1271.111,1271.111,,,,,,,,,,
09/30/2005,,,,,104.114,104.114,,,,,,,,,,
12/31/2005,,,,,258.203,258.203,,,,,,,,,,
03/31/2006,,,,,80.693,80.693,,,,,,,,,,
06/30/2006,,,,,37.02,37.02,,,,,,,,,,
09/30/2006,,,,,60.477,60.477,,,,,,,,,,
12/31/2006,,,,,11.209,11.209,,,,,,,,,,
03/31/2007,,,,,8.374,8.374,,,,,,,,,,
06/30/2007,,,26.283001,,26.299,26.299,,,,,,,,,,
09/30/2007,,,,,3.888,3.888,,,,,,,,,,
12/31/2007,,,,,445.733,445.733,,,,,,,,,,
03/31/2008,,,,,-95.824,-95.824,,,,,,,,,,
06/30/2008,,,,,186.778,186.778,,,,,,,,,,
09/30/2008,,,,,89.462,89.462,,,,,,,,,,
12/31/2008,,,,,-2715.841,-2715.841,,,,,,,,,,
03/31/2009,,,,,-140.007,-142.802,,,,,,,,,,
06/30/2009,,,,,411.023,447.813,,,,,,,,,,
09/30/2009,,,,,370.199,341.793,,,,,,,,,,
12/31/2009,,,,,-90.935,-108.8194,,,,,,,,,,
03/31/2010,,,,,191.479,196.306,,,,,,,,,,
06/30/2010,,,,,-235.144,-246.4203,,,,,,,,,,
09/30/2010,,,,,287.755,260.142,,,,,,,,,,
12/31/2010,,,,,1691.515,1678.5692,,,,,,,,,,
03/31/2011,,,,,10.507,-39.77655,,,,,,,,,,
06/30/2011,,,,,186.309,185.38475,,,,,,,,,,
09/30/2011,,,,,-291.022,-293.1587,,,,,,,,,,
12/31/2011,,,,,119.437,123.4539,,,,,,,,,,
03/31/2012,,,,,490.877,503.83995,,,,,,,,,,
06/30/2012,,,,,-197.251,-196.139,,,,,,,,,,
09/30/2012,,,,,106.674,110.22035,,,,,,,,,,
12/31/2012,,,,,454.166,489.9142,,,,,,,,,,
03/31/2013,,,,,305.103,313.975,,,,,,,,,,
06/30/2013,,,,,52.612,65.245,,,,,,,,,,
09/30/2013,,,,,2.971,28.897,,,,,,,,,,
12/31/2013,,,,,8.554,133.732,,,,,,,,,,
03/31/2014,,,,,94.316,104.59,,,,,,,,,,
06/30/2014,,,,,65.074,70.179,,,,,,,,,,
09/30/2014,,,,,54.679,98.365,,,,,,,,,,
12/31/2014,,,,,-9.763,4.403,,,,,,,,,,
03/31/2015,,,,,380.759,380.759,,,,,,,,,,
06/30/2015,,,,,16.406,26.51935,,,,,,,,,,
09/30/2015,,,,,-173.173,-160.37255,,,,,,,,,,
12/31/2015,,7.8,67.76,-2.41532447224394,55.595,52.56185,,800.0,,,,,,,768.717948717949,
03/31/2016,,-160.0,-222.88,-0.733694581280788,-222.88,-221.4435,,-39.5348837209302,,,,,-24.7780991735537,,-39.3,
06/30/2016,,44.3,57.289,3.85118670886077,57.289,52.84365,,15.3846153846154,,,,,120.319115323855,,29.3205417607224,
09/30/2016,,159.0,154.358,4.87362852664577,154.358,154.319,,-4.65116279069768,,,,,-1.61062992125985,,-2.91949685534591,
12/31/2016,,85.9,137.171,7.87984405458089,137.171,124.6,,60.8695652173913,,,,,89.5015544041451,,59.6868451688009,
03/31/2017,,249.0,281.408,-4.17701303040428,281.408,164.15905,,13.4328358208955,,,,,-1.94655172413794,,13.0152610441767,
06/30/2017,,113.0,74.062,3.10867924528302,58.193,4.1406,,-46.6666666666667,,,,,-36.7096446700508,,-34.458407079646,
09/30/2017,,61.5,99.351,9.09687382297552,99.351,-21.638,,57.8664705882353,,,,,70.9632478632478,,61.5463414634146,
12/31/2017,,174.0,178.899,1.04877964936404,-271.601,190.76865,,3.99893617021277,,,,,,,2.81551724137931,
03/31/2018,,117.0,124.525,8.66611268747467,124.525,78.17161,,6.25000000000001,,,,,-6.44385964912281,,6.43162393162394,
06/30/2018,,-62.7,725.529,32.4359011627907,725.529,4.502,,,,,,,,,,
09/30/2018,,197.5,192.635,28.6580212409167,192.635,192.635,,-3.50877192982455,,,,,14.8176842105263,,-2.46329113924051,
11/30/2018,,,-20.0,,,,,,,,,,,,,
02/28/2019,,77.2,44.811,,44.811,46.22036,,-41.6666666666667,,,,,-54.3361111111111,,-41.9546632124352,
05/31/2019,,75.2,126.181,18.8411003236246,670.764,671.53583,,70.8333333333333,,,,,71.4757009345795,,67.7938829787234,
08/31/2019,,103.9,49.394,-4.90810210876803,48.477,1.49807,,-55.2238805970149,,,,,-90.8214532871972,,-52.4600577478345,
11/30/2019,,188.0,195.541,29.3681871345029,195.541,-337.59332,,35.4838709677419,,,,,159.541294642857,,4.01117021276596,
