Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1990,,262,473,-4,-314,417,,,,,,,,,,,,,,,,,
06/30/1990,,287,476,-44,106,825,,,,,,,,,,,,,,,,,
09/30/1990,,285,479,-28,-113,623,,,,,,,,,,,,,,,,,
12/31/1990,,196,487,-200,412,895,,,,,,,,,,,,,,,895.0,,
03/31/1991,,266,465,16,-273,474,,,,,,,,,,,,,,,,,
06/30/1991,,316,469,3,-82,706,,,,,,,,,,,,,,,,,
09/30/1991,,275,472,-43,-14,690,,,,,,,,,,,,,,,,,
12/31/1991,,158,462,74,95,789,,,,,,,,,,,,,,,789.0,,
03/31/1992,,279,461,-144,207,803,,,,,,,,,,,,,,,,,
06/30/1992,,289,463,131,-162,721,,,,,,,,,,,,,,,,,
09/30/1992,,287,465,21,56,829,,,,,,,,,,,,,,,,,
12/31/1992,,287,321,-284,130,454,,,,,,,,,,,,,,,454.0,,
03/31/1993,,-1727,477,2072,-218,604,,,,,,,,,,,,,,,,,
06/30/1993,,2020,481,-1835,83,749,,,,,,,,,,,,,,,,,
09/30/1993,,323,474,6,-128,675,,,,,,,,,,,,,,,,,
12/31/1993,,-391,304,382,404,699,,,,,,,,,,,,,,,699.0,,
03/31/1994,,305,441,-110,59,695,,,,,,,,,,,,,,,,,
06/30/1994,,278,443,-20,96,797,,,,,,,,,,,,,,,,,
09/30/1994,,314,450,-44,-50,670,,,,,,,,,,,,,,,,,
12/31/1994,,262,453,13,57,785,,,,,,,,,,,,,,,,,
03/31/1995,,282,467,-65,-46,638,,,-335.0,,,,,,,,,,,,,,
06/30/1995,,260,467,-124,116,719,,,-497.0,,,,,,,,,,,,,,
09/30/1995,,-3085,471,3285,-46,625,,,-476.0,,,,,,,,,,,,,,
12/31/1995,,231,459,-138,235,787,,,-694.0,,,,,,,,,,,,,,
03/31/1996,,401,465,-68,-291,507,,0.0,-486.0,,,,,,,,,,,,,,
06/30/1996,,291,464,67,-283,539,,18.0,-606.0,,,,,,,,,,,,,,
09/30/1996,,259,470,57,-58,728,,30.0,-588.0,,,,,,,,,,,,,,
12/31/1996,,191,469,97,61,818,,,-774.0,,,,,,,,,,,,,,
03/31/1997,,352,491,104,-661,286,-609.0,0.0,-601.0,0.0,0.0,-8.0,364.0,-135.0,499.0,8.0,0.0,0.0,0.0,-8.0,41.0,,
06/30/1997,,-1109,984,257,661,793,-678.0,0.0,-672.0,0.0,0.0,-6.0,-115.0,-415.0,165.0,0.0,-2.0,0.0,0.0,137.0,0.0,,
09/30/1997,,203,487,-713,605,582,-551.0,0.0,-549.0,0.0,0.0,-2.0,-86.0,-235.0,159.0,0.0,-3.0,0.0,0.0,-7.0,-55.0,,
