Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1990,,,,3.8,,,3.8,,,,,-66.400002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,,,,0.4,,,0.4,,,,,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,,,,-46.0,,,-46.0,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,,,,31.4,,,31.4,,,,,-10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1991,,,,-11.9,,,-11.9,,,,,-48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,,,,0.4,,,0.4,,,,,37.099998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,,,,-3.5,,,-3.5,,,,,17.799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,,,,20.1,,,20.1,,,,,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.200001,,,
03/31/1992,,,,39.200001,,,39.200001,,,,,-46.099998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,,,,1.4,,,1.4,,,,,-8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
