Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Deferred Income Taxes,Stock-Based Compensation,Other Non-Cash Adjustments,Net Ch in Operating Capital,Trading Assets & Liab,Net Ch in Operating Loans,Accrued Interest Receivable,Accrued Interest Payable,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
09/30/2012,93.566,109.851,47.81,0.375,-4.443,2.736,6.458,,-13.637,-60.027,6.576,-77.225,,,10.622,0.0,313.824,-15.145,0.0,-15.145,146.11,224.196,37.016,187.18,0.0,-78.086,-4.45,-73.636,0.0,24.665,0.0,0.0,24.665,0.0,0.0,0.0,0.0,158.194,-471.145,-32.77,-351.086,-392.564,0.0,49.082,-7.604,0.513,0.513,0.0,612.29,-700.092,,-63.755,67.772,65.384,
12/31/2012,133.827,58.252,18.066,-9.442,76.579,103.809,-15.725,,-11.505,-9.628,-14.327,-25.597,,,30.296,0.0,-1584.165,-20.932,0.0,-20.932,-711.428,385.27,36.577,348.693,0.0,-1096.698,-48.602,-264.468,-783.628,-808.484,-810.255,0.0,1.771,0.0,0.0,0.0,0.0,-43.321,2208.759,-24.493,-127.874,-126.908,0.0,109.142,-110.108,0.724,0.724,0.0,2360.536,-0.134,,758.421,55.892,41.961,
03/31/2013,202.291,110.723,38.258,-35.389,-4.389,-3.299,1.282,,-2.372,93.088,-0.011,89.996,,,3.103,0.0,407.658,-15.8,0.0,-15.8,-119.94,412.835,53.612,359.223,0.0,-532.775,-45.8,-486.975,0.0,-120.851,-126.862,0.0,6.011,0.0,0.0,0.0,0.0,664.249,-1523.039,-24.232,-24.889,-25.853,0.0,19.362,-18.398,169.399,169.399,0.0,-1642.878,-0.439,,-913.09,3.565,62.131,
06/30/2013,287.503,83.026,21.935,-18.363,41.511,1.153,-7.726,,48.084,159.394,1.882,33.45,,,124.062,0.0,-645.455,-26.733,0.0,-26.733,88.784,287.098,27.825,259.273,0.0,-198.314,-74.168,-124.146,0.0,-744.837,-468.473,-276.364,0.0,0.0,0.0,0.0,0.0,37.331,612.232,-35.047,-273.185,-70.154,0.0,348.585,-551.616,423.118,423.118,0.0,525.86,-28.514,,254.28,120.438,41.782,
09/30/2013,273.006,111.514,42.667,-25.508,7.713,7.487,5.832,,-5.606,136.62,-11.876,49.696,,,98.8,0.0,-241.375,-20.905,0.0,-20.905,-143.803,272.651,14.404,246.147,12.1,-416.454,-8.121,-408.333,0.0,-107.808,-107.808,0.0,0.0,0.0,0.0,0.0,0.0,31.141,150.354,-34.935,133.467,17.159,0.0,116.461,-0.153,200.04,200.04,0.0,653.311,-801.529,,181.985,32.453,45.134,
12/31/2013,77.465,-41.472,27.756,-24.98,177.713,159.793,-59.505,,77.425,-61.552,3.719,-92.819,,,27.548,0.0,-877.687,-25.142,0.0,-25.142,225.911,559.4,35.097,239.367,284.936,-333.489,-27.239,-306.25,0.0,-478.688,-749.041,276.364,-6.011,0.0,0.0,0.0,0.0,-599.768,610.223,-25.446,-79.193,66.574,0.0,162.0,-307.767,1.586,1.586,0.0,692.514,20.762,,-189.999,24.862,42.85,
03/31/2014,130.271,101.21,32.404,-1.622,49.727,-30.914,78.278,,2.363,-51.448,-21.862,44.984,,,-74.57,0.0,71.61,-76.916,0.0,-76.916,297.499,866.223,18.935,847.288,0.0,-568.724,-35.75,-452.123,-80.851,-166.415,-166.415,0.0,0.0,0.0,0.0,0.0,0.0,17.442,-36.008,-23.741,-185.266,-60.511,0.0,0.0,-124.755,2.88,2.88,0.0,170.422,-0.303,0.0,165.873,-0.081,40.849,
06/30/2014,13.393,119.55,31.15,-47.637,-53.986,-5.026,-58.87,,9.91,-35.684,-0.247,-38.03,,,2.593,0.0,1173.898,-35.815,0.0,-35.815,-35.052,214.163,19.19,194.973,0.0,-249.215,-27.514,-221.701,0.0,1226.298,-446.118,1672.416,0.0,0.0,0.0,0.0,0.0,18.467,-1144.959,-24.207,-257.84,-21.436,0.0,0.0,-236.404,1.641,1.641,0.0,-861.165,-3.388,0.0,42.332,122.737,40.82,
09/30/2014,208.267,95.888,33.86,-70.738,55.538,13.901,2.96,,38.677,93.719,1.241,53.82,,,38.658,0.0,-1157.705,-26.153,0.0,-26.153,-70.407,395.769,20.796,374.973,0.0,-466.176,-14.964,-451.212,0.0,-1082.144,-126.173,-955.971,0.0,0.0,0.0,0.0,0.0,20.999,153.848,-23.243,-901.567,-66.603,0.0,0.0,-834.964,519.559,519.559,0.0,594.422,-35.323,0.0,-795.59,58.645,41.138,
12/31/2014,28.41,81.814,-39.723,13.286,-14.625,11.62,3.57,,-29.815,-12.342,-15.177,-22.164,,,24.999,0.0,-1356.365,-36.915,0.0,-36.915,-368.604,411.576,49.483,362.093,0.0,-780.18,-86.476,-669.489,-24.215,-982.91,-982.91,,,0.0,0.0,0.0,0.0,32.064,1584.225,-24.939,25.273,52.425,0.0,0.0,-27.152,-3.231,2.358,-5.589,1581.513,5.609,0.0,256.27,1.653,29.976,
03/31/2015,88.817,92.025,34.169,-0.283,0.092,0.239,3.402,,-3.549,-37.186,-1.021,3.517,,,-39.682,0.0,-413.164,-33.533,0.0,-33.533,-285.941,521.491,39.323,228.894,253.274,-807.432,-22.576,-784.856,0.0,-100.442,-100.442,0.0,0.0,0.0,0.0,0.0,0.0,6.752,203.263,-23.234,-48.811,-40.626,0.0,0.0,-8.185,0.962,0.962,0.0,275.285,-0.939,0.0,-121.084,-0.5,22.119,
06/30/2015,85.031,13.96,35.113,-1.76,93.935,138.436,-44.431,,-0.07,-56.217,-2.899,-23.568,,,-29.75,0.0,-810.035,-33.835,0.0,-33.835,-201.239,772.96,21.587,751.373,0.0,-974.199,-1.485,-972.714,0.0,-606.107,148.336,-754.443,0.0,0.0,0.0,0.0,0.0,31.146,762.384,-29.045,-20.893,23.527,0.0,0.0,-44.42,5.07,5.07,0.0,813.764,-6.512,0.0,37.38,92.326,28.938,
09/30/2015,212.522,100.999,40.281,19.69,-25.435,0.053,-10.027,,-15.461,76.987,0.97,23.314,,,52.703,0.0,-271.23,-38.747,0.0,-38.747,-135.244,1593.837,26.875,385.584,1181.378,-1729.081,-0.142,-1728.939,0.0,-122.868,-122.868,0.0,0.0,0.0,0.0,0.0,0.0,25.629,-96.836,-27.42,-66.21,45.267,0.0,0.0,-111.477,13.599,13.599,0.0,-16.977,0.172,0.0,-155.544,8.679,22.162,
12/31/2015,77.982,102.487,-23.685,16.15,23.158,0.007,21.253,,1.898,-40.128,25.403,-9.241,,,-56.29,0.0,-1085.472,-51.246,,-51.246,-129.636,1934.054,35.393,315.429,1583.232,-2063.69,-36.833,-2026.857,0.0,-914.788,-914.788,,,0.0,0.0,0.0,0.0,10.198,1203.115,-28.356,-49.074,74.596,0.0,0.0,-123.67,-3.92,2.761,-6.681,1453.944,-169.479,,195.625,31.16,28.404,
03/31/2016,222.762,90.437,40.736,36.333,9.289,-0.028,-4.68,,13.997,45.967,-17.67,38.566,,,25.071,0.0,136.123,-40.015,0.0,-40.015,990.757,4222.142,22.036,2098.526,2101.58,-3231.385,-108.141,-3123.244,0.0,-808.358,-808.358,0.0,0.0,0.0,0.0,0.0,0.0,-6.261,-639.401,-27.421,-125.435,-114.799,0.0,0.0,-10.636,0.538,0.538,0.0,-486.234,-0.849,0.0,-280.516,-0.084,18.43,
06/30/2016,11.804,113.949,45.297,30.246,-9.107,-0.025,-6.109,,-2.973,-168.581,-52.937,-35.309,,,-80.335,0.0,-158.745,-51.859,0.0,-51.859,1000.475,2336.345,10.415,475.056,1850.874,-1335.87,-92.161,-1243.709,0.0,-1122.623,-1018.557,0.0,-104.066,0.0,0.0,0.0,0.0,15.262,189.4,-22.795,-66.38,38.067,0.0,0.0,-104.447,2.948,2.948,0.0,406.633,-131.006,0.0,42.459,101.512,24.622,
09/30/2016,213.0,127.0,34.0,16.0,-11.0,,2.0,6.0,-19.0,47.0,11.0,-12.0,,,48.0,0.0,-1441.0,-51.0,0.0,-51.0,-1314.0,717.0,34.0,683.0,0.0,-2031.0,-35.0,-1607.0,-389.0,-58.0,-58.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,1221.0,-31.0,716.0,845.0,0.0,0.0,-129.0,-40.0,5.0,-45.0,575.0,1.0,0.0,-7.0,53.0,18.0,
12/31/2016,133.222,137.401,-12.805,0.609,6.379,-0.01,0.371,,6.018,1.638,-6.799,10.162,,,-1.725,0.0,-1957.092,-52.482,0.0,-52.482,-1821.441,1354.182,27.543,530.397,796.242,-3175.623,,,,-97.32,-97.32,0.0,0.0,0.0,0.0,0.0,0.0,14.151,2008.045,-26.744,-324.419,-288.292,0.0,0.0,-36.127,-35.286,16.925,-52.211,2386.794,7.7,0.0,184.175,60.362,22.043,
03/31/2017,380.0,139.0,37.0,18.0,11.0,,13.0,12.0,-14.0,175.0,76.0,36.0,,,63.0,0.0,-2880.0,-50.0,0.0,-50.0,-2644.0,621.0,91.0,530.0,0.0,-3265.0,-152.0,-3113.0,0.0,-117.0,-117.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.0,2329.0,-29.0,1658.0,1811.0,0.0,0.0,-153.0,-41.0,9.0,-50.0,241.0,500.0,0.0,-171.0,-6.0,22.0,
06/30/2017,195.0,168.0,47.0,10.0,-10.0,,-5.0,5.0,-10.0,-20.0,-22.0,53.0,,,-51.0,0.0,-173.0,-44.0,0.0,-44.0,816.0,1235.0,75.0,630.0,530.0,-419.0,-66.0,-353.0,0.0,-919.0,-919.0,,0.0,0.0,0.0,0.0,0.0,-26.0,-107.0,-26.0,205.0,205.0,0.0,0.0,0.0,-187.0,9.0,-196.0,-1099.0,1000.0,0.0,-85.0,128.0,30.0,
09/30/2017,227.0,160.0,47.0,1.0,-10.0,,-4.0,4.0,-10.0,29.0,5.0,-18.0,,,42.0,0.0,-24.0,-39.0,0.0,-39.0,472.0,1061.0,83.0,615.0,363.0,-589.0,-54.0,-535.0,0.0,-475.0,-475.0,,0.0,0.0,0.0,0.0,0.0,18.0,-143.0,-34.0,282.0,282.0,0.0,0.0,0.0,-113.0,2.0,-115.0,-278.0,0.0,0.0,60.0,84.0,27.0,
12/31/2017,126.0,123.0,48.0,-12.0,161.0,,150.0,4.0,7.0,-194.0,-92.0,26.0,,,-128.0,0.0,-842.0,-36.0,0.0,-36.0,-170.0,637.0,,,,-807.0,-89.0,-718.0,0.0,-624.0,-624.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,723.0,-40.0,351.0,351.0,0.0,0.0,0.0,-110.0,5.0,-115.0,522.0,0.0,,7.0,40.0,39.0,
03/31/2018,275.0,238.0,43.0,-47.0,18.0,,13.0,13.0,-8.0,23.0,4.0,-33.0,,,52.0,0.0,-429.0,-28.0,0.0,-28.0,-58.0,728.0,59.0,669.0,0.0,-786.0,-174.0,-612.0,0.0,-311.0,-311.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.0,76.0,-49.0,1890.0,1890.0,0.0,0.0,0.0,-112.0,10.0,-122.0,347.0,-2000.0,0.0,-78.0,1.0,44.0,
06/30/2018,163.0,197.0,49.0,12.0,-12.0,,-11.0,5.0,-6.0,-83.0,-63.0,-1.0,,,-19.0,0.0,100.0,-26.0,0.0,-26.0,218.0,830.0,55.0,735.0,40.0,-612.0,-48.0,-564.0,0.0,-120.0,-120.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,-265.0,-55.0,-2719.0,-2719.0,0.0,0.0,0.0,-109.0,17.0,-126.0,618.0,2000.0,,-2.0,90.0,56.0,
09/30/2018,387.0,223.0,49.0,-11.0,-6.0,,-6.0,4.0,-4.0,132.0,31.0,2.0,,,99.0,0.0,-410.0,-36.0,0.0,-36.0,141.0,1268.0,170.0,992.0,106.0,-1127.0,-43.0,-1084.0,0.0,-550.0,-550.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,72.0,-68.0,120.0,-377.0,0.0,497.0,0.0,-184.0,2.0,-186.0,204.0,0.0,0.0,49.0,51.0,57.0,
12/31/2018,351.0,226.0,52.0,6.0,1.0,,4.0,4.0,-7.0,66.0,70.0,41.0,,,-45.0,0.0,-1967.0,-39.0,0.0,-39.0,-955.0,2260.0,191.0,2069.0,0.0,-3215.0,-322.0,-2893.0,0.0,-962.0,-962.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,1713.0,-64.0,3611.0,3773.0,0.0,0.0,-162.0,-249.0,1.0,-250.0,315.0,-1900.0,0.0,97.0,65.0,81.0,
03/31/2019,-42.0,213.0,44.0,4.0,21.0,,15.0,14.0,-8.0,-324.0,-210.0,-1.0,,,-113.0,0.0,87.0,-25.0,0.0,-25.0,914.0,1628.0,101.0,587.0,940.0,-714.0,-91.0,-623.0,0.0,-860.0,-860.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,-123.0,-66.0,-212.0,-709.0,0.0,497.0,0.0,-272.0,4.0,-276.0,435.0,-8.0,0.0,-78.0,-2.0,95.0,
06/30/2019,262.0,198.0,49.0,21.0,-10.0,,-12.0,4.0,-2.0,4.0,168.0,-38.0,,,-126.0,0.0,-802.0,-35.0,0.0,-35.0,309.0,783.0,,,,-474.0,-69.0,-405.0,0.0,-1017.0,-1017.0,0.0,0.0,0.0,0.0,0.0,0.0,-59.0,542.0,-61.0,1080.0,1080.0,0.0,0.0,0.0,-272.0,3.0,-275.0,-203.0,-2.0,0.0,2.0,134.0,104.0,
09/30/2019,126.0,222.0,50.0,10.0,-13.0,,-5.0,5.0,-13.0,-143.0,-132.0,-38.0,,,27.0,0.0,112.0,-34.0,0.0,-34.0,270.0,548.0,311.0,2222.0,426.0,-278.0,-35.0,-243.0,0.0,-208.0,-208.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,20.0,-69.0,-1445.0,-1445.0,0.0,0.0,0.0,-274.0,1.0,-275.0,1807.0,1.0,0.0,258.0,47.0,116.0,
12/31/2019,350.0,183.0,45.0,4.0,9.0,,0.0,4.0,5.0,109.0,98.0,-7.0,,,18.0,0.0,978.0,-23.0,0.0,-23.0,782.0,782.0,0.0,782.0,0.0,0.0,0.0,0.0,0.0,128.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,-1420.0,-64.0,-2027.0,-2027.0,0.0,0.0,0.0,-274.0,2.0,-276.0,945.0,0.0,0.0,-92.0,54.0,86.0,
03/31/2020,153.0,14.0,45.0,258.0,-35.0,,-46.0,13.0,-2.0,-129.0,22.0,-18.0,,,-133.0,0.0,-2125.0,-28.0,0.0,-28.0,-329.0,852.0,24.0,828.0,0.0,-1181.0,-17.0,-1164.0,0.0,-1211.0,-1211.0,0.0,0.0,0.0,0.0,0.0,0.0,-557.0,1997.0,-66.0,1712.0,1712.0,0.0,0.0,0.0,-73.0,2.0,-75.0,433.0,-9.0,0.0,25.0,1.0,88.0,
06/30/2020,245.0,66.0,18.0,168.0,-49.0,,-48.0,5.0,-6.0,42.0,0.0,5.0,,,37.0,0.0,-5176.0,-54.0,0.0,-54.0,-601.0,1016.0,49.0,967.0,0.0,-1617.0,-152.0,-847.0,-618.0,-5170.0,-5170.0,0.0,0.0,0.0,0.0,0.0,0.0,649.0,4771.0,-64.0,-3335.0,-2906.0,0.0,0.0,-429.0,2.0,3.0,-1.0,8166.0,2.0,0.0,-160.0,16.0,35.0,
