Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1991,,39.397999,69.920998,1.23,-19.455999,91.093002,,,,,,,,,,,,,,,,,
06/30/1991,,22.667999,72.036003,8.463,-52.806,50.361,,,,,,,,,,,,,,,,,
09/29/1991,,8.467,71.777,5.94,-8.142,78.042,,,,,,,,,,,,,,,,,
12/29/1991,,7.758,77.866997,2.701,-18.511,69.815002,,,,,,,,,,,,,,,69.815002,,
03/29/1992,,-287.842987,87.224998,269.899994,52.688999,121.971001,,,,,,,,,,,,,,,,,
06/28/1992,,10.299,89.903,-2.397,-15.572,82.233002,,,,,,,,,,,,,,,,,
09/27/1992,,3.025,88.558998,-18.929001,23.146999,95.802002,,,,,,,,,,,,,,,,,
12/31/1992,,-152.820999,90.761002,106.125999,-31.108,12.958,,,,,,,,,,,,,,,,,
03/28/1993,,-10.13,88.375,8.164,5.419,91.828003,,,,,,,,,,,,,,,,,
06/27/1993,,13.736,93.712997,26.395,-37.644001,96.199997,,,,,,,,,,,,,,,,,
09/26/1993,,1.185,88.625999,23.138,62.938999,175.888,,,,,,,,,,,,,,,,,
12/31/1993,,-5.137,87.717003,0.56,-6.48,76.660004,,,,,,,,,,,,,,,,,
03/27/1994,,-7.086,88.473999,6.109,-35.167,52.330002,,,,,,,,,,,,,,,,,
06/26/1994,,12.9,89.564003,8.285,-54.977001,55.771999,,,,,,,,,,,,,,,,,
09/25/1994,,-0.099,105.977997,-14.495,33.367001,124.750999,,,,,,,,,,,,,,,,,
12/25/1994,,-18.674,114.405998,41.855999,40.700001,178.287994,,,,,,,,,,,,,,,,,
03/26/1995,,26.5,116.5,30.1,-26.4,146.699997,,,-91.300003,,,,,,,,,,,,,,
06/25/1995,,41.0,129.800003,-6.8,-25.299999,138.699997,,,-117.400002,,,,,,,,,,,,,,
09/24/1995,,37.299999,123.199997,21.0,-26.299999,155.199997,,,-106.900002,,,,,,,,,,,,,,
12/31/1995,,21.6,91.900002,63.599998,-8.4,168.699997,,,-125.599998,,,,,,,,,,,,,,
03/31/1996,,20.5,101.699997,6.6,19.9,148.699997,,,-81.699997,,,,,,,,,,,,,,
06/30/1996,,30.5,113.900002,11.9,53.5,209.800003,,,-104.0,,,,,,,,,,,,,,
09/29/1996,,70.900002,104.400002,-25.200001,63.299999,213.399994,,,-102.099998,,,,,,,,,,,,,,
12/29/1996,,35.400002,102.300003,-0.8,10.4,147.300003,,,-138.300003,,,,,,,,,,,,,,
03/30/1997,,95.900002,127.300003,32.0,-163.399994,91.800003,-66.599998,1.6,-75.300003,0.0,0.0,7.1,-1.0,-27.4,0.0,134.899994,-114.900002,6.4,0.0,0.0,24.200001,,
06/29/1997,,149.100006,125.099998,-72.300003,48.400002,250.300003,9.7,111.699997,-102.800003,0.0,0.0,0.8,-101.599998,-27.4,0.0,0.0,-55.200001,40.700001,0.0,-59.700001,158.399994,,
09/28/1997,,23.5,173.0,205.5,-45.599998,356.399994,-143.5,31.0,-179.800003,0.0,0.0,5.3,-392.200012,-27.6,0.0,594.5,-971.799988,68.300003,0.0,-55.599998,-179.300003,,
