Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/27/1993,2399.325928,,-1968.66394,,430.661987,,-351.825012,,,78.836998,-8.708,,9.369,,0.0,,-0.661,70.128998,-27.35,42.778999,0.0,,,42.778997,0.0,42.778999,0.0,,42.778999,42.778999,,753.228027,0.0575,0.0575,,753.228027,0.0575,0.0575,0.0575,
07/03/1993,2814.014893,,-2307.343994,,506.670899,,-388.178986,,,118.491997,-9.452,,10.258,,0.0,,-0.806,109.039997,-43.224998,65.815002,0.0,,,65.814999,0.0,65.815002,0.0,,65.815002,65.815002,,743.38562,0.0875,0.0875,0.0875,743.38562,0.0875,0.0875,0.0875,
10/02/1993,2709.874023,,-2224.155029,,485.718994,,-389.248993,,,96.470001,-8.643,,9.602,,0.0,,-0.959,87.827001,-39.766998,48.060001,0.0,,,48.060003,0.0,48.060001,0.0,,48.060001,48.060001,,739.687134,0.065,0.065,,739.687134,0.065,0.065,0.065,
01/01/1994,2665.88208,,-2179.225098,,486.656982,,-384.339996,,,102.317001,-10.172,,10.347,,0.0,,-0.175,92.145001,-36.582001,55.563,0.0,,,55.563,0.0,55.563,0.0,,55.563,55.563,,739.004028,0.075,0.075,,739.004028,0.075,0.075,0.075,
04/02/1994,2684.854004,,-2209.780029,,475.073975,,-391.843994,,,83.230003,-7.453,,7.949,,0.0,,-0.496,75.777003,-30.083,45.694,0.0,,,45.694003,0.0,45.694,0.0,,45.694,45.694,,736.805176,0.0625,0.0625,,736.805176,0.0625,0.0625,0.0625,
07/02/1994,2881.888916,,-2358.468018,,523.420898,,-403.339996,,,120.081001,-8.248,,8.374,,0.0,,-0.126,111.833001,-44.397999,67.434998,0.0,,,67.435002,0.0,67.434998,0.0,,67.434998,67.434998,,733.916016,0.0925,0.0925,0.0925,733.916016,0.0925,0.0925,0.0925,
10/01/1994,2983.095947,,-2448.788086,,534.307861,,-429.591003,,,104.717003,-7.925,,8.453,,0.0,,-0.528,96.792003,-38.425999,58.366001,0.0,,,58.366004,0.0,58.366001,0.0,,58.366001,58.366001,,733.18042,0.08,0.08,,733.18042,0.08,0.08,0.08,
12/31/1994,3006.663086,,-2463.575928,,543.087158,,-428.276001,,,114.810997,-9.423,,9.968,,0.0,,-0.545,105.387997,-41.839001,63.549,0.0,,,63.548996,0.0,63.549,0.0,,63.549,63.549,,731.559998,0.0875,0.0875,,731.559998,0.0875,0.0875,0.0875,
04/01/1995,2966.35498,,-2432.677002,,533.677979,,-436.442993,,,97.235001,-9.693,,10.317,,0.0,,-0.624,87.542,-34.754002,52.787998,0.0,,,52.787999,0.0,52.787998,0.0,,52.787998,52.787998,,730.124023,0.0725,0.0725,,730.124023,0.0725,0.0725,0.0725,
07/01/1995,3161.933105,,-2582.406982,,579.526123,,-442.315002,,,137.210999,-9.315,,9.841,,0.0,,-0.526,127.895999,-50.775002,77.121002,0.0,,,77.120997,0.0,77.121002,0.0,,77.121002,77.121002,,729.604004,0.105,0.105,0.105,729.604004,0.105,0.105,0.105,
09/30/1995,3291.909912,,-2704.657959,,587.251953,,-469.846985,,,117.404999,-8.928,,9.372,,0.0,,-0.444,108.476999,-42.306,66.170998,0.0,,,66.170999,0.0,66.170998,0.0,,66.170998,66.170998,,731.16803,0.09,0.09,,731.16803,0.09,0.09,0.09,
12/30/1995,3301.584961,,-2705.801025,,595.783936,,-469.894012,,,125.889999,-9.982,,10.332,,0.0,,-0.35,115.908,-45.203999,70.704002,0.0,,,70.704001,0.0,70.704002,0.0,,70.704002,70.704002,,732.624023,0.0975,0.0975,,732.624023,0.0975,0.0975,0.0975,
03/30/1996,3257.110107,,-2675.843994,,581.266113,,-479.109009,,,102.156998,-9.86,,10.271,,0.0,,-0.411,92.296998,-35.995998,56.300999,0.0,,,56.300999,0.0,56.300999,0.0,,56.300999,56.300999,,732.059998,0.0775,0.0775,,732.059998,0.0775,0.0775,0.0775,
06/29/1996,3544.524902,,-2897.49292,,647.031982,,-498.526001,,,148.505997,-11.245,,11.044,,0.0,,0.201,137.260997,-53.532001,83.728996,0.0,,,83.728996,0.0,83.728996,0.0,,83.728996,83.728996,,725.760008,0.115,0.115,0.115,725.760008,0.115,0.115,0.115,
09/28/1996,3679.2229,,-3028.478027,,650.744873,,-519.729004,,,131.016006,-10.676,,10.917,,0.0,,-0.241,120.340007,-46.932999,73.406998,0.0,,,73.407008,0.0,73.406998,0.0,,73.406998,73.406998,,720.192017,0.05,0.05,0.05,720.192017,0.05,0.05,0.05,
12/28/1996,3610.3479,,-2954.480957,,655.866943,,-518.69397,,,137.173004,-11.87,,11.888,,0.0,,-0.018,125.303005,-48.868,76.434998,0.0,,,76.435005,0.0,76.434998,0.0,,76.434998,76.434998,,713.64801,0.105,0.105,0.105,713.64801,0.105,0.105,0.105,
03/29/1997,3470.334,,-2844.881,,625.453,0.0,-512.87,,,112.583,-11.58,,11.58,,0.0,,,101.003,-39.391,61.612,0.0,,,61.612,0.0,61.612,0.0,0.0,61.612,61.612,,1412.27212,0.0425,0.0425,0.0425,1418.670816,0.0425,0.0425,0.0425,
06/28/1997,3694.684,,-3008.119,,686.565,,-525.349,,,161.216,-11.907,,12.117,,0.0,,-0.21,149.309,-58.23,91.079,0.0,,,91.079,0.0,91.079,0.0,,91.079,91.079,,695.359984,0.13,0.13,0.13,695.359984,0.13,0.13,0.13,
09/27/1997,3828.243896,,-3130.883057,,697.36084,,-553.031982,,,144.328995,-13.018,,13.14,,0.0,,-0.122,131.310994,-51.210999,80.099998,0.0,,,80.099996,0.0,80.099998,0.0,,80.099998,80.099998,,687.372009,0.115,0.115,0.115,691.452026,0.115,0.115,0.115,
12/27/1997,3786.095947,,-3082.913086,,703.182861,,-566.085999,,,137.097,0.0,,0.0,,0.0,,0.0,137.097,-53.467999,83.628998,28.052999,,,55.576002,0.0,55.576,0.0,,55.576,55.576,,683.171997,0.08,0.12,0.12,689.119995,0.08,0.12,0.12,
03/28/1998,3711.822,,-3035.112,,676.71,0.0,-557.315,,,119.395,-15.17,,15.17,,0.0,,,104.225,-40.648,63.577,0.0,,,63.577,0.0,63.577,0.0,0.0,63.577,63.577,,679.252746,0.095,0.095,0.095,686.461794,0.095,0.095,0.095,
06/27/1998,4001.374023,,-3250.728027,,750.645996,,-560.677979,,,189.968002,-30.108,,30.112,,0.0,,-0.004,159.860003,-62.345001,97.514999,0.0,,,97.515002,0.0,97.514999,0.0,,97.514999,97.514999,,673.247986,0.145,0.145,0.145,680.48999,0.145,0.145,0.145,
09/26/1998,4192.63,,-3426.045,,766.585,,-607.812,,,158.773,-17.101,16.931,16.931,,0.0,,0.17,141.672,-55.252,86.42,0.0,,,86.42,0.0,86.42,0.0,,86.42,86.42,,669.698,0.13,0.13,0.13,676.368,0.13,0.13,0.13,
12/26/1998,4246.675,,-3469.496,,777.179,,-616.899,,,160.28,-18.642,18.397,18.397,,0.0,,0.245,141.638,-55.239,86.399,0.0,,,86.399,0.0,86.399,0.0,,86.399,86.399,,667.772,0.13,0.13,0.13,675.79,0.13,0.13,0.13,
03/27/1999,4164.877,,-3402.463,,762.414,,-625.111,,,137.303,-18.321,18.414,18.414,,0.0,,-0.093,118.982,-46.403,72.579,0.0,,,72.579,0.0,72.579,0.0,,72.579,72.579,,665.026,0.11,0.11,0.11,672.952,0.11,0.11,0.11,
07/03/1999,4818.633,,-3909.856,,908.777,,-697.444,,,211.333,-19.738,19.097,19.097,,0.0,,0.641,191.595,-74.722,116.873,0.0,,,116.873,0.0,116.873,0.0,,116.873,116.873,,661.172,0.175,0.175,0.175,669.622,0.175,0.175,0.175,
10/02/1999,4657.034,,-3793.2,,863.834,,-674.244,,,189.59,-17.755,17.944,17.944,,0.0,,-0.189,171.835,-66.156,105.679,8.041,,,97.638,0.0,97.638,0.0,,97.638,97.638,,657.85,0.15,0.16,0.16,666.974,0.145,0.16,0.16,
01/01/2000,4651.535,,-3771.998,,879.537,,-697.172,,,182.365,-16.68,16.68,16.68,,0.0,,0.0,165.685,-63.789,101.896,0.0,,,101.896,0.0,101.896,0.0,,101.896,101.896,,656.956,0.155,0.155,0.155,667.088,0.155,0.155,0.155,
04/01/2000,4722.935,,-3829.148,,893.787,,-709.499,,,184.288,-18.442,18.354,18.354,,0.0,,0.088,165.846,-63.851,101.995,0.0,,,101.995,0.0,101.995,0.0,0.0,101.995,101.995,,658.612,0.155,0.155,0.155,667.326,0.155,0.155,0.155,
07/01/2000,5271.763,,-4255.205,,1016.558,,-762.84,,,253.718,-19.477,17.854,17.854,,0.0,,1.623,234.241,-90.183,144.058,0.0,,,144.058,0.0,144.058,0.0,0.0,144.058,144.058,,663.296,0.215,0.215,0.215,673.272,0.215,0.215,0.215,
09/30/2000,5360.174,,-4322.784,,1037.39,,-787.497,,,249.893,-16.768,17.401,17.401,,0.0,,-0.633,233.125,-89.17,143.955,0.0,,,143.955,0.0,143.955,0.0,0.0,143.955,143.955,,664.052,0.215,0.215,0.215,674.186,0.215,0.215,0.215,
12/30/2000,5290.53,,-4250.987,,1039.543,,-795.674,,,243.869,-18.08,18.034,18.034,,0.0,,0.046,225.789,-86.364,139.425,0.0,,,139.425,0.0,139.425,0.0,0.0,139.425,139.425,,664.09,0.21,0.21,0.21,675.76,0.21,0.21,0.21,
03/31/2001,5344.496,,-4301.029,,1043.467,,-800.156,,,243.311,-17.619,18.498,18.498,,0.0,,-0.879,225.692,-86.327,139.365,0.0,,,139.365,0.0,139.365,0.0,0.0,139.365,139.365,,666.107,0.21,0.21,0.21,677.731,0.21,0.21,0.21,
06/30/2001,5789.297,,-4638.338,,1150.959,,-849.5,,,301.459,-19.41,17.843,17.843,,0.0,,1.567,282.049,-107.884,174.165,0.0,,,174.165,0.0,174.165,0.0,0.0,174.165,174.165,,667.926,0.26,0.26,0.26,679.805,0.26,0.26,0.26,
09/29/2001,5828.678,,-4683.617,,1145.061,,-864.456,,,280.605,-15.095,15.864,15.864,,0.0,,-0.769,265.51,-101.558,163.952,0.0,,,163.952,0.0,163.952,0.0,0.0,163.952,163.952,,666.765,0.25,0.25,0.25,677.917,0.24,0.24,0.24,
12/29/2001,5590.966,,-4481.655,,1109.311,,-836.355,,,272.956,-16.223,16.513,16.513,,0.0,,-0.29,256.733,-98.2,158.533,0.0,,,158.533,0.0,158.533,0.0,0.0,158.533,158.533,,661.959,0.24,0.24,0.24,671.799,0.24,0.24,0.24,
03/30/2002,5620.324,,-4510.059,,1110.265,,-851.668,,,258.597,-13.441,14.318,14.318,,0.0,,-0.877,245.156,-93.772,151.384,0.0,,,151.384,0.0,151.384,0.0,0.0,151.384,151.384,,661.144,0.23,0.23,0.23,672.529,0.23,0.23,0.23,
06/29/2002,6310.536,,-5046.832,,1263.704,,-914.9,,,348.804,-15.333,16.202,16.202,,0.0,,-0.869,333.471,-127.553,205.918,0.0,,,205.918,0.0,205.918,0.0,0.0,205.918,205.918,,657.638,0.31,0.31,0.31,667.726,0.31,0.31,0.31,
09/28/2002,6424.422,,-5154.704,,1269.718,,-960.635,,,309.083,-13.416,16.828,16.828,,0.0,,-3.412,295.667,-113.093,182.574,0.0,,,182.574,0.0,182.574,0.0,0.0,182.574,182.574,,654.176,0.28,0.28,0.28,663.542,0.28,0.28,0.28,
12/28/2002,6348.797,,-5097.716,,1251.081,,-937.29,,,313.791,-14.897,17.503,17.503,,0.0,,-2.606,298.894,-114.327,184.567,0.0,,,184.567,0.0,184.567,0.0,0.0,184.567,184.567,,652.03,0.28,0.28,0.28,664.083,0.28,0.28,0.28,
03/29/2003,6395.278,,-5144.473,,1250.805,,-962.459,,,288.346,-15.615,18.276,18.276,,0.0,,-2.661,272.731,-104.32,168.411,0.0,,,168.411,0.0,168.411,0.0,0.0,168.411,168.411,,649.267,0.26,0.26,0.26,657.994,0.26,0.26,0.26,
06/28/2003,6971.84,,-5582.663,,1389.177,,-976.123,,,413.054,-19.959,19.627,19.627,,0.0,,0.332,393.095,-150.359,242.736,0.0,,,242.736,0.0,242.736,0.0,0.0,242.736,242.736,,646.157,0.38,0.38,0.38,655.791,0.37,0.37,0.37,
09/27/2003,7134.281,,-5753.767,,1380.514,,-1024.336,,,356.178,-16.648,,18.631,,0.0,,-1.983,339.53,-130.719,208.811,0.0,,,208.811,0.0,208.811,0.0,0.0,208.811,208.811,,645.862,0.32,0.32,0.32,657.275,0.32,0.32,0.32,
12/27/2003,7036.52,,-5669.399,,1367.121,,-996.853,,,370.268,-9.324,,16.376,,0.0,,-7.052,360.944,-138.963,221.981,0.0,,,221.981,0.0,221.981,0.0,0.0,221.981,221.981,,644.723,0.34,0.34,0.34,661.633,0.34,0.34,0.34,
03/27/2004,7025.585,,-5684.192,,1341.393,,-1008.493,,,332.9,-14.487,,15.737,,0.0,,-1.25,318.413,-122.589,195.824,0.0,,,195.824,0.0,195.824,0.0,0.0,195.824,195.824,,642.038,0.31,0.31,0.31,663.098,0.3,0.3,0.3,
07/03/2004,8139.014,,-6554.152,,1584.862,,-1111.548,,,473.314,-17.056,,19.136,,0.0,,-2.08,456.258,-175.659,280.599,0.0,,,280.599,0.0,280.599,0.0,0.0,280.599,280.599,,638.133,0.44,0.44,0.44,665.67,0.42,0.42,0.42,
10/02/2004,7531.92,,-6094.93,,1436.99,,-1055.41,,,381.582,-15.73,,17.699,,0.0,,-1.969,365.852,-139.938,225.914,0.0,,,225.914,0.0,225.914,0.0,0.0,225.914,225.914,,638.168,0.35,0.35,0.35,650.779,0.35,0.35,0.35,
01/01/2005,7331.257,,-5933.515,,1397.742,,-1004.919,,,392.823,-16.073,,17.766,,0.0,,-1.693,376.75,-144.107,232.643,0.0,,,232.643,0.0,232.643,0.0,0.0,232.643,232.643,,638.638789,0.36,0.36,0.36,652.993142,0.36,0.36,0.36,
04/02/2005,7437.453,,-6032.165,,1405.288,,-1052.477,,,352.811,-17.232,,20.151,,0.0,,-2.919,335.579,-117.359,218.22,0.0,,,218.22,0.0,218.22,0.0,0.0,218.22,218.22,,635.654561,0.34,0.34,0.34,650.753697,0.34,0.34,0.34,
07/02/2005,7981.284,,-6437.59,,1543.694,,-1081.378,,,462.314,-15.059,19.384,19.384,,0.0,,-4.325,447.255,-162.575,284.68,0.0,,,284.68,0.0,284.68,0.0,0.0,284.68,284.68,,631.756582,0.45,0.45,0.45,647.875858,0.44,0.44,0.44,
10/01/2005,8010.484,,-6480.793,,1529.691,,-1176.656,,,353.035,-19.131,22.246,22.246,,0.0,,-3.115,333.904,-134.694,199.21,-9.285,,,208.495,0.0,208.495,0.0,0.0,208.495,208.495,,626.55493,0.33,0.32,0.32,634.959278,0.33,0.31,0.31,
12/31/2005,7971.061,,-6434.753,,1536.308,,-1171.469,,,364.839,-27.007,29.227,29.227,,0.0,,-2.22,337.832,-133.65,204.182,0.0,,,204.182,0.0,204.182,0.0,0.0,204.182,204.182,,620.137592,0.33,0.33,0.33,627.147814,0.33,0.33,0.33,
04/01/2006,8137.816,,-6602.102,,1535.714,,-1193.27,,,342.444,-28.622,29.441,29.441,,0.0,,-0.819,313.822,-125.283,188.539,0.0,,,188.539,0.0,188.539,0.0,0.0,188.539,188.539,,618.973143,0.3,0.3,0.3,625.101592,0.3,0.3,0.3,
07/01/2006,8509.077,,-6819.459,,1689.618,,-1254.906,,,434.712,-25.324,,28.186,,0.0,,-2.862,409.388,-155.279,254.109,0.0,,,254.109,0.0,254.109,0.0,0.0,254.109,254.109,,619.241061,0.41,0.41,0.41,625.004355,0.41,0.41,0.41,
09/30/2006,8672.072,,-7002.856,,1669.216,,-1276.882,,,392.334,-16.728,,25.766,,0.0,,-9.038,375.606,-145.458,230.148,0.0,,,230.148,0.0,230.148,0.0,0.0,230.148,230.148,,620.127064,0.37,0.37,0.37,625.48695,0.37,0.37,0.37,
12/30/2006,8568.748,,-6915.259,,1653.489,,-1230.967,,,422.522,-24.631,,28.006,,0.0,,-3.375,397.891,-151.353,246.538,0.0,,,246.538,0.0,246.538,0.0,0.0,246.538,246.538,,619.158876,0.4,0.4,0.4,628.429841,0.39,0.39,0.39,
03/31/2007,8572.961,,-6938.867,,1634.094,,-1249.951,,,384.143,-23.164,25.7,25.7,,0.0,,-2.536,360.979,-139.98,220.999,0.0,,,220.999,0.0,220.999,0.0,0.0,220.999,220.999,,617.678739,0.36,0.36,0.36,625.750925,0.35,0.35,0.35,
06/30/2007,9228.294,,-7427.621,,1800.673,,-1291.19,,,509.483,-22.744,,25.53,,0.0,,-2.786,486.739,-183.348,303.391,0.0,,,303.391,0.0,303.391,0.0,0.0,303.391,303.391,,616.366328,0.49,0.49,0.49,623.993792,0.49,0.49,0.49,
09/29/2007,9405.844,,-7614.702,,1791.142,,-1336.509,,,454.633,-23.339,26.371,26.371,,0.0,,-3.032,431.294,-164.305,266.989,0.0,,,266.989,0.0,266.989,0.0,0.0,266.989,266.989,,610.810914,0.44,0.44,0.44,617.108313,0.43,0.43,0.43,
12/29/2007,9239.505,,-7471.725,,1767.78,,-1318.768,,,449.012,-20.572,28.915,28.915,,0.0,,-8.343,428.44,-164.292,264.148,0.0,,,264.148,0.0,264.148,0.0,0.0,264.148,264.148,,608.169202,0.43,0.43,0.43,614.620234,0.43,0.43,0.43,
03/29/2008,9146.557,,-7412.036,,1734.521,,-1316.877,,,417.644,-21.459,28.744,28.744,,0.0,,-7.285,396.185,-155.284,240.901,0.0,,,240.901,0.0,240.901,0.0,0.0,240.901,240.901,,603.17015,0.4,0.4,0.4,605.773862,0.4,0.4,0.4,
06/28/2008,9730.205,,-7828.791,,1901.414,,-1342.754,,,558.66,-23.241,,27.511,,0.0,,-4.27,535.419,-201.306,334.113,0.0,,,334.113,0.0,334.113,0.0,0.0,334.113,334.113,,601.481271,0.56,0.56,0.56,605.081076,0.55,0.55,0.55,
09/27/2008,9877.429,9877.429,-7990.873,7990.873,1886.556,0.0,-1381.804,,1381.804,504.752,-23.597,,26.41,,,,-2.813,481.155,-204.341,276.814,0.0,0.0,0.0,276.814,0.0,276.814,0.0,0.0,276.814,276.814,0.0,602.257425,0.46,0.46,0.46,605.707175,0.46,0.46,0.46,
12/27/2008,9149.803,9149.803,-7399.69,7399.69,1750.113,0.0,-1328.249,,1328.249,421.864,-23.177,,28.4,,,,-5.223,398.687,-161.033,237.654,0.0,0.0,0.0,237.654,,237.654,0.0,0.0,237.654,237.654,0.0,597.549831,0.4,0.4,0.4,598.233384,0.4,0.4,0.4,
03/28/2009,8739.35,8739.35,-7102.274,7102.274,1637.076,0.0,-1231.753,,1231.753,405.323,-24.719,,28.233,,,,-3.514,380.604,-154.438,226.166,0.0,0.0,0.0,226.166,0.0,226.166,0.0,0.0,226.166,226.166,0.0,590.152592,0.38,0.38,0.38,590.667577,0.38,0.38,0.38,
06/27/2009,9086.748,9086.748,-7324.162,7324.162,1762.586,0.0,-1222.314,0.0,1222.314,540.272,-29.884,33.279,33.279,0.0,0.0,0.0,-3.395,510.388,-195.074,315.314,0.0,0.0,0.0,315.314,0.0,315.314,0.0,0.0,315.314,315.314,0.0,590.550464,0.53,0.53,0.53,591.045208,0.53,0.53,0.53,
09/26/2009,9081.426,9081.426,-7334.067,7334.067,1747.359,0.0,-1250.031,,1250.031,497.328,-31.788,,33.8,,,,-2.012,465.54,-139.335,326.205,0.0,0.0,0.0,326.205,0.0,326.205,0.0,0.0,326.205,326.205,0.0,591.568212,0.55,0.55,0.55,591.983474,0.55,0.55,0.55,
12/26/2009,8868.499,8868.499,-7173.612,7173.612,1694.887,0.0,-1232.536,,1232.536,462.351,-30.384,,31.522,,,,-1.138,431.967,-163.618,268.349,0.0,0.0,0.0,268.349,0.0,268.349,0.0,0.0,268.349,268.349,0.0,592.651712,0.45,0.45,0.45,593.372477,0.45,0.45,0.45,
03/27/2010,8945.093,8945.093,-7261.721,7261.721,1683.372,0.0,-1251.269,,1251.269,432.103,-28.682,,27.654,,,,1.028,403.421,-155.773,247.648,0.0,0.0,0.0,247.648,0.0,247.648,0.0,0.0,247.648,247.648,0.0,593.129783,0.42,0.42,0.42,594.883736,0.42,0.42,0.42,
07/03/2010,10348.477,10348.477,-8366.609,8366.609,1981.868,0.0,-1397.782,0.0,1397.782,584.086,-35.425,32.501,32.501,0.0,0.0,0.0,2.924,548.661,-210.88,337.781,0.0,0.0,0.0,337.781,0.0,337.781,0.0,0.0,337.781,337.781,0.0,591.346927,0.57,0.57,0.57,594.238229,0.57,0.57,0.57,
10/02/2010,9751.274,9751.274,-7919.857,7919.857,1831.417,0.0,-1325.177,,1325.177,506.24,-29.417,,31.101,,,,-1.684,476.823,-177.754,299.069,0.0,0.0,0.0,299.069,0.0,299.069,0.0,0.0,299.069,299.069,0.0,588.711412,0.51,0.51,0.51,591.103346,0.51,0.51,0.51,
01/01/2011,9384.852,9384.852,-7623.185,7623.185,1761.667,0.0,-1324.642,,1324.642,437.025,-26.76,,28.06,,,,-1.3,410.265,-152.092,258.173,0.0,0.0,0.0,258.173,0.0,258.173,0.0,0.0,258.173,263.082,4.909,584.943749,0.44,0.44,0.449756,587.110338,0.44,0.44,0.449756,
04/02/2011,9761.66,9761.66,-7929.111,7929.111,1832.549,0.0,-1405.062,,1405.062,427.487,-22.015,28.972,28.972,0.0,,,-6.957,405.472,-146.994,258.478,0.0,0.0,0.0,258.478,0.0,258.478,0.0,0.0,258.478,281.886,23.408,583.722009,0.44,0.44,0.482911,585.421864,0.44,0.44,0.48,
07/02/2011,10425.703,10425.703,-8471.311,8471.311,1954.392,0.0,-1393.642,0.0,1393.642,560.75,-25.856,30.134,30.134,0.0,0.0,0.0,-4.278,534.894,-198.584,336.31,0.0,0.0,0.0,336.31,0.0,336.31,0.0,0.0,336.31,356.854,20.544,588.727359,0.57,0.57,0.606145,591.130594,0.57,0.57,0.604754,
