Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
11/30/1995,133.597,,-106.652,,26.945,,-17.099,,,,5.313,2.703,0.0,,0.0,-2.703,8.016,-0.767,7.249,0.0,,,7.249,0.0,7.249,0.0,,7.249,7.249,,13.956,0.52,0.52,0.52,13.956,0.52,0.52,0.52,
02/29/1996,111.950996,,-94.182999,,17.767997,,-15.487,,,,2.281,4.043,0.0,,0.0,-4.043,6.324,-1.61,4.714,0.0,,,4.714,0.0,4.714,0.0,,4.714,4.714,,13.615,0.35,0.35,0.35,13.615,0.35,0.35,0.35,
05/31/1996,111.273003,,-93.557999,,17.715004,,-15.836,,,,1.879,4.278,,,,-4.278,6.157,-1.165,4.992,0.0,,,4.992,0.0,4.992,0.0,,4.992,4.992,,13.519,0.37,0.37,0.37,13.519,0.37,0.37,0.37,
08/31/1996,109.008003,,-91.224998,,17.783005,,-14.816,,,,2.967,3.224,,,,-3.224,6.191,-1.365,4.826,0.0,,,4.826,0.0,4.826,0.0,,4.826,4.826,,13.431,0.36,0.36,0.36,13.431,0.36,0.36,0.36,
11/30/1996,118.485001,,-100.292999,,18.192001,,-18.013,,,,0.179,3.437,,,,-3.437,3.616,0.353,3.969,0.0,,,3.969,0.0,3.969,0.0,,3.969,3.969,,13.109,0.31,0.31,0.31,13.109,0.31,0.31,0.31,
02/28/1997,109.806,,-91.572998,,18.233002,,-15.849,,,,2.384,2.079,,,,-2.079,4.463,-1.03,3.433,0.0,,,3.433,0.0,3.433,0.0,,3.433,3.433,,13.076,0.26,0.26,0.26,13.076,0.26,0.26,0.26,
05/31/1997,113.197998,,-101.358002,,11.839996,,-25.629999,,,,-13.79,-10.566,,,,10.566,-24.356,10.331,-14.025,0.0,,,-14.025,0.0,-14.025,0.0,,-14.025,-14.025,,13.05,-1.07,-1.07,-0.42,13.08,-1.07,-1.07,-0.42,
08/31/1997,110.250999,,-98.384003,,11.866997,,-16.709999,,,,-4.843,-5.591,,,,5.591,-10.434,5.362,-5.072,0.0,,,-5.072,0.0,-5.072,0.0,,-5.072,-5.072,,13.047,-0.39,-0.39,-0.28,13.047,-0.39,-0.39,-0.28,
11/30/1997,113.638,,-76.235,,37.403,,-11.676,,,,25.727,-37.355,,,,37.355,-11.628,7.683,-3.945,0.0,,,-3.945,0.0,-3.945,0.0,,-3.945,-3.945,,13.011,-0.3,-0.3,-0.1,13.011,-0.3,-0.3,-0.1,
02/28/1998,98.333,,-78.651001,,19.681999,,-14.279,,,,5.403,-0.853,,,,0.853,4.55,-1.115,3.435,0.0,,,3.435,0.0,3.435,0.0,,3.435,3.435,,13.023,0.26,0.26,0.33,13.114,0.26,0.26,0.33,
05/30/1998,98.334999,,-79.807999,,18.527,,-16.374001,,,,2.153,3.112976,,,,-3.112976,5.265976,-1.307,3.959,0.0,,,3.958976,0.0,3.959,0.0,,3.959,3.959,,13.027,0.3,0.3,0.38,13.158,0.3,0.3,0.38,
08/29/1998,98.093002,,-80.403,,17.690002,,-15.608,,,,2.082,1.977,,,,-1.977,4.059,-0.932,3.127,0.0,,,3.127,0.0,3.127,0.0,,3.127,3.127,,12.998,0.24,0.24,0.29,13.083,0.24,0.24,0.28,
11/28/1998,102.795998,,-82.942001,,19.853996,,-16.240999,,,,3.613,3.608,,,,-3.608,7.221,-2.025,5.196,0.0,,,5.196,0.0,5.196,0.0,,5.196,5.196,,12.998,0.4,0.4,0.43,13.065,0.4,0.4,0.44,
02/27/1999,99.808998,,-80.233002,,19.575996,,-16.530001,,,,3.046,3.352,,,,-3.352,6.398,-1.983,4.415,0.0,,,4.415,0.0,4.415,0.0,,4.415,4.415,,12.801,0.34,0.34,0.34,12.804,0.34,0.34,0.34,
05/29/1999,103.658997,,-81.195,,22.463997,,-18.479,,,,3.985,3.456,,,,-3.456,7.441,-2.381,5.06,0.0,,,5.06,0.0,5.06,0.0,,5.06,5.06,,12.613,0.4,0.4,0.4,12.625,0.4,0.4,0.4,
08/28/1999,88.803001,,-68.579002,,20.223999,,-17.209,,,,3.015,3.508,,,,-3.508,6.523,-2.118,4.405,0.0,,,4.405,0.0,4.405,0.0,,4.405,4.405,,12.42,0.36,0.36,0.36,12.42,0.36,0.36,0.36,
11/27/1999,102.140999,,-79.308998,,22.832001,,-20.403999,,,,2.428,3.428,,,,-3.428,5.856,-1.782,4.074,0.0,,,4.074,0.0,4.074,0.0,,4.074,4.074,,11.98235,0.34,0.34,0.39,11.98235,0.34,0.34,0.39,
02/26/2000,94.981003,,-76.407997,,18.573006,,-15.293,,,,3.28,3.658,,,,-3.658,6.938,-2.22,4.718,0.364,,,4.354,0.0,4.354,0.0,0.0,4.354,4.354,,11.972,0.36,0.39,0.39,11.973,0.36,0.39,0.39,
05/27/2000,92.365997,,-74.468002,,17.897995,,-15.063,,,,2.835,3.804,,,,-3.804,6.639,-2.124,4.515,0.0,,,4.515,0.0,4.515,0.0,0.0,4.515,4.515,,11.799,0.38,0.38,0.38,11.801,0.38,0.38,0.38,
08/26/2000,91.154999,,-75.287003,,15.867996,,-13.606,,,,2.262,4.069,,,,-4.069,6.331,-2.026,4.305,0.0,,,4.305,0.0,4.305,0.0,0.0,4.305,4.305,,11.741,0.37,0.37,0.37,11.751,0.37,0.37,0.37,
11/25/2000,88.942,,-76.118,,12.824,,-17.717,,,,-4.893,0.052,,,,-0.052,-4.841,1.699,-3.142,0.0,,,-3.142,0.0,-3.142,0.0,,-3.142,-3.142,,11.649,-0.26,-0.26,0.35,11.674,-0.26,-0.26,0.35,
02/24/2001,82.553001,,-67.994003,,14.558998,,-13.201,,,,1.358,1.859,,,,-1.859,3.217,-0.965,2.252,0.0,,,2.252,0.0,2.252,0.0,0.0,2.252,2.252,,11.71,0.19,0.19,0.3,11.713,0.19,0.19,0.3,
05/26/2001,73.765,,-62.672,,11.093,0.0,-13.722,13.722,,0.0,-2.629,1.858,,,,-1.858,-0.771,0.233,-0.538,,,,-0.538,0.0,-0.538,0.0,0.0,-0.538,-0.538,0.532,11.698397,-0.05,-0.05,0.0,11.709177,-0.05,-0.05,0.0,
08/25/2001,71.290001,,-61.132999,,10.157001,,-12.805,,,,-2.648,-1.665,,,,1.665,-4.313,1.479,-2.834,0.0,,,-2.834,0.0,-2.834,0.0,0.0,-2.834,-2.834,,11.702,-0.24,-0.24,-0.01,11.702,-0.24,-0.24,-0.01,
11/24/2001,78.068,,-62.657,,15.411,,-14.749,,,,0.662,-2.479,,,,2.479,-1.817,0.295,-1.522,0.0,,,-1.522,0.0,-1.522,0.0,0.0,-1.522,-1.522,,11.708,-0.13,-0.13,0.01,11.708,-0.13,-0.13,0.01,
03/02/2002,84.788002,,-68.059998,,16.728004,,-13.728,,,,3.0,1.221,,,0.0,-1.221,4.221,-1.309,2.912,0.0,,,2.912,0.0,2.912,0.0,0.0,2.912,2.912,,11.699,0.25,0.25,0.25,11.734,0.25,0.25,0.25,
06/01/2002,80.903999,,-62.455002,,18.448997,,-15.82,,,,2.629,1.544,,,0.0,-1.544,4.173,-1.293,2.88,0.0,,,2.88,0.0,2.88,0.0,0.0,2.88,2.88,,11.71,0.25,0.25,0.25,11.94,0.24,0.24,0.24,
08/31/2002,78.367,,-61.783,,16.584,0.0,-16.42,15.472,,0.948,0.164,-1.251,,,0.0,1.251,-1.087,0.369,-0.718,,,,-0.718,,-0.718,0.0,0.0,-0.718,-0.718,,11.708324,-0.061324,-0.061324,-0.061324,11.708324,-0.061324,-0.061324,-0.061324,
11/30/2002,79.428,,-62.695,,16.733,,-15.967,,,,0.766,1.037,,,0.0,-1.037,1.803,-0.136,1.667,0.0,,,1.667,0.0,1.667,0.0,0.0,1.667,1.667,,11.67308,0.14,0.14,0.14,11.673,0.14,0.14,0.14,
03/01/2003,77.613998,,-57.41,,20.203999,,-20.298,,,,-0.094,-2.058,,,0.0,2.058,-2.152,0.602,-1.55,4.875,,,-6.425,0.0,-6.425,0.0,0.0,-6.425,-6.425,,11.643,-0.55,-0.13,0.07,11.643,-0.55,-0.13,0.07,
05/31/2003,71.529,,-56.398,,15.131,0.0,-13.752,15.409,,-1.657,1.379,,,,,,,-0.186,1.193,,,,,,1.193,0.0,0.0,1.193,1.193,,11.5999,0.1,0.1,0.1,11.601926,0.1,0.1,0.1,
08/30/2003,74.434,,-58.797,,15.637,0.0,-13.748,15.037,,-1.289,1.889,,,,,,,-0.332,1.557,,,,,,1.557,0.0,0.0,1.557,1.557,,11.599,0.13,0.13,0.13,11.611,0.13,0.13,0.13,
11/29/2003,82.944,,-60.535,,22.409,,-20.025,,,,2.384,1.367,,,0.0,-1.367,3.751,-0.546,3.205,0.0,,,3.205,0.0,3.205,0.0,0.0,3.205,3.205,,11.446,0.28,0.28,0.28,11.446,0.28,0.28,0.28,
02/28/2004,76.568001,,-56.901001,,19.667,,-18.496,,,,1.171,2.063,,,0.0,-2.063,3.234,-0.906,2.328,0.0,,,2.328,0.0,2.328,0.0,0.0,2.328,2.328,,11.64,0.2,0.2,0.13,11.64,0.2,0.2,0.13,
05/29/2004,80.355,,-59.936,,20.419,0.0,-17.882,19.783,,-1.901,2.537,,,,,,,-0.652,1.885,,,,,,1.885,0.0,0.0,1.885,1.885,,11.712906,0.16,0.16,0.16,11.865595,0.16,0.16,0.16,
08/28/2004,78.584999,,-58.494999,,20.09,,-19.009001,,,,1.081,0.365,,,0.0,-0.365,1.446,-0.318,1.128,0.0,,,1.128,0.0,1.128,0.0,0.0,1.128,1.128,,11.6852,0.1,0.1,0.17,11.8501,0.1,0.1,0.17,
11/27/2004,80.146,,-59.28,,20.866,,-19.857,,,,1.009,2.624,,,0.0,-2.624,3.633,-0.765,2.868,0.0,,,2.868,0.0,2.868,0.0,0.0,2.868,2.868,,11.95,0.24,0.24,0.24,11.95,0.24,0.24,0.24,
02/26/2005,80.751999,,-59.456001,,21.295998,,-20.028,,,,1.268,1.97,,,0.0,-1.97,3.238,-0.874,2.364,0.0,,,2.364,0.0,2.364,0.0,0.0,2.364,2.364,,11.748104,0.2,0.2,0.2,11.892342,0.2,0.2,0.2,
05/28/2005,83.063004,,-60.912998,,22.150005,,-20.459999,,,,1.69,-0.627,,,0.0,0.627,1.063,-0.016,1.047,0.0,,,1.047,0.0,1.047,0.0,0.0,1.047,1.047,,11.781581,0.09,0.09,0.22,11.927948,0.09,0.09,0.22,
08/27/2005,82.742996,,-57.276001,,25.466995,,-23.517,,,,1.95,0.568,,,0.0,-0.568,2.518,-0.632,1.886,0.0,,,1.886,0.0,1.886,0.0,0.0,1.886,1.886,,11.802832,0.16,0.16,0.3,11.9431,0.16,0.16,0.3,
11/26/2005,88.649002,,-59.077,,29.572002,,-27.264999,,,,2.307,1.619,,,0.0,-1.619,3.926,-1.859,2.067,0.0,,,2.067,0.0,2.067,0.0,0.0,2.067,2.067,,11.926,0.18,0.18,0.24,11.926,0.18,0.18,0.24,
02/25/2006,86.488998,,-59.151001,,27.337997,,-26.26,,,,1.078,1.893,0.0,,0.0,-1.893,2.971,-0.791,2.18,0.0,,,2.18,0.0,2.18,0.0,0.0,2.18,2.18,,11.815369,0.18,0.18,0.18,11.933845,0.18,0.18,0.18,
05/27/2006,87.663,,-59.887,,27.776,,-26.706,,,,1.07,2.78,0.0,,,-2.78,3.85,-1.017,2.833,0.0,,,2.833,0.0,2.833,0.0,0.0,2.833,2.833,,11.822514,0.24,0.24,0.24,11.941394,0.24,0.24,0.24,
08/26/2006,77.559998,,-54.226002,,23.333996,,-24.854,,,,-1.52,1.175,,,0.0,-1.175,-0.345,0.402,0.057,0.0,,,0.057,0.0,0.057,0.0,0.0,0.057,0.057,,11.795089,0.01,0.01,0.01,11.872105,0.01,0.01,0.01,
11/25/2006,76.501999,,-52.055,,24.446999,,-24.055,,,,0.392,-0.784,,,0.0,0.784,-0.392,0.751,0.359,0.0,,,0.359,0.0,0.359,0.0,0.0,0.359,0.359,,11.97,0.03,0.03,0.02,11.97,0.03,0.03,0.02,
02/24/2007,73.419998,,-51.109001,,22.310997,,-29.434,,,,-7.123,0.91,0.0,,0.0,-0.91,-6.213,2.025,-4.188,0.0,,,-4.188,0.0,-4.188,0.0,0.0,-4.188,-4.188,,11.811957,-0.35,-0.35,-0.16,11.811957,-0.35,-0.35,-0.16,
05/26/2007,75.432,,-51.486,,23.946,,-26.058,,,,-2.112,-1.087,0.0,,,1.087,-3.199,0.779,-2.42,0.0,,,-2.42,0.0,-2.42,0.0,,-2.42,-2.42,,11.816968,-0.2,-0.2,0.0,11.816968,-0.2,-0.2,0.0,
08/25/2007,70.497002,,-45.847,,24.650002,,-27.122999,,,,-2.473,0.785,,,0.0,-0.785,-1.688,2.364,0.676,0.0,,,0.676,0.0,0.676,0.0,0.0,0.676,0.676,,11.805138,0.06,0.06,0.06,11.807577,0.06,0.06,0.06,
11/24/2007,76.502,,-52.055,,24.447,,-25.414,25.604,,-0.19,-0.967,0.947,,,0.0,-0.947,-0.02,0.379,0.359,0.0,,,0.359,0.0,0.359,0.0,0.0,0.359,0.359,,11.966667,0.03,0.03,0.03,11.966667,0.03,0.03,0.03,
03/01/2008,81.598999,,-48.972,,32.626999,,-32.215,,,,0.412,0.187,,,0.0,-0.187,0.599,-0.081,0.518,0.0,,,0.518,0.0,0.518,0.0,0.0,0.518,0.518,,11.809345,0.04,0.04,0.04,11.809363,0.04,0.04,0.04,
05/31/2008,74.862,,-45.344002,,29.517998,,-31.042999,,,,-1.525,-0.363,,,0.0,0.363,-1.888,1.497,-0.391,0.0,,,-0.391,0.0,-0.391,0.0,0.0,-0.391,-0.391,,11.759895,-0.03,-0.03,-0.01,11.759895,-0.03,-0.03,-0.01,
08/30/2008,70.158997,,-42.105,,28.053997,,-32.247002,,,,-4.193,-1.625,,,0.0,1.625,-5.818,3.166,-2.652,0.0,,,-2.652,0.0,-2.652,0.0,0.0,-2.652,-2.652,,11.601118,-0.23,-0.23,-0.18,11.601118,-0.23,-0.23,-0.18,
11/29/2008,61.678,,-36.978,,24.7,,,,,,24.7,,,,,,,,-37.83,0.0,,,,0.0,-37.83,0.0,0.0,-37.83,-37.83,,11.675926,-3.24,-3.24,-0.72,11.675926,-3.24,-3.24,-0.72,
02/28/2009,57.811,57.811,-33.668,33.668,24.143,0.0,-32.744,26.852,,5.892,-8.601,-3.297,,,,3.297,-11.898,-0.065,-11.963,0.0,0.0,0.0,-11.963,0.0,-11.963,0.0,0.0,-11.963,-9.557,2.406,11.423869,-1.05,-1.05,-0.836582,11.423869,-1.05,-1.05,-0.839388,
05/30/2009,57.718,57.718,-32.685,32.685,25.033,0.0,-33.637,26.115,,7.522,-8.604,-1.187,,-0.174,,1.361,-9.791,-0.065,-9.856,0.0,0.0,0.0,-9.856,0.0,-9.856,0.0,0.0,-9.856,-8.541,1.315,11.391297,-0.87,-0.87,-0.749783,11.391297,-0.87,-0.87,-0.754561,
08/29/2009,57.67,57.67,-31.684,31.684,25.986,0.0,-28.972,25.965,,3.007,-2.986,-0.846,,-0.166,,1.012,-3.832,0.386,-3.446,0.0,0.0,0.0,-3.446,0.0,-3.446,0.0,0.0,-3.446,-1.814,1.632,11.438848,-0.3,-0.3,-0.158582,11.438848,-0.3,-0.3,-0.158582,
11/28/2009,59.523,59.523,-31.845,31.845,27.678,0.0,-27.435,24.85,,2.585,0.243,0.825,,,,-0.825,1.068,1.498,2.566,0.0,0.0,0.0,2.566,0.0,2.566,0.0,0.0,2.566,1.498,-1.068,11.329142,0.22,0.22,0.132225,11.329142,0.22,0.22,0.12573,
02/27/2010,52.891,52.891,-27.148,27.148,25.743,0.0,-28.615,25.9,,2.715,-2.872,1.228,,,,-1.228,-1.644,-0.048,-1.692,0.0,0.0,0.0,-1.692,0.0,-1.692,0.0,0.0,-1.692,-3.861,-2.169,11.415568,-0.15,-0.15,-0.338222,11.415568,-0.15,-0.15,-0.340004,
05/29/2010,57.845,57.845,-29.408,29.408,28.437,0.0,-28.743,27.628,,1.115,-0.306,0.471,,-0.141,,-0.33,0.165,-0.048,0.117,0.0,0.0,0.0,0.117,0.0,0.117,0.0,0.0,0.117,0.073,-0.044,11.441663,0.01,0.01,0.00638,11.478835,0.01,0.01,0.006167,
08/28/2010,58.527,58.527,-31.914,31.914,26.613,0.0,-28.924,27.577,,1.347,-2.311,-0.265,,-0.125,,0.39,-2.576,0.208,-2.368,0.0,0.0,0.0,-2.368,0.0,-2.368,0.0,0.0,-2.368,-2.401,-0.033,11.484959,-0.21,-0.21,-0.209056,11.484959,-0.21,-0.21,-0.212873,
11/27/2010,65.991,65.991,-34.097,34.097,31.894,0.0,-30.603,29.66,,0.943,1.291,0.556,,,,-0.556,1.847,0.094,1.941,0.0,0.0,0.0,1.941,0.0,1.941,0.0,0.0,1.941,1.427,-0.514,11.776471,0.17,0.17,0.121174,11.776471,0.17,0.17,0.121174,
02/26/2011,64.264,64.264,-32.416,32.416,31.848,0.0,-39.097,30.508,,8.589,-7.249,-0.959,,,,0.959,-8.208,-0.047,-8.255,0.0,0.0,0.0,-8.255,0.0,-8.255,0.0,0.0,-8.255,-7.009,1.246,11.504452,-0.72,-0.72,-0.609242,11.504452,-0.72,-0.72,-0.611694,
05/28/2011,66.261,66.261,-33.064,33.064,33.197,0.0,-47.45,30.879,,16.571,-14.253,80.727,,-0.034,,-80.693,66.474,-3.928,62.546,0.0,0.0,0.0,62.546,0.0,62.546,0.0,0.0,62.546,-3.078,-65.624,11.51863,5.43,5.43,-0.267219,11.597866,5.39,5.39,-0.268282,
08/27/2011,59.417,59.417,-30.166,30.166,29.251,0.0,-29.48,29.267,,0.213,-0.229,0.304,,-0.027,,-0.277,0.075,0.342,0.417,0.0,0.0,0.0,0.417,0.0,0.417,0.0,0.0,0.417,-0.308,-0.725,11.454409,0.04,0.04,-0.026889,11.579258,0.04,0.04,-0.026889,
11/26/2011,63.266,63.266,-29.996,29.996,33.27,0.0,-31.397,31.37,,0.027,1.873,-0.464,,,,0.464,1.409,-0.776,0.633,0.0,0.0,0.0,0.633,0.0,0.633,0.0,0.0,0.633,0.38145,-0.25155,10.55,0.06,0.06,0.036156,10.55,0.06,0.06,0.036156,
02/25/2012,60.968,60.968,-29.297,29.297,31.671,0.0,-31.492,30.996,,0.496,0.179,-1.247,,,,1.247,-1.068,0.472,-0.596,0.0,0.0,0.0,-0.596,0.0,-0.596,0.0,0.0,-0.596,0.19375,0.78975,11.15998,-0.05,-0.05,0.017361,11.15998,-0.05,-0.05,0.017361,
05/26/2012,67.454,67.454,-31.793,31.793,35.661,0.0,-34.041,33.213,,0.828,1.62,8.333,0.361,,,-8.694,9.953,-1.911,8.042,0.0,0.0,0.0,8.042,0.0,8.042,0.0,0.0,8.042,2.60215,-5.43985,11.117399,0.72,0.72,0.234061,11.220164,0.71,0.71,0.225172,
08/25/2012,64.438,64.438,-30.62,30.62,33.818,0.0,-33.052,32.891,,0.161,0.766,-0.315,0.374,,,-0.059,0.451,1.92,2.371,0.0,0.0,0.0,2.371,0.0,2.371,0.0,0.0,2.371,2.35735,-0.01365,10.945784,0.22,0.22,0.215366,11.069619,0.21,0.21,0.208767,
11/24/2012,76.812,76.812,-36.64,36.64,40.172,0.04,-37.697,37.697,,0.0,2.515,0.163,,,,-0.163,2.678,14.218,16.896,0.0,0.0,0.0,16.896,0.0,16.896,0.0,0.0,16.896,16.6282,-0.2678,10.744905,1.57,1.57,1.547543,11.095411,1.55,1.55,1.525864,
03/02/2013,79.849,79.849,-38.489,38.489,41.36,0.0,-38.996,38.996,,0.0,2.364,-0.668,,,,0.668,1.696,-0.716,0.98,0.0,0.0,0.0,0.98,0.0,0.98,0.0,0.0,0.98,0.98,0.0,10.698626,0.09,0.09,0.09,10.855885,0.09,0.09,0.09,
