Date,Total Interest Income,Total Interest Expense,Net Interest Income,Trading Account Profit,Commissions & Fees Earned,Other Operating Income,Net Revenue,Provisions for Loan Losses,Net Revenue After Provisions,Non-Interest Expense,Operating Income or Losses,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,157.006001,-94.921997,62.084003,0.001,23.358999,2.167,87.611003,-13.199,74.412002,-58.446999,15.965,,15.965,-3.882,12.083,,,12.083,0.0,12.083,,,12.083,,0.333333,0.333333,36.396091,0.333333,0.333333,0.333333,36.396091,
06/30/1990,158.464996,-96.114998,62.349998,0.011,22.353001,2.757,87.470999,-10.501,76.969999,-59.098,17.872,,17.872,-4.433,13.439,,,13.439,0.0,13.439,,,13.439,,0.368889,0.368889,36.466395,0.368889,0.368889,0.368889,36.466395,
09/30/1990,164.044004,-99.194,64.850004,0.001,23.924,3.569,92.344004,-10.486,81.858004,-61.269001,20.589001,,20.589001,-5.553,15.036,,,15.036,0.0,15.036,,,15.036001,,0.413333,0.413333,36.545351,0.413333,0.413333,0.413333,36.545351,
12/31/1990,170.235006,-102.827003,67.408003,0.001,24.223,5.299,96.931002,-11.198,85.733002,-63.216999,22.516001,,22.516001,-6.358,16.158001,,,16.158001,0.0,16.158001,,,16.158001,,0.44,0.44,36.563624,0.44,0.44,0.44,36.563624,
03/31/1991,166.337994,-97.111,69.226994,0.102,25.577,3.016,97.921993,-11.416,86.505993,-64.623001,21.882999,,21.882999,-6.567,15.316,,,15.316,0.0,15.316,,,15.316,,0.417778,0.417778,36.639606,0.417778,0.417778,0.417778,36.639606,
06/30/1991,160.829992,-89.644997,71.184996,0.1,26.422001,4.683,102.389997,-12.144,90.245997,-67.394997,22.851,,22.851,-6.846,16.004999,,,16.004999,0.0,16.004999,,,16.005,,0.422222,0.422222,37.825014,0.422222,0.422222,0.422222,37.825014,
09/30/1991,163.772997,-88.960999,74.811998,0.242,27.007,3.634,105.694998,-13.299,92.395999,-67.946999,24.448999,,24.448999,-7.244,17.205,,,17.205,0.0,17.205,,,17.204999,,0.426667,0.426667,40.272124,0.426667,0.426667,0.426667,40.272124,
12/31/1991,162.856001,-86.144997,76.711004,0.071,27.535999,3.806,108.124004,-12.685,95.439003,-70.771004,24.667999,,24.667999,-6.639,18.028999,,,18.028999,0.0,18.028999,,,18.028999,,0.444444,0.444444,40.851,0.444444,0.444444,0.444444,40.851,
03/31/1992,177.748997,-87.299004,90.449993,0.504,31.632999,5.583,128.169993,-13.588,114.581992,-82.338997,32.243,0.0,32.243,-10.466,21.777,0.0,0.0,21.777,0.0,21.777,,,21.777,,0.453333,0.453333,48.075099,0.453333,0.453333,0.453333,48.075099,
06/30/1992,191.299995,-90.501999,100.797997,0.474,32.116001,6.961,140.348998,-15.404,124.944997,-89.882004,35.063,0.0,35.063,-11.221,23.841999,0.0,0.0,23.841999,0.0,23.841999,,,23.842,,0.471111,0.471111,50.391,0.471111,0.471111,0.471111,50.391,
09/30/1992,192.364002,-86.668999,105.695004,0.454,32.630001,8.516,147.295004,-15.385,131.910004,-94.764,37.146,0.0,37.146,-13.078,24.068001,0.0,0.0,24.068001,0.0,24.068001,,,24.068,,0.466667,0.466667,51.713998,0.466667,0.466667,0.466667,51.713998,
12/31/1992,186.915001,-78.758003,108.156998,0.416,40.776001,3.335,152.683999,-24.111,128.572999,-102.996002,25.577,0.0,25.577,-9.969,15.608,0.0,0.0,15.608,0.0,15.608,,,15.608,,0.3,0.3,52.026748,0.3,0.3,0.3,52.026748,
