Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,1023.088013,34.518002,34.518002,,28.319,,,,4.534,,,,,16.299999,,,,,,,83.670998,648.528015,972.674011,-324.145996,,290.889008,,,,290.889008,939.417023,,33.096001,33.096001,,,,41.484001,,,,,,48.205002,,,48.205002,122.785004,404.65799,,,,,128.904007,,,,128.904007,533.561996,656.347,0.454,223.143997,,,0.0,,143.143005,366.741003,0.0,366.741003,1023.088003,
12/31/1992,1040.487061,9.771,9.771,0.0,28.436001,,,,4.512,,,,,17.337,,,,,,,60.056,675.877991,1004.419006,-328.540985,7.008,297.545013,,,,297.545013,980.431004,,34.605,34.605,,,,42.124001,,,,,,43.936,,,43.936,120.665001,391.944,,,,,142.429001,,,,142.429001,534.373001,655.038002,0.454,240.419006,,,0.0,,144.576004,385.44901,,385.44901,1040.487012,
03/31/1993,1069.229004,26.063999,26.063999,0.0,25.164,,,,4.765,,,,,12.485,,,,,,,68.477997,687.505005,1020.22998,-332.725006,,313.246002,,,,313.246002,1000.751007,,27.948999,27.948999,,,,54.43,,,,,,51.311995,,,51.311995,133.690994,392.661011,,,,,143.893005,,,,143.893005,536.554016,670.24501,0.454,241.576004,,,0.0,,156.953995,398.983999,0.0,398.983999,1069.229009,
06/30/1993,1226.322021,17.159,17.159,0.0,31.181,,,,5.645,,,,,15.903,,,,,,,69.888,751.987976,1089.116943,-337.128998,,404.446014,,,,404.446014,1156.43399,,36.782001,36.782001,,,,74.459999,,,,,,47.683994,,,47.683994,158.925995,438.569,,,,,147.225006,,,,147.225006,585.794006,744.720001,0.454,311.149994,,,0.0,,169.998001,481.601995,0.0,481.601995,1226.321996,
09/30/1993,1300.234985,31.975,31.975,0.0,32.698002,,,,5.846,,,,,25.938,,,,,,,96.457001,794.098999,1133.682007,-339.583008,,409.678986,,,,409.678986,1203.777985,,53.664001,53.664001,,,,80.528999,,,,,,56.784004,,,56.784004,190.977005,462.479004,,,,,149.139999,,,,149.139999,611.619003,802.596008,0.454,313.130005,,,0.0,,184.054993,497.638998,0.0,497.638998,1300.235006,
12/31/1993,1319.390015,9.777,9.777,0.0,34.438,,,,4.418,,,,,23.839001,,,,,,,72.472,827.776001,1170.437988,-342.661987,8.478,410.664001,,,,410.664001,1246.918002,,49.506001,49.506001,,,,83.432999,,,,,,46.266994,,,46.266994,179.205994,460.933014,,,,,165.483002,,,,165.483002,626.416016,805.62201,0.454,313.588989,,,0.0,,199.725006,513.767995,0.0,513.767995,1319.390005,
03/31/1994,1518.598999,8.397,8.397,0.0,37.414001,,,,4.753,,,,,24.436001,,,,,,,75.0,871.205017,1230.198975,-358.993988,,572.393982,,,,572.393982,1443.598999,,37.436001,37.436001,,,,34.463001,,,,,,53.977997,,,53.977997,125.876999,639.971008,,,,,173.352997,,,,173.352997,813.324005,939.201004,2.329,366.970001,,,0.0,,210.098999,579.398,0.0,579.398,1518.599004,
06/30/1994,1579.728027,24.653999,24.653999,0.0,37.271999,,,,4.729,,,,,22.636999,,,,,,,89.292,890.559998,1255.514038,-364.95401,,599.875977,,,,599.875977,1490.435974,,44.513,44.513,,,,106.775002,,,,,,59.668999,,,59.668999,210.957001,602.971985,,,,,172.718994,,,,172.718994,775.690979,986.64798,2.302,367.993011,,,0.0,,222.785004,593.080015,0.0,593.080015,1579.727995,
09/30/1994,1611.05896,16.996,16.996,0.0,40.573002,,,,5.619,,,,,23.313,,,,,,,86.500999,923.411011,1299.130005,-375.718994,,601.146973,,,,601.146973,1524.557983,,50.166,50.166,,,,59.889,,,,,,73.284996,,,73.284996,183.339996,637.987976,,,,,174.552994,,,,174.552994,812.54097,995.880966,2.275,369.118988,,,0.0,,243.783997,615.177985,0.0,615.177985,1611.058951,
12/31/1994,1643.253052,7.154,7.154,0.0,40.824001,,,,7.09,,,,,26.16,,,,,,,81.227997,947.130981,1314.207031,-367.075989,32.645,582.249023,,,,582.249023,1562.025004,,52.331001,52.331001,,,,170.718002,,,,,,63.618996,,,63.618996,286.667999,518.603027,,,,,187.746002,,,,187.746002,706.349029,993.017028,2.268,372.80899,,,0.0,,275.158997,650.235987,0.0,650.235987,1643.253015,
03/31/1995,1692.151001,10.599,10.599,0.0,39.167,,,,6.363,,,,,22.361,,,,,,,78.489998,984.896973,1379.26001,-394.363007,,628.763977,,,,628.763977,1613.66095,,59.393002,59.393002,,,,154.059006,,,,,,70.752979,,,70.752979,284.204987,427.022003,,,,,191.876007,,,,191.876007,618.89801,903.102997,2.268,488.731995,,,0.0,,298.048004,789.047999,0.0,789.047999,1692.150995,
06/30/1995,1718.685059,6.15,6.15,0.0,43.501999,,,,5.972,,,,,25.787001,,,,,,,81.411003,1004.249023,1416.245972,-411.997009,,633.025024,,,,633.025024,1637.274048,,58.299999,58.299999,,,,202.792999,,,,,,55.137989,,,55.137989,316.230988,393.993988,,,,,195.921997,,,,195.921997,589.915985,906.146973,2.268,490.117004,,,0.0,,320.153015,812.538019,0.0,812.538019,1718.684992,
09/30/1995,1814.640991,10.026,10.026,0.0,48.987999,,,,5.961,,,,,29.021999,,,,,,,93.997002,1025.135986,1457.250977,-432.11499,,695.507996,,,,695.507996,1720.643982,,56.605999,56.605999,,,,58.257999,,,,,,68.098007,,,68.098007,182.962006,570.002991,,,,,203.158997,,,,203.158997,773.161987,956.123993,2.268,508.390015,,,0.0,,347.859009,858.517023,0.0,858.517023,1814.641016,
12/31/1995,1862.421021,8.54,8.54,0.0,50.943001,,,,6.608,,,,,29.238001,,,,,,,95.329002,1047.807983,1499.553955,-451.746002,42.5,676.783997,,,,676.783997,1767.09198,,55.328999,55.328999,,,,29.524,,,,,,55.070997,,,55.070997,139.923996,622.903992,,,,,211.169006,,,,211.169006,834.072998,973.996994,2.262,512.697998,,,0.0,,373.463989,888.423987,0.0,888.423987,1862.420981,
03/31/1996,1884.79895,12.085,12.085,0.0,51.478001,,,,6.249,,,,,46.484001,,,,,,,116.295998,1060.234009,1533.067993,-472.834015,,708.268982,,,,708.268982,1768.502991,,46.028999,46.028999,,,,19.523001,,,,,,69.017,,,69.017,134.569,613.731995,,,,,216.399994,,,,216.399994,830.131989,964.700989,2.141,519.484985,,,0.0,,398.471985,920.09797,,920.09797,1884.798959,
06/30/1996,1935.114014,13.892,13.892,0.0,56.758999,,,,6.364,,,,,30.323999,,,,,,,107.338997,1090.438965,1589.863037,-499.424011,,737.335999,,,,737.335999,1827.774963,,49.985001,49.985001,,,,17.367001,,,,,,61.866993,,,61.866993,129.218994,621.421997,,,,,218.621994,,,,218.621994,840.043991,969.262985,10.116,529.041016,,,0.0,,426.694,965.851016,,965.851016,1935.114001,
09/30/1996,1960.785034,15.478,15.478,0.0,57.902,,,,7.108,,,,,23.624001,,,,,,,104.112,1113.301025,1631.977051,-518.676025,,743.372009,,,,743.372009,1856.673035,,50.036999,50.036999,,,,21.288,,,,,,78.145002,,,78.145002,149.470001,589.776978,,,,,222.070999,,,,222.070999,811.847977,961.317978,10.075,531.132996,,,0.0,,458.259003,999.466998,0.0,999.466998,1960.784976,
12/31/1996,2028.505005,8.402,8.402,0.0,60.181,,,,8.222,,,,,32.429001,,,,,,,109.234001,1149.011963,1685.692993,-536.68103,82.583,687.676025,,,,687.676025,1919.270988,,60.548,60.548,,,,19.919001,,,,,,63.676996,,,63.676996,144.143997,625.929993,,,,,197.817993,,,,197.817993,823.747986,967.891983,10.041,534.466003,,,0.0,,483.645996,1028.152999,32.459999,1060.612998,2028.504981,
03/31/1997,2069.846924,13.675,13.675,0.0,60.359001,,,,8.022,,,,,25.563999,,,,,,,107.620003,1168.791016,1168.791016,,,793.435974,,,,793.435974,1962.22699,,54.904999,54.904999,,,,20.454,,,,,,82.365,,,82.365,157.723999,614.658997,,,,,235.410004,,,,235.410004,850.069001,1007.793,10.041,540.192993,,,0.0,,511.820007,1062.054,,1062.054,2069.847,
06/30/1997,2224.458984,12.088,12.088,0.0,66.825996,,,,6.613,,,,,39.563999,,,,,,,125.091003,1139.708008,1744.062988,-604.35498,,959.659973,,,,959.659973,2099.367981,,57.57,57.57,,,,20.615,,,,,,70.029005,,,70.029005,148.214005,630.231995,,,,,278.957001,,,,278.957001,909.188996,1057.403001,10.041,542.362976,,,0.0,,614.651978,1167.055954,,1167.055954,2224.458955,
09/30/1997,2273.704102,11.283,11.283,0.0,70.383003,,,,9.139,,,,,33.108002,,,,,,,123.913002,1145.557007,1781.170044,-635.612976,,1004.234009,,,,1004.234009,2149.791016,,53.272999,53.272999,,,,19.013,,,,,,79.997006,,,79.997006,152.283005,565.632996,,,,,308.173004,,,,308.173004,873.806,1026.089005,8.106,551.179993,,,0.0,,688.328979,1247.614972,,1247.614972,2273.703977,
12/31/1997,4709.400879,26.017,26.017,0.0,143.613007,,,,21.993999,,,,,91.856003,,,,,,,283.480011,2258.562988,3845.498047,-1586.935059,78.657997,2088.699951,,,,2088.699951,4425.920936,,83.377998,83.377998,,,,55.243999,,,,,,183.385999,,,183.385999,322.007996,2609.541016,,,,,429.88501,,,,429.88501,3039.426026,3361.434022,8.106,560.690002,,,0.0,,731.476013,1300.272015,47.695,1347.967015,4709.401037,
03/31/1998,4708.228027,15.304,15.304,0.0,182.037994,,,,21.782,,,,,7.979,,,,,,,227.102997,2243.774902,2243.774902,,,2237.350098,,,,2237.350098,4481.125,,72.750999,72.750999,,,,33.414001,,,,,,159.657998,,,159.657998,265.822998,2576.593018,,,,,510.002991,,,,510.002991,3086.596009,3352.419007,8.106,569.921021,,,0.0,,777.781982,1355.809003,,1355.809003,4708.22801,
06/30/1998,4655.606934,16.966,16.966,0.0,187.244995,,,,23.278,,,,,8.737,,,,,,,236.225998,2236.149902,3954.829102,-1718.678955,,2183.230957,,,,2183.230957,4419.380859,,76.543999,76.543999,,,,47.521999,,,,,,155.28001,,,155.28001,279.346008,2451.779053,,,,,508.222992,,,,508.222992,2960.002045,3239.348053,8.106,575.20697,,,0.0,,832.945984,1416.258954,0.0,1416.258954,4655.607007,
09/30/1998,4636.169922,3.94,3.94,0.0,182.117004,,,,24.841,,,,,7.442,,,,,,,218.339996,2245.445068,4026.783936,-1781.338989,,2172.38501,,,,2172.38501,4417.830078,,77.194,77.194,,,,45.014999,,,,,,142.689988,,,142.689988,264.898987,2392.685059,,,,,509.950989,,,,509.950989,2902.636048,3167.535035,8.106,579.14502,,,0.0,,881.383972,1468.634992,0.0,1468.634992,4636.170027,
12/31/1998,4935.455078,5.742,5.742,0.0,130.289001,,,,23.709,,,,,66.498001,,,,,,,226.238007,2351.452881,4289.658203,-1938.204956,84.975998,2272.788086,,,,2272.788086,4709.216965,,87.626999,87.626999,,,,53.009998,,,,,,164.206997,,,164.206997,304.843994,2558.0,,,,,496.158997,,,,496.158997,3054.158997,3359.002991,8.106,589.617981,,,0.0,,933.757996,1531.481977,44.970001,1576.451978,4935.454969,
03/31/1999,4897.168945,4.085,4.085,0.0,193.714005,,,,24.813,24.813,,,,10.133,,,,,,,232.744995,2332.23999,4342.640137,-2010.400024,0.0,2332.184082,1941.126953,1941.126953,0.0,391.057129,4664.424072,,84.558998,84.558998,,,,54.611,,,,,,195.751999,,,195.751999,334.921997,2426.028076,,,,,539.797974,,,,539.797974,2965.82605,3300.748047,8.106,603.994019,,,0.0,,984.320984,1596.421003,,1596.421003,4897.16905,
06/30/1999,4558.712891,93.892998,93.892998,0.0,194.067001,,,,20.624001,20.624001,,,,7.45,,,,,,,316.033997,2181.519043,3979.280029,-1797.760986,0.0,2061.159912,1625.043945,1625.043945,0.0,436.115967,4242.678955,,113.922997,113.922997,,,,53.360001,,,,,,262.877006,,,262.877006,430.160004,2017.472046,,,,,461.929993,,,,461.929993,2479.402039,2909.562043,8.106,606.924011,,,0.0,,1034.120972,1649.150983,,1649.150983,4558.713026,
09/30/1999,4541.155762,37.233002,37.233002,0.0,215.014999,,,,27.858,27.858,,,,5.206,,,,,,,285.312012,2194.944092,4063.49707,-1868.552979,0.0,2060.899902,1629.635986,1629.635986,0.0,431.263916,4255.843994,,107.594002,107.594002,,,,53.306,,,,,,155.54,,,155.54,316.440002,2042.234985,,,,,468.240997,,,,468.240997,2510.475982,2826.915984,7.975,611.255005,,,0.0,,1095.01001,1714.240015,0.0,1714.240015,4541.155999,
12/31/1999,4705.407227,56.639999,56.639999,0.0,128.337997,,,,28.768999,28.768999,,,,72.325996,,,,,,,286.072998,2256.458008,4193.907227,-1937.448975,102.633003,2060.24292,1644.884033,1644.884033,0.0,415.358887,4419.333931,,78.449997,78.449997,,,,62.098,,,,,,168.629005,,,168.629005,309.177002,2078.311035,,,,,426.722992,,,,426.722992,2505.034027,2814.211029,7.975,633.377991,,,0.0,,1206.639038,1847.992029,43.203999,1891.196028,4705.407057,
03/31/2000,4729.184082,62.629002,62.629002,0.0,208.962006,,,,26.403999,26.403999,,,,8.907,,,,,,,306.902008,2232.389893,4239.60791,-2007.218018,0.0,2189.89209,1632.171021,1632.171021,0.0,557.721069,4422.281983,,114.884003,114.884003,,,,62.311001,,,,,,188.872989,,,188.872989,366.067993,1998.430054,,,,,475.321014,,,,475.321014,2473.751068,2839.819061,7.975,638.762024,,,0.0,,1242.628052,1889.365076,0.0,1889.365076,4729.184137,
06/30/2000,4721.867188,49.685001,49.685001,0.0,207.733002,,,,24.698999,24.698999,,,,10.484,,,,,,,292.601013,2235.891113,4318.707031,-2082.815918,0.0,2193.375,1621.490967,1621.490967,0.0,571.884033,4429.266113,,110.185997,110.185997,,,,75.022003,,,,,,151.504006,,,151.504006,336.712006,1953.843994,,,,,483.76001,,,,483.76001,2437.604004,2774.31601,7.975,643.510986,,,0.0,,1296.064941,1947.550927,0.0,1947.550927,4721.866937,
09/30/2000,6310.881836,71.644997,71.644997,0.0,258.591003,,,,30.040001,30.040001,0.0,0.0,0.0,10.703,,,,,,,370.979004,2891.787109,5766.936035,-2875.148926,,3048.115967,2523.253906,2523.253906,0.0,524.862061,5939.903076,,129.850998,129.850998,,,,349.20401,,,,,,186.729965,,,186.729965,665.784973,3129.988037,,,,,531.656982,,,,531.656982,3661.645019,4327.429992,7.975,646.640991,,,0.0,,1328.83606,1983.452051,0.0,1983.452051,6310.882043,
12/31/2000,6393.290039,19.039,19.039,0.0,182.453995,,,,38.532001,38.532001,,,,136.479004,,,,,,,376.503998,2959.292969,5914.516113,-2955.2229,42.800999,3014.691895,2509.032959,2509.032959,0.0,505.658936,6016.785863,,127.287003,127.287003,,,,425.962006,,,,,,190.120986,,,190.120986,743.369995,3050.291992,,,,,479.253998,,,,479.253998,3529.54599,4272.915985,7.975,650.507019,,,0.0,,1373.597046,2032.079065,88.294998,2120.374063,6393.290048,
03/31/2001,6388.725098,15.873,15.873,0.0,271.467987,,,,33.858002,33.858002,,,0.0,14.12,,,,,,,335.319,2954.666992,6001.26709,-3046.600098,,3098.739014,2526.784912,2526.784912,0.0,571.954102,6053.406006,,97.226997,97.226997,,,,474.92099,,,,,,220.753014,,,220.753014,792.901001,2980.441895,,,,,540.375977,,,,540.375977,3520.817872,4313.718873,7.975,656.471008,,,0.0,,1410.560059,2075.006067,0.0,2075.006067,6388.72494,
06/30/2001,6511.904785,39.323002,39.323002,0.0,351.42099,,,,28.493,28.493,,,,10.657,,,,,,,429.894012,2965.052979,6108.337891,-3143.284912,,3116.958008,2511.254883,2511.254883,0.0,605.703125,6082.010987,,101.804001,101.804001,,,,369.987,,,,,,303.857009,,,303.857009,775.64801,2961.748047,,,,,537.789978,,,,537.789978,3499.538025,4275.186035,7.975,657.72699,,,0.0,,1571.016968,2236.718958,0.0,2236.718958,6511.904993,
09/30/2001,6389.321777,21.372,21.372,0.0,308.277008,,,,24.344,24.344,,,,9.812,,,,,,,363.804993,2985.697998,6215.859863,-3230.162109,0.0,3039.819092,2489.275879,2489.275879,0.0,550.543213,6025.51709,,96.123001,96.123001,,,,314.38501,,,,,,351.880966,,,351.880966,762.388977,2802.301025,,,,,536.200989,,,,536.200989,3338.502014,4100.890991,7.975,659.820007,,,0.0,,1620.635986,2288.430993,0.0,2288.430993,6389.321984,
12/31/2001,6318.684,3.496,3.496,0.0,118.376,118.376,,,10.916,10.916,,,,97.125,,,,,,,229.913,2736.142,5739.174805,-3003.032959,0.0,3352.629,2087.158,2087.158,0.0,1265.471,6088.771,,61.056,61.056,,,,1008.834,,,,,,168.992,,,168.992,1238.882,2087.5,,,,,654.922,,,,654.922,2742.422,3981.304,7.975,665.901,,,0.0,1666.004,-2.5,2337.38,,2337.38,6318.684,
03/31/2002,6379.439941,52.138,52.138,0.0,203.266998,,,,9.388,9.388,,,,11.904,,,,,,,276.696991,2728.299072,5814.289062,-3085.98999,,3374.444092,2116.264893,2116.264893,0.0,1258.179199,6102.743164,,93.959,93.959,,,,921.966003,,,,,,213.533005,,,213.533005,1229.458008,2081.395996,,,,,664.18103,,,,664.18103,2745.577026,3975.035034,0.0,669.416992,,,0.0,,1734.988037,2404.405029,0.0,2404.405029,6379.440063,
06/30/2002,6637.308105,302.070007,302.070007,0.0,174.837006,,,,9.848,9.848,,,,9.063,,,,,,,495.817993,2725.095947,5874.712891,-3149.616943,0.0,3416.394043,2115.312988,2115.312988,0.0,1301.081055,6141.48999,,81.086998,81.086998,,,,432.397003,,,,,,183.070015,,,183.070015,696.554016,2750.187988,,,,,732.47699,,,,732.47699,3482.664978,4179.218994,0.0,651.599976,,,0.0,,1806.489014,2458.08899,0.0,2458.08899,6637.307984,
09/30/2002,8065.375,294.239014,294.239014,0.0,281.733002,,,,9.318,9.318,,,,8.872,,,,,,,594.161987,3335.224121,6577.224121,-3242.0,11.796,4124.192871,3693.947998,3693.947998,0.0,430.244873,7471.212992,,67.417,67.417,,,,28.431,,,,,,603.229026,,,603.229026,699.077026,3650.045898,,,,,652.328979,,,,652.328979,4302.374877,5001.451903,0.0,657.635986,,,0.0,,2406.287109,3063.923095,0.0,3063.923095,8065.374998,
12/31/2002,7770.408203,3.661,3.661,,272.992004,161.319,,,10.15,10.15,,,,9.099,,,,,,,295.902008,3531.64502,6869.191895,-3337.547119,,3942.861084,3427.281006,3427.281006,0.0,515.580078,7474.506104,,64.824997,64.824997,,,,70.737,,,,,,252.542007,,,252.542007,388.104004,3578.13208,,,,,716.16803,,,,716.16803,4294.30011,4682.404114,7.975,680.76001,,,,2437.471924,-38.202881,3088.004053,,3088.004053,7770.408167,
03/31/2003,7699.825195,18.738001,18.738001,0.0,235.949997,,,,9.491,9.491,,,,12.223,,,,,,,276.402008,3464.753906,6914.795898,-3450.041992,0.0,3958.668945,3429.663086,3429.663086,0.0,529.005859,7423.422851,,89.052002,89.052002,,,,119.893997,,,,,,299.439987,,,299.439987,508.385986,3291.591064,,,,,741.288025,,,,741.288025,4032.879089,4541.265075,0.0,685.294006,,,0.0,,2473.266113,3158.560119,0.0,3158.560119,7699.825194,
06/30/2003,7693.047852,24.322001,24.322001,0.0,238.089005,,,,9.417,,,,,10.91,,,,,,,282.738007,3473.683105,7018.246094,-3544.562988,0.0,3936.626953,3428.698975,3428.698975,0.0,507.927978,7410.310058,,103.639999,103.639999,,,,118.941002,,,,,,296.950981,,,296.950981,519.531982,3137.771973,,,,,765.219971,,,,765.219971,3902.991944,4422.523926,0.0,702.046021,,,0.0,2592.795898,-24.317871,3270.524048,0.0,3270.524048,7693.047974,
09/30/2003,7811.821,157.944,157.944,0.0,246.344,246.344,,,9.301,9.301,,,,9.412,,,,,,,423.001,3455.21,,,,3933.61,3429.479,3429.479,0.0,504.131,7388.82,,119.234,119.234,,,,115.167,,,,,,300.616,,,300.616,535.017,3119.378,,,,,795.853,,,,795.853,3915.231,4450.248,0.0,718.285,,,0.0,2675.751,-32.463,3361.573,0.0,3361.573,7811.821,
12/31/2003,7895.852051,203.181,203.181,0.0,236.186996,163.526001,,,9.229,9.229,,,,14.342,,,,,,,462.938995,3455.480957,7184.154785,-3728.674072,0.0,3977.431885,3425.000977,3425.000977,0.0,552.430908,7432.912842,,113.274002,113.274002,,,,72.453003,,,,,,285.655991,,,285.655991,471.382996,3109.302002,,,,,836.651001,,,,836.651001,3945.953003,4417.335999,0.0,720.879028,,,0.0,2750.162109,7.474854,3478.515991,0.0,3478.515991,7895.85199,
03/31/2004,7896.504883,273.292999,273.292999,0.0,213.681,213.681,,,9.488,9.488,,,,16.638,,,,,,,513.099976,3388.815918,7227.13916,-3838.322998,0.0,3994.589111,3426.714111,3426.714111,0.0,567.875,7383.405029,,127.833,127.833,,,,172.257996,,,,,,310.346016,,,310.346016,610.437012,3016.991943,,,,,854.432007,,,,854.432007,3871.42395,4481.860962,0.0,584.494019,,,0.0,2825.187988,4.961914,3414.643921,0.0,3414.643921,7896.504883,
