Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,P/Free Cash Flow,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
09/30/1980,,,,,,,,,,,,8.5,,
12/31/1980,,,,,,,,,,,,9.3125,,
03/31/1981,,,,,,,,,,,,8.75,,
06/30/1981,,,,,,,,,,,,10.1875,,
09/30/1981,,,,,,,,,,,,9.8125,,
12/31/1981,,,,,,,,,,,,9.8125,,
03/31/1982,,,,,,,,,,,,10.5625,,
06/30/1982,,,,,,,,,,,,10.875,,
09/30/1982,,,,,,,,,,,,11.1875,,
12/31/1982,,,,,,,,,,,,11.75,,
03/31/1983,,,,,,,,,,,,11.875,,
06/30/1983,,,,,,,,,,,,12.1875,,
09/30/1983,,,,,,,,,,,,12.875,,
12/31/1983,,,,,,,,,,,,11.625,,
03/31/1984,,,,,,,,,,,,11.3125,,
06/30/1984,,,,,,,,,,,,10.6875,,
09/30/1984,,,,,,,,,,,,12.5625,,
12/31/1984,,,,,,,,,,,,13.1875,,
03/31/1985,,,,,,,,,,,,14.0,,
06/30/1985,,,,,,,,,,,,15.5,,
09/30/1985,,,,,,,,,,,,13.0625,,
12/31/1985,,,,,,,,,,,,14.9375,,
03/31/1986,,,,,,,,,,,,16.9375,,
06/30/1986,,,,,,,,,,,,15.3125,,
09/30/1986,,,,,,,,,,,,16.125,,
12/31/1986,,,,,,,,,,,,15.75,,
03/31/1987,,,,,,,,,,,,16.625,,
06/30/1987,,,,,,,,,,,,16.125,,
09/30/1987,,,,,,,,,,,,15.3125,,
12/31/1987,,,,,,,,,,,,13.5,,
03/31/1988,,,,,,,,,,,,12.6875,,
06/30/1988,,,,,,,,,,,,13.125,,
09/30/1988,,,,,,,,,,,,13.875,,
12/31/1988,,,,,,,,,,,,14.0625,,
03/31/1989,,,,,,,,,,,,14.0,,
06/30/1989,,,,,,,,,,,,15.4375,,
09/30/1989,,,,,,,,,,,,15.8125,,
12/31/1989,,,,,,,,,,,,17.5625,,
03/31/1990,,14920.962421,14920.962421,14920.962421,0.999698,,,,,,,16.75,15212.178204,
06/30/1990,,15500.38692,15979.706219,14714.874802,1.043293,,,,,,,17.6875,15765.449732,
09/30/1990,,15660.593319,16089.85471,15160.574739,0.922988,,,,,,,16.125,15226.346703,
12/31/1990,8.323864,16149.486532,16519.573168,15391.08279,1.056565,,1.560404,9.497749,3.557372,10.417517,13.49548,18.3125,16159.798456,
03/31/1991,9.102244,16119.558863,16485.526459,15899.914474,1.056347,,1.527981,8.957248,3.515008,9.940345,13.133106,18.25,16516.180969,
06/30/1991,9.652778,16428.438873,16798.671967,16079.603973,1.006032,,1.43159,7.601731,3.356492,9.26797,12.474144,17.375,16286.678532,
09/30/1991,,16726.66466,17089.49716,16175.164185,1.286316,,1.616384,7.602818,3.497519,9.762802,13.384566,19.375,17101.285736,
12/31/1991,,17292.83599,17937.40976,16848.238916,1.399933,,1.768603,8.313179,3.657668,10.40182,14.252133,20.875,17897.600788,
03/31/1992,,17358.026239,17854.049286,17028.463301,1.256983,,1.623051,6.801607,3.57406,10.280537,14.13372,18.8125,17355.119654,
06/30/1992,,17577.803142,17857.766504,17189.268591,1.305682,,1.701791,7.605455,3.692646,10.416349,14.203352,19.5625,17925.922426,
09/30/1992,14.576124,18504.57767,18862.39119,17804.689505,1.375218,,1.838915,8.080206,3.802896,10.420764,14.033903,21.0625,18570.489559,
12/31/1992,14.756944,18498.56527,18840.187054,18257.734119,1.401393,,1.861362,8.838429,3.839722,10.482966,14.122289,21.25,18844.881703,
03/31/1993,14.190252,19190.924499,19822.803688,18643.818024,1.48696,,1.955603,10.969321,3.967489,10.756201,14.440763,22.5625,19810.503138,
06/30/1993,14.341693,20006.03467,20330.26951,19673.722513,1.505944,,1.972816,10.789999,3.971819,10.869427,14.677575,22.875,20069.983582,
09/30/1993,22.378049,20490.889745,20950.831604,19952.91378,1.531047,,1.883886,11.370483,3.7587,10.048671,13.51237,22.9375,20150.03758,
12/31/1993,25.744048,19707.832457,20245.653629,19337.279106,1.476629,,1.764548,8.074986,3.588398,9.50126,12.92288,21.625,19501.19351,
03/31/1994,29.199218,18396.049975,19356.30995,18018.741987,1.292679,,1.491882,5.82699,3.272025,8.525186,11.834339,18.6875,18301.733513,
06/30/1994,26.260504,17493.870107,18301.906681,16749.076614,1.085275,,1.216838,4.603213,2.929707,7.382014,10.287756,15.625,16897.711329,
09/30/1994,14.435841,17071.938695,17434.083712,16558.949823,1.112216,,1.294431,4.441318,2.987983,7.315228,10.345713,16.3125,16982.053605,
12/31/1994,13.278009,16895.931635,17207.894608,16440.181193,1.113538,,1.276003,4.785297,2.902809,6.969864,9.972474,16.0,16440.18118,
03/31/1995,13.012295,16608.98576,17061.243953,16101.419688,1.12136,,1.278969,4.736576,2.986329,7.105405,10.167033,15.875,16742.642999,
06/30/1995,14.030612,17137.093763,17730.697389,16770.873124,1.218232,,1.403746,5.749096,3.146351,7.390233,10.597094,17.1875,17399.823647,
09/30/1995,,17303.570764,17512.744149,17032.832016,1.367452,,1.405448,5.826829,3.065688,7.039824,9.91541,17.4375,17179.527964,
12/31/1995,,17831.53689,20201.881251,17094.837587,1.615471,,1.641996,8.107,3.582727,8.038077,11.300949,20.5,20201.881234,
03/31/1996,,20186.684705,20512.412631,19778.42937,1.616524,,1.594896,7.91474,3.46328,7.718084,10.727997,20.6875,20289.0135,
06/30/1996,,20087.104681,20554.615608,19752.641117,1.647572,,1.557781,7.850442,3.309052,7.431596,10.230574,21.375,20501.690826,
09/30/1996,11.691177,20290.573333,20695.766235,19407.438751,1.468817,,1.410887,7.179167,3.056258,6.992719,9.680129,19.875,19407.438758,
12/31/1996,12.164179,19566.993873,19884.720119,19267.061878,1.517107,,1.400444,6.962559,2.987055,7.430138,10.604223,20.375,19567.982499,
03/31/1997,10.378788,19295.211181,19792.585488,18061.559479,1.276702,,1.170268,6.093648,2.744571,6.917278,9.966813,17.125,18061.559479,
06/30/1997,11.03766,17978.423031,18651.142345,17500.051987,1.280116,,1.194021,5.792655,2.768814,7.076004,10.325765,17.21875,17936.389591,
09/30/1997,11.180124,18081.131472,19426.47998,17766.318882,1.286289,,1.201713,7.244176,2.920705,7.933713,11.854929,18.0,19898.332344,
12/31/1997,12.575758,20155.792434,21220.85567,19201.829986,1.487255,,1.213496,8.936113,2.703226,7.823901,11.265066,20.75,21478.774076,
03/31/1998,11.912879,21140.759882,22543.631567,20835.024291,1.404733,,1.041337,7.723792,2.518676,8.014965,11.557288,19.65625,22546.697447,
06/30/1998,14.304124,22838.775865,27319.395082,22313.720936,1.427795,15.94536,0.955307,9.102753,2.711999,9.792566,14.629157,20.8125,28745.342863,
09/30/1998,20.602876,28167.824701,30687.219406,26614.111599,1.5929,9.070841,0.941597,12.5941,2.425762,9.518907,14.950882,23.28125,30842.040275,
12/31/1998,17.684659,30570.050022,32970.800854,29831.027099,1.388495,8.085826,0.83288,12.506816,2.117933,8.204967,12.669274,23.34375,31212.530217,
03/31/1999,15.107914,32166.189485,32970.800854,31326.456169,1.448745,12.22472,0.680764,16.075674,1.95998,7.973981,12.35248,21.0,32741.978398,
06/30/1999,13.95202,32770.971682,33765.433735,31612.646179,1.448873,21.59332,0.667283,13.790238,1.897739,7.668472,12.098649,20.71875,32637.79925,
09/30/1999,11.516204,32355.534245,33174.601749,31075.426754,1.262818,21.090872,0.596395,11.266846,1.832375,7.410614,11.292322,18.65625,31614.436187,
12/31/1999,9.559812,31527.993086,32448.266531,30508.808619,1.17947,12.016757,0.578592,35.125449,1.853062,7.007004,12.228491,17.78125,31720.706832,
03/31/2000,7.853836,30973.03083,31997.131411,29250.33672,0.98731,13.406448,0.469897,13.817457,1.692951,6.485242,11.333602,14.84375,29501.365625,
06/30/2000,7.506361,30652.317777,31311.676483,29863.992128,0.992649,13.137121,0.438056,,1.636192,6.59271,11.292194,14.75,29924.3128,
09/30/2000,10.244072,31197.236302,32553.627874,30309.509247,1.343517,131.199605,0.538954,,1.629448,7.132185,12.434329,19.822281,32080.569206,
12/31/2000,13.676698,31937.79294,33751.514311,31073.123938,1.491971,72.388928,0.528963,58.821147,1.533484,8.662847,13.625535,22.15625,33750.450631,
03/31/2001,12.297619,32500.873113,33428.848181,31589.651239,1.481637,3555.434493,0.418214,,1.295779,8.432606,13.141506,20.66,33182.30348,
06/30/2001,13.887608,34182.553879,35231.877472,33073.267566,1.678167,59.3461,0.457755,,1.289921,8.890893,13.778959,24.095,35012.33496,
09/30/2001,12.725275,34736.778546,35345.428385,33791.957739,1.525041,17.913107,0.471377,43.031602,1.350707,9.371529,14.954217,23.16,34140.478344,
12/31/2001,12.473545,33942.809039,34979.343193,31020.6063,0.861212,0.961938,0.482997,21.575026,1.226616,8.373104,13.564648,23.575,31022.351,
03/31/2002,13.765152,31837.297612,33481.190953,30869.497592,1.876397,17.269553,0.733758,20.36923,1.728609,9.418122,15.020828,27.255,33481.424691,
06/30/2002,13.494764,33337.458631,33984.157397,32596.147595,1.678944,11.785715,0.863955,15.580731,2.075838,9.860698,15.528843,25.775,32688.215295,
09/30/2002,12.563253,30665.444688,32575.274248,27978.314441,1.332763,9.172969,0.761725,24.510393,2.047187,9.246943,14.113298,20.855,30089.55209,
12/31/2002,8.017167,22929.632746,29190.606734,19511.451626,0.456611,0.519205,0.516273,,1.952609,7.990406,12.408153,9.34,19592.47432,
03/31/2003,10.753012,19229.254525,20003.454332,18473.584253,0.43574,0.511562,0.502478,,1.905567,8.812821,14.404581,8.925,19705.46675,
06/30/2003,15.272109,20376.930249,21247.811701,19656.911749,1.457317,2.233262,0.682239,,2.078301,9.454139,15.733006,11.225,20751.8346,
09/30/2003,16.136986,20468.721433,21136.983328,19838.13218,1.415624,2.088937,0.767928,,2.163272,9.186315,14.854467,11.78,20944.79868,
12/31/2003,12.484211,20623.993111,21001.902806,19150.663909,1.367237,1.554849,0.887228,4.504708,2.226803,8.180481,12.355166,11.86,19150.506942,
03/31/2004,13.086758,19918.054595,22863.719301,19047.019202,1.632255,2.409418,1.045987,7.711366,2.588756,9.197062,13.552992,14.33,22863.89732,
