Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2001,6865.633,1500.443,392.529,1107.914,309.054,309.054,340.069,25.279,296.224,18.566,0.0,80.919,2230.485,797.146,1466.348,-669.202,1022.419,1022.419,2815.583,2495.283,1340.814,1154.469,320.3,4635.148,,24.304,24.304,149.692,,,,469.793,469.793,643.789,,,,,413.997,413.997,413.997,1057.786,,6751.582,0.0,-1235.011,291.276,5807.847,,5807.847,6865.633,
12/31/2001,7134.847,1348.078,395.203,952.875,193.203,193.203,356.946,23.633,299.717,33.596,0.0,311.125,2209.352,865.668,1501.895,-636.227,1468.45,1468.45,2591.377,2415.792,1302.493,1113.299,175.585,4925.495,,33.348,33.348,149.692,,,,468.715,468.715,651.755,,,,,563.273,563.273,563.273,1215.028,,6805.397,0.0,-1197.3,311.722,5919.819,,5919.819,7134.847,
03/31/2002,6834.286,1000.209,89.129,911.08,336.245,336.245,359.254,23.196,293.685,42.373,0.0,197.098,1892.806,907.813,1569.27,-661.457,1452.582,1452.582,2581.085,2376.624,1334.219,1042.405,204.461,4941.48,,53.12,53.12,0.0,,,,451.239,451.239,504.359,0.0,,,,505.382,505.382,505.382,1009.741,,6792.41,0.0,-1234.238,266.373,5824.545,,5824.545,6834.286,
06/30/2002,6593.734,969.076,119.619,849.457,327.505,327.505,380.197,25.428,322.988,31.781,0.0,196.789,1873.567,969.277,1655.678,-686.401,1085.251,1085.251,2665.639,2339.024,1334.219,1004.805,326.615,4720.167,,54.824,54.824,0.0,,,,467.79,467.79,522.614,0.0,,,,776.207,776.207,776.207,1298.821,,6704.197,0.0,-1652.231,242.947,5294.913,,5294.913,6593.734,
09/30/2002,6673.424,1124.145,356.53,767.615,302.091,302.091,394.593,27.608,327.544,39.441,0.0,208.556,2029.385,1017.121,1717.429,-700.308,1049.799,1049.799,2577.119,2299.465,1334.219,965.246,277.654,4644.039,,52.318,52.318,0.0,,,,535.898,535.898,588.216,0.0,,,,784.43,784.43,784.43,1372.646,,6672.944,0.0,-1631.873,259.707,5300.778,,5300.778,6673.424,
12/31/2002,6758.119,1034.572,208.13,826.442,418.481,,393.542,30.181,329.819,33.542,0.0,236.189,2082.784,1068.734,1796.346,-727.612,567.286,,3039.315,2242.557,1315.019,927.538,796.758,4675.335,,51.38,51.38,0.0,0.0,0.0,0.0,595.28,595.28,646.66,0.0,0.0,0.0,0.0,772.575,772.575,772.575,1419.235,0.0,6660.608,0.0,0.0,-1321.724,5338.884,0.0,5338.884,6758.119,
03/31/2003,6828.086914,1085.430984,148.701004,936.72998,390.13501,367.029999,411.106995,31.733,337.942993,41.431,0.0,237.289001,2123.961914,1114.618042,1869.805054,-755.187012,567.66803,,3021.839111,2220.944092,1334.218994,886.725098,800.89502,4704.125183,,58.525002,58.525002,0.0,0.0,0.0,0.0,585.467979,585.467979,643.992981,0.0,0.0,0.0,0.0,790.130981,790.130981,790.130981,1434.123962,0.0,6643.152832,0.0,-1510.391968,261.202026,5393.962891,0.0,5393.962891,6828.086853,
06/30/2003,7478.314941,1215.812988,260.476013,955.336975,679.455994,411.686005,422.414001,33.702,349.419006,39.292999,0.0,234.597,2552.280029,1146.875,1918.464966,-771.590027,785.877014,,2993.282959,2199.937988,1334.218994,865.718994,793.344971,4926.034973,,69.214996,69.214996,0.0,0.0,0.0,0.0,529.506012,529.506012,598.721008,0.0,0.0,0.0,0.0,1026.661011,1026.661011,1026.661011,1625.382019,0.0,7000.432129,0.0,0.0,-1147.499023,5852.933105,0.0,5852.933105,7478.315125,
09/30/2003,8395.745117,1387.223022,414.690002,972.53302,500.751007,438.044006,423.438995,38.477001,353.304993,31.657,0.0,282.90799,2594.321045,1540.848999,2406.583984,-865.734985,1306.142944,,2954.431885,2161.327881,1334.218994,827.108887,793.104004,5801.423828,,66.478996,66.478996,0.0,0.0,0.0,0.0,719.564034,719.564034,786.04303,412.25,412.25,0.0,0.0,953.406006,953.406006,1365.656006,2151.699036,0.0,7224.037109,0.0,0.0,-979.991028,6244.046082,0.0,6244.046082,8395.745117,
12/31/2003,8736.170898,1511.772003,372.152008,1139.619995,574.091003,,469.640015,37.069,383.850006,48.721001,0.0,201.326996,2756.830078,1617.911987,2501.468018,-883.55603,1422.885986,,2938.542969,2125.829102,1315.019043,810.810059,812.713867,5979.340942,,59.700001,59.700001,0.0,0.0,0.0,0.0,813.331005,813.331005,873.031006,412.25,412.25,0.0,0.0,930.59198,930.59198,1342.84198,2215.872986,0.0,7380.755859,0.0,-1157.490967,297.032959,6520.297852,0.0,6520.297852,8736.170837,
03/31/2004,9134.455078,1637.821014,333.196991,1304.624023,610.804016,610.804016,524.729004,40.400002,443.600006,40.729,0.0,176.912003,2950.266113,1679.54895,2598.5271,-918.978027,1654.984985,,2849.655029,2080.434082,1315.019043,765.415039,769.220947,6184.188965,,24.296,24.296,0.0,0.0,0.0,0.0,663.311972,663.311972,687.607971,412.25,412.25,0.0,0.0,927.346985,927.346985,1339.596985,2027.204956,0.0,7762.005859,0.0,0.0,-654.755981,7107.249878,0.0,7107.249878,9134.454834,
06/30/2004,9055.039062,1619.134003,262.707001,1356.427002,742.445984,742.445984,527.648987,49.400002,406.100006,72.149002,0.0,167.154999,3056.384033,1740.422974,,,1414.662964,,2843.569092,2025.662964,1315.019043,710.643921,817.906128,5998.655029,,30.326,30.326,0.0,0.0,0.0,0.0,806.549976,806.549976,836.875977,412.25,412.25,0.0,0.0,920.879028,920.879028,1333.129028,2170.005005,0.0,7869.378906,0.0,0.0,-984.344971,6885.033936,0.0,6885.033936,9055.03894,
09/30/2004,9377.845703,1760.164001,322.768005,1437.395996,852.901978,,559.919983,58.200001,415.320007,86.400002,0.0,203.481003,3376.467041,1922.312988,,,1310.421997,,2768.644043,1992.067993,1315.019043,677.04895,776.57605,6001.379028,,60.081001,60.081001,0.0,0.0,0.0,0.0,1020.960991,1020.960991,1081.041992,412.25,412.25,0.0,0.0,916.987976,916.987976,1329.237976,2410.279968,0.0,7966.931152,0.0,-1290.776978,291.411987,6967.566162,0.0,6967.566162,9377.84613,
12/31/2004,9403.394531,1665.105042,270.122986,1394.982056,816.533997,816.533997,590.343018,57.071999,451.799011,81.472,0.0,350.774994,3422.75708,2091.404053,3079.603027,-988.198975,1115.327026,,2773.906982,1983.418945,1315.019043,668.399902,790.488037,5980.638062,,104.832001,104.832001,0.0,0.0,0.0,0.0,1138.43399,1138.43399,1243.265991,412.25,412.25,0.0,0.0,965.689026,965.689026,1377.939026,2621.205017,0.0,8023.696777,0.0,-1532.454956,290.947998,6782.189819,0.0,6782.189819,9403.394836,
03/31/2005,9699.46875,1904.732056,543.223022,1361.509033,1070.509033,1070.509033,565.596985,58.299999,391.0,116.300003,0.0,212.483002,3753.321045,2230.957031,,,800.39502,,2914.795898,1315.654175,1315.019043,0.635132,1599.141724,5946.147949,,101.869003,101.869003,0.0,,,,1190.634048,1190.634048,1292.503052,456.25,,,,946.705017,946.705017,1402.955017,2695.458069,0.0,8156.025879,0.0,-1379.077026,227.062012,7004.010864,0.0,7004.010864,9699.468933,
06/30/2005,10546.610352,2010.541016,717.349976,1293.19104,913.817993,913.817993,600.862976,62.799999,363.299988,174.800003,-0.037,410.583008,3935.804932,2792.105957,,,901.052002,,2917.646973,1919.019043,1315.019043,604.0,998.62793,6610.804932,,45.629002,45.629002,0.0,,,,1096.105984,1096.105984,1141.734985,485.25,,,,939.619995,939.619995,1424.869995,2566.60498,0.0,8794.365234,0.0,-1087.327026,272.967041,7980.005249,0.0,7980.005249,10546.610229,
09/30/2005,12099.305664,2905.542969,1721.828003,1183.714966,962.984985,962.984985,621.388977,62.400002,383.899994,175.100006,-0.011,304.661987,4794.579102,3128.089111,,,1242.865967,,2933.771973,1902.918945,1315.019043,587.899902,1030.853027,7304.727051,,193.320999,193.320999,0.0,0.0,0.0,0.0,1161.616989,1161.616989,1354.937988,2087.538086,2087.538086,0.0,0.0,933.572021,933.572021,3021.110107,4376.048096,0.0,9033.500977,0.0,-1569.389038,259.145996,7723.257935,0.0,7723.257935,12099.30603,
12/31/2005,12146.878906,2365.161011,1225.510986,1139.650024,1083.416016,851.119019,702.515015,78.617996,438.269989,185.626999,0.0,1234.984009,5153.778809,3349.352051,4456.936035,-1107.583984,1448.730957,,2195.01709,1888.81897,1315.019043,573.799927,306.19812,6993.100098,,338.977997,338.977997,0.0,,,,1320.854034,1320.854034,1659.832031,2083.023926,,,,934.439026,934.439026,3017.462952,4677.294983,0.0,9283.75293,0.0,-2067.591064,253.422119,7469.583984,0.0,7469.583984,12146.878967,
03/31/2006,12712.0,2284.0,1071.0,1213.0,1134.0,1134.0,804.0,89.0,463.0,252.0,0.0,311.0,4533.0,3565.0,,,1658.0,,2956.0,1863.0,1315.0,548.0,1093.0,8179.0,,328.0,328.0,0.0,0.0,0.0,0.0,1422.0,1422.0,1750.0,2103.0,2103.0,0.0,0.0,965.0,965.0,3068.0,4818.0,0.0,9489.0,0.0,-1850.0,255.0,7894.0,0.0,7894.0,12712.0,
06/30/2006,13184.0,2193.0,1004.0,1189.0,1226.0,1226.0,909.0,97.0,561.0,251.0,0.0,283.0,4611.0,3760.0,,,1734.0,,3079.0,1838.0,1315.0,523.0,1241.0,8573.0,,279.0,279.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1779.0,2132.0,2132.0,0.0,0.0,993.0,993.0,3125.0,4904.0,0.0,9684.0,0.0,-1597.0,193.0,8280.0,0.0,8280.0,13184.0,
09/30/2006,13852.0,2103.0,879.0,1224.0,1439.0,1439.0,1063.0,107.0,712.0,244.0,,300.0,4905.0,4047.0,,,1787.0,,3113.0,1814.0,1315.0,499.0,1299.0,8947.0,,279.0,279.0,,,,,1526.0,1526.0,1805.0,2164.0,,,,993.0,993.0,3157.0,4962.0,,9902.0,,-1222.0,210.0,8890.0,,8890.0,13852.0,
12/31/2006,14842.0,2493.0,1250.0,1243.0,1666.0,1418.0,1178.0,116.0,818.0,244.0,0.0,615.0,5704.0,4173.0,5539.0,-1366.0,1832.0,,3133.0,1791.0,1315.0,476.0,1342.0,9138.0,,346.0,346.0,0.0,,,,1811.0,1811.0,2157.0,2204.0,,,,1003.0,1003.0,3207.0,5364.0,0.0,10112.0,0.0,-838.0,204.0,9478.0,0.0,9478.0,14842.0,
03/31/2007,15688.0,2903.0,1754.0,1149.0,1692.0,1692.0,1297.0,0.000117,889.0,291.0,0.0,393.0,6285.0,4353.0,,,1889.0,,3161.0,1764.0,1315.0,449.0,1397.0,9403.0,,420.0,420.0,0.0,0.0,0.0,0.0,1658.0,1658.0,2078.0,2267.0,2267.0,0.0,0.0,1195.0,1195.0,3462.0,5540.0,0.0,10443.0,0.0,-507.0,212.0,10148.0,0.0,10148.0,15688.0,
06/30/2007,16359.0,3195.0,2060.0,1135.0,1759.0,1759.0,1365.0,123.0,883.0,359.0,0.0,380.0,6699.0,4563.0,,,1883.0,,3214.0,1742.0,1315.0,427.0,1472.0,9660.0,,361.0,361.0,0.0,0.0,0.0,0.0,1628.0,1628.0,1989.0,2307.0,2307.0,0.0,0.0,1212.0,1212.0,3519.0,5508.0,0.0,10645.0,0.0,1.0,205.0,10851.0,0.0,10851.0,16359.0,
09/30/2007,17444.0,2920.0,1703.0,1217.0,1913.0,1913.0,1425.0,131.0,933.0,361.0,0.0,413.0,6671.0,4758.0,,,1952.0,,4063.0,2782.0,1574.0,1208.0,1281.0,10773.0,,283.0,283.0,0.0,0.0,0.0,0.0,1773.0,1773.0,2056.0,2346.0,2346.0,0.0,0.0,1410.0,1410.0,3756.0,5812.0,0.0,10863.0,0.0,557.0,212.0,11632.0,0.0,11632.0,17444.0,
12/31/2007,18940.0,3975.0,2514.0,1461.0,1766.0,1467.0,1493.0,119.0,1062.0,312.0,0.0,1818.0,8753.0,4986.0,6658.0,-1672.0,2090.0,,3111.0,2745.0,1577.0,1168.0,366.0,10187.0,,420.0,420.0,599.0,599.0,0.0,0.0,2899.0,2899.0,3918.0,2402.0,2402.0,0.0,0.0,715.0,715.0,3117.0,7035.0,0.0,10716.0,0.0,992.0,197.0,11905.0,0.0,11905.0,18940.0,
03/31/2008,19995.0,4857.0,3283.0,1574.0,1818.0,1818.0,1469.0,116.0,1122.0,231.0,0.0,1433.0,9577.0,5135.0,,,2201.0,,3082.0,2704.0,1577.0,1127.0,378.0,10418.0,,278.0,278.0,600.0,600.0,0.0,0.0,2779.0,2779.0,3657.0,2460.0,2460.0,0.0,0.0,772.0,772.0,3232.0,6889.0,0.0,11266.0,0.0,1717.0,123.0,13106.0,0.0,13106.0,19995.0,
06/30/2008,19119.0,4505.0,2891.0,1614.0,1821.0,1821.0,1406.0,125.0,1113.0,168.0,0.0,1321.0,9053.0,5266.0,,,1832.0,,2968.0,2660.0,1577.0,1083.0,308.0,10066.0,,223.0,223.0,599.0,,,,1883.0,1883.0,2705.0,2475.0,,,,654.0,654.0,3129.0,5834.0,0.0,10899.0,0.0,2281.0,105.0,13285.0,0.0,13285.0,19119.0,
09/30/2008,20611.0,5932.0,4275.0,1657.0,1828.0,1828.0,1408.0,116.0,1096.0,196.0,0.0,523.0,9691.0,5320.0,,,2606.0,,2994.0,2636.0,1590.0,1046.0,358.0,10920.0,,235.0,235.0,536.0,536.0,0.0,0.0,2065.0,2065.0,2836.0,2504.0,2504.0,0.0,0.0,645.0,645.0,3149.0,5985.0,,11918.0,0.0,2571.0,137.0,14626.0,0.0,14626.0,20611.0,
12/31/2008,21787.0,6198.0,4533.0,1665.0,1941.0,1941.0,1299.0,122.0,937.0,240.0,0.0,635.0,10073.0,5404.0,7464.0,-2060.0,3347.0,,2963.0,2598.0,1590.0,1008.0,365.0,11714.0,,228.0,228.0,500.0,500.0,0.0,0.0,2367.0,2367.0,3095.0,2329.0,2329.0,0.0,0.0,692.0,692.0,3021.0,6116.0,0.0,12065.0,0.0,3482.0,124.0,15671.0,0.0,15671.0,21787.0,
