Date,Total Interest Income,Total Interest Expense,Net Interest Income,Trading Account Profit,Commissions & Fees Earned,Other Operating Income,Net Revenue,Provisions for Loan Losses,Net Revenue After Provisions,Non-Interest Expense,Operating Income or Losses,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,281.369999,-161.100006,120.269993,0.324,21.212,8.669,150.474992,-20.0,130.474992,-96.688004,33.786999,0.0,33.786999,-9.053,24.733999,0.0,0.0,24.733999,-0.459,24.274999,,,24.274998,,0.366667,0.366667,66.333,0.366667,0.366667,0.366667,66.333,
06/30/1990,292.041004,-171.410004,120.631001,0.403,19.781,9.097,149.912001,-40.0,109.912001,-103.528,6.384,0.0,6.384,0.007,6.391,0.0,0.0,6.391,-0.532,5.859,,,5.859,,0.086667,0.086667,66.730499,0.086667,0.086667,0.086667,66.730499,
09/30/1990,307.68,-184.574997,123.105003,50.367001,20.719999,8.576,202.768003,-124.0,78.768003,-111.362999,-32.595001,0.0,-32.595001,12.774,-19.820999,0.0,0.0,-19.820999,-0.534,-20.354999,,,-20.355001,,-0.306667,-0.306667,67.052999,-0.306667,-0.306667,-0.306667,67.052999,
12/31/1990,305.355004,-184.220993,121.134011,-1.387,20.667,10.466,150.880011,-62.0,88.880011,-118.039001,-29.159,0.0,-29.159,12.279,-16.879999,0.0,0.0,-16.879999,-0.548,-17.427999,,,-17.428,-0.26,-0.26,-0.26,67.404752,-0.26,-0.26,-0.26,67.404752,
03/31/1991,283.821999,-165.455994,118.366005,3.22,20.74,9.692,152.018005,-51.0,101.018005,-101.484001,-0.466,0.0,-0.466,2.333,1.867,0.0,0.0,1.867,,1.867,,,1.867,,0.02,0.02,68.126999,0.02,0.02,0.02,68.126999,
06/30/1991,279.233002,-155.332001,123.901001,0.686,21.82,10.098,156.505,-43.0,113.505,-108.789001,4.716,0.0,4.716,-0.715,4.001,0.0,0.0,4.001,,4.001,,,4.001,,0.053333,0.053333,68.407499,0.053333,0.053333,0.053333,68.407499,
09/30/1991,277.293007,-152.210007,125.083,9.796,22.82,10.112,167.811,-42.25,125.561,-113.662003,11.899,0.0,11.899,-4.093,7.806,0.0,0.0,7.806,,7.806,,,7.806,,0.106667,0.106667,68.602501,0.106667,0.106667,0.106667,68.602501,
12/31/1991,265.320008,-141.339005,123.981003,7.393,24.17,9.004,164.548003,-31.1,133.448003,-124.420998,9.027,0.0,9.027,-0.266,8.761,0.0,0.0,8.761,-2.055,6.706,,,6.706,0.12,0.12,0.12,68.743499,0.12,0.12,0.12,68.743499,
03/31/1992,242.832993,-116.438004,126.394989,7.76,26.707001,10.575,171.43699,-40.0,131.43699,-120.301003,11.136,0.0,11.136,-1.589,9.547,0.0,0.0,9.547,,9.547,,,9.547,,0.133333,0.133333,69.090002,0.133333,0.133333,0.133333,69.090002,
06/30/1992,242.439011,-107.666,134.77301,3.391,25.424,15.027,178.61501,-41.0,137.61501,-125.061996,12.553,0.0,12.553,-2.309,10.244,0.0,0.0,10.244,,10.244,,,10.244,,0.14,0.14,69.368998,0.14,0.14,0.14,69.368998,
09/30/1992,238.474995,-99.669998,138.804996,1.309,27.565001,10.574,178.252997,-32.0,146.252997,-123.348999,22.903999,0.0,22.903999,-6.589,16.315001,0.0,0.0,16.315001,,16.315001,,,16.314999,,0.22,0.22,72.025497,0.22,0.22,0.22,72.025497,
12/31/1992,229.584,-91.332001,138.251999,7.539,29.857,10.491,186.138999,-26.0,160.138999,-134.852005,25.287001,0.0,25.287001,-7.569,17.718,0.0,0.0,17.718,-1.847,15.871,,,15.871001,0.233333,0.233333,0.233333,76.025247,0.233333,0.233333,0.233333,76.025247,
