Date,Total Interest Income,Total Interest Expense,Net Interest Income,Trading Account Profit,Commissions & Fees Earned,Other Operating Income,Net Revenue,Provisions for Loan Losses,Net Revenue After Provisions,Non-Interest Expense,Operating Income or Losses,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1993,229.332001,-89.653999,139.678001,,47.459999,0.0,187.138,-25.075001,162.063,-138.639999,23.423,0.0,23.423,-5.935,17.488001,3.816,0.0,21.304001,-0.45,20.854001,,,17.038,,0.213333,0.26,80.471998,0.213333,0.213333,0.26,80.471998,
06/30/1993,231.371002,-85.835999,145.535004,,41.375999,0.0,186.911003,-25.110001,161.801003,-129.623993,32.176998,0.0,32.176998,-8.733,23.444,0.0,0.0,23.444,-0.45,22.994,,,22.993998,,0.286667,0.286667,80.722498,0.286667,0.286667,0.286667,80.722498,
09/30/1993,227.352997,-81.358002,145.994995,0.488,29.298,14.931,190.711995,-24.0,166.711995,-130.949005,35.763,-21.5,14.263,-1.253,13.01,0.0,0.0,13.01,-0.45,12.56,,,12.56,,0.153333,0.153333,80.985003,0.153333,0.153333,0.153333,80.985003,
12/31/1993,219.572006,-74.872002,144.700004,10.273,35.695999,0.0,190.669003,-21.5,169.169003,-133.477005,35.692001,0.0,35.692001,-11.032,24.66,0.0,0.0,24.66,-0.451,24.209,,,24.209001,0.3,0.3,0.3,81.312,0.3,0.3,0.3,81.312,
03/31/1994,298.273987,-103.456001,194.817986,,,55.189999,250.007984,-21.049999,228.957985,-162.416,66.542,0.0,66.542,-23.396,43.146,-1.731,0.0,41.415001,-0.758,40.657001,,,42.388,,0.333333,0.32,125.840996,0.333333,0.333333,0.32,125.840996,
06/30/1994,315.877014,-112.346001,203.531013,,,51.615002,255.146015,-21.049999,234.096016,-166.261002,67.834999,0.0,67.834999,-25.671,42.164001,0.0,0.0,42.164001,-0.758,41.406001,,,41.406,,0.326667,0.326667,126.301495,0.326667,0.326667,0.326667,126.301495,
09/30/1994,336.694,-123.005997,213.688004,,,51.902,265.590004,-20.195,245.395004,-196.901993,48.493,-13.565,34.928,-14.823,20.105,0.0,0.0,20.105,-0.758,19.347,,,19.347,,0.153333,0.153333,126.768002,0.153333,0.153333,0.153333,126.768002,
12/31/1994,351.954987,-137.164993,214.789994,,,51.359001,266.148995,-29.700001,236.448994,-160.520996,75.928001,0.0,75.928001,-25.062,50.866001,0.0,0.0,50.866001,-0.761,50.105001,,,50.105001,0.4,0.4,0.4,127.357499,0.4,0.4,0.4,127.357499,
03/31/1995,363.159996,-147.572006,215.58799,2.59,36.599998,12.8,267.577988,-16.200001,251.377988,-162.373001,89.004997,0.0,89.004997,-31.738001,57.266998,0.0,0.0,57.266998,-0.774,56.492998,,,56.492996,,0.44,0.44,127.812,0.44,0.44,0.44,127.812,
06/30/1995,373.890015,-159.177994,214.712021,3.123,38.155998,14.639,270.630019,-16.950001,253.680018,-162.317993,91.362,0.0,91.362,-33.091999,58.27,0.0,0.0,58.27,-0.647,57.623,,,57.623,,0.453333,0.453333,128.344505,0.453333,0.453333,0.453333,128.344505,
09/30/1995,377.514008,-161.134003,216.380005,2.054,40.862,15.215,274.511004,-19.200001,255.311004,-158.322006,96.988998,0.0,96.988998,-34.812,62.176998,0.0,0.0,62.176998,-0.639,61.537998,,,61.537998,,0.466667,0.466667,131.440498,0.466667,0.466667,0.466667,131.440498,
12/31/1995,381.053009,-158.492004,222.561005,2.134,43.445,12.571,280.711005,-19.5,261.211005,-159.348007,101.862999,0.0,101.862999,-36.707001,65.155998,0.0,0.0,65.155998,-0.64,64.515998,,,64.515998,0.486667,0.486667,0.486667,132.377998,0.486667,0.486667,0.486667,132.377998,
03/31/1996,476.690002,-216.992996,259.697006,,61.712002,,321.409008,-15.786,305.623008,-178.291,127.332001,-110.699997,16.632004,-5.674,10.958,0.0,0.0,10.958,0.0,10.958,110.699997,-40.959,80.699001,0.48,0.06,0.06,166.743004,0.47,0.06,0.06,168.964497,
06/30/1996,474.931,-212.302002,262.628998,,65.996002,,328.625,-15.903,312.722,-176.542999,136.179001,0.0,136.179001,-47.694,88.485001,0.0,0.0,88.485001,0.0,88.485001,0.0,,88.485001,0.53,0.53,0.53,167.422497,0.52,0.52,0.52,169.471504,
09/30/1996,474.968994,-209.824005,265.144989,,63.814999,,328.959988,-15.91,313.049988,-166.865997,146.184006,-11.059,135.125006,-47.624001,87.500999,0.0,0.0,87.500999,0.0,87.500999,11.059,-4.092,94.468005,0.56,0.52,0.52,166.908005,0.56,0.52,0.52,168.9375,
12/31/1996,480.406006,-214.587997,265.818009,,68.518997,,334.337006,-16.434999,317.902007,-172.132004,145.770004,0.0,145.770004,-49.039001,96.731003,0.0,0.0,96.731003,0.0,96.731003,0.0,,96.731003,0.58,0.58,0.58,165.628499,0.57,0.57,0.57,167.790001,
03/31/1997,501.314011,-221.298996,280.015015,1.431,58.203999,9.765,349.415014,-15.51,333.905013,-180.442001,153.463013,-26.5,126.963013,-44.480999,82.482018,0.0,0.0,82.482018,0.0,82.482018,26.5,-9.8,99.182014,0.57,0.47,0.47,174.376499,0.56,0.47,0.47,176.706001,
06/30/1997,516.831009,-230.016006,286.815002,0.775,59.952999,10.8,358.343002,-15.09,343.253002,-181.332993,161.920013,0.0,161.920013,-56.862,105.058014,0.0,0.0,105.058014,0.0,105.058014,0.0,0.0,105.058014,0.6,0.6,0.6,174.904495,0.59,0.59,0.59,177.123001,
09/30/1997,517.500992,-229.718994,287.781998,1.265,61.368,11.539001,361.953998,-14.5,347.453998,-180.785995,166.667999,-56.5,110.167999,-38.956001,71.212006,0.0,0.0,71.212006,0.0,71.212006,56.5,-19.4,108.311998,0.62,0.41,0.41,175.395996,0.61,0.4,0.4,177.863998,
12/31/1997,529.060013,-238.582001,290.478012,0.583,71.977997,14.224,377.263009,-14.0,363.263009,-191.130005,172.133011,0.0,172.133011,-59.918999,112.214005,0.0,0.0,112.214005,0.0,112.214005,0.0,0.0,112.214012,0.64,0.64,0.64,175.815994,0.63,0.63,0.63,178.126007,
03/31/1998,529.32901,-240.171005,289.158005,1.426,58.787998,19.306,368.678003,-15.0,353.678003,-191.653,162.024994,0.0,162.024994,-49.608002,112.417,0.0,0.0,112.417,0.0,112.417,0.0,0.0,112.416992,0.64,0.64,0.64,176.932999,0.63,0.63,0.63,179.25,
06/30/1998,538.388,-243.494995,294.893005,3.072,70.303001,16.768,385.036006,-18.0,367.036006,-191.919006,175.117004,0.0,175.117004,-56.639999,118.476997,0.0,0.0,118.476997,0.0,118.476997,0.0,0.0,118.477005,0.67,0.67,0.67,176.126999,0.66,0.66,0.66,178.231995,
09/30/1998,552.044998,-260.065002,291.979996,-0.058,74.648003,15.859,382.428999,-18.0,364.428999,-194.166,170.263,0.0,170.263,-52.402,117.861,0.0,0.0,117.861,0.0,117.861,0.0,0.0,117.861,0.68,0.68,0.68,173.378998,0.67,0.67,0.67,175.080002,
12/31/1998,555.450012,-257.674988,297.775024,2.206,74.507004,13.402,387.890029,-15.0,372.890029,-205.069,167.820999,0.0,167.820999,-50.757,117.064003,0.0,0.0,117.064003,0.0,117.064003,0.0,0.0,117.063999,0.67,0.67,0.67,173.919998,0.67,0.67,0.67,175.673996,
03/31/1999,560.444992,-255.100998,305.343994,0.217,75.653999,22.285999,403.500993,-16.5,387.000993,-205.436996,181.563995,0.0,181.563995,-62.823002,118.740997,0.0,0.0,118.740997,0.0,118.740997,0.0,0.0,118.740993,0.68,0.68,0.68,173.794006,0.68,0.68,0.68,175.457993,
06/30/1999,568.711014,-260.117004,308.594009,2.094,77.403999,16.429001,404.52101,-16.5,388.02101,-207.214996,180.806,0.0,180.806,-60.465,120.341003,0.0,0.0,120.341003,0.0,120.341003,0.0,0.0,120.341,0.71,0.71,0.71,170.656006,0.7,0.7,0.7,172.281998,
09/30/1999,601.318008,-280.01001,321.307999,4.744,77.109001,22.846001,426.007,-76.5,349.507,-211.957001,137.550003,0.0,137.550003,-43.931,93.619003,0.0,0.0,93.619003,0.0,93.619003,0.0,0.0,93.619003,0.54,0.54,0.54,173.979004,0.53,0.53,0.53,175.526993,
12/31/1999,625.462006,-294.553986,330.90802,2.75,79.598,16.187,429.44302,-18.5,410.94302,-225.628998,185.317993,-27.9,157.417994,-47.492001,109.926003,0.0,0.0,109.926003,0.0,109.926003,27.9,-10.8,127.025992,0.73,0.63,0.63,173.302994,0.73,0.63,0.63,174.613007,
03/31/2000,650.547989,-314.640991,335.906998,0.085,84.614998,17.033001,437.639996,-20.0,417.639996,-228.841003,188.798996,0.0,188.798996,-63.886002,124.913002,0.0,0.0,124.913002,0.0,124.913002,0.0,0.0,124.912994,0.72,0.72,0.72,173.181,0.72,0.72,0.72,174.195999,
06/30/2000,693.063004,-349.179688,343.883316,2.761,90.769997,21.237,458.651312,-24.5,434.151312,-237.126007,197.024002,0.0,197.024002,-66.921997,130.102005,0.0,0.0,130.102005,0.0,130.102005,0.0,0.0,130.102005,0.74,0.74,0.74,175.304001,0.74,0.74,0.74,176.292999,
09/30/2000,719.920029,-381.864014,338.056015,0.373,87.023003,30.587,456.039018,-25.0,431.039018,-236.884003,194.154999,0.0,194.154999,-60.691002,133.464005,0.0,0.0,133.464005,0.0,133.464005,0.0,0.0,133.463997,0.77,0.77,0.77,173.850006,0.76,0.76,0.76,174.789001,
12/31/2000,,,,,,,,,,,,,,,,,,125.095001,,125.095001,,,,0.8,0.72,0.72,174.612,0.79,0.71,0.71,176.173004,
