Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
01/15/1994,6.59,,-3.826,,2.764,,-3.449,,,-0.685,-0.012,,0.064,,0.0,,-0.052,-0.697,0.106,-0.591,0.0,,,-0.591,0.0,-0.591,0.0,,-0.591,-0.591,,91.175732,-0.006667,-0.006667,,91.175732,-0.006667,-0.006667,-0.006667,
04/09/1994,4.456,,-2.841,,1.615,,-3.043,,,-1.428,-0.035,,0.042,,0.0,,-0.007,-1.463,0.248,-1.215,0.0,,,-1.215,0.0,-1.215,0.0,,-1.215,-1.215,,91.179003,-0.013333,-0.013333,,91.179003,-0.013333,-0.013333,-0.013333,
07/02/1994,4.945,,-3.112,,1.833,,-2.597,,,-0.764,-0.046,,0.061,,0.0,,-0.015,-0.81,0.203,-0.607,0.0,,,-0.607,0.0,-0.607,0.0,,-0.607,-0.607,,91.179003,-0.006667,-0.006667,,91.179003,-0.006667,-0.006667,-0.006667,
09/24/1994,6.091,,-3.734,,2.357,,-2.238,,,0.119,-0.064,,0.065,,0.0,,-0.001,0.055,0.0,0.055,0.0,,,0.055,0.0,0.055,0.0,,0.055,0.055,,98.820002,0.000741,0.000741,,98.820002,0.000741,0.000741,0.000741,
01/14/1995,10.932,,-7.133,,3.799,,-3.518,,,0.281,-0.075,,0.099,,0.0,,-0.024,0.206,-0.031,0.175,0.0,,,0.175,0.0,0.175,0.0,,0.175,0.175,,92.204999,0.001852,0.001852,,92.204999,0.001852,0.001852,0.001852,
04/08/1995,6.832,,-4.432,,2.4,,-2.882,,,-0.482,-0.115,,0.092,,0.0,,0.023,-0.597,0.103,-0.494,0.0,,,-0.494,0.0,-0.494,0.0,,-0.494,-0.494,,91.340997,-0.005556,-0.005556,,91.340997,-0.005556,-0.005556,-0.005556,
06/30/1995,7.459,,-4.829,,2.63,,-2.706,,,-0.076,-0.11,,0.107,,0.0,,0.003,-0.186,0.055,-0.131,0.0,,,-0.131,0.0,-0.131,0.0,,-0.131,-0.131,,91.340997,-0.001481,-0.001481,,91.340997,-0.001481,-0.001481,-0.001481,
09/30/1995,8.801,,-5.344,,3.457,,-3.001,,,0.456,-0.123,,0.101,,0.0,,0.022,0.333,-0.101,0.232,0.0,,,0.232,0.0,0.232,0.0,,0.232,0.232,,92.907,0.002593,0.002593,,92.907,0.002593,0.002593,0.002593,
01/20/1996,12.144,,-7.234,,4.91,,-3.97,,,0.94,-0.141,,0.14,,0.0,,0.001,0.799,-0.12,0.679,0.0,,,0.679,0.0,0.679,0.0,,0.679,0.679,,92.529,0.007407,0.007407,0.007407,92.529,0.007407,0.007407,0.007407,
04/13/1996,8.119,,-4.874,,3.245,,-3.014,,,0.231,-0.116,,0.106,,0.0,,0.01,0.115,-0.017,0.098,0.0,,,0.098,0.0,0.098,0.0,,0.098,0.098,,92.555999,0.001111,0.001111,0.001111,92.555999,0.001111,0.001111,0.001111,
07/06/1996,8.617,,-5.121,,3.496,,-3.238,,,0.258,-0.083,,0.089,,0.0,,-0.006,0.175,-0.026,0.149,0.0,,,0.149,0.0,0.149,0.0,,0.149,0.149,,92.556,0.001481,0.001481,0.001481,92.556,0.001481,0.001481,0.001481,
09/28/1996,9.467,,-5.588,,3.879,,-3.381,,,0.498,-0.103,,0.087,,0.0,,0.016,0.395,-0.059,0.336,0.0,,,0.336,0.0,0.336,0.0,,0.336,0.336,,92.529,0.003704,0.003704,0.003704,92.529,0.003704,0.003704,0.003704,
01/18/1997,14.412,,-8.645,,5.766999,,-4.756,,,1.011,-0.144,,0.144,,0.0,,0.0,0.867,-0.145,0.722,0.0,,,0.722,0.0,0.722,0.0,,0.722,0.722,,92.259001,0.007778,0.007778,0.007778,92.259001,0.007778,0.007778,0.007778,
05/12/1997,10.063,,-5.881,,4.182,,-3.828,,,0.354,-0.327,,0.107,,0.0,,0.22,0.027,0.552,0.579,0.0,,,0.579,0.0,0.579,0.0,,0.579,0.579,,93.095999,0.006296,0.006296,0.006296,93.095999,0.006296,0.006296,0.006296,
07/05/1997,9.772,,-6.302,,3.47,,-3.244,,,0.226,-0.104,,0.119,,0.0,,-0.015,0.122,-0.046,0.076,0.075,,,0.001,0.0,0.001,0.0,,0.001,0.001,,92.448001,0.0,0.000741,0.000741,92.448001,0.0,0.000741,0.000741,
09/27/1997,8.661,,-6.353,,2.308,,-1.891,,,0.417,-0.147,,0.151,,0.0,,-0.004,0.27,-0.108,0.162,0.139,,,0.023,0.0,0.023,0.0,,0.023,0.023,,95.31,0.00037,0.00037,0.002222,95.31,0.00037,0.001481,0.001852,
01/17/1998,16.976999,,-11.381,,5.596,,-5.127,,,0.469,-0.179,,0.214,,0.0,,-0.035,0.29,-0.11,0.18,0.076,,,0.104,0.0,0.104,0.0,,0.104,0.104,,95.336997,0.001111,0.001852,0.001852,95.823001,0.001111,0.001852,0.001852,
04/11/1998,12.826,,-8.783,,4.043,,-4.279,,,-0.236,-0.189,,0.193,,0.0,,-0.004,-0.425,0.201,-0.224,0.163,,,-0.387,0.0,-0.387,0.0,,-0.387,-0.387,,95.309999,-0.004074,-0.002222,-0.002222,95.309999,-0.004074,-0.002222,-0.002222,
07/04/1998,12.675,,-8.09,,4.585,,-4.226,,,0.359,-0.228,,0.241,,0.0,,-0.013,0.131,-0.052,0.079,1.315,,,-1.236,0.0,-1.236,0.0,,-1.236,-1.236,,95.336997,-0.012963,0.000741,0.000741,95.417998,-0.012963,0.000741,0.000741,
09/26/1998,11.014,,-7.237,,3.777,,-2.759,,,1.018,-0.078,,0.173,,0.0,,-0.095,0.94,-0.396,0.544,0.241,,,0.303,0.0,0.303,0.0,,0.303,0.303,,95.309999,0.003333,0.003333,0.003333,95.309999,0.003333,0.005926,0.005926,
01/16/1999,20.068001,,-12.54,,7.528001,,-6.367,,,1.161,-0.296,0.3,0.3,,0.0,,-0.004,0.865,-0.324,0.541,0.0,,,0.541,0.0,0.541,0.0,,0.541,0.541,,94.905003,0.005556,0.005556,0.005556,95.391,0.005556,0.005556,0.005556,
04/10/1999,14.452,,-8.892,,5.559999,,-4.814,,,0.746,-0.168,0.175,0.175,,0.0,,-0.007,0.578,-0.22,0.358,-0.186,,,0.544,0.0,0.544,0.0,,0.544,0.544,,94.041001,0.005926,0.003704,0.003704,95.498998,0.005556,0.003704,0.003704,
07/03/1999,14.973,,-8.821,,6.151999,,-5.153,,,0.999,-0.169,0.164,0.164,,0.0,,0.005,0.83,-0.315,0.515,0.0,,,0.515,0.0,0.515,0.0,,0.515,0.515,,94.337999,0.005556,0.005556,0.005556,95.930999,0.005185,0.005185,0.005185,
09/25/1999,15.388,,-9.008,,6.379999,,-4.708,,,1.672,-0.322,0.097,0.097,,0.0,,0.225,1.35,-0.517,0.833,0.0,,,0.833,0.0,0.833,0.0,,0.833,0.833,,94.958999,0.008889,0.008889,0.008889,96.389998,0.008519,0.008519,0.008519,
01/15/2000,24.742,,-14.696,,10.046,,-7.733,,,2.313,-0.145,0.141,0.141,,,,0.004,2.168,-0.868,1.3,0.0,,,1.3,0.0,1.3,0.0,0.0,1.3,1.3,,187.06167,0.007037,0.007037,0.007037,191.304072,0.006667,0.006667,0.006667,
04/08/2000,18.259,,-10.99,,7.269,,-6.014,,,1.255,-0.228,0.107,0.107,,,,0.121,1.027,-0.412,0.615,0.0,,,0.615,0.0,0.615,0.0,0.0,0.615,0.615,,181.438812,0.003333,0.003333,0.003333,191.531736,0.003333,0.003333,0.003333,
07/01/2000,19.667999,,-11.909,,7.758999,,-6.315,,,1.444,-0.111,0.141,0.141,,0.0,,-0.03,1.333,-0.531,0.802,0.0,,,0.802,0.0,0.802,0.0,,0.802,0.802,,87.102002,0.009259,0.009259,0.009259,94.796998,0.008519,0.008519,0.008519,
09/25/2000,21.332,,-12.87,,8.462,,-6.437001,,,2.025,-0.321,0.194,0.194,,0.0,,0.127,1.704,-0.268,1.436,-0.06,,,1.496,0.0,1.496,0.0,,1.496,1.496,,83.241,0.018148,0.017407,0.017407,89.505,0.016667,0.015926,0.015926,
01/20/2001,30.905,,-18.385,,12.52,,-9.282,,,3.238,-0.185,0.198,0.198,0.0,,,-0.013,3.053,-1.233,1.82,0.0,,,1.82,0.0,1.82,0.0,0.0,1.82,1.82,,84.557547,0.021481,0.021481,0.021481,95.495112,0.019259,0.019259,0.019259,
