Date,Returns,Return on Assets,Return on Capital,Margins,Gross Margin,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Source: Bloomberg
03/31/1997,,,,,63.022508,42.572347,21.221865,,-2.958199,-2.572347,-4.758842,-5.401929,,,,
06/30/1997,,,,,62.391034,39.041096,16.500623,,-7.098381,-7.036115,-9.96264,-10.647572,,,,
09/30/1997,,,,,64.153276,39.987639,19.097651,,-10.877627,-10.630408,-13.226205,-13.844252,,,,
12/31/1997,,,,,67.636364,38.666667,14.727273,,-5.757576,-0.121212,-2.848485,-3.515152,,,,
03/31/1998,,-0.720161,-0.305314,,62.777425,37.159163,13.316424,,28.40837,18.008878,15.091947,14.39442,,36.607143,0.0,
06/30/1998,,-0.659723,1.530352,,64.960106,36.569149,11.768617,-86.27451,-7.047872,-6.183511,-9.441489,-9.574468,,,,
09/30/1998,,0.438625,6.046246,,63.083164,39.959432,15.483435,-57.553957,12.711291,6.761325,3.515889,3.177823,,46.808511,0.0,
