Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/2006,647.8,226.9,108.0,312.9,,,312.9,0.0,,,0.0,,-163.7,-45.7,0.6,,,-46.3,,,0.0,0.0,0.0,,,,,-118.0,-852.6,-105.8,-758.9,,,,12.1,17.8,-5.7,0.0,,-368.5,53.2,190.4,
06/30/2006,689.7,781.7,93.5,-185.5,,,-185.5,0.0,,,0.0,,1272.0,-50.7,0.0,,,-50.7,,,0.0,0.0,0.0,,,,,1322.7,-186.7,-124.1,-83.1,,,,19.8,19.8,0.0,0.7,,1775.0,401.9,259.4,
09/30/2006,407.3,316.9,109.5,-70.8,,,-70.8,51.7,,,51.7,,-171.9,-82.5,0.0,,,-82.5,,,0.0,0.0,0.0,,,,,-89.4,-120.6,-135.9,-5.4,,,,20.1,20.5,-0.4,0.6,,114.8,157.5,173.3,
12/31/2006,143.6,335.0,113.4,-77.9,,,-77.9,-226.9,,,-226.9,,-121.4,-55.9,142.5,,,-198.4,,,0.0,0.0,0.0,,,,,-65.5,-124.2,-153.3,-4.8,,,,33.0,33.1,-0.1,0.9,,-102.0,145.5,89.6,
03/31/2007,848.0,213.5,115.2,519.3,,,519.3,0.0,,,0.0,,277.9,148.6,243.7,,,-95.1,,,0.0,0.0,0.0,,,,,129.3,-821.9,-153.9,676.1,,,,-1344.1,78.0,-1422.1,0.0,,304.0,41.3,167.3,
06/30/2007,682.0,404.0,109.5,168.5,,,168.5,0.0,,,0.0,,-320.9,-49.6,61.9,,,-111.5,,,0.0,0.0,0.0,,,,,-271.3,-942.9,-160.0,-664.4,,,,-118.5,61.5,-180.0,0.0,,-581.8,332.6,91.4,
09/30/2007,365.9,343.3,111.8,-89.2,,,-89.2,0.0,,,0.0,,-89.2,-54.9,40.7,,,-95.6,,,0.0,0.0,0.0,,,,,-34.3,-1847.5,-158.5,-4.4,,,,-1684.6,64.6,-1749.2,0.0,,-1570.8,54.0,173.7,
12/31/2007,289.3,286.2,119.2,-421.5,,,-421.5,305.4,282.9,-75.0,97.5,,-2.9,49.0,215.9,,,-166.9,,,0.0,0.0,0.0,,,,,-51.9,-165.5,-167.9,-4.4,,,,6.5,6.5,0.0,0.3,,120.9,83.6,84.4,
03/31/2008,1026.8,244.3,117.8,664.7,33.1,,631.6,,,,,,42.6,100.7,189.5,,,-88.8,,,-7.9,4.7,-12.6,,,,,-50.2,-157.4,-168.8,-8.7,,,,20.1,32.0,-11.9,0.0,,912.0,47.5,171.6,
06/30/2008,595.6,408.4,123.4,63.8,39.1,,24.7,,,,,,-1831.3,39.5,170.9,,,-131.4,,,-2.9,5.3,-8.2,,,,,-1867.9,-209.3,-174.4,-4.7,,,,-30.2,2.6,-32.8,,,-1445.0,148.3,71.8,
