Date,Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Related Income,Investment Income,Other Operating Income,Revenue,Property Operating Expenses,General & Administrative Expense,Other Operating Expenses,Depreciation Expense,Provision for Loan Loss,Other Non-Rental Income,Operating Income,Interest Expense,Unconsolidated Equity Interest Income,Loss on Sale of Property,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Pre-Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
09/30/1996,84.802002,,0.0,0.59,0.0,0.0,85.391998,-40.659,-0.264,-0.14,-10.987,0.0,,33.342,-8.624,,25.257,0.0,49.975,0.0,49.974998,0.0,0.0,49.974998,-6.182,,43.792998,,43.793,0.590178,0.590178,0.590178,73.836765,0.590178,0.590178,0.590178,73.836765,
12/31/1996,81.944,,0.0,2.611,0.0,0.0,84.555,-36.623001,-0.307,-0.091,-12.658,0.0,,34.876,-12.887,,4.152,0.0,26.141,0.0,26.141001,0.0,0.0,26.141001,-5.211,,20.930001,,20.93,0.275416,0.275416,0.275416,76.397695,0.275416,0.275416,0.275416,76.397695,
03/31/1997,79.949997,,0.0,3.174,0.0,0.37,83.494003,-35.192001,-0.272,-1.744,-12.049,0.0,0.0,34.237,-13.961,0.0,25.334999,0.0,45.610998,0.0,45.611,0.0,0.0,45.611,-5.035,,40.576,,40.575998,0.521323,0.521323,0.521323,77.134759,0.501651,0.501651,0.501645,85.729456,
06/30/1997,81.412003,,0.0,4.768,0.0,0.0,86.18,-34.242001,-0.316,-0.12,-12.639,0.0,,38.863001,-15.798,0.0,11.872,0.0,34.937,0.0,34.937,0.0,0.0,34.937,-4.805,,30.132,,30.132,0.383615,0.383615,0.383615,78.686158,0.373779,0.373779,0.373779,86.927063,
09/30/1997,85.760002,,0.0,5.116,0.0,0.0,90.875999,-35.668999,-0.951,-71.806,-13.364,0.0,,-30.913999,-15.943,0.0,10.723,0.0,-36.133999,0.0,-36.133999,0.0,0.0,-36.133999,-4.785,,-40.918999,,-40.918999,-0.5,-0.5,-0.5,81.505997,-0.5,-0.5,-0.5,81.505997,
12/31/1997,87.938004,,0.0,7.174,0.0,0.0,95.112,-30.988001,-3.771,-1.859,-14.841,0.0,,43.653,-15.451,0.0,0.302,0.0,28.504,0.0,28.504,0.0,0.0,28.504,-4.759,,23.745,,23.745,0.26,0.26,0.26,92.524002,0.26,0.26,0.26,100.884003,
03/31/1998,88.553001,0.0,0.0,7.058,0.0,0.0,95.611,-31.421,-2.821,-0.189,-16.257999,0.0,0.0,44.922,-15.623,0.0,15.484,0.0,44.783,0.0,44.783001,0.0,0.0,44.783001,-4.712,,40.071001,,40.071,0.43,0.43,0.43,92.782997,0.42,0.42,0.42,99.970001,
06/30/1998,91.552002,0.0,0.0,6.624,0.0,0.0,98.176003,-31.754,-3.042,-0.211,-16.115,-3.0,0.0,44.054001,-16.006001,0.0,0.0,0.0,28.048,0.0,28.048,0.0,0.0,28.048,-4.757,,23.291,,23.291,0.25,0.25,0.25,94.442001,0.25,0.25,0.25,101.416,
09/30/1998,151.516006,0.0,0.0,7.529,0.0,0.0,159.044998,-56.271,-5.136,-1.059,-31.903,0.0,0.0,64.675999,-24.521999,0.0,21.204,0.0,61.358,0.0,61.358002,-3.69,0.0,57.667999,-5.723,,51.944999,,55.635,0.39,0.39,0.36,143.059006,0.39,0.39,0.36,150.600006,
12/31/1998,152.917999,0.0,0.0,7.895,0.0,0.0,160.813004,-54.313999,-5.093,-4.021,-32.061001,-1.7,0.0,63.623999,-27.198999,0.0,28.843,0.0,65.268,0.0,65.267998,2.193,0.0,67.460999,-5.746,,61.714999,,59.522,0.43,0.43,0.43,144.169998,0.43,0.429993,0.43,150.608002,
03/31/1999,153.253998,0.0,0.0,8.133,0.0,0.0,161.386993,-53.741001,-5.332,-3.169,-32.797001,0.0,0.0,66.348001,-27.018,0.0,5.319,0.0,44.649002,0.0,44.648998,-1.113,0.0,43.535999,-5.691,,37.844999,,38.958002,0.28,0.28,0.27,141.294998,0.28,0.28,0.27,141.300003,
06/30/1999,156.643997,0.0,0.0,6.125,0.0,0.0,162.768997,-54.388,-5.172,-0.869,-31.450001,0.0,0.0,70.890001,-29.023001,0.548,13.659,0.0,56.074001,0.0,56.074001,0.0,0.0,56.074001,-5.617,,50.457001,,50.457001,0.36,0.36,0.36,139.046005,0.36,0.36,0.36,139.108002,
09/30/1999,161.546005,0.0,0.0,7.175,0.0,0.0,168.871994,-54.597,-5.958,-0.437,-32.742001,0.0,0.0,75.138,-31.777,0.151,27.909,0.0,71.421,0.0,71.269997,0.0,0.0,71.269997,-6.036,,65.233997,,65.385001,0.47,0.47,0.47,139.552002,0.46,0.46,0.46,145.473007,
12/31/1999,167.363998,0.0,0.0,6.932,0.0,0.0,173.296005,-54.800999,-5.694,0.0,-35.448002,-2.0,0.0,75.848999,-33.675999,0.0,15.206,0.0,57.379001,0.0,57.379002,0.0,0.0,57.379002,-6.387,,50.992002,,50.992001,0.37,0.37,0.37,139.304001,0.37,0.37,0.37,139.311005,
03/31/2000,168.464005,0.0,0.0,0.0,0.0,9.665,178.128998,-53.696999,-6.285,-3.11,-36.525002,0.0,0.0,78.512001,-34.202,-1.113,4.132,0.0,47.329001,0.0,47.328999,0.0,-1.444,45.884998,-6.431,,39.453998,,39.454001,0.28,0.28,0.28,139.072006,0.28,0.28,0.28,139.098999,
06/30/2000,175.072006,0.0,0.0,7.427,0.0,0.0,182.498993,-57.735001,-5.466,-0.709,-36.695999,0.0,0.0,81.893002,-37.325001,2.314,41.868999,0.0,88.751,0.0,88.750999,0.0,-1.933,86.818001,-6.37,,80.448001,,80.448,0.58,0.58,0.58,139.231995,0.57,0.57,0.57,145.138,
09/30/2000,172.824005,0.0,0.0,13.559,0.0,0.0,186.382996,-58.139999,-5.64,-0.302,-36.654999,0.0,0.0,85.948002,-37.483002,1.506,37.494999,0.0,87.465999,0.0,87.466003,0.0,-1.932,85.533997,-6.307,,79.226996,,79.226999,0.62,0.62,0.62,126.843002,0.61,0.61,0.61,132.953995,
12/31/2000,172.18399,0.0,0.0,-20.986,0.0,22.273,173.471008,-56.036003,-5.766,0.185,-33.818,-5.2,0.0,72.711005,-36.163001,0.045,9.575001,0.0,46.168005,0.0,45.990986,-0.911,-1.905,43.148014,-6.232,,36.916014,6.111,44.142005,0.3,0.3,0.3,122.348976,0.27,0.27,0.27,133.7899,
03/31/2001,169.330994,0.0,0.0,0.0,0.0,3.202,172.533005,-64.778999,-5.678,-0.577,-32.353001,0.0,0.0,71.813,-34.646,0.756,35.050999,0.0,72.973998,0.0,72.651001,0.0,-1.956,70.695,-6.307,0.0,64.388,,64.710998,0.52,0.53,0.53,122.158997,0.52,0.52,0.52,127.901001,
06/30/2001,153.552002,0.0,0.0,0.0,0.0,3.543,157.095001,-49.301998,-6.128,-0.955,-29.142,0.0,0.0,74.473999,-32.43,0.992,35.470001,0.0,78.506,0.0,78.292,0.0,-1.956,76.335999,-4.904,0.0,71.431999,,71.646,0.58,0.58,0.59,120.984001,0.57,0.57,0.58,126.723999,
09/30/2001,146.602997,0.0,0.0,0.0,0.0,3.965,150.567993,-47.125,-6.689,-2.525,-29.238001,-2.41,0.0,62.580999,-31.903999,6.992,9.767,0.0,47.436,0.0,47.436001,0.0,-1.957,47.368,-3.913,0.0,43.455,,41.566,0.35,0.35,0.36,121.445999,0.35,0.35,0.36,122.031998,
12/31/2001,221.735001,0.0,0.0,0.0,0.0,1.488,223.223007,-64.262001,-8.008,-4.904,-41.393002,-12.517,0.0,92.139,-42.926998,6.205,19.985001,0.0,75.402002,0.0,75.402,-2.303,-9.62,63.479,-7.153,0.0,56.326,,58.629003,0.39,0.39,0.37,156.445007,0.39,0.39,0.37,157.679993,
03/31/2002,215.136993,0.0,0.0,0.0,0.0,1.509,216.645996,-74.238998,-9.885,-1.812,-40.450001,0.0,0.0,90.260002,-38.888,4.776,1.281,0.0,57.429002,0.0,57.429001,9.505,-7.835,59.098999,-8.759,0.0,50.339999,,40.835002,0.23,0.23,0.29,175.128006,0.23,0.23,0.29,176.658997,
06/30/2002,221.210999,0.0,0.0,0.0,0.0,1.499,222.710007,-76.737,-10.4,-0.704,-42.702999,0.0,0.0,92.166,-51.511002,7.814,23.263,0.0,71.731999,0.0,71.732002,21.788,-9.594,83.926003,-8.681,0.0,75.245003,,53.457,0.31,0.31,0.43,176.181,0.31,0.31,0.42,176.181,
09/30/2002,216.860001,0.0,0.0,0.0,0.0,1.506,218.365997,-78.292,-11.737,-12.74,-42.632999,0.0,0.0,72.964001,-39.883999,3.748,3.5,0.0,40.328002,0.0,40.327999,28.253,-5.881,62.700001,-7.702,0.0,54.998001,,26.745002,0.15,0.15,0.31,178.929993,0.15,0.15,0.31,179.897995,
12/31/2002,213.820999,0.0,0.0,0.0,0.0,4.702,218.522995,-78.155998,-12.638,-9.3,-44.067001,0.0,0.0,74.362,-66.124001,38.173,8.007,0.0,54.418,0.0,54.417999,61.608002,-6.857,109.168999,-7.043,0.0,102.125998,,40.518,0.22,0.22,0.56,180.789001,0.22,0.22,0.56,182.382004,
03/31/2003,203.970001,0.0,0.0,0.0,0.0,6.316,210.285995,-71.504997,-12.867,-4.208,-42.403999,0.0,0.0,79.301998,-38.481998,0.455,0.0,0.0,41.275,0.0,41.275002,49.543999,-5.302,85.516998,-7.042,0.0,78.474998,,28.931,0.16,0.16,0.43,181.378006,0.16,0.16,0.43,193.546005,
06/30/2003,202.233002,0.0,0.0,0.0,0.0,4.541,206.774002,-67.019997,-12.775,-0.332,-41.960999,0.0,0.0,84.686001,-37.311001,-1.161,0.0,-25.0,21.214,0.0,21.214001,46.929001,-2.971,65.171997,-5.935,0.0,59.236997,25.0,37.308,0.19,0.07,0.32,185.712997,0.19,0.07,0.32,185.712997,
09/30/2003,198.894,,,,,3.833,202.727,-68.531,-12.558,-2.38,-42.729,,,76.529,-36.8,1.714,,,41.443,,41.443,120.425,-5.44,156.428,-4.812,,151.616,,,0.16,0.16,0.8,189.276,0.16,0.16,0.79,196.6,
12/31/2003,194.539993,0.0,0.0,0.0,0.0,4.644,199.184006,-66.654999,-11.638,-4.489,-44.139999,0.0,0.0,72.262001,-39.360001,4.737,0.0,0.0,37.639,0.0,37.639,94.316002,-5.027,126.928001,-3.208,0.0,123.720001,,29.404,0.15,0.15,0.64,192.313004,0.15,0.15,0.63,198.233002,
03/31/2004,222.442001,0.0,0.0,0.0,0.0,3.697,226.139008,-80.137001,-12.433,-1.336,-52.002998,0.0,0.0,80.23,-43.84,5.276,10.51,0.0,52.176,0.0,52.175999,54.397999,-6.472,100.101997,-3.131,0.0,96.970997,,42.572999,0.22,0.22,0.49,198.410995,0.21,0.21,0.49,198.410995,
06/30/2004,223.302002,0.0,0.0,0.0,0.0,5.209,228.511002,-78.935997,-12.092,-1.278,-53.173,0.0,0.0,83.031998,-44.127998,7.354,9.951,0.0,56.209,0.0,56.209,30.961,-7.108,80.061996,-3.143,0.0,76.918997,,45.958,0.23,0.23,0.39,195.240997,0.23,0.23,0.39,196.186996,
09/30/2004,187.546005,0.0,0.0,0.0,0.0,4.93,192.475998,-65.377998,-12.898,-5.356,-44.501999,0.0,,64.342001,-36.623001,5.485,0.0,7.701,40.905,0.0,40.904999,105.919998,-5.715,141.110001,-3.661,0.0,137.449001,,31.529,0.16,0.16,0.7,195.776993,0.16,0.16,0.7,199.334,
12/31/2004,225.601,0.0,0.0,0.0,0.0,5.372,230.973,-78.859,-18.056,-2.453,-54.492,0.0,0.0,77.113,-50.281,-0.213,0.0,0.0,26.619,0.0,26.619,198.89,-3.219,222.29,-0.957,0.0,221.333,,22.443,0.12,0.12,1.11,200.002,0.12,0.12,1.11,200.002,
03/31/2005,191.927994,0.0,0.0,0.0,0.0,5.127,197.054993,-67.638,-14.289,-23.316,-46.647999,0.0,,45.164001,-40.429001,11.117,0.0,24.004999,39.856999,0.0,39.856998,30.337,-4.837,65.357002,-0.957,0.0,64.400002,,34.062999,0.17,0.17,0.32,200.195007,0.17,0.17,0.32,201.335999,
06/30/2005,197.554001,0.0,0.0,0.0,0.0,6.848,204.401993,-65.834999,-13.755,-8.451,-47.441002,0.0,0.0,68.92,-39.348,5.794,0.0,4.778,40.144001,0.0,40.144001,19.792,-4.234,55.702,-0.958,0.0,54.744,,34.952,0.18,0.18,0.28,198.987,0.17,0.17,0.27,200.093002,
09/30/2005,222.744003,0.0,0.0,0.0,0.0,25.84,248.584,-71.744003,-13.6,-5.538,-53.916,0.0,0.0,103.785999,-46.68,1.839,0.0,0.072,59.016999,0.0,59.016998,112.258003,-7.552,163.723007,-0.958,0.0,162.765007,,50.506999,0.25,0.25,0.8,202.511002,0.25,0.25,0.8,203.712997,
12/31/2005,165.377,0.0,0.0,0.0,0.0,18.215,183.592,-47.165,-16.96,-11.927,-39.766,0.0,0.0,67.774,-37.578,3.682,0.0,-0.048,33.83,0.0,33.83,302.101,-4.541,331.39,-0.958,-0.352,330.08,,27.979,0.13,0.13,1.555,212.411,0.13,0.13,1.555,212.826,
03/31/2006,207.733994,0.0,0.0,0.0,0.0,16.216,223.949997,-64.226997,-15.385,-10.354,-53.359001,0.0,0.0,80.625,-45.527,18.878,0.0,0.176,54.152,0.0,54.152,77.537003,-7.234,124.455002,-0.958,0.0,123.497002,,45.96,0.22,0.22,0.58,213.378998,0.22,0.22,0.58,214.253006,
06/30/2006,218.603,0.0,0.0,0.0,0.0,13.585,232.188,-66.108,-15.912,-2.862,-57.347,0.0,0.0,89.959,-46.819,10.518,0.0,0.243,53.901,0.0,53.901,120.1,-7.152,166.849,-0.957,0.0,165.892,,45.792,0.21,0.21,0.77,214.573,0.21,0.21,0.77,215.427,
09/30/2006,299.365997,0.0,0.0,0.0,0.0,27.299,326.665009,-101.413002,-18.497,-1.986,-68.708,0.0,0.0,136.061001,-72.750999,2.088,0.0,1.718,67.116001,0.0,67.115997,72.461998,-8.396,131.182007,-0.957,0.0,130.225007,,57.763002,0.27,0.27,0.6,217.132996,0.27,0.27,0.6,218.080994,
12/31/2006,290.406,0.0,0.0,0.0,0.0,20.31,310.716,-73.18,-18.394,-4.09,-71.803,0.0,0.0,125.591,-71.545,4.832,0.0,0.201,59.079,0.0,59.079,254.531,-6.977,306.633,-0.957,-6.89,298.786,,44.255,0.28,0.28,1.39,219.551,0.25,0.25,1.36,229.424,
03/31/2007,268.131989,0.0,0.0,0.0,0.0,15.754,283.885986,-89.669998,-18.997999,-0.955,-67.491997,0.0,0.0,106.771,-67.292999,0.695,0.0,2.026,42.199001,0.0,42.199001,251.307999,-5.808,287.699005,-0.958,0.0,286.741005,,35.433001,0.16,0.16,1.3,221.255997,0.15,0.15,1.27,231.149002,
06/30/2007,279.929,0.0,0.0,0.0,0.0,13.409,293.338,-94.442,-20.133,-5.899,-71.076,0.0,0.0,101.788,-72.179,0.307,0.0,-0.084,29.832,0.0,29.832,34.922,-3.144,61.61,-0.958,0.0,60.652,74.658,100.388,0.15,0.12,0.27,223.224,0.14,0.11,0.27,223.974,
