Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
09/30/1990,5.13,-2.279,2.851,-2.697,0.154,-0.008,0.0,0.062,0.208,-0.084,0.124,0.065,0.0,0.189,0.0,0.189,,,0.124,,0.001667,0.003333,68.141996,0.001667,0.001667,0.003333,68.141996,
12/31/1990,7.428999,-3.266,4.162999,-3.829,0.334,-0.015,0.0,0.123,0.442,-0.178,0.264,0.136,0.0,0.4,0.0,0.4,,,0.264,,0.003333,0.005,75.347992,0.003333,0.003333,0.005,75.347992,
03/31/1991,10.032,-4.368,5.664,-4.402,1.262,-0.018,0.0,0.113,1.357,-0.546,0.811,0.422,0.0,1.233,0.0,1.233,,,0.811,,0.011667,0.016667,75.773998,0.011667,0.011667,0.016667,75.773998,
06/30/1991,13.290002,-5.654,7.636002,-5.689,1.947,-0.021,0.0,0.096,2.022,-0.834,1.188,0.645,0.0,1.833,0.0,1.833,,,1.188,0.015,0.015,0.023333,76.308,0.015,0.015,0.023333,76.308,
09/30/1991,15.723,-6.612,9.111,-6.541,2.57,-0.048,0.0,0.446,2.968,-1.143,1.825,0.949,0.0,2.774,0.0,2.774,,,1.825,,0.021667,0.033333,85.146,0.021667,0.021667,0.033333,85.146,
12/31/1991,19.033001,-7.881,11.152001,-7.65,3.502,-0.017,0.0,0.693,4.178,-1.607,2.571,1.32,0.0,3.891,0.0,3.891,,,2.571,,0.028333,0.041667,94.241999,0.028333,0.028333,0.041667,94.241999,
03/31/1992,22.532,-9.144,13.388,-9.01,4.378,0.0,0.0,0.567,4.945,-1.862,3.083,0.531,0.0,3.614,0.0,3.614,,,3.083,,0.033333,0.038333,94.397999,0.033333,0.033333,0.038333,94.397999,
06/30/1992,27.822001,-11.076,16.746001,-11.159,5.587,-0.001,0.0,0.808,6.394,-2.412,3.982,0.0,0.0,3.982,0.0,3.982,,,3.982,0.041667,0.041667,0.041667,88.371,0.041667,0.041667,0.041667,88.371,
09/30/1992,32.752998,-12.933,19.819999,-12.665,7.155,0.0,0.0,0.884,8.039,-3.087,4.952,0.0,0.0,4.952,0.0,4.952,,,4.952,,0.053333,0.053333,93.929998,0.053333,0.053333,0.053333,93.929998,
12/31/1992,40.098,-15.752,24.346,-15.407,8.939,0.0,0.0,0.82,9.759,-3.757,6.002,0.0,0.0,6.002,0.0,6.002,,,6.002,,0.063333,0.063333,94.926001,0.063333,0.063333,0.063333,94.926001,
