Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1989,60.487995,,,,,,,,,,,,,,,,,,,,,,,,,4.87,,,4.87,4.87,,378.415985,0.013125,0.013125,,,,,,
03/31/1990,67.582001,,-31.025999,,36.556002,,-26.493999,,,,10.062,0.118,,,,,-0.118,10.18,-3.87,6.31,0.0,,,6.31,0.0,6.31,0.0,0.0,6.31,6.31,,379.040009,0.01625,0.01625,0.01625,379.040009,0.01625,0.01625,0.01625,
06/30/1990,67.750999,,-32.113998,,35.637001,,-27.150999,,,,8.486,0.424,,,,,-0.424,8.91,-3.385,5.525,0.0,,,5.525,0.0,5.525,0.0,0.0,5.525,5.525,,379.167999,0.015,0.015,0.015,379.167999,0.015,0.015,0.015,
09/30/1990,67.636002,,-32.271999,,35.364002,,-27.304001,,,,8.06,1.055,,,,,-1.055,9.115,-3.465,5.65,-9.91,,,15.56,0.0,15.56,0.0,0.0,15.56,15.56,,379.18399,0.04125,0.015,0.015,379.18399,0.04125,0.015,0.015,
12/31/1990,77.665001,,-37.470001,,40.195,,-31.098,,,,9.097,0.798,,,,,-0.798,9.895,-3.755,6.14,0.0,,,6.14,0.0,6.14,0.0,0.0,6.14,6.14,,379.456,0.01625,0.01625,0.01625,379.456,0.01625,0.01625,0.01625,
03/31/1991,85.681,,-39.261002,,46.419998,,-34.223999,,,,12.196,0.354,,,,,-0.354,12.55,-4.77,7.78,0.0,,,7.78,0.0,7.78,0.0,,7.78,7.78,,389.007996,0.02,0.02,0.02,389.007996,0.02,0.02,0.02,
06/30/1991,88.591003,,-42.470001,,46.121002,,-34.34,,,,11.781,0.154,,,,,-0.154,11.935,-4.535,7.4,0.0,,,7.4,0.0,7.4,0.0,,7.4,7.4,,380.079987,0.02,0.02,0.02,380.079987,0.02,0.02,0.02,
09/30/1991,89.912003,,-43.237999,,46.674004,,-35.195999,,,,11.478,0.622,,,,,-0.622,12.1,-4.6,7.5,0.0,,,7.5,0.0,7.5,0.0,,7.5,7.5,,380.29599,0.02,0.02,0.02,380.29599,0.02,0.02,0.02,
12/31/1991,100.640999,,-47.507999,,53.133,,-37.032001,,,,16.101,0.659,,,,,-0.659,16.76,-6.365,10.395,0.0,,,10.395,0.0,10.395,0.0,,10.395,10.395,,380.592008,0.0275,0.0275,0.0275,380.592008,0.0275,0.0275,0.0275,
03/31/1992,112.589996,,-51.990002,,60.599995,,-43.226002,,,,17.374001,0.416,,,,,-0.416,17.790001,-6.76,11.03,0.0,,,11.03,0.0,11.03,0.0,0.0,11.03,11.03,,381.144012,0.02875,0.02875,0.02875,381.144012,0.02875,0.02875,0.02875,
