Date,Total Interest Income,Total Interest Expense,Net Interest Income,Trading Account Profit,Commissions & Fees Earned,Other Operating Income,Net Revenue,Provisions for Loan Losses,Net Revenue After Provisions,Non-Interest Expense,Operating Income or Losses,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,50.528002,-36.679001,13.849001,1.509,1.95,0.148,17.456001,-0.81,16.646001,-11.192,5.454,0.0,5.454,-1.87,3.584,-28.089001,0.0,-24.504999,0.0,,-24.504999,,,3.584,,0.078965,-0.541697,45.248128,0.078965,0.078965,-0.541697,45.248128,
06/30/1990,61.993999,-46.27,15.723998,10.766,2.361,0.259,29.109998,-5.55,23.559998,-13.577,9.983,0.0,9.983,-5.051,4.932,0.0,0.0,4.932,0.0,,4.932,,,4.932,,0.108971,0.108971,44.972229,0.108971,0.108971,0.108971,44.972229,
09/30/1990,74.885001,-54.976002,19.908999,1.09,2.974,0.283,24.255999,-0.909,23.346999,-14.968,8.379,0.0,8.379,-2.949,5.43,0.0,0.0,5.43,0.0,,5.43,,,5.43,,0.121605,0.121605,44.871837,0.121605,0.121605,0.121605,44.871837,
12/31/1990,72.831,-53.839001,18.991999,0.927,3.374,0.065,23.357999,-2.182,21.175999,-13.95,7.226,-0.512,6.714,-2.742,3.972,0.0,0.0,3.972,0.0,,3.972,,,3.972,0.085282,0.085282,0.085282,44.969522,0.085282,0.085282,0.085282,44.969522,
03/31/1991,88.171997,-63.301998,24.869999,,,,24.869999,,24.869999,-17.801001,7.069,0.0,7.069,,7.069,0.0,0.0,7.069,0.0,,7.069,,,,,0.132661,0.132661,53.286388,0.132661,0.132661,0.132661,53.286388,
06/30/1991,87.222,-61.779999,25.442001,,,,25.442001,,25.442001,-13.374,12.068,0.0,12.068,,12.068,0.0,0.0,12.068,0.0,,12.068,,,,,0.225839,0.225049,53.623857,0.225839,0.225839,0.225049,53.623857,
09/30/1991,85.818998,-59.917,25.901999,6.598,3.885,0.316,36.700999,-1.65,35.050999,-18.469999,16.580999,0.0,16.580999,-5.777,10.804,0.0,0.0,10.804,0.0,,10.804,,,10.803999,,0.198991,0.198991,54.16985,0.198991,0.198991,0.198991,54.16985,
12/31/1991,96.767998,-66.116997,30.651001,,,,30.651001,,30.651001,-20.278999,10.372,0.0,10.372,,10.372,0.0,0.0,10.372,0.0,,10.372,,,,0.214784,0.214784,0.214784,48.249473,0.214784,0.214784,0.214784,48.249473,
03/31/1992,91.293001,-59.085999,32.207003,0.476,4.588,0.284,37.555002,-1.716,35.839003,-21.790001,14.049,0.0,14.049,-5.041,9.008,0.0,0.0,9.008,0.0,,9.008,,,9.008,,0.164246,0.164246,54.879026,0.164246,0.164246,0.164246,54.879026,
06/30/1992,87.845001,-54.133999,33.711002,0.335,4.546,0.081,38.673002,-1.375,37.298002,-21.290001,16.007999,0.0,16.007999,-5.813,10.195,0.0,0.0,10.195,0.0,,10.195,,,10.194999,,0.187146,0.187146,54.817819,0.187146,0.187146,0.187146,54.817819,
09/30/1992,83.934999,-50.326,33.608999,4.586,4.472,0.069,42.735999,-1.258,41.477999,-22.556999,18.921,-1.059,17.862,-6.031,11.831,0.0,0.0,11.831,0.0,,11.831,,,11.830999,,0.213204,0.213204,55.484784,0.213204,0.213204,0.213204,55.484784,
12/31/1992,83.622997,-47.125,36.497997,1.609,4.497,0.175,42.778997,-2.195,40.583998,-22.030001,18.554001,0.0,18.554001,-6.28,12.274,0.0,0.0,12.274,0.0,,12.274,,,12.274001,,0.220311,0.220311,55.675242,0.220311,0.220311,0.220311,55.675242,
03/31/1993,89.348,-47.932999,41.415001,1.599,4.187,0.142,47.343001,-1.187,46.156001,-26.496,19.66,0.0,19.66,-6.872,12.788,7.02,0.0,19.808001,0.0,,19.808001,,,12.788,,0.20136,0.3127,63.239314,0.20136,0.20136,0.3127,63.239314,
06/30/1993,90.466997,-46.751999,43.714998,0.603,5.416,0.286,50.019998,-1.5,48.519998,-24.172001,24.348,0.0,24.348,-8.248,16.1,0.0,0.0,16.1,0.0,,16.1,,,16.099999,,0.24637,0.24637,65.233758,0.24637,0.24637,0.24637,65.233758,
09/30/1993,90.054996,-46.395,43.659996,1.014,5.217,0.268,50.158996,-1.299,48.859996,-24.216999,24.643,0.0,24.643,-8.48,16.163,0.0,0.0,16.163,0.0,,16.163,,,16.163,,0.247317,0.247317,65.399493,0.247317,0.247317,0.247317,65.399493,
12/31/1993,88.537996,-47.035,41.502996,1.596,5.808,0.051,48.957996,-1.163,47.794996,-23.045,24.75,0.0,24.75,-8.365,16.385,0.0,0.0,16.385,0.0,,16.385,,,16.385,0.253358,0.253358,0.253358,64.670335,0.253358,0.253358,0.253358,64.670335,
03/31/1994,88.511999,-46.587002,41.924997,1.005,5.385,0.435,48.749998,-0.652,48.097998,-24.289,23.809,0.0,23.809,-7.908,15.901,0.0,0.0,15.901,0.0,,15.901,,,15.901,,0.245185,0.245185,65.209253,0.245185,0.245185,0.245185,65.209253,
06/30/1994,97.111004,-51.849998,45.261005,0.098,6.236,0.144,51.739005,-0.841,50.898005,-25.113001,25.785,0.0,25.785,-8.582,17.202999,0.0,0.0,17.202999,0.0,,17.202999,,,17.203,,0.262952,0.262952,65.317599,0.262952,0.262952,0.262952,65.317599,
09/30/1994,101.706997,-56.486,45.220997,1.291,5.789,0.293,52.593997,-0.735,51.858997,-25.99,25.868999,0.0,25.868999,-8.541,17.327999,0.0,0.0,17.327999,0.0,,17.327999,,,17.327999,,0.266505,0.266505,65.368259,0.266505,0.266505,0.266505,65.368259,
12/31/1994,108.299999,-62.563,45.736999,0.06,6.467,0.853,53.116999,-0.57,52.546999,-26.711,25.836,0.0,25.836,-8.655,17.181,0.0,0.0,17.181,0.0,,17.181,,,17.181,0.262952,0.262952,0.262952,65.205034,0.262952,0.262952,0.262952,65.205034,
