Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1992,,0.612,0.168,0.597,0.488,1.865,,,,,,,,,,,,,,,,,
06/30/1992,,1.084,0.262,-0.007,-0.151,1.188,,,,,,,,,,,,,,,,,
09/29/1992,,1.209,0.278,-0.038,0.108,1.557,,,,,,,,,,,,,,,,,
12/31/1992,,1.937,0.367,-0.111,0.294,2.487,,,,,,,,,,,,,,,2.487,,
03/31/1993,,1.22,0.475,-0.509,-0.225,0.961,,,,,,,,,,,,,,,,,
06/30/1993,,1.938,0.548,0.281,2.225,4.992,,,,,,,,,,,,,,,,,
09/30/1993,,2.22,0.633,0.398,-3.543,-0.292,,,,,,,,,,,,,,,,,
12/31/1993,,3.035,0.896,-1.27,-0.035,2.626,,,,,,,,,,,,,,,2.626,,
03/31/1994,,2.227,0.89,0.372,1.652,5.141,,,,,,,,,,,,,,,,,
06/30/1994,,3.048,2.023,0.288,7.468,12.827,,,,,,,,,,,,,,,,,
09/30/1994,,3.675,1.803,-0.13,8.098,13.446,,,,,,,,,,,,,,,,,
12/31/1994,,5.595,2.582,-3.017,7.075,12.235,,,,,,,,,,,,,,,12.235,,
03/31/1995,,4.666,2.769,0.475,-2.82,5.09,,,-7.555,,,,,,,,,,,,,,
06/30/1995,,6.077,3.22,0.828,0.544,10.669,,,-6.717,,,,,,,,,,,,,,
09/30/1995,,7.445,4.807,1.179,2.791,16.222,,,-7.13,,,,,,,,,,,,,,
12/31/1995,,11.171,0.486,-6.227,32.408001,37.838001,-31.76,,-31.76,,,,,,,,,,,,6.078001,,
03/31/1996,,9.459,4.915,-1.305,9.773,22.841999,,,-11.19,,,,,,,,,,,,,,
06/30/1996,,11.48,6.511,-1.168,3.764,20.587,,,-13.583,,,,,,,,,,,,,,
09/30/1996,,13.179,7.039,-0.826,29.614,49.006001,,,-16.375,,,,,,,,,,,,,,
12/31/1996,,1.743,8.226,0.732,27.777,38.478001,-15.938,,-15.938,,,,,,,,,,,,22.540001,,
03/31/1997,,17.837999,9.181,-3.57,16.974001,40.423,-27.367001,0.0,-8.821,0.0,0.0,-18.546,6.638,0.0,0.0,0.0,0.0,7.508,0.0,-0.87,19.694,,
06/30/1997,,22.271999,10.152,-1.509,5.793,36.708,-46.250999,0.0,-17.139,0.0,0.0,-29.112,9.119,0.0,0.0,0.0,0.0,8.778,0.0,0.341,-0.424,,
09/30/1997,,28.698,9.34,19.966,12.303,70.306999,-48.884998,0.0,-12.869,0.0,0.0,-36.015999,11.802,0.0,0.0,0.0,0.0,12.467,0.0,-0.665,33.223999,,
12/31/1997,,39.455002,10.2,-17.004999,50.021,82.670998,-41.713001,0.0,-16.559,0.0,0.0,-25.153999,4.57,0.0,0.0,0.0,0.0,4.579,0.0,-0.009,45.528,,
03/31/1998,,33.754002,12.76,2.934,-8.657,40.791,-26.143999,0.0,-12.875,0.0,0.0,-13.269,18.091,0.0,0.0,0.0,0.0,18.382,0.0,-0.291,32.737999,,
06/30/1998,,39.201,13.117,-3.203,60.558998,109.674004,-78.819,0.167,-22.679001,0.0,0.0,-56.306999,18.370001,0.0,0.0,0.0,0.0,18.802999,0.0,-0.433,49.224998,,
09/30/1998,,44.166,15.076,15.106,44.924,119.272003,-16.733,,-32.556,0.0,0.0,15.823,22.506001,0.0,0.0,0.0,0.0,23.101,0.0,-0.595,125.044998,,
