Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,6340.399902,213.599998,126.699997,86.900002,259.0,,,171.800003,,,,,22.700001,,,,,667.099976,1622.5,2604.0,-981.5,3830.800049,220.0,,,,220.0,5673.300049,,156.300003,156.300003,,,,3078.800049,,,,,12.79985,,,12.79985,3247.899902,485.0,,,,1296.300049,,,,1296.300049,1781.300049,5029.199951,0.0,359.299988,,,-146.699997,,1098.600021,1311.200012,0.0,1311.200012,6340.399963,
06/30/1990,7363.200195,239.100006,142.600006,96.5,340.200012,,,176.100006,,,,,17.700001,,,,,773.099976,1649.400024,2654.899902,-1005.5,4713.700195,227.0,,,,227.0,6590.10022,,150.800003,150.800003,,,,4242.399902,,,,,15.900192,,,15.900192,4409.100098,532.200012,,,,1055.599976,,,,1055.599976,1587.799988,5996.900085,0.0,359.700012,,,-146.600006,,1153.199982,1366.299988,0.0,1366.299988,7363.200073,
09/29/1990,7678.100098,1107.199982,133.100006,974.099976,339.100006,,,182.199997,,,,,19.5,,,,,1648.0,1731.400024,2765.5,-1034.099976,4059.199951,239.5,,,,239.5,6030.099976,,164.600006,164.600006,,,,4505.5,,,,,18.500092,,,18.500092,4688.600098,581.700012,,,,995.5,,,,995.5,1577.200012,6265.80011,0.0,359.5,,,-145.899994,,1198.700043,1412.300049,0.0,1412.300049,7678.100159,
12/31/1990,7834.467773,270.013001,179.856003,90.156998,219.238998,,,196.731995,,,,,21.875,,,,,707.859009,1792.709961,2857.85791,-1065.147949,4999.754883,334.144012,,,,334.144012,7126.608856,,164.942001,164.942001,,,,4638.690918,,,,,17.539933,,,17.539933,4821.172852,595.471985,,,,978.507019,,,,978.507019,1573.979004,6395.151856,0.0,359.578003,,,-156.194,,1235.932037,1439.31604,0.0,1439.31604,7834.467896,
03/30/1991,7579.399902,432.800003,340.5,92.300003,215.399994,,,201.899994,,,,,23.0,,,,,873.099976,1826.300049,2921.600098,-1095.300049,4526.100098,353.899994,,,,353.899994,6706.30014,,169.899994,169.899994,,,,4682.100098,,,,,12.200104,,,12.200104,4864.200195,691.900024,,,,552.0,,,,552.0,1243.900024,6108.10022,0.0,359.200012,,,-153.899994,,1265.999969,1471.299988,0.0,1471.299988,7579.400208,
06/29/1991,7760.200195,536.599991,306.899994,229.699997,222.5,,,202.300003,,,,,19.9,,,,,981.299988,1881.099976,3010.600098,-1129.5,4573.799805,324.0,,,,324.0,6778.89978,,174.899994,174.899994,,,,4748.100098,,,,,16.399811,,,16.399811,4939.399902,795.799988,,,,526.0,,,,526.0,1321.799988,6261.19989,0.0,356.600006,,,-152.100006,,1294.500031,1499.000031,0.0,1499.000031,7760.199921,
09/28/1991,10084.799805,1065.199982,844.299988,220.899994,219.100006,,,207.5,,,,,20.6,,,,,1512.400024,1951.400024,3107.699951,-1156.300049,6189.299805,431.700012,,,,431.700012,8572.399841,,195.800003,195.800003,,,,6940.399902,,,,,19.50029,,,19.50029,7155.700195,870.5,,,,539.0,,,,539.0,1409.5,8565.200195,0.0,356.5,,,-151.399994,,1314.499969,1519.599976,0.0,1519.599976,10084.800171,
12/28/1991,10068.459961,440.517013,171.391006,269.126007,211.195007,,,223.826996,,,,,30.586,,,,,906.125,2017.35498,3203.351074,-1185.995972,6667.684082,477.292999,,,,477.292999,9162.332061,,202.546005,202.546005,,,,6845.381836,,,,,18.403214,,,18.403214,7066.331055,940.237,,,,530.349976,,,,530.349976,1470.586976,8536.918031,0.0,356.295013,,,-150.869995,,1326.114014,1531.539032,0.0,1531.539032,10068.457063,
03/28/1992,10350.099609,544.099991,171.199997,372.899994,225.5,,,220.5,,,,,26.5,,,,,1016.599976,2076.399902,3281.300049,-1204.900024,6799.399902,457.700012,,,,457.700012,9333.499817,,203.600006,203.600006,,,,7027.299805,,,,,13.800385,,,13.800385,7244.700195,1005.200012,,,,544.0,,,,544.0,1549.200012,8793.900208,0.0,355.799988,,,-147.0,,1347.400024,1556.200012,0.0,1556.200012,10350.10022,
06/27/1992,10161.200195,472.5,173.0,299.5,231.5,,,221.300003,,,,,22.0,,,,,947.299988,2144.300049,3378.5,-1234.199951,6646.799805,422.799988,,,,422.799988,9213.899841,,192.699997,192.699997,,,,6772.0,,,,,17.400101,,,17.400101,6982.100098,1042.599976,,,,544.900024,,,,544.900024,1587.5,8569.600098,0.0,356.200012,,,-146.699997,,1382.100021,1591.600037,0.0,1591.600037,10161.200134,
