Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Funds From Operations - Basic,Funds From Operations - Diluted,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1998,67.564,67.857,67.448,,12.224173,1.730029,1.730029,0.28,0.28,0.28,0.28,0.28,0.28,,0.859803,-0.307496,,,0.757282,13.777056,3.870493,
06/30/1998,67.813004,68.021004,67.772003,,0.551201,0.453166,0.551201,0.0,0.12,0.12,0.0,0.12,0.12,0.0,0.379021,0.36155,0.23,0.23,0.0,-0.581245,,
09/30/1998,67.848999,67.582001,67.821999,,0.828168,0.6832,0.828168,0.19,0.19,0.19,0.191,0.19,0.19,0.0,0.395933,0.304238,0.35,0.35,0.034975,-0.356262,,
12/31/1998,67.848999,67.883003,67.848,,0.831403,0.673388,0.831403,0.201,0.2,0.2,0.2,0.2,0.2,0.0,0.504318,0.398523,0.36,0.36,0.004982,-0.13278,,
03/31/1999,67.962424,67.956,67.691,,0.83664,0.798969,0.83664,0.3,0.3,0.3,0.3,0.3,0.3,0.39,0.576266,0.574463,,,0.860726,-0.213471,,
06/30/1999,67.960498,68.008,67.811,,0.853976,0.786716,0.853976,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.186961,0.184336,,,1.03104,0.086477,,
09/30/1999,67.959263,68.002,67.773,,0.871394,0.683635,0.871394,0.19,0.19,0.19,0.19,0.19,0.19,0.0,0.419887,0.419902,,,1.763586,0.281345,,
12/31/1999,67.988998,68.75,68.75,,0.867571,0.387331,0.521156,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,0.0,0.340902,0.340902,-0.02,-0.02,2.053185,0.12274,,
03/31/2000,68.419305,67.912,67.898,,0.870423,0.788079,0.821497,0.04,0.1,0.1,0.04,0.1,0.1,0.0,0.670653,0.670653,0.26,0.26,1.385998,0.175521,,
06/30/2000,68.41494,68.101,68.027,,0.881621,0.619798,0.656239,0.11,0.11,0.11,0.11,0.11,0.11,0.0,-0.088215,-0.088215,0.26,0.26,1.690391,0.290156,,
09/30/2000,68.418096,68.224,68.038,,0.894779,0.476925,0.671316,0.13,0.13,0.13,0.13,0.13,0.13,0.62,-0.335636,-0.335636,0.28,0.28,1.405155,-0.200006,,
12/31/2000,68.435997,68.099998,68.0,,0.917191,-0.745265,-0.645294,-1.24,-1.24,0.4,-1.24,-1.24,0.4,0.29,0.33975,0.33975,0.32,0.32,1.27712,-1.717137,,
03/31/2001,68.719007,68.872,68.222,,0.698074,0.634341,0.671704,0.16,0.16,0.16,0.15,0.15,0.15,0.22,0.338571,0.337179,0.31,0.31,0.801787,-1.54116,,
06/30/2001,68.833436,69.307,68.409,,0.68298,0.783552,,0.12,0.11,0.11,0.12,0.11,0.11,0.22,0.635194,0.632724,0.26,0.26,0.339719,-1.603421,,
09/30/2001,68.840027,69.584,68.491,,0.686251,0.629878,,0.13,0.13,0.13,0.13,0.13,0.13,0.22,0.260925,,0.28,0.28,0.346121,-1.185793,,
12/31/2001,68.885002,69.68,68.519997,,0.909297,0.840003,0.890397,0.33,0.33,0.33,0.33,0.33,0.33,0.26,0.271001,0.271001,0.54,0.54,0.269957,-1.322117,,
03/31/2002,69.065838,69.844,68.698,,0.67606,0.625957,0.667836,0.18,0.16,0.16,0.18,0.16,0.16,0.2375,0.351946,0.35084,0.315,0.315,0.134379,-1.364872,,
06/30/2002,69.080925,70.002,68.85,,0.658635,0.673435,0.563893,0.38,0.04,0.14,0.38,0.04,0.14,0.2375,0.820087,0.818126,0.31,0.31,0.048291,-1.380627,,
09/30/2002,69.664028,70.047,69.098,,0.661177,0.611089,0.646444,0.25,0.24,0.24,0.24,0.23,0.23,0.2375,0.58213,,0.39,0.39,0.059155,-1.803298,,
