Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Other Share Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2011,16542.039,1228.682,1228.682,0,1404.674,1404.674,0.0,0,0,0,0,0,351.929,161.317,0.0,,,190.612,2985.285,3063.327,4275.407,-1212.08,0.0,,,10493.427,9721.549,4186.718,5534.831,,771.878,13556.754,,1017.088,134.576,,160.361,722.151,268.638,0.0,0.0,0.0,,268.638,143.236,0.0,0.0,0.0,1428.962,19938.531,19938.531,0.0,0.0,,2646.487,0.0,0.0,0.0,0.0,1938.599,707.888,22585.018,24013.98,0,2132.451,0.083,2132.368,,-2.876,-9857.267,-266.043,-7993.735,521.794,-7471.941,16542.039,
03/31/2012,16489.343,1326.061,1326.061,0,1254.938,1254.938,0.0,0,0,0,0,0,386.346,,,,,386.346,2967.345,3053.008,4365.813,-1312.805,0.0,,,10468.99,9661.489,4196.01,5465.479,,807.501,13521.998,,894.787,817.401,,77.386,,311.726,0.0,,,,311.726,210.739,,,0.0,1417.252,20380.379,20380.379,,,,2494.268,,,,,1854.679,639.589,22874.647,24291.899,0,2128.667,0.083,2128.584,,-2.877,-10000.896,-211.919,-8087.025,284.469,-7802.556,16489.343,
06/30/2012,16451.822,1316.516,1316.516,0,1371.276,1371.276,0.0,0,0,0,0,0,368.079,,,,,368.079,3055.871,3021.548,4402.656,-1381.108,0.0,,,10374.403,9581.727,4183.156,5398.571,,792.676,13395.951,,948.997,793.43,,155.567,,323.528,0.0,,,,323.528,212.412,,,0.0,1484.937,20391.288,20391.288,,,,2437.54,,,,,1823.695,613.845,22828.828,24313.765,0,2131.951,0.084,2131.867,,-3.57,-10039.921,-241.852,-8153.392,291.449,-7861.943,16451.822,
09/30/2012,16402.319,1296.643,1296.643,0,1405.259,1405.259,0.0,0,0,0,0,0,365.508,,,,,365.508,3067.41,3006.451,4475.294,-1468.843,0.0,,,10328.458,9527.502,4195.856,5331.646,,800.956,13334.909,,919.093,841.907,,77.186,,419.88,0.0,,,,419.88,279.133,,,102.154,1618.106,20317.926,20317.926,,,,2313.624,,,,,1815.032,498.592,22631.55,24249.656,0,2135.349,0.084,2135.265,,-3.57,-10090.482,-195.805,-8154.508,307.171,-7847.337,16402.319,
12/31/2012,16292.713,1225.01,1225.01,0,1440.169,1440.169,0.0,0,0,0,0,0,322.574,187.639,0.0,,,134.935,2987.753,3036.854,4599.719,-1562.865,0.0,,,10268.106,9451.576,4216.085,5235.491,,816.53,13304.96,,1089.853,133.226,,180.572,776.055,381.728,0.0,0.0,0.0,,381.728,310.561,0.0,0.0,137.889,1782.142,20365.369,20365.369,0.0,0.0,,2140.393,0.0,0.0,0.0,0.0,1689.876,450.517,22505.762,24287.904,0,2142.008,0.087,2141.921,,-6.166,-10281.746,-153.284,-8299.188,303.997,-7995.191,16292.713,
03/31/2013,15519.151,721.57,721.57,0,1264.529,1264.529,0.0,0,0,0,0,0,383.055,210.334,,,,172.721,2369.154,2965.864,4609.321,-1643.457,0.0,,,10184.133,9369.312,4206.959,5162.353,,814.821,13149.997,,941.843,104.534,,151.146,686.163,68.351,0.0,,,,68.351,305.498,,,114.485,1315.692,20357.79,20357.79,,,,2055.372,,,,,1596.704,458.668,22413.162,23728.854,0,2143.298,0.087,2143.211,,-6.166,-10484.749,-155.213,-8502.83,293.127,-8209.703,15519.151,
06/30/2013,15296.478,704.166,704.166,0,1389.141,1389.141,0.0,0,0,0,0,0,368.413,187.721,,,,180.692,2461.72,2903.655,4623.479,-1719.824,0.0,,,9931.103,9291.141,4202.933,5088.208,,639.962,12834.758,,956.568,103.661,,141.004,711.903,35.817,0.0,,,,35.817,209.907,,,27.367,1202.292,20376.326,20376.326,,,,2007.023,,,,,1532.612,474.411,22383.349,23585.641,0,2146.786,0.088,2146.698,,-6.166,-10477.547,-247.381,-8584.308,295.145,-8289.163,15296.478,
09/30/2013,15231.181,711.052,711.052,0,1424.367,1424.367,0.0,0,0,0,0,0,344.326,185.693,,,,158.633,2479.745,2881.27,4713.554,-1832.284,0.0,,,9870.166,9234.205,4212.381,5021.824,,635.961,12751.436,,1020.673,121.274,,132.114,767.285,433.458,0.0,,,,433.458,238.669,,,45.08,1692.8,19977.777,19977.777,,,,1931.356,,,,,1473.869,457.487,21909.133,23601.933,0,2147.847,0.089,2147.758,,-5.733,-10579.402,-200.354,-8637.642,266.89,-8370.752,15231.181,
12/31/2013,15097.302,708.151,708.151,0,1440.501,1440.501,0.0,0,0,0,0,0,364.642,203.485,0.0,,,161.157,2513.294,2897.63,4782.841,-1885.211,0.0,,,9686.378,9152.922,4202.187,4950.735,,533.456,12584.008,,1133.424,131.37,,194.844,807.21,453.734,0.0,0.0,0.0,,453.734,176.46,0.0,0.0,0.0,1763.618,20030.479,20030.479,0.0,0.0,,1999.84,0.0,0.0,0.0,0.0,1537.82,462.02,22030.319,23793.937,0,2148.392,0.089,2148.303,,-5.856,-10888.629,-196.073,-8942.166,245.531,-8696.635,15097.302,
03/31/2014,14597.126,660.742,660.742,0,1302.243,1302.243,0.0,0,0,0,0,0,387.405,217.453,,,,169.952,2350.39,2855.386,4816.788,-1961.402,0.0,,,9391.35,9088.457,4204.897,4883.56,,302.893,12246.736,,1050.268,141.731,,141.048,767.489,413.882,0.0,,,,413.882,242.39,,,0.0,1706.54,20010.504,20010.504,,,,2008.034,,,,,1571.047,436.987,22018.538,23725.078,0,2149.418,0.089,2149.329,,-6.452,-11312.819,-190.934,-9360.787,232.835,-9127.952,14597.126,
06/30/2014,14752.178,798.438,798.438,0,1424.233,1424.233,0.0,0,0,0,0,0,389.338,216.306,,,,173.032,2612.009,2814.319,4864.262,-2049.943,0.0,,,9325.85,9023.977,4203.267,4820.71,,301.873,12140.169,,1119.119,113.967,,212.6,792.552,22.02,0.0,,,,22.02,245.243,,,0.0,1386.382,20650.052,20650.052,,,,2030.986,,,,,1578.095,452.891,22681.038,24067.42,0,2149.96,0.089,2149.871,,-6.719,-11499.449,-201.592,-9557.8,242.558,-9315.242,14752.178,
09/30/2014,14306.035,522.356,522.356,0,1401.451,1401.451,0.0,0,0,0,0,0,375.712,205.906,,,,169.806,2299.519,2728.741,4830.336,-2101.595,0.0,,,9277.775,8973.219,4212.612,4760.607,,304.556,12006.516,,1081.86,130.303,,156.451,795.106,3.232,0.0,,,,3.232,211.268,,,0.0,1296.36,20481.547,20481.547,,,,2034.339,,,,,1582.117,452.222,22515.886,23812.246,0,2145.141,0.089,2145.052,,-1.117,-11614.301,-254.985,-9725.262,219.051,-9506.211,14306.035,
12/31/2014,14002.449,457.024,457.024,0,1395.248,1395.248,0.0,0,0,0,0,0,290.078,191.572,,0.0,,98.506,2142.35,2699.064,4816.477,-2117.413,0.0,,,8094.287,8871.97,4187.424,4684.546,,289.065,10793.351,,1184.633,132.258,,252.9,799.475,3.604,0.0,0.0,0.0,,3.604,176.048,0.0,,0.0,1364.285,20322.414,20322.414,0.0,0.0,,1980.958,0.0,0.0,0.0,0.0,1526.095,454.863,22303.372,23667.657,0,2102.878,0.089,2102.789,,-1.246,-11682.39,-308.59,-9889.348,224.14,-9665.208,14002.449,
03/31/2015,13581.933,289.014,289.014,0,1242.075,1242.075,0.0,0,0,0,0,0,386.464,244.84,,0.0,,141.624,1917.553,2585.79,4729.926,-2144.136,0.0,,,9078.59,8789.182,4170.632,4618.55,,289.408,11664.38,,1013.798,132.419,,162.961,718.418,2.844,0.0,,,,2.844,217.019,,,0.0,1233.661,20483.195,20483.195,,,,2018.76,,,,,1566.965,451.795,22501.955,23735.616,0,2086.094,0.089,2086.005,,-1.252,-12067.356,-386.609,-10369.123,215.44,-10153.683,13581.933,
06/30/2015,13626.945,387.449,387.449,0,1434.232,1434.232,0.0,0,0,0,0,0,364.155,223.044,,,,141.111,2185.836,2404.926,4607.145,-2202.219,0.0,,,9036.183,8739.023,4177.772,4561.251,,297.16,11441.109,,1139.532,122.424,,286.892,730.216,2.725,0.0,,,,2.725,227.042,,,0.0,1369.299,20371.803,20371.803,,,,2126.619,,,,,1562.081,564.538,22498.422,23867.721,0,2067.75,0.089,2067.661,,-1.469,-12121.822,-382.712,-10438.253,197.477,-10240.776,13626.945,
09/30/2015,13459.229,382.846,382.846,0,1433.353,1433.353,0.0,0,0,0,0,0,349.404,217.31,,,,132.094,2165.603,2342.086,4594.068,-2251.982,0.0,,,8951.54,8654.932,4171.354,4483.578,,296.608,11293.626,,1012.636,117.02,,157.338,738.278,2.464,0.0,,,,2.464,204.177,,,0.0,1219.277,20585.954,20585.954,,,,2128.034,,,,,1558.923,569.111,22713.988,23933.265,0,2068.347,0.09,2068.257,,-1.864,-12343.739,-396.423,-10673.679,199.643,-10474.036,13459.229,
12/31/2015,13821.098,772.678,772.678,0,1442.038,1442.038,0.0,0,0,0,0,0,596.167,189.055,0.0,295.075,,112.037,2810.883,2212.556,4436.096,-2223.54,0.0,,,7826.332,8467.357,4128.887,4338.47,,330.302,10038.888,,1266.792,153.276,,279.1,834.416,181.512,0.0,0.0,0.0,,181.512,210.924,0.0,0.0,0.0,1659.228,20687.082,20687.082,0.0,0.0,,2081.469,0.0,0.0,0.0,0.0,1554.898,526.571,22768.551,24427.779,0,2069.039,0.09,2068.949,,-1.917,-12437.011,-414.407,-10784.296,177.615,-10606.681,13821.098,
03/31/2016,13382.67,978.536,978.536,0,1274.294,1274.294,0.0,0,0,0,0,0,365.563,239.336,,55.159,,71.068,2618.393,2144.44,4411.698,-2267.258,0.0,,,8619.837,8394.688,4120.24,4274.448,,225.149,10764.277,,977.615,117.171,,157.777,702.667,185.549,0.0,,,,185.549,246.309,,,0.0,1409.473,20568.863,20568.863,,,,2094.179,,,,,1553.018,541.161,22663.042,24072.515,0,2068.523,0.09,2068.433,,-1.918,-12525.526,-391.747,-10850.668,160.823,-10689.845,13382.67,
06/30/2016,13341.367,951.853,951.853,0,1400.603,1400.603,0.0,0,0,0,0,0,350.355,215.002,,55.053,,80.3,2702.811,2068.547,4365.512,-2296.965,0.0,,,8570.009,8344.892,4114.333,4230.559,,225.117,10638.556,,1140.607,124.931,,283.185,732.491,574.995,0.0,,,,574.995,254.912,,,0.0,1970.514,20209.674,20209.674,,,,2091.386,,,,,1545.044,546.342,22301.06,24271.574,0,2069.253,0.091,2069.162,,-1.951,-12804.42,-354.362,-11091.48,161.273,-10930.207,13341.367,
09/30/2016,12824.272,542.91,542.91,0,1392.997,1392.997,0.0,0,0,0,0,0,340.616,205.75,,55.184,,79.682,2276.523,2038.854,4413.978,-2375.124,0.0,,,8508.895,8282.927,4108.95,4173.977,,225.968,10547.749,,994.925,111.066,,152.066,731.793,204.591,0.0,,,,204.591,238.763,,,0.0,1438.279,20249.812,20249.812,,,,2098.961,,,,,1541.335,557.626,22348.773,23787.052,0,2069.988,0.091,2069.897,,-2.085,-12839.371,-348.338,-11119.806,157.026,-10962.78,12824.272,
12/31/2016,12862.247,845.03,845.03,0,1364.404,1364.404,0.0,0,0,0,0,0,295.253,184.586,0.0,55.602,,55.065,2504.687,1948.162,4320.502,-2372.34,0.0,,,7448.432,8181.948,4066.575,4115.373,,227.45,9396.594,,1131.563,142.6,,264.17,724.793,342.908,0.0,0.0,0.0,,342.908,200.103,0.0,0.0,0.0,1674.574,20022.08,20022.08,0.0,0.0,,2051.068,0.0,0.0,0.0,0.0,1457.095,593.973,22073.148,23747.722,0,2070.694,0.091,2070.603,,-2.119,-12733.952,-355.876,-11021.253,135.778,-10885.475,12862.247,
03/31/2017,12273.741,365.042,365.042,0,1244.649,1244.649,0.0,0,0,0,0,0,332.843,264.592,,0.0,,68.251,1942.534,1922.631,4377.36,-2454.729,0.0,,,8408.576,8166.422,4070.142,4096.28,,242.154,10331.207,,895.377,111.148,,146.231,637.998,435.876,0.0,,,,435.876,238.752,,,0.0,1570.005,19934.585,19934.585,,,,2060.447,,,,,1460.857,599.59,21995.032,23565.037,0,2071.53,0.091,2071.439,,-2.12,-13122.167,-346.386,-11399.143,107.847,-11291.296,12273.741,
06/30/2017,12301.453,260.465,260.465,0,1423.58,1423.58,0.0,0,0,0,0,0,289.548,231.691,,0.0,,57.857,1973.593,1926.659,4472.429,-2545.77,0.0,,,8401.201,8129.648,4080.926,4048.722,,271.553,10327.86,,1057.708,115.38,,262.14,680.188,585.453,0.0,,,,585.453,233.206,,,0.0,1876.367,19795.426,19795.426,,,,2071.873,0.0,0.0,0.0,0.0,1455.087,616.786,21867.299,23743.666,0,2072.053,0.091,2071.962,,-2.309,-13296.204,-331.816,-11558.276,116.063,-11442.213,12301.453,
09/30/2017,12257.26,286.37,286.37,0,1433.019,1433.019,0.0,0,0,0,0,0,308.085,230.209,0.0,0.0,,77.876,2027.474,1888.063,4524.376,-2636.313,0.0,,,8341.723,7088.06,4083.589,3004.471,,1253.663,10229.786,,1025.208,157.217,,149.533,718.458,619.003,0.0,,,,619.003,215.41,0.0,,0.0,1859.621,19995.897,19995.897,,,,2079.457,0.0,0.0,0.0,0.0,1460.882,618.575,22075.354,23934.975,0,2072.183,0.092,2072.091,,-2.442,-13544.381,-317.208,-11791.848,114.133,-11677.715,12257.26,
12/31/2017,12260.431,267.109,267.109,0,1508.37,1508.37,0.0,0,0,0,0,0,291.868,209.33,0.0,,,82.538,2067.347,1884.714,4565.781,-2681.067,0.0,,,8308.37,8030.103,4051.082,3979.021,,278.267,10193.084,,1200.679,163.449,,268.102,769.128,14972.367,0.0,0.0,0.0,,14972.367,181.551,0.0,0.0,0.0,16354.597,5676.814,5676.814,0.0,0.0,,1573.364,0.0,0.0,0.0,0.0,962.725,610.639,7250.178,23604.775,0,2072.658,0.092,2072.566,,-2.474,-13142.001,-313.718,-11385.535,41.191,-11344.344,12260.431,
03/31/2018,12192.993,297.407,297.407,0,1367.012,1367.012,0.0,0,0,0,0,0,417.786,269.148,,0.0,,148.638,2082.205,1838.799,4611.253,-2772.454,0.0,,,8271.989,7986.196,4054.1,3932.096,,285.793,10110.788,,732.373,135.947,,11.468,584.958,0.82,0.0,,,,0.82,249.092,,,0.0,982.285,5636.67,5636.67,,,,17326.704,,,,,336.787,16989.917,22963.374,23945.659,0,2073.236,0.092,2073.144,,-2.477,-13543.496,-311.071,-11783.808,31.142,-11752.666,12192.993,
06/30/2018,11986.246,261.763,261.763,0,1419.039,1419.039,0.0,0,0,0,0,0,342.571,245.444,,,,97.127,2023.373,1755.279,4551.52,-2796.241,0.0,,,8207.594,7929.401,4043.91,3885.491,,278.193,9962.873,,881.199,149.978,,1.937,729.284,125.429,0.0,,,,125.429,236.818,,,0.0,1243.446,5272.099,5272.099,,,,17333.031,0.0,0.0,0.0,0.0,365.906,16967.125,22605.13,23848.576,0,2073.83,0.092,2073.738,,-2.493,-13630.329,-321.199,-11880.191,17.861,-11862.33,11986.246,
09/30/2018,11959.312,311.162,311.162,0,1466.924,1466.924,0.0,0,0,0,0,0,300.706,240.98,,0.0,,59.726,2078.792,1719.091,4576.512,-2857.421,0.0,,,8161.429,7865.431,4043.941,3821.49,,295.998,9880.52,,925.212,149.236,,11.623,764.353,0.347,0.0,,,,0.347,218.654,,,0.0,1144.213,5274.49,5274.49,,,,17333.844,,,,,360.429,16973.415,22608.334,23752.547,0,2074.286,0.092,2074.194,,-2.552,-13560.251,-322.071,-11810.588,17.353,-11793.235,11959.312,
12/31/2018,12269.515,224.037,224.037,0,868.861,868.861,0.0,0,0,0,0,0,1142.119,99.532,0.0,0.0,,1042.587,2235.017,502.202,1428.902,-926.7,0.0,,,9532.296,3613.175,3412.753,200.422,,5919.121,10034.498,,348.585,49.435,,,299.15,46.105,0.0,,,,46.105,852.959,0.0,0.0,729.816,1247.649,0.0,0.0,,,,22582.208,0.0,0.0,0.0,0.0,0.0,22582.208,22582.208,23829.857,0,2074.724,0.092,2074.632,0.0,-2.558,-13345.346,-318.03,-11591.21,30.868,-11560.342,12269.515,
03/31/2019,14285.97,448.13,448.13,0,1387.122,1387.122,0.0,0,0,0,0,0,254.8,179.823,,0.0,,74.977,2090.052,4100.513,7061.908,-2961.395,0.0,,,8095.405,7855.872,4118.312,3737.56,,239.533,12195.918,,791.254,146.853,,12.323,632.078,413.646,0.0,366.902,,366.902,46.744,234.672,,,0.0,1439.572,6962.852,5293.405,1669.447,,1669.447,17449.659,,,,,323.434,17126.225,24412.511,25852.083,0,2075.117,0.092,2075.025,,-2.562,-13330.821,-319.284,-11577.55,11.437,-11566.113,14285.97,
06/30/2019,10997.824,127.159,127.159,0,843.064,843.064,0.0,0,0,0,0,0,143.462,109.101,,,,34.361,1113.685,1734.987,1751.845,-16.858,0.0,,,8149.152,5628.614,3323.207,2305.407,,2520.538,9884.139,,455.756,47.885,,,407.871,130.456,0.0,77.05,,77.05,53.406,139.381,,,0.0,725.593,6562.963,5757.097,805.866,,805.866,889.22,0.0,0.0,0.0,0.0,773.824,115.396,7452.183,8177.776,0,2773.211,0.064,2773.147,,0.0,38.793,-0.328,2811.676,8.372,2820.048,10997.824,
09/30/2019,10934.949,277.05,277.05,0,843.19,843.19,0.0,0,0,0,0,0,150.923,120.981,,0.0,,29.942,1271.163,1720.346,1765.407,-45.061,0.0,,,7943.44,5563.969,3325.546,2238.423,,2379.471,9663.786,,366.158,61.353,,,304.805,131.434,0.0,77.729,,77.729,53.705,138.968,,,0.0,636.56,6549.612,5755.305,794.307,,794.307,901.86,,,,,783.856,118.004,7451.472,8088.032,0,2790.24,0.065,2790.175,,-2.035,51.167,-0.827,2838.545,8.372,2846.917,10934.949,
12/31/2019,11021.099,400.3,400.3,0,902.908,902.908,0.0,0,0,0,0,0,113.14,71.764,0.0,0.0,,41.376,1416.348,1728.638,1806.332,-77.694,0.0,,,7876.113,5502.162,3325.622,2176.54,,2373.951,9604.751,,441.201,87.374,,,353.827,86.668,0.0,77.756,0.0,77.756,8.912,139.529,0.0,0.0,0.0,667.398,6552.707,5756.504,796.203,0.0,796.203,855.553,0.0,0.0,0.0,0.0,737.443,118.11,7408.26,8075.658,0,2826.598,0.065,2826.533,0.0,-2.078,112.548,-0.75,2936.318,9.123,2945.441,11021.099,
