Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2000,8316.0,,-4583.0,,3733.0,,-4097.0,,,-364.0,-450.0,,,,0.0,,450.0,-814.0,-161.0,-957.0,443.0,,,-1418.0,-55.0,-1455.0,-5.0,0.0,-1460.0,-1460.0,,1416.76646,-1.02,-0.72,0.6,1538.933114,-1.02,-0.72,0.6,
06/30/2000,8908.0,,-4692.0,,4216.0,,-4237.0,,,-21.0,-655.0,,,,0.0,,655.0,-676.0,-192.0,-868.0,0.0,,,-868.0,-56.0,-924.0,-3.0,0.0,-927.0,-927.0,,1430.366556,-0.66,-0.66,0.69,1430.366556,-0.66,-0.66,0.69,
09/30/2000,8758.0,,-4700.0,,4058.0,,-4161.0,,,-103.0,-555.0,,,,0.0,,555.0,-658.0,-167.0,-825.0,0.0,,,-825.0,-77.0,-902.0,-3.0,0.0,-905.0,-905.0,,1436.999856,-0.63,-0.63,0.63,1436.999856,-0.63,-0.63,0.63,
12/31/2000,10231.0,,-5840.0,,4391.0,,-4177.0,,,214.0,-1196.0,,,,0.0,,1196.0,-982.0,-31.0,-1013.0,0.0,,,-1013.0,-76.0,-1089.0,-3.0,0.0,-1092.0,-1092.0,,1450.033221,-0.75,-0.75,0.84,1527.099782,-0.75,-0.75,0.84,
03/31/2001,9117.0,,-5047.0,,4070.0,,-4146.0,,,-76.0,-1262.0,,,,0.0,,1262.0,-1338.0,73.0,-1265.0,0.0,,,-1265.0,-104.0,-1369.0,0.0,0.0,-1369.0,-1369.0,,1470.899918,-0.93,-0.93,0.69,1470.899918,-0.93,-0.93,0.69,
06/30/2001,9202.0,,-4818.0,,4384.0,,-4108.0,,,276.0,-661.0,352.0,,,0.0,,309.0,-385.0,-349.0,-734.0,0.0,,,-734.0,0.0,-734.0,0.0,0.0,-734.0,-734.0,,1478.299852,-0.51,-0.51,-0.51,1478.299852,-0.51,-0.51,-0.51,
09/30/2001,9068.0,,-5006.0,,4062.0,,-3975.0,,,87.0,-900.0,,,,0.0,,900.0,-813.0,-174.0,-987.0,10.0,,,-997.0,0.0,-997.0,0.0,0.0,-997.0,-997.0,,1527.933116,-0.66,-0.66,0.9,1527.933116,-0.66,-0.66,0.9,
12/31/2001,10632.0,,-5840.0,,4792.0,,-4452.0,,,340.0,-2403.0,,,,0.0,,2403.0,-2063.0,305.0,-1758.0,0.0,,,-1758.0,-64.0,-1822.0,0.0,0.0,-1822.0,-1822.0,,1476.266454,-1.23,-1.23,0.99,1518.733246,-1.23,-1.23,0.99,
03/31/2002,9407.0,,-5663.0,,3744.0,,-2580.0,,,1164.0,-1138.0,,,-34.0,0.0,,1172.0,26.0,-3.0,23.0,54236.0,,,-54213.0,-31.0,-54244.0,0.0,0.0,-54244.0,-54244.0,,1476.433121,-36.750004,0.0,0.54,1511.399914,-36.750004,0.0,0.54,
06/30/2002,10203.0,,-5965.0,,4238.0,,-2718.0,,,1520.0,-772.0,,,-71.0,0.0,,843.0,748.0,-301.0,447.0,-2.0,,,449.0,-53.0,396.0,0.0,0.0,396.0,396.0,,1484.699884,0.27,0.27,0.39,1509.399914,0.27,0.27,0.36,
09/30/2002,9963.0,,-5820.0,,4143.0,,-2751.0,,,1392.0,-1417.0,,,-18.0,0.0,,1435.0,-25.0,25.0,0.0,-112.0,,,112.0,-55.0,57.0,0.0,0.0,57.0,57.0,,1488.066583,0.03,-0.03,0.57,1502.333183,0.03,-0.03,0.57,
12/31/2002,11388.0,,,,,,,,,,,,,,,,,,,-44905.0,,,,,,-44905.0,0.0,0.0,-44905.0,-44905.0,,1490.666518,-30.120003,-30.120003,0.84,1505.866549,-30.120003,-30.120003,0.84,
03/31/2003,9236.0,,-5626.0,,3610.0,,-2421.0,,,1189.0,-390.0,,,21.0,0.0,,369.0,799.0,-313.0,486.0,34.0,,,452.0,-56.0,396.0,0.0,0.0,396.0,396.0,,1494.399916,0.27,0.3,0.27,1508.299817,0.27,0.3,0.27,
06/30/2003,9922.0,,-5389.0,,4533.0,,-2589.0,,,1944.0,-28.0,,,25.0,0.0,,3.0,1916.0,-792.0,1124.0,0.0,,,1124.0,-60.0,1064.0,0.0,0.0,1064.0,1064.0,,1500.166517,0.72,0.72,0.36,1549.633146,0.69,0.69,0.36,
09/30/2003,9503.0,,-5467.0,,4036.0,,-2576.0,,,1460.0,-477.0,,478.0,-50.0,0.0,,49.0,983.0,-373.0,610.0,10.0,,,600.0,-59.0,541.0,0.0,0.0,541.0,541.0,,1504.899915,0.36,0.36,0.36,1559.099779,0.36,0.36,0.36,
