Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1991,1555.099976,,-1347.5,,207.599976,,-117.400002,,,,,90.199997,-17.400001,,19.200001,,0.0,-1.8,72.799996,-25.4,47.400002,0.0,,,47.399997,0.0,47.400002,0.0,,47.400002,47.400002,,94.199997,0.505,0.505,,94.199997,0.505,0.505,0.505,
12/31/1991,1567.300049,,-1293.300049,,274.0,,-147.5,,,,,126.5,-17.2,,16.9,,0.0,0.3,109.3,49.200001,158.5,0.0,,,158.500001,0.0,158.5,0.0,,158.5,158.5,,94.199996,1.68,1.68,1.68,94.199996,1.68,1.68,1.68,
03/31/1992,1300.5,,-1100.5,,200.0,,-119.800003,,,,,80.199997,-9.1,,11.6,,0.0,-2.5,71.099997,-23.9,47.200001,0.0,,,47.199997,0.0,47.200001,0.0,,47.200001,47.200001,,94.199997,0.5,0.5,,94.199997,0.5,0.5,0.5,
06/30/1992,1441.800049,,-1229.699951,,212.100098,,-122.900002,,,,,89.199997,-12.6,,11.8,,0.0,0.8,76.599997,-25.6,51.0,0.0,,,50.999996,0.0,51.0,0.0,,51.0,51.0,,94.400002,0.54,0.54,,94.400002,0.54,0.54,0.54,
09/30/1992,1293.599976,,-1213.300049,,80.299927,,-119.400002,,,,,-39.099998,-10.3,,11.1,,0.0,-0.8,-49.399999,16.9,-32.5,0.0,,,-32.499999,0.0,-32.5,0.0,,-32.5,-32.5,,94.400002,-0.345,-0.345,,94.400002,-0.345,-0.345,-0.345,
12/31/1992,1514.099976,,-1322.5,,191.599976,,-92.900002,,,,,98.699997,-17.0,,12.5,,0.0,4.5,81.699997,-26.4,55.299999,0.0,,,55.299997,0.0,55.299999,0.0,,55.299999,55.299999,,94.584,0.585,0.585,0.585,94.584,0.585,0.585,0.585,
03/31/1993,1275.0,,-1074.0,,201.0,,-118.0,,,,,83.0,-5.0,,10.0,,0.0,-5.0,78.0,-26.0,52.0,0.0,,,52.0,0.0,52.0,0.0,,52.0,52.0,,94.800003,0.545,0.545,,94.800003,0.545,0.545,0.545,
06/30/1993,1312.0,,-1102.0,,210.0,,-117.0,,,,,93.0,-13.0,,10.0,,0.0,3.0,80.0,-27.0,53.0,0.0,,,53.0,0.0,53.0,0.0,,53.0,53.0,,95.199997,0.56,0.56,,95.199997,0.56,0.56,0.56,
09/30/1993,1220.0,,-1018.0,,202.0,,-119.0,,,,,83.0,-14.0,,10.0,,0.0,4.0,69.0,-43.0,26.0,0.0,,,26.0,0.0,26.0,0.0,,26.0,26.0,,95.632004,0.27,0.27,,95.632004,0.27,0.27,0.27,
12/31/1993,1256.0,,-1165.0,,91.0,,-131.0,,,,,-40.0,-17.0,,8.0,,0.0,9.0,-57.0,22.0,-35.0,0.0,,,-35.0,0.0,-35.0,0.0,,-35.0,-35.0,,99.168,-0.365,-0.365,-0.365,99.168,-0.365,-0.365,-0.365,
03/31/1994,1218.0,,-1019.0,,199.0,,-116.0,,,,,83.0,-4.0,,5.0,,0.0,-1.0,79.0,-27.0,52.0,0.0,,,52.0,0.0,52.0,0.0,,52.0,52.0,,98.101997,0.525,0.525,0.525,98.101997,0.525,0.525,0.525,
06/30/1994,1686.0,,-1350.0,,336.0,,-203.0,,,,,133.0,-27.0,,33.0,,0.0,-6.0,106.0,-41.0,65.0,0.0,,,65.0,0.0,65.0,0.0,,65.0,65.0,,98.260002,0.665,0.665,0.665,98.260002,0.665,0.665,0.665,
09/30/1994,1927.0,,-1555.0,,372.0,,-267.0,,,,,105.0,-43.0,,35.0,,0.0,8.0,62.0,-23.0,39.0,0.0,,,39.0,0.0,39.0,0.0,,39.0,39.0,,98.400002,0.395,0.395,0.395,98.400002,0.395,0.395,0.395,
12/31/1994,1880.0,,-1553.0,,327.0,,-167.0,,,,,160.0,-342.0,,36.0,,0.0,306.0,-182.0,61.0,-121.0,0.0,,,-121.0,0.0,-121.0,0.0,,-121.0,-121.0,,98.278,-1.225,-1.225,-1.225,98.278,-1.225,-1.225,-1.225,
03/31/1995,1617.0,,-1299.0,,318.0,,-201.0,,,,,117.0,-29.0,,34.0,,0.0,-5.0,88.0,-34.0,54.0,0.0,,,54.0,0.0,54.0,0.0,,54.0,54.0,,98.599998,0.55,0.55,0.55,98.599998,0.55,0.55,0.55,
06/30/1995,1759.0,,-1360.0,,399.0,,-232.0,,,,,167.0,-39.0,,36.0,,0.0,3.0,128.0,-49.0,79.0,0.0,,,79.0,0.0,79.0,0.0,,79.0,79.0,,98.599998,0.795,0.795,0.795,98.599998,0.795,0.795,0.795,
09/30/1995,1630.0,,-1269.0,,361.0,,-230.0,,,,,131.0,-31.0,,36.0,,0.0,-5.0,100.0,-39.0,61.0,0.0,,,61.0,0.0,61.0,0.0,,61.0,61.0,,98.800003,0.625,0.625,0.625,98.800003,0.625,0.625,0.625,
12/31/1995,2266.0,,-1769.0,,497.0,,-340.0,,,,,157.0,-25.0,,31.0,,0.0,-6.0,132.0,-49.0,83.0,0.0,,,83.0,0.0,83.0,0.0,,83.0,83.0,,141.8,0.585,0.585,0.585,141.8,0.585,0.585,0.585,
03/31/1996,1603.0,,-1299.0,,304.0,,-165.0,,,,,139.0,-37.0,,46.0,,0.0,-9.0,102.0,-41.0,61.0,0.0,,,61.0,0.0,61.0,0.0,,61.0,61.0,,99.146,0.615,0.615,0.765,101.844,0.605,0.605,0.755,
06/30/1996,2143.0,,-1631.0,,512.0,,-304.0,,,,,208.0,-68.0,,82.0,,0.0,-14.0,140.0,-54.0,86.0,0.0,,,86.0,0.0,86.0,0.0,,86.0,86.0,,101.956,0.845,0.845,0.77,104.794,0.83,0.83,0.755,
09/30/1996,2172.0,,-1770.0,,402.0,,-226.0,,,,,176.0,-49.0,,69.0,,0.0,-20.0,127.0,-49.0,78.0,0.0,,,78.0,0.0,78.0,0.0,,78.0,78.0,,132.600006,0.59,0.59,0.56,136.841995,0.57,0.57,0.54,
12/31/1996,2413.0,,-1754.0,,659.0,,-500.0,,,,,159.0,-118.0,,73.0,,0.0,45.0,41.0,-17.0,24.0,0.0,,,24.0,0.0,24.0,0.0,,24.0,24.0,,126.316002,0.19,0.19,0.58,126.316002,0.19,0.19,0.58,
03/31/1997,2118.0,,-1705.0,,413.0,,-217.0,,,,,196.0,-62.0,,64.0,,0.0,-2.0,134.0,-50.0,84.0,0.0,,,84.0,0.0,84.0,0.0,,84.0,84.0,,133.160004,0.635,0.635,0.635,135.399994,0.625,0.625,0.625,
06/30/1997,2228.0,,-1746.0,,482.0,,-249.0,,,,,233.0,-62.0,,65.0,,0.0,-3.0,171.0,-63.0,108.0,0.0,,,108.0,0.0,108.0,0.0,,108.0,108.0,,133.399994,0.81,0.81,0.81,135.800003,0.795,0.795,0.795,
09/30/1997,2297.0,,-1870.0,,427.0,,-214.0,,,,,205.0,-43.0,,68.0,,0.0,-25.0,162.0,-64.0,98.0,0.0,,,98.0,0.0,98.0,0.0,,98.0,98.0,,133.800003,0.73,0.73,0.73,136.199997,0.72,0.72,0.72,
12/31/1997,2510.0,,-1711.0,,799.0,,-553.0,,,,,246.0,-62.0,,60.0,,0.0,2.0,184.0,-67.0,117.0,0.0,,,117.0,0.0,117.0,0.0,,117.0,117.0,,133.714004,0.875,0.875,0.875,136.841996,0.855,0.855,0.855,
03/31/1998,2014.0,,-1536.0,,478.0,,-271.0,,,,,207.0,-226.0,,55.0,,0.0,171.0,-19.0,7.0,-12.0,0.0,,,-12.0,0.0,-12.0,0.0,,-12.0,-12.0,,135.779999,-0.09,-0.09,0.76,138.520004,-0.09,-0.09,0.76,
06/30/1998,2139.0,,-1631.0,,508.0,,-300.0,,,,,208.0,-61.0,,59.0,,0.0,2.0,147.0,-54.0,93.0,0.0,,,93.0,0.0,93.0,0.0,,93.0,93.0,,137.199997,0.68,0.68,0.855,139.199997,0.67,0.67,0.845,
09/30/1998,2213.0,,-1769.0,,444.0,,-307.0,,,,,238.0,-54.0,,59.0,,0.0,-5.0,184.0,-68.0,116.0,0.0,,,116.0,0.0,116.0,0.0,,116.0,116.0,,137.800003,0.84,0.84,0.915,139.199997,0.835,0.835,0.905,
12/31/1998,2536.0,,-1909.0,,627.0,,-338.0,,,,,103.0,-103.0,,60.0,,0.0,43.0,0.0,-3.0,-3.0,0.0,,,-3.0,0.0,-3.0,0.0,,-3.0,-3.0,,137.220001,-0.02,-0.02,0.93,139.100006,-0.02,-0.02,0.93,
03/31/1999,1710.0,,-1297.0,,413.0,,-210.0,,,,,203.0,-51.0,,55.0,,0.0,-4.0,152.0,-56.0,96.0,8.0,,,88.0,0.0,88.0,0.0,,88.0,88.0,,137.800003,0.635,0.695,0.695,138.600006,0.63,0.69,0.69,
06/30/1999,1921.0,,-1471.0,,450.0,,-196.0,,,,,254.0,-58.0,,54.0,,0.0,4.0,196.0,-73.0,123.0,10.0,,,113.0,0.0,113.0,0.0,,113.0,113.0,,137.199997,0.825,0.895,0.895,138.199997,0.82,0.89,0.89,
09/30/1999,1805.0,,-1327.0,,478.0,,-236.0,,,,,242.0,-60.0,,64.0,,0.0,-4.0,182.0,-66.0,116.0,-12.0,,,128.0,0.0,128.0,0.0,,128.0,128.0,,138.800003,0.92,0.84,0.84,140.0,0.915,0.83,0.83,
12/31/1999,2180.0,,-1539.0,,641.0,,-386.0,,,,,255.0,-38.0,,51.0,,0.0,-13.0,217.0,-78.0,139.0,1.0,,,138.0,0.0,138.0,0.0,,138.0,138.0,,140.0,0.985,0.995,0.995,140.800004,0.98,0.99,0.99,
03/31/2000,1802.0,,-1302.0,,500.0,,-213.0,,,,,287.0,-44.0,,46.0,,0.0,-2.0,243.0,-87.0,156.0,-17.0,,,173.0,0.0,173.0,0.0,0.0,173.0,173.0,,139.720001,1.235,1.115,1.115,139.720001,1.235,1.115,1.115,
06/30/2000,1856.0,,-1319.0,,537.0,0.0,-220.0,,,,,317.0,-41.0,,46.0,,,-5.0,276.0,-98.0,178.0,-3.0,,,181.0,,178.0,0.0,0.0,178.0,178.0,,139.740006,1.275,1.25,1.25,140.199996,1.275,1.25,1.25,
09/30/2000,1731.0,,-1278.0,,453.0,,-211.0,,,,,242.0,-2.0,,43.0,,0.0,-41.0,240.0,-90.0,150.0,18.0,,,132.0,0.0,132.0,0.0,0.0,132.0,132.0,,141.559998,0.935,1.06,1.06,142.160004,0.93,1.055,1.055,
12/31/2000,2229.0,,-1547.0,,682.0,,-430.0,,,,,252.0,-33.0,,40.0,,0.0,-7.0,219.0,-75.0,144.0,19.0,,,125.0,0.0,125.0,0.0,0.0,125.0,125.0,,144.199997,0.865,1.0,1.0,144.699997,0.865,0.995,0.995,
03/31/2001,1986.0,,-1548.0,,438.0,,-248.0,,,,,190.0,-30.0,47.0,47.0,,0.0,-17.0,160.0,-57.0,103.0,0.0,,,103.0,0.0,103.0,0.0,0.0,103.0,103.0,,144.38,0.715,0.715,0.715,145.52,0.71,0.71,0.71,
06/30/2001,3663.0,,-3019.0,,644.0,,-369.0,,,,,275.0,-83.0,114.0,114.0,,0.0,-31.0,192.0,-78.0,114.0,0.0,,,114.0,0.0,114.0,-6.0,0.0,108.0,108.0,,166.82,0.645,0.645,0.79,168.1,0.64,0.64,0.785,
09/30/2001,3410.0,,-2911.0,,499.0,,-259.0,,,,,240.0,-94.0,108.0,108.0,,0.0,-14.0,146.0,-54.0,92.0,13.0,,,79.0,0.0,79.0,-6.0,0.0,73.0,73.0,38.0,170.86,0.425,0.5,0.72,172.8,0.42,0.5,0.72,
12/31/2001,4499.0,,-3741.0,,758.0,,-459.0,,,,,299.0,-71.0,71.0,104.0,,0.0,27.0,201.0,-83.0,118.0,-13.0,,,131.0,,131.0,,0.0,131.0,131.0,-38.0,193.62,0.676583,0.609441,0.413181,195.66,0.669529,0.669529,0.669529,
03/31/2002,4086.0,,-3386.0,,700.0,,-387.0,,,,,313.0,-97.0,107.0,109.0,-2.0,0.0,-10.0,216.0,-67.0,149.0,432.0,,,-283.0,0.0,-283.0,-6.0,0.0,-289.0,-289.0,,222.56,-1.295,-1.295,-1.295,225.52,-1.28,-1.28,-1.28,
06/30/2002,4231.0,,-3457.0,,774.0,,-420.0,,,,,354.0,-93.0,103.0,105.0,-2.0,0.0,-10.0,261.0,-80.0,181.0,-1.0,,,182.0,0.0,182.0,-6.0,0.0,176.0,176.0,,225.68,0.78,0.775,0.775,229.64,0.765,0.76,0.76,
09/30/2002,4214.0,,-3440.0,,774.0,,-461.0,,,,,313.0,-115.0,104.0,106.0,-2.0,0.0,11.0,198.0,-57.0,141.0,200.0,,,-59.0,0.0,-59.0,-6.0,0.0,-65.0,-65.0,,226.14,-0.29,0.595,0.775,230.42,-0.28,0.585,0.765,
12/31/2002,4675.0,,-3821.0,,854.0,,-443.0,,,,,411.0,-97.0,97.0,102.0,-5.0,0.0,-20.0,334.0,-108.0,226.0,2.0,,,224.0,,224.0,,0.0,224.0,224.0,,249.86,0.896502,0.904506,0.904506,253.86,0.882376,0.882376,0.904506,
03/31/2003,5866.0,,-4963.0,,903.0,,-575.0,,,,,328.0,-115.0,132.0,144.0,-12.0,0.0,-17.0,213.0,-39.0,174.0,-79.0,,,253.0,0.0,253.0,-6.0,0.0,247.0,247.0,,365.38,0.675,0.46,0.385,368.52,0.67,0.455,0.385,
06/30/2003,6627.0,,-5685.0,,942.0,,-551.0,,,,,391.0,-91.0,102.0,119.0,-17.0,0.0,-11.0,300.0,-93.0,207.0,2.0,,,205.0,0.0,205.0,-6.0,0.0,199.0,199.0,,365.86,0.545,0.55,0.675,368.74,0.54,0.545,0.67,
09/30/2003,6619.0,,-5580.0,,1039.0,,-608.0,,,,,431.0,-107.0,102.0,118.0,-16.0,0.0,5.0,324.0,-100.0,224.0,40.0,,,184.0,0.0,184.0,,0.0,184.0,184.0,,366.0,0.5,0.61,0.565,369.02,0.5,0.605,0.56,
12/31/2003,7094.0,,-6094.0,,1000.0,,-647.0,,,,,388.0,-94.0,,116.0,-4.0,0.0,-18.0,294.0,-91.0,203.0,-21.0,,,224.0,0.0,224.0,,0.0,224.0,224.0,,367.200012,0.61,0.555,0.63,367.200012,0.61,0.555,0.63,
03/31/2004,7105.0,,-6042.0,,1063.0,,-629.0,,,,,434.0,-87.0,97.0,113.0,-16.0,0.0,-10.0,347.0,-119.0,228.0,-4.0,,,232.0,0.0,232.0,0.0,0.0,232.0,232.0,,361.3,0.645,0.63,0.63,365.2,0.635,0.625,0.625,
06/30/2004,7374.0,,-6282.0,,1092.0,,-609.0,,,,,483.0,-93.0,96.0,112.0,-16.0,0.0,-3.0,390.0,-101.0,289.0,-6.0,,,295.0,0.0,295.0,0.0,0.0,295.0,295.0,,359.0,0.82,0.8,0.8,363.5,0.81,0.79,0.79,
09/30/2004,7408.0,,-6227.0,,1181.0,,-643.0,,,,,538.0,-96.0,90.0,110.0,-20.0,0.0,6.0,442.0,-151.0,291.0,13.0,,,278.0,0.0,278.0,0.0,0.0,278.0,278.0,,357.51,0.78,0.81,0.81,364.02,0.76,0.8,0.8,
12/31/2004,7966.0,,-6584.0,,1382.0,,-831.0,,,,,551.0,-115.0,,96.0,-6.0,0.0,25.0,436.0,-151.0,285.0,6.0,,,279.0,0.0,279.0,0.0,0.0,279.0,279.0,,359.92,0.75,0.76,0.76,359.92,0.74,0.74,0.74,
03/31/2005,7453.0,,-6196.0,,1257.0,,-662.0,,,,,595.0,1.0,81.0,95.0,-14.0,0.0,-82.0,596.0,-198.0,398.0,-11.0,,,409.0,0.0,409.0,0.0,0.0,409.0,409.0,,360.7,1.13,1.1,0.98,367.0,1.11,1.08,0.96,
06/30/2005,7807.0,,-6497.0,,1310.0,,-689.0,,,,,621.0,-62.0,69.0,94.0,-25.0,0.0,-7.0,559.0,-190.0,369.0,2.0,,,367.0,0.0,367.0,0.0,0.0,367.0,367.0,,358.5,1.02,1.03,1.03,365.2,1.0,1.01,1.01,
09/30/2005,7291.0,,-6193.0,,1098.0,,-660.0,,,,,438.0,1.0,93.0,98.0,-5.0,0.0,-94.0,439.0,-148.0,291.0,-2.0,,,293.0,0.0,293.0,0.0,0.0,293.0,293.0,,356.2,0.82,0.81,0.66,362.2,0.81,0.8,0.65,
12/31/2005,7667.0,,-6259.0,,1408.0,,-869.0,,,,,539.0,-74.0,,101.0,-10.0,0.0,-17.0,465.0,-131.0,334.0,3.0,,,331.0,0.0,331.0,0.0,0.0,331.0,331.0,,355.9,0.93,0.94,1.04,358.1,0.92,0.93,1.03,
03/31/2006,7093.0,,-5812.0,,1281.0,,-677.0,,,,,604.0,-78.0,77.0,90.0,-13.0,0.0,1.0,526.0,-164.0,362.0,4.0,,,358.0,0.0,358.0,0.0,0.0,358.0,358.0,,343.3,1.04,1.05,1.05,350.8,1.02,1.03,1.03,
06/30/2006,7601.0,,-6155.0,,1446.0,,-764.0,,,,,682.0,-93.0,84.0,87.0,-3.0,0.0,9.0,589.0,-147.0,442.0,12.0,,,430.0,0.0,430.0,0.0,0.0,430.0,430.0,,344.0,1.25,1.28,1.17,350.1,1.23,1.26,1.15,
09/30/2006,7429.0,,-6094.0,,1335.0,,-786.0,,,,,549.0,-72.0,73.0,86.0,-13.0,0.0,-1.0,477.0,-169.0,308.0,6.0,,,302.0,0.0,302.0,0.0,0.0,302.0,302.0,,344.7,0.88,0.89,1.09,351.0,0.86,0.88,1.08,
12/31/2006,8021.0,,-6611.0,,1410.0,,-800.0,,,,,622.0,65.0,,84.0,-15.0,0.0,-134.0,687.0,-230.0,457.0,4.0,,,453.0,0.0,453.0,0.0,0.0,453.0,453.0,,345.8,1.31,1.32,1.22,359.0,1.28,1.29,1.2,
03/31/2007,7314.0,,-5917.0,,1397.0,,-707.0,,,,,690.0,-90.0,82.0,89.0,-7.0,0.0,8.0,600.0,-206.0,394.0,7.0,,,387.0,0.0,387.0,0.0,0.0,387.0,387.0,,345.3,1.12,1.14,1.14,358.3,1.1,1.12,1.12,
06/30/2007,7878.0,,-6307.0,,1571.0,,-808.0,,,,,763.0,-92.0,83.0,83.0,,0.0,9.0,671.0,-199.0,472.0,12.0,,,460.0,0.0,460.0,0.0,0.0,460.0,460.0,,343.3,1.34,1.37,1.37,355.3,1.31,1.35,1.35,
09/30/2007,7871.0,,-6282.0,,1589.0,,-783.0,,,,,806.0,-77.0,84.0,84.0,,0.0,-7.0,729.0,-240.0,489.0,0.0,,,489.0,0.0,489.0,0.0,0.0,489.0,489.0,,340.2,1.44,1.44,1.44,352.6,1.41,1.41,1.41,
12/31/2007,8765.0,,-7131.0,,1634.0,,-875.0,,,,,759.0,-61.0,87.0,80.0,,0.0,-26.0,698.0,-242.0,456.0,2.0,,,454.0,0.0,454.0,0.0,0.0,454.0,454.0,,338.0,1.34,1.35,1.35,351.1,1.31,1.32,1.32,
03/31/2008,7724.0,,-6522.0,,1202.0,,-738.0,,,,,464.0,-55.0,70.0,77.0,-7.0,0.0,-15.0,409.0,-146.0,263.0,-1.0,,,264.0,0.0,264.0,0.0,0.0,264.0,264.0,,338.8,0.78,0.78,0.82,349.3,0.76,0.76,0.8,
06/30/2008,8628.0,,-7025.0,,1603.0,,-797.0,,,,,806.0,-67.0,72.0,72.0,,0.0,-5.0,739.0,-256.0,483.0,-12.0,,,495.0,0.0,495.0,0.0,0.0,495.0,495.0,,339.0,1.46,1.42,1.42,344.1,1.44,1.4,1.4,
09/30/2008,8381.0,,-6825.0,,1556.0,,-785.0,,,,,771.0,-29.0,74.0,74.0,,0.0,-45.0,742.0,-233.0,509.0,-3.0,,,512.0,0.0,512.0,0.0,0.0,512.0,512.0,,334.2,1.53,1.52,1.52,340.1,1.51,1.5,1.5,
12/31/2008,7582.0,,-6003.0,,1579.0,,-823.0,,,,,756.0,-3166.0,,72.0,,0.0,3094.0,-2410.0,-224.0,-2634.0,-101.0,,,-2533.0,0.0,-2533.0,0.0,0.0,-2533.0,-2533.0,2034.9,326.0,-7.75,-8.08,-1.838,326.0,-7.75,-8.08,-1.838,
03/31/2009,7935.0,7935.0,-6598.0,6598.0,1337.0,0.0,-718.0,718.0,718.0,,0.0,619.0,-65.0,,73.0,,,-8.0,554.0,-188.0,366.0,-23.0,-23.0,0.0,389.0,0.0,389.0,0.0,0.0,389.0,366.0,0.0,326.9,1.19,1.12,1.12,332.1,1.17,1.12,1.12,
06/30/2009,8545.0,8545.0,-7190.0,7190.0,1355.0,0.0,-741.0,741.0,741.0,,0.0,614.0,-57.0,,70.0,,,-13.0,557.0,-189.0,368.0,-26.0,-26.0,0.0,394.0,0.0,394.0,0.0,0.0,394.0,394.064,26.064,322.0,1.22,1.14,1.223801,325.8,1.21,1.13,1.21,
09/30/2009,8350.0,8350.0,-6987.0,6987.0,1363.0,0.0,-744.0,744.0,744.0,,0.0,619.0,-35.0,,76.0,,,-41.0,584.0,-120.0,464.0,-26.0,-26.0,0.0,490.0,0.0,490.0,0.0,0.0,490.0,389.0,-75.0,317.1,1.55,1.46,1.226742,320.6,1.53,1.45,1.216064,
12/31/2009,2820.0,2820.0,-2030.0,2030.0,790.0,0.0,-368.0,368.0,368.0,,0.0,422.0,-47.0,,50.0,,,-3.0,375.0,-139.0,236.0,-177.0,-177.0,0.0,413.0,0.0,413.0,0.0,0.0,413.0,235.776,-0.224,310.8,1.328829,0.759331,0.75861,314.9,1.311527,0.749444,0.748733,
03/31/2010,6914.0,6914.0,-5611.0,5611.0,1303.0,0.0,-624.0,624.0,624.0,,0.0,679.0,-70.0,,77.0,,,-7.0,609.0,-199.0,410.0,-59.0,-59.0,0.0,469.0,0.0,469.0,0.0,0.0,469.0,410.0,0.0,302.5,1.55,1.36,1.36,306.1,1.53,1.34,1.34,
06/30/2010,7255.0,7255.0,-5884.0,5884.0,1371.0,0.0,-621.0,621.0,621.0,,0.0,750.0,-75.0,,65.0,,,10.0,675.0,65.0,740.0,29.0,29.0,0.0,711.0,0.0,711.0,0.0,0.0,711.0,516.912,-223.088,299.6,2.37,2.47,1.72534,303.8,2.34,2.44,1.705675,
09/30/2010,7071.0,7071.0,-5774.0,5774.0,1297.0,0.0,-574.0,574.0,574.0,,0.0,723.0,-51.0,,64.0,,,-13.0,672.0,-224.0,448.0,-49.0,-49.0,0.0,497.0,0.0,497.0,0.0,0.0,497.0,448.0,0.0,293.5,1.69,1.53,1.53,297.6,1.67,1.51,1.51,
12/31/2010,6903.0,6903.0,-5580.0,5580.0,1323.0,0.0,-648.0,45.0,45.0,603.0,0.0,675.0,-265.0,,63.0,,,202.0,410.0,-104.0,306.0,-70.0,-70.0,0.0,376.0,0.0,376.0,0.0,0.0,376.0,458.913,152.913,292.0,1.287671,1.047945,1.57162,296.9,1.26642,1.03065,1.545682,
03/31/2011,6734.0,6734.0,-5355.0,5355.0,1379.0,0.0,-568.0,568.0,568.0,,0.0,811.0,-53.0,,58.0,,,-5.0,758.0,-262.0,496.0,-34.0,-34.0,0.0,530.0,0.0,530.0,0.0,0.0,530.0,496.0,0.0,291.8,1.82,1.7,1.7,296.9,1.79,1.67,1.67,
06/30/2011,6560.0,6560.0,-5163.0,5163.0,1397.0,0.0,-556.0,556.0,556.0,,0.0,841.0,-53.0,,53.0,,,0.0,788.0,-268.0,520.0,0.0,0.0,0.0,520.0,0.0,520.0,0.0,0.0,520.0,520.0,0.0,282.6,1.84,1.84,1.84,287.2,1.81,1.81,1.81,
