Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1996,23.673,18.732,12.069,6.124,,,6.124,-13.252,,,-13.252,,,-43.747002,,,,-43.747002,,,,,,,,,,43.747002,,,,,,,,,,,,,,,
06/30/1996,44.185001,33.021999,18.396,9.072,,,9.072,-16.305,,,-16.305,,,-56.716,,,,-56.716,,,,,,,,,,56.716,,,,,,,,,,,,,,,
09/30/1996,84.778,38.48,21.597,19.577,,,19.577,5.124,,,5.124,,,-74.672997,,,,-74.672997,,,,,,,,,,74.672997,,,,,,,,,,,,,,,
12/31/1996,55.186001,56.153999,23.705,-49.905998,,,-49.905998,25.233,,,25.233,,,-91.863998,,,,-91.863998,,,,,,,,,,91.863998,,,,,,,,,,,,,,,
03/31/1997,73.652,56.23,25.812,14.019,,,14.019,-22.409,,,-22.409,,-384.157013,-73.482997,0.44,,,-73.922997,,,0.0,0.0,0.0,,,,,-310.674016,321.583,0.0,327.0,,,,0.333,0.333,0.0,-5.75,,11.078,,,
12/31/1997,152.675995,79.309998,26.747,0.172,,,0.172,46.446999,,,46.446999,,-110.830002,-61.196999,5.917,,,-67.113998,,,0.0,0.0,0.0,,,,,-49.633003,-9.748,-9.752,0.0,,,,0.004,0.004,0.0,0.0,,32.098,,,
09/30/1998,164.979004,108.702003,33.305,-13.06,,,-13.06,36.032001,,,36.032001,,6.252,-58.918998,0.348,,,-59.266998,,,150.612,501.859985,-351.247986,,,,,-85.441001,-106.064998,-17.417,0.0,,,,-88.647998,0.078,-88.725998,0.0,,65.166,,,
12/31/1998,158.078003,82.57,32.220001,21.385,,,21.385,21.903,,,21.903,,-162.550003,-91.793001,0.081,,,-91.874001,,,-295.737,556.122986,-851.859985,,,,,224.979997,-16.976999,-16.976999,0.0,,,,0.0,0.0,0.0,0.0,,-21.448999,,,
03/31/1999,132.121002,51.818001,35.657001,5.065,,,5.065,39.581001,,,39.581001,,-146.394501,-94.889997,0.129,,,-95.018997,,,0.0,0.0,0.0,,,,,-51.504504,-16.976999,-16.976999,0.0,,,,0.0,0.0,0.0,0.0,,-31.252001,8.9,7.5,
06/30/1999,100.282997,53.227001,35.706001,3.576,,,3.576,7.774,,,7.774,,-57.662998,-59.421,0.045,,,-59.466,,,0.0,0.0,0.0,,,,,1.758001,-16.943001,-16.978001,0.0,,,,0.035,0.035,0.0,0.0,,25.677,20.1,0.0,
09/30/1999,93.736,37.846001,36.084999,5.627,,,5.627,14.178,,,14.178,,-74.400002,-77.291,0.404,,,-77.695,,,0.0,0.0,0.0,,,,,2.890998,-16.978001,-16.978001,0.0,,,,0.0,0.0,0.0,0.0,,2.358,6.5,7.5,
12/31/1999,71.982002,13.18,35.514999,21.415001,,,21.415001,1.872,,,1.872,,-40.668999,-91.869003,0.084,,,-91.953003,,,0.0,0.0,0.0,,,,,51.200004,-16.978001,-16.978001,0.0,,,,0.0,0.0,0.0,0.0,,14.335,-0.5,0.0,
03/31/2000,46.660999,29.488001,36.875,-8.428,,,-8.428,-11.274,,,-11.274,,-27.002001,-46.978001,32.176998,,,-79.154999,,,0.0,0.0,0.0,,,,,19.976,-25.403,-16.979,0.0,,,,-8.424,0.065,-8.489,0.0,,-5.744,13.5,7.5,
06/30/2000,44.688,3.637,36.617001,5.861,,,5.861,-1.427,,,-1.427,,-187.160995,-96.394003,0.115,,,-96.509003,,,0.0,0.0,0.0,,,,,-90.766993,376.156009,-16.941,402.178009,,,,0.0,0.0,0.0,-9.081,,233.682999,,,
