Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Equity Float,Source: Bloomberg
12/31/1995,9.125,,10.75,11.1875,7.75,1281.022264,120.781998,,
03/31/1996,9.6875,6.164384,9.3125,11.625,8.0,1376.806817,128.608002,,
06/30/1996,10.0625,3.870968,9.625,11.5625,8.9375,1444.894452,130.343994,,
09/30/1996,10.1875,1.242236,9.8125,10.4375,6.6875,1469.383809,132.181412,,
12/31/1996,13.8125,35.582822,10.1875,13.875,9.4375,2007.26004,135.481583,,
03/31/1997,12.125,-12.217195,13.625,14.8125,11.0,1752.208018,141.707611,,
06/30/1997,15.1875,25.257732,12.125,15.25,9.5625,2169.261051,139.495132,,
09/30/1997,16.5,8.641975,15.0625,18.15625,13.4375,2345.408981,140.723618,,
12/31/1997,19.0,15.151515,16.53125,19.0,14.78125,2582.138035,140.780045,,
03/31/1998,22.5625,18.75,18.875,22.625,17.5,2992.565358,136.562271,,
06/30/1998,30.5,35.180055,22.53125,32.09375,21.875,4037.280663,132.901947,,
09/30/1998,34.65625,13.627049,30.53125,37.75,26.375,4554.674494,132.589523,,
12/31/1998,50.25,44.995491,34.625,51.0,25.375,11139.07766,130.713364,,
03/31/1999,55.9375,11.318408,49.5,58.25,42.09375,7187.093873,128.836731,,
06/30/1999,65.5,17.094972,56.0625,74.375,49.5,8445.860001,127.725151,,
09/30/1999,80.5,22.900763,67.0,87.25,59.625,10387.986008,127.725151,,
12/31/1999,90.5,12.42236,79.5,104.0,61.8125,9292.457863,127.725151,,
03/31/2000,105.75,16.850829,89.0,135.875,76.625,13669.571983,129.132187,,
06/30/2000,67.25,-36.406619,106.0,120.625,56.0,8520.574795,129.237793,,
09/30/2000,37.5,-44.237918,67.5,70.9375,33.5625,4811.250114,127.453903,,
12/31/2000,44.3125,18.166667,37.5625,49.0,28.75,4364.78125,127.138496,,
03/31/2001,45.52,2.724965,43.75,59.8,40.8125,5811.141017,127.576897,,
06/30/2001,67.25,47.737258,45.35,70.75,42.51,8692.079945,129.237793,,
09/30/2001,44.71,-33.516729,67.0,67.75,41.2,5800.841425,129.327194,,
12/31/2001,59.0,31.96153,44.5,60.45,42.0,6012.10009,129.991104,,
03/31/2002,57.18,-3.084746,59.0,61.9,49.1,7410.528349,129.492996,,
06/30/2002,54.4,-4.86184,57.05,65.23,50.25,6892.479834,129.742599,,
09/30/2002,47.0,-13.602941,54.4,56.77,41.94,5907.899857,126.140099,,
12/31/2002,60.5,28.723404,47.25,69.5,43.82,5547.849815,125.927803,,
03/31/2003,66.95,10.661157,60.5,68.2,56.57,8495.955102,126.8638,,
06/30/2003,70.77,5.705751,67.0,77.44,66.28,9044.406216,127.494698,,
09/30/2003,63.01,-10.965098,70.77,77.89,59.0,8084.183192,128.0802,,
12/31/2003,78.64,24.805586,63.26,79.65,62.52,7400.02388,128.477097,127.2924,
03/31/2004,92.0,16.98881,78.7,92.55,76.0,11932.399719,129.513306,128.4263,
06/30/2004,96.53,4.923913,92.02,97.5,89.8,12510.288589,129.932404,128.8031,
09/30/2004,84.01,-12.970061,96.77,96.85,79.2,10837.29,129.520096,128.4201,
12/31/2004,85.0,1.178431,84.4,90.5,77.5,7650.0,129.087601,127.9728,
03/31/2005,79.97,-5.917647,85.3,86.62,77.51,10020.241244,126.624702,125.4485,
06/30/2005,64.83,-18.9321,80.0,80.33,64.11,7786.082901,123.729202,122.5715,
09/30/2005,61.05,-5.830634,64.9,70.63,59.5,0.0,118.724197,117.57,
12/31/2005,44.83,-26.568387,61.35,61.45,39.33,4545.762068,116.047997,114.8542,
03/31/2006,45.38,1.226857,44.99,52.2,44.09,4801.204138,108.290398,107.088,
06/30/2006,55.83,23.027766,45.01,57.9,44.5,5599.74917,105.317001,104.1481,
09/30/2006,57.66,3.277808,55.9,59.78,49.71,5662.211824,100.2911,99.1351,
12/31/2006,73.2,26.951093,57.75,74.679875,57.55,6302.519888,97.927597,96.7417,
03/31/2007,58.46,-20.136612,72.89,73.2,56.81,5524.47,96.007698,94.8324,
06/30/2007,49.31,-15.651728,58.5,62.87,48.17,4664.725925,94.565804,93.3862,
09/30/2007,41.53,-15.777733,49.9,50.0,35.29,3932.890873,94.669998,93.4936,
12/31/2007,34.86,-16.060679,41.53,44.15,32.35,2827.145947,94.723099,93.5029,
03/31/2008,30.72,-11.876076,34.9,37.88,26.55,2924.543906,94.959198,93.7329,
06/30/2008,33.43,8.821615,31.0,37.55,30.22,3032.100898,95.200897,93.9741,
09/30/2008,32.57,-2.57254,32.9,37.01,29.68,2700.05305,87.976097,86.7106,
12/31/2008,26.9,-17.408658,32.49,33.75,22.13,1683.939959,78.399696,77.1234,
03/31/2009,16.87,-37.286245,27.2,29.16,15.15,1317.546974,77.7761,76.6303,
06/30/2009,15.85,-6.046236,16.76,20.59,14.815,1237.884976,78.081299,76.8821,
09/30/2009,21.54,35.899054,16.05,22.53,14.23,1682.273967,78.090103,76.8893,
12/31/2009,25.98,20.612813,21.49,28.81,19.76,1636.74,78.102402,77.049,
03/31/2010,36.08,38.876059,26.29,37.35,25.1,2832.28,78.171303,77.1476,
06/30/2010,33.03,-8.453437,36.32,42.14,32.75,2592.855,78.501999,77.5174,
09/30/2010,44.62,35.089313,33.19,45.96,31.69,3502.67,78.523598,77.532,
12/31/2010,34.82,-21.963245,44.93,48.07,34.29,2736.852,78.5644,77.5511,
03/31/2011,37.04,6.375646,35.12,40.54,33.77,2929.864,79.046799,77.9848,
06/30/2011,29.26,-21.00432,37.17,38.69,26.63,2317.392,79.227798,78.0869,
09/30/2011,27.03,-7.621326,29.28,34.98,27.03,2032.656,79.252602,78.104,
12/31/2011,33.07,22.345542,26.82,34.69,25.87,2361.198,75.200401,74.0427,
03/31/2012,33.24,0.514061,33.71,38.34,32.97,2363.364,71.163498,69.9618,
06/30/2012,26.58,-20.036101,33.23,33.41,24.501375,1868.574,71.135201,69.9846,
09/30/2012,22.25,-16.290444,26.75,27.905,16.1,1437.35,71.135201,69.9764,
12/31/2012,23.19,4.224719,22.44,25.99,20.57,1481.841,64.580498,63.4084,
03/31/2013,26.4,13.842173,23.75,28.92,21.65,1679.04,63.592098,63.0436,
06/30/2013,30.57,15.795455,26.34,32.42,24.64,1925.91,63.013924,62.45113,
09/30/2013,33.0,7.94897,30.86,41.45,30.72,2065.8,63.013924,62.43068,
12/31/2013,35.52,7.636364,33.05,39.68,32.57,2202.24,63.013924,62.42532,
03/31/2014,46.29,30.320946,35.37,46.8,34.32,2879.238,62.164997,61.47958,
06/30/2014,48.16,4.039749,46.48,48.22,40.83,2985.92,62.265488,61.57485,
09/30/2014,42.5,-11.752492,48.12,51.77,41.74,2626.5,62.109329,60.97743,
12/31/2014,41.27,-2.894118,42.48,44.43,37.9,2529.851,61.795391,60.66304,
03/31/2015,42.34,2.592682,41.65,45.37,37.18,2595.442,61.25985,59.92712,
06/30/2015,44.2,4.393009,42.14,46.49,41.46,2722.72,61.297855,59.93533,
09/30/2015,28.98,-34.434389,44.51,47.69,27.22,1790.964,61.609158,60.33524,
12/31/2015,32.45,11.973775,28.99,35.77,28.6,2008.655,61.8144,60.5327,
03/31/2016,33.43,3.020031,31.73,33.68,24.11,2092.718,61.946217,60.24721,
06/30/2016,37.75,12.922525,32.99,38.885,31.62,2370.7,62.738834,61.04654,
09/30/2016,39.96,5.854305,37.64,40.0,33.05,2509.488,62.775723,61.0634,
