Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/01/2008,3844.093,224.084,224.084,0.0,0.0,,,1616.981,0.0,0.0,1616.981,0.0,238.646,,,,2079.711,1121.906,2000.185,-878.279,326.004,,316.472,229.3,198.4,30.9,87.172,1764.382,,570.605,570.605,,,,0.0,,,,,443.507,,,443.507,1014.112,0.0,,,,,268.153,,,,,268.153,268.153,1282.265,0.0,816.69,,,-1983.59,3729.766,-1.038,2561.828,0.0,2561.828,3844.093,
05/31/2008,3986.174,255.255,240.255,15.0,0.0,0.0,0.0,1726.148,,,,,259.917,,,259.917,2241.32,1112.116,2034.016,-921.9,307.734,307.734,325.004,,,,325.004,1744.854,,886.329,597.011,33.235,,256.083,0.0,0.0,,,,172.816,,,172.816,1059.145,0.0,0.0,,,,273.256,,,,,273.256,273.256,1332.401,0.0,845.542,3.142,842.4,-1997.241,3806.543,-1.071,2653.773,0.0,2653.773,3986.174,
08/30/2008,4132.341,298.556,288.556,10.0,,,,1810.313,,,,,282.771,,,282.771,2391.64,1123.651,2089.051,-965.4,286.946,286.946,330.104,,,,330.104,1740.701,,921.179,654.626,11.131,,255.422,0.0,,,,,170.331,,,170.331,1091.51,0.0,,,,,283.093,,,,,283.093,283.093,1374.603,,856.318,3.144,853.174,-2024.215,3925.811,-0.176,2757.738,,2757.738,4132.341,
11/29/2008,4195.39,237.356,233.356,4.0,,,,1920.481,,,,,332.321,,,332.321,2490.158,1134.802,2134.802,-1000.0,230.91,230.91,339.52,,,,339.52,1705.232,,888.852,613.217,7.753,,267.882,0.0,,,,,165.837,,,165.837,1054.689,0.0,,,,,287.102,,,,,287.102,287.102,1341.791,,868.84,3.146,865.694,-2028.623,4013.511,-0.129,2853.599,,2853.599,4195.39,
02/28/2009,4268.843,670.209,668.209,2.0,0.0,,0.0,1642.339,,,,,250.251,0.0,,250.251,2562.799,1148.435,2202.232,-1053.797,221.134,221.134,336.475,229.6,198.7,30.9,106.875,1706.044,,787.347,514.734,25.105,0.0,247.508,0.0,0.0,0.0,0.0,,165.621,,0.0,165.621,952.968,0.0,0.0,0.0,0.0,,315.421,,0.0,0.0,0.0,315.421,315.421,1268.389,,881.715,3.147,878.568,-2031.642,4154.921,-4.54,3000.454,0.0,3000.454,4268.843,
05/30/2009,4506.054,857.434,855.434,2.0,0.0,0.0,0.0,1703.819,,,,,272.681,,,272.681,2833.934,1120.393,2220.393,-1100.0,216.196,216.196,335.531,,,,335.531,1672.12,,906.019,603.402,55.361,,247.256,0.0,0.0,,,,160.629,,,160.629,1066.648,0.0,0.0,,,,329.054,,,,,329.054,329.054,1395.702,,914.512,3.173,911.339,-2044.753,4242.093,-1.5,3110.352,0.0,3110.352,4506.054,
08/29/2009,4735.438,1078.726,1035.601,43.125,,,,1755.377,,,,,289.101,,,289.101,3123.204,1111.971,2211.971,-1100.0,157.193,157.193,343.07,,,,343.07,1612.234,,976.161,682.936,29.159,,264.066,0.0,,,,,163.338,,,163.338,1139.499,0.0,,,,,335.035,,,,,335.035,335.035,1474.534,,948.459,3.187,945.272,-2064.711,4377.624,-0.468,3260.904,,3260.904,4735.438,
11/28/2009,4927.766,1017.575,854.641,162.934,,,,1954.995,,,,,353.419,,,353.419,3325.989,1118.272,2318.272,-1200.0,152.248,152.248,331.257,,,,331.257,1601.777,,1024.631,718.921,24.216,,281.494,0.0,,,,,162.882,,,162.882,1187.513,0.0,,,,,341.82,,,,,341.82,341.82,1529.333,0.0,966.37,3.19,963.18,-2098.275,4528.912,1.426,3398.433,,3398.433,4927.766,
02/27/2010,5152.13,1527.576,1096.1,431.476,0.0,,,1759.703,,,,,276.066,,,276.066,3563.345,1119.292,2357.628,-1238.336,132.86,132.86,336.633,229.6,198.7,30.9,107.033,1588.785,,976.75,611.163,83.857,,281.73,0.0,0.0,0.0,0.0,,172.804,,,172.804,1149.554,0.0,0.0,0.0,0.0,,349.672,,,,,349.672,349.672,1499.226,0.0,1023.721,3.206,1020.515,-2126.499,4754.954,0.728,3652.904,,3652.904,5152.13,
05/29/2010,5361.026,1644.159,1083.985,560.174,0.0,0.0,0.0,1846.14,,,,,292.054,,,292.054,3782.353,1103.367,2403.367,-1300.0,133.835,133.835,341.471,,,,341.471,1578.673,,1039.278,678.685,89.4,,271.193,0.0,0.0,,,,175.404,,,175.404,1214.682,0.0,0.0,,,,363.125,,,,,363.125,363.125,1577.807,0.0,1102.484,3.234,1099.25,-2211.701,4892.507,-0.071,3783.219,0.0,3783.219,5361.026,
08/28/2010,5440.012,1642.727,1040.504,602.223,,,,1903.096,,,,,306.571,,,306.571,3852.394,1105.297,2405.297,-1300.0,132.242,132.242,350.079,,,,350.079,1587.618,,1103.312,771.752,25.244,,306.316,0.0,,,,,179.119,,,179.119,1282.431,0.0,,,,,372.84,,,,,372.84,372.84,1655.271,,1115.374,3.236,1112.138,-2404.835,5074.262,-0.06,3784.741,,3784.741,5440.012,
11/27/2010,5560.147,1440.138,840.333,599.805,,,,2171.783,,,,,337.094,,,337.094,3949.015,1124.704,2524.704,-1400.0,134.663,134.663,351.765,,,,351.765,1611.132,,1187.357,856.646,10.742,,319.969,0.0,,,,,182.617,,,182.617,1369.974,0.0,,,,,391.261,,,,,391.261,391.261,1761.235,,1148.914,3.242,1145.672,-2615.567,5262.836,2.729,3798.912,,3798.912,5560.147,
02/26/2011,5646.193,1789.195,1183.587,605.608,,,,1968.907,,,,,315.736,,,315.736,4073.838,1116.297,2538.371,-1422.074,121.446,121.446,334.612,229.6,198.7,30.9,105.012,1572.355,,1129.379,709.55,112.982,,306.847,0.0,0.0,0.0,0.0,,193.061,,,193.061,1322.44,0.0,0.0,0.0,0.0,,392.094,,,,,392.094,392.094,1714.534,,1194.376,3.253,1191.123,-2814.104,5546.287,5.1,3931.659,,3931.659,5646.193,
05/28/2011,5817.533,1832.874,1228.973,603.901,0.0,0.0,0.0,2083.008,,,,,363.665,,,363.665,4279.547,1108.621,2608.621,-1500.0,118.343,118.343,311.022,,,,311.022,1537.986,,1257.142,844.247,111.418,,301.477,0.0,0.0,,,,192.25,,,192.25,1449.392,0.0,0.0,,,,432.364,,,,,432.364,432.364,1881.756,0.0,1262.413,3.276,1259.137,-3058.972,5726.865,5.471,3935.777,0.0,3935.777,5817.533,
08/27/2011,5748.476,1742.901,1017.99,724.911,,,,2117.414,,,,,334.261,,,334.261,4194.576,1128.998,2628.998,-1500.0,113.705,113.705,311.197,,,,311.197,1553.9,,1196.008,848.063,19.265,,328.68,0.0,,,,,195.688,,,195.688,1391.696,0.0,,,,,445.734,,,,,445.734,445.734,1837.43,,1295.194,3.282,1291.912,-3345.67,5956.237,5.285,3911.046,,3911.046,5748.476,
11/26/2011,5855.116,1527.68,765.75,761.93,,,,2357.254,,,,,405.95,,,405.95,4290.884,1160.994,2760.994,-1600.0,101.864,101.864,301.374,,,,301.374,1564.232,,1303.596,954.281,2.444,,346.871,0.0,,,,,197.932,,,197.932,1501.528,0.0,,,,,443.076,,,,,443.076,443.076,1944.604,0.0,1399.388,3.304,1396.084,-3673.39,6184.781,-0.267,3910.512,,3910.512,5855.116,
02/25/2012,5724.546,1759.555,1003.166,756.389,,,,2071.89,,,,,311.494,,,311.494,4142.939,1198.255,2807.113,-1608.858,95.785,95.785,287.567,229.6,198.7,30.9,57.967,1581.607,,1129.484,752.064,48.246,,329.174,0.0,0.0,0.0,0.0,,209.646,,,209.646,1339.13,0.0,0.0,0.0,0.0,,462.888,,,,,462.888,462.888,1802.018,,1420.643,3.306,1417.337,-4032.06,6535.824,-1.879,3922.528,,3922.528,5724.546,
05/26/2012,5824.332,1686.509,1075.184,611.325,0.0,0.0,0.0,2202.846,,,,,310.478,,,310.478,4199.833,1220.245,2920.245,-1700.0,94.761,94.761,309.493,,,,309.493,1624.499,,1289.146,866.253,103.042,,319.851,0.0,0.0,,,,223.328,,,223.328,1512.474,0.0,0.0,,,,437.289,,,,,437.289,437.289,1949.763,0.0,1474.726,3.319,1471.407,-4338.336,6742.66,-4.481,3874.569,0.0,3874.569,5824.332,
08/25/2012,6107.482,908.726,744.465,164.261,0.0,0.0,0.0,2430.907,,,,,381.41,,,381.41,3721.043,1403.52,3103.52,-1700.0,82.463,82.463,900.456,,,,900.456,2386.439,,1368.145,940.958,4.451,,422.736,0.0,0.0,,,,233.458,,,233.458,1601.603,0.0,0.0,,,,585.783,,,,,585.783,585.783,2187.386,0.0,1490.773,3.32,1487.453,-4537.634,6966.99,-0.033,3920.096,0.0,3920.096,6107.482,
11/24/2012,6386.836,784.712,672.262,112.45,0.0,0.0,0.0,2763.907,,,,,419.234,,,419.234,3967.853,1433.592,3133.592,-1700.0,74.668,74.668,910.723,,,,910.723,2418.983,,1601.124,1088.651,89.271,,423.202,0.0,0.0,,,,235.789,,,235.789,1836.913,0.0,0.0,,,,572.801,,,,,572.801,572.801,2409.714,0.0,1504.821,3.32,1501.501,-4728.297,7199.74,0.858,3977.122,0.0,3977.122,6386.836,
03/02/2013,6279.952,1014.904,564.971,449.933,0.0,0.0,0.0,2466.214,,,,,386.367,0.0,,386.367,3867.485,1466.667,3270.466,-1803.799,77.325,77.325,868.475,774.918,483.518,291.4,93.557,2412.467,,1383.729,913.365,77.27,0.0,393.094,0.0,0.0,,,,251.481,0.0,0.0,251.481,1635.21,0.0,0.0,,,,565.012,0.0,0.0,0.0,0.0,565.012,565.012,2200.222,0.0,1543.778,3.327,1540.451,-5033.34,7573.612,-4.32,4079.73,0.0,4079.73,6279.952,
06/01/2013,6312.648,921.654,439.85,481.804,0.0,0.0,0.0,2540.723,,,,,412.772,,,412.772,3875.149,1469.757,3369.757,-1900.0,80.868,80.868,886.874,486.279,486.279,0.0,400.595,2437.499,,1471.163,977.297,126.75,,367.116,0.0,0.0,,,,262.945,,,262.945,1734.108,0.0,0.0,,,,573.489,,,,,573.489,573.489,2307.597,0.0,1592.733,3.34,1589.393,-5357.776,7776.102,-6.008,4005.051,0.0,4005.051,6312.648,
08/31/2013,6307.973,838.915,383.336,455.579,,,,2591.247,,,,,434.299,,,434.299,3864.461,1477.336,3377.336,-1900.0,81.552,81.552,884.624,486.279,486.279,0.0,398.345,2443.512,,1442.014,1033.709,18.616,,389.689,0.0,,,,,264.281,,,264.281,1706.295,0.0,,,,,574.966,,,,,574.966,574.966,2281.261,0.0,1624.825,3.345,1621.48,-5614.601,8025.406,-8.918,4026.712,0.0,4026.712,6307.973,
11/30/2013,6544.489,694.178,471.064,223.114,,,,2881.561,,,,,478.865,,,478.865,4054.604,1523.253,3523.253,-2000.0,87.021,87.021,879.611,486.279,486.279,0.0,393.332,2489.885,,1566.028,1145.281,3.674,,417.073,0.0,,,,,267.332,,,267.332,1833.36,0.0,,,,,581.301,,,,,581.301,581.301,2414.661,0.0,1661.431,3.349,1658.082,-5785.579,8262.603,-8.627,4129.828,0.0,4129.828,6544.489,
03/01/2014,6356.033,855.847,366.516,489.331,0.0,0.0,0.0,2578.956,,,,,354.184,0.0,,354.184,3788.987,1579.804,3602.412,-2022.608,87.393,87.393,899.849,777.679,486.279,291.4,122.17,2567.046,,1550.92,1104.668,60.298,0.0,385.954,0.0,0.0,,,,284.216,0.0,0.0,284.216,1835.136,0.0,0.0,,,,579.61,0.0,0.0,0.0,0.0,579.61,579.61,2414.746,0.0,1676.567,3.35,1673.217,-6317.335,8595.902,-13.847,3941.287,0.0,3941.287,6356.033,
05/31/2014,6362.328,712.81,536.568,176.242,0.0,0.0,0.0,2699.722,,,,,422.717,,,422.717,3835.249,1559.88,3659.88,-2100.0,89.746,89.746,877.453,486.279,486.279,0.0,391.174,2527.079,,1597.527,1108.449,120.039,,369.039,0.0,0.0,,,,290.055,,,290.055,1887.582,0.0,0.0,,,,580.399,,,,,580.399,580.399,2467.981,0.0,1711.877,3.357,1708.52,-6590.218,8782.954,-10.266,3894.347,0.0,3894.347,6362.328,
08/30/2014,7034.26,1286.626,1226.627,59.999,0.0,0.0,0.0,2758.726,,,,,434.416,,,434.416,4479.768,1576.912,3676.912,-2100.0,92.383,92.383,885.197,486.279,486.279,0.0,398.918,2554.492,,1712.24,1258.568,46.494,,407.178,0.0,0.0,,,,294.658,,,294.658,2006.898,1500.0,1500.0,,,,588.183,,,,,588.183,2088.183,4095.081,0.0,1563.485,3.359,1560.126,-7620.595,9006.907,-10.618,2939.179,0.0,2939.179,7034.26,
11/29/2014,7335.835,1178.831,1043.838,134.993,0.0,0.0,0.0,3065.774,,,,,511.228,,,511.228,4755.833,1601.208,3801.208,-2200.0,94.876,94.876,883.918,486.279,486.279,0.0,397.639,2580.002,,1781.839,1309.002,14.559,,458.278,0.0,0.0,,,,296.776,,,296.776,2078.615,1500.0,1500.0,,,,567.913,,,,,567.913,2067.913,4146.528,0.0,1597.429,3.363,1594.066,-7621.286,9232.315,-19.151,3189.307,0.0,3189.307,7335.835,
02/28/2015,6758.993,985.566,875.574,109.992,0.0,0.0,0.0,2731.881,,,,,366.156,0.0,,366.156,4083.603,1676.7,3936.281,-2259.581,97.16,97.16,901.53,777.679,486.279,291.4,123.851,2675.39,,1636.521,1156.368,76.606,,403.547,0.0,0.0,,,,306.16,0.0,0.0,306.16,1942.681,1500.0,1500.0,,,,573.122,0.0,0.0,0.0,0.0,573.122,2073.122,4015.803,0.0,1800.059,3.367,1796.692,-8567.932,9553.376,-42.313,2743.19,0.0,2743.19,6758.993,
05/30/2015,6599.077,692.102,615.23,76.872,0.0,0.0,0.0,2844.361,,,,,394.238,,,394.238,3930.701,1657.119,3957.119,-2300.0,100.463,100.463,910.794,486.279,486.279,0.0,424.515,2668.376,,1655.254,1133.673,90.365,,431.216,0.0,0.0,,,,317.899,,,317.899,1973.153,1500.0,1500.0,,,,573.728,,,,,573.728,2073.728,4046.881,0.0,1835.031,3.374,1831.657,-8953.281,9711.827,-41.381,2552.196,0.0,2552.196,6599.077,
08/29/2015,6651.306,696.468,667.563,28.905,0.0,0.0,0.0,2875.417,,,,,426.007,,,426.007,3997.892,1669.951,4069.951,-2400.0,70.501,70.501,912.962,487.139,487.139,0.0,425.823,2653.414,,1685.952,1196.798,60.69,,428.464,0.0,0.0,,,,317.247,,,317.247,2003.199,1500.0,1500.0,,,,579.839,,,,,579.839,2079.839,4083.038,0.0,1853.053,3.376,1849.677,-9147.228,9913.505,-51.062,2568.268,0.0,2568.268,6651.306,
11/28/2015,6835.013,490.737,490.737,,0.0,0.0,0.0,3219.667,,,,,480.132,,,480.132,4190.536,1686.632,4186.632,-2500.0,74.666,74.666,883.179,487.166,487.166,0.0,396.013,2644.477,,1874.949,1402.968,4.327,,467.654,0.0,0.0,,,,317.43,,,317.43,2192.379,1491.021,1491.021,,,,585.859,,,,,585.859,2076.88,4269.259,0.0,1869.447,3.376,1866.071,-9341.45,10091.321,-53.564,2565.754,0.0,2565.754,6835.013,
02/27/2016,6490.077,601.77,515.573,86.197,0.0,0.0,0.0,2848.119,,,,,376.073,0.0,,376.073,3825.962,1725.043,4256.191,-2531.148,71.289,71.289,867.783,778.569,487.169,291.4,89.214,2664.115,,1569.295,1100.958,58.892,,409.445,0.0,0.0,,,,297.93,0.0,0.0,297.93,1867.225,1491.137,1491.137,,,,572.175,0.0,0.0,0.0,0.0,572.175,2063.312,3930.537,0.0,1888.19,3.377,1884.813,-9668.517,10394.865,-54.998,2559.54,0.0,2559.54,6490.077,
05/28/2016,6578.977,566.764,544.269,22.495,0.0,0.0,0.0,2923.043,,,,,408.224,,,408.224,3898.031,1723.429,4323.429,-2600.0,78.349,78.349,879.168,487.169,487.169,0.0,391.999,2680.946,,1670.716,1145.055,53.933,,471.728,0.0,0.0,,,,306.431,,,306.431,1977.147,1491.254,1491.254,,,,581.489,,,,,581.489,2072.743,4049.89,0.0,1925.362,3.392,1921.97,-9846.641,10498.036,-47.67,2529.087,0.0,2529.087,6578.977,
08/27/2016,6669.375,577.844,577.844,0.0,0.0,0.0,0.0,2903.647,,,,,447.013,,,447.013,3928.504,1739.952,4439.952,-2700.0,82.74,82.74,918.179,520.226,520.226,0.0,397.953,2740.871,,1689.708,1192.574,23.539,,473.595,0.0,0.0,,,,307.969,,,307.969,1997.677,1491.37,1491.37,,,,606.333,,,,,606.333,2097.703,4095.38,0.0,1942.865,3.395,1939.47,-9968.003,10646.033,-46.9,2573.995,0.0,2573.995,6669.375,
11/26/2016,7232.801,473.006,473.006,0.0,0.0,0.0,0.0,3268.569,,,,,528.547,,,528.547,4270.122,1769.061,4469.061,-2700.0,86.404,86.404,1107.214,709.4,709.4,0.0,397.814,2962.679,,2203.072,1621.432,0.0,,581.64,0.0,0.0,,,,304.319,,,304.319,2507.391,1491.487,1491.487,,,,618.94,,,,,618.94,2110.427,4617.818,0.0,1959.989,3.395,1956.594,-10044.058,10753.801,-54.749,2614.983,0.0,2614.983,7232.801,
02/25/2017,6822.655,488.329,488.329,0.0,0.0,0.0,0.0,2905.66,,,,,197.912,0.0,,197.912,3591.901,1837.129,4656.991,-2819.862,89.592,89.592,1304.033,1002.385,697.085,305.3,301.648,3230.754,,1723.023,1179.088,59.821,,484.114,0.0,0.0,,,,309.478,0.0,0.0,229.178,2032.501,1491.603,1491.603,,,,579.274,0.0,0.0,0.0,0.0,579.274,2070.877,4103.378,0.0,1978.176,3.395,1974.781,-10215.539,11003.89,-47.25,2719.277,0.0,2719.277,6822.655,
05/27/2017,6875.801,469.32,469.32,0.0,0.0,0.0,0.0,2962.936,,,,,217.917,,,217.917,3650.173,1817.594,4717.594,-2900.0,96.121,96.121,1311.913,707.643,707.643,0.0,604.27,3225.628,,1805.523,1178.811,117.211,,509.501,0.0,0.0,,,,319.496,,,319.496,2125.019,1491.719,1491.719,,,,586.471,,,,,586.471,2078.19,4203.209,0.0,2010.352,3.413,2006.939,-10342.863,11057.826,-52.723,2672.592,0.0,2672.592,6875.801,
08/26/2017,6782.659,464.062,464.062,0.0,0.0,0.0,0.0,2878.638,,,,,187.664,,,187.664,3530.364,1834.47,4834.47,-3000.0,99.157,99.157,1318.668,707.127,707.127,0.0,611.541,3252.295,,1670.613,1168.092,15.802,,486.719,0.0,0.0,,,,318.407,,,318.407,1989.02,1491.836,1491.836,,,,580.105,,,,,580.105,2071.941,4060.961,0.0,2026.242,3.416,2022.826,-10399.254,11130.348,-35.638,2721.698,0.0,2721.698,6782.659,
11/25/2017,7188.878,453.103,453.103,0.0,0.0,0.0,0.0,3199.669,,,,,287.719,,,287.719,3940.491,1840.959,4840.959,-3000.0,107.709,107.709,1299.719,716.283,716.283,0.0,583.436,3248.387,,2039.476,1455.355,0.0,,584.121,0.0,0.0,,,,321.591,,,321.591,2361.067,1491.952,1491.952,,,,587.013,,,,,587.013,2078.965,4440.032,0.0,2042.63,3.417,2039.213,-10422.816,11170.287,-41.255,2748.846,0.0,2748.846,7188.878,
03/03/2018,7040.806,724.179,346.14,378.039,0.0,0.0,0.0,2730.874,,,,,516.025,0.0,,516.025,3971.078,1909.289,5040.923,-3131.634,19.517,19.517,1140.922,1021.683,716.283,305.4,119.239,3069.728,,1830.604,1197.504,0.0,,633.1,0.0,0.0,,,,335.081,0.0,0.0,253.481,2165.685,1492.078,1492.078,,,,494.415,0.0,0.0,0.0,0.0,494.415,1986.493,4152.178,0.0,2061.393,3.418,2057.975,-10467.972,11343.503,-48.296,2888.628,0.0,2888.628,7040.806,
06/02/2018,7013.746,826.959,678.646,148.313,0.0,0.0,0.0,2646.263,,,,,483.159,,,483.159,3956.381,1893.23,5093.23,-3200.0,19.957,19.957,1144.178,716.283,716.283,0.0,427.895,3057.365,,1799.012,1082.943,0.0,,716.069,0.0,0.0,,,,329.055,,,329.055,2128.067,1492.194,1492.194,,,,489.306,,,,,489.306,1981.5,4109.567,0.0,2085.664,3.426,2082.238,-10490.082,11360.572,-51.975,2904.179,0.0,2904.179,7013.746,
09/01/2018,7319.863,1075.213,869.297,205.916,0.0,0.0,0.0,2813.588,,,,,387.343,,,387.343,4276.144,1881.957,5181.957,-3300.0,19.742,19.742,1142.02,716.283,716.283,0.0,425.737,3043.719,,2114.79,1366.161,0.0,,748.629,0.0,0.0,,,,329.227,,,329.227,2444.017,1492.31,1492.31,,,,481.128,,,,,481.128,1973.438,4417.455,0.0,2099.709,3.427,2096.282,-10530.712,11386.561,-53.15,2902.408,0.0,2902.408,7319.863,
12/01/2018,7536.744,1000.78,762.513,238.267,0.0,0.0,0.0,3005.548,,,,,474.285,,,474.285,4480.613,1866.086,5266.086,-3400.0,19.817,19.817,1170.228,716.283,716.283,0.0,453.945,3056.131,,2348.269,1554.353,,,793.916,0.0,0.0,,,,330.759,,,330.759,2679.028,1492.427,1492.427,,,,462.014,,,,,462.014,1954.441,4633.469,0.0,2112.217,3.427,2108.79,-10538.43,11388.91,-59.422,2903.275,0.0,2903.275,7536.744,
03/02/2019,6570.541,994.77,508.971,485.799,0.0,0.0,0.0,2618.922,,,,,296.28,0.0,0.0,296.28,3909.972,1853.091,5340.123,-3487.032,20.01,20.01,787.468,534.852,391.052,143.8,252.616,2660.569,,1738.31,1094.078,20.498,,623.734,0.0,0.0,,,,339.322,0.0,0.0,264.122,2077.632,1487.934,1487.934,,,,444.644,0.0,0.0,0.0,0.0,444.644,1932.578,4010.21,0.0,2122.099,3.426,2118.673,-10616.045,11112.887,-58.61,2560.331,0.0,2560.331,6570.541,
06/01/2019,7988.195,902.053,700.389,201.664,0.0,0.0,0.0,2540.852,,,,,254.187,,,254.187,3697.092,3813.642,7413.642,-3600.0,20.677,20.677,456.784,0.0,0.0,0.0,456.784,4291.103,,1676.067,1066.282,21.209,,588.576,411.928,0.0,411.928,1.511,410.417,343.087,,,343.087,2431.082,3366.713,1488.051,1878.662,103.581,1775.081,128.406,,,,,128.406,3495.119,5926.201,0.0,2141.796,3.434,2138.362,-10697.54,10679.515,-61.777,2061.994,0.0,2061.994,7988.195,
08/31/2019,7916.378,983.847,983.847,0.0,0.0,0.0,0.0,2334.936,,,,,301.368,,,301.368,3620.151,3785.348,5985.348,-2200.0,20.52,20.52,490.359,0.0,0.0,0.0,490.359,4296.227,,1688.096,1073.895,0.0,,614.201,457.871,0.0,457.871,1.547,456.324,341.143,,,341.143,2487.11,3404.354,1488.167,1916.187,103.172,1813.015,121.211,,,,,121.211,3525.565,6012.675,0.0,2153.978,3.436,2150.542,-10714.012,10521.658,-57.921,1903.703,0.0,1903.703,7916.378,
11/30/2019,8011.988,900.077,900.077,0.0,0.0,0.0,0.0,2543.247,,,,,361.116,,,361.116,3804.44,3696.551,5796.551,-2100.0,20.103,20.103,490.894,0.0,0.0,0.0,490.894,4207.548,,1899.6,1210.274,0.0,,689.326,460.928,0.0,460.928,1.564,459.364,337.515,,,337.515,2698.043,3341.413,1488.284,1853.129,102.776,1750.353,124.327,,,,,124.327,3465.74,6163.783,0.0,2158.94,3.44,2155.5,-10715.177,10460.81,-56.368,1848.205,0.0,1848.205,8011.988,
02/29/2020,7790.515,1385.982,1000.34,385.642,0.0,0.0,0.0,2093.869,,,,,346.434,0.0,98.092,248.342,3826.285,3437.57,5446.564,-2008.994,20.38,20.38,506.28,0.0,0.0,0.0,506.28,3964.23,,1618.429,944.194,0.0,,674.235,464.546,0.0,464.546,1.541,463.005,383.551,0.0,0.0,383.551,2466.526,3409.595,1488.4,1921.195,102.412,1818.783,149.459,0.0,0.0,0.0,0.0,149.459,3559.054,6025.58,0.0,2170.773,3.436,2167.337,-10715.755,10374.826,-64.909,1764.935,0.0,1764.935,7790.515,
05/30/2020,7694.347,1150.459,1120.974,29.485,0.0,0.0,0.0,2240.449,,,,,425.326,,70.53,354.796,3816.234,3265.49,5365.49,-2100.0,19.928,19.928,592.695,0.0,0.0,0.0,592.695,3878.113,,1562.257,954.745,,,607.512,547.965,0.0,547.965,2.418,545.547,353.815,,,353.815,2464.037,3517.103,1622.875,1894.228,102.041,1792.187,252.117,,,,,252.117,3769.22,6233.257,0.0,2178.664,3.439,2175.225,-10718.292,10072.535,-71.817,1461.09,0.0,1461.09,7694.347,
