Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investment & Loan Inc (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1992,52.233,37.18,63.98,46.216999,17.763,-26.799999,15.053,0.476,,,,12.003,2.574,-1.933,50.3,-32.076,0.0,32.076,18.224001,0.0,0.0,18.224001,-6.215,,12.009,0.0,,,12.009001,0.0,12.009,0.0,,12.009,12.009,,49.431999,0.2425,0.2425,,49.431999,0.2425,0.2425,0.2425,
12/31/1992,55.301001,39.735001,65.981001,46.636002,19.344999,-26.246,15.566,3.55,,,,10.102,1.914,-1.507,53.794001,-32.457001,0.0,32.457001,21.337,0.0,0.0,21.337,-6.98,,14.357,0.0,,,14.357,0.0,14.357,0.0,,14.357,14.357,,49.048,0.2925,0.2925,0.2925,49.048,0.2925,0.2925,0.2925,
03/31/1993,56.858001,41.092001,67.591002,51.344002,16.247,-26.499001,15.766,0.43,,,,11.102,4.234,-1.365,55.493001,-42.064999,0.0,42.064999,13.428,0.0,0.0,13.428,-4.341,,9.087,-1.659,,,10.746,0.0,10.746,0.0,,10.746,10.746,,57.688,0.1875,0.1575,,57.688,0.1875,0.1575,0.1575,
06/30/1993,64.183999,44.812998,71.090998,50.113998,20.976999,-26.278,19.371001,0.523,,,,16.325001,2.523,-0.408,63.775999,-39.047001,0.0,39.047001,24.729,0.0,0.0,24.729,-8.093,,16.636,0.0,,,16.636,0.0,16.636,0.0,,16.636,16.636,,56.919998,0.2925,0.2925,,56.919998,0.2925,0.2925,0.2925,
09/30/1993,66.483999,43.795,76.032999,54.716,21.316999,-32.237999,22.688999,0.956,,,,20.257999,1.475,-0.482,66.001999,-43.318001,0.0,43.318001,22.684,0.0,0.0,22.684,-7.287,,15.397,0.0,,,15.397,0.0,15.397,0.0,,15.397,15.397,,57.200001,0.27,0.27,,57.200001,0.27,0.27,0.27,
12/31/1993,67.011,44.957001,78.901001,53.812,25.089001,-33.944,22.053999,0.424,,,,22.674999,-1.045,-0.738,66.273,-37.298,0.0,37.298,28.975,-6.022,6.022,22.953,-7.527,,15.426,0.0,,,15.426,0.0,15.426,0.0,,15.426,15.426,,51.316,0.27,0.27,0.27,51.316,0.27,0.27,0.27,
03/31/1994,61.197001,44.801001,77.212999,59.306999,17.906,-32.411999,16.396,-0.479,,,,12.244,4.631,-0.29,60.907001,-42.491001,0.0,42.491001,18.416,0.0,0.0,18.416,-5.978,,12.438,0.0,,,12.438,0.0,12.438,0.0,,12.438,12.438,,56.619999,0.2175,0.2175,,56.619999,0.2175,0.2175,0.2175,
06/30/1994,67.206004,48.741003,86.772001,62.226002,24.546,-38.030998,18.465001,0.54,,,,16.565001,1.36,-0.467,66.739004,-41.995998,0.0,41.995998,24.743,0.0,0.0,24.743,-8.325,,16.417999,0.0,,,16.418,0.0,16.417999,0.0,,16.417999,16.417999,,59.372002,0.28,0.28,,59.372002,0.28,0.28,0.28,
09/30/1994,71.968001,51.859001,94.939003,71.757004,23.181999,-43.080002,20.109,1.099,,,,15.101,3.909,-0.44,71.528001,-44.738998,0.0,44.738998,26.789,0.0,0.0,26.789,-9.124,,17.665001,0.0,,,17.665,0.0,17.665001,0.0,,17.665001,17.665001,,58.883999,0.3,0.3,,58.883999,0.3,0.3,0.3,
12/31/1994,71.437001,53.205001,95.065002,59.713001,35.352001,-41.860001,18.232,-0.599,,,,21.086,-2.255,-0.984,70.453001,-45.674,0.0,45.674,24.778999,0.0,0.0,24.778999,-7.473,,17.306,0.0,,,17.305999,0.0,17.306,0.0,,17.306,17.306,,58.844,0.295,0.295,0.295,58.844,0.295,0.295,0.295,
03/31/1995,69.242002,53.201002,97.779001,67.873001,29.906,-44.577999,16.041,-3.042,,,,13.412,5.671,-0.6,68.642002,-44.818001,0.0,44.818001,23.823999,0.0,0.0,23.823999,-7.823,,16.000999,0.0,,,16.000999,0.0,16.000999,0.0,,16.000999,16.000999,,58.807999,0.2725,0.2725,,58.807999,0.2725,0.2725,0.2725,
06/30/1995,78.001999,55.896999,105.436001,62.964001,42.472,-49.539001,22.104999,0.163,,,,20.434999,1.507,-0.85,77.151999,-45.882,0.0,45.882,31.27,0.0,0.0,31.27,-10.749,,20.521,0.0,,,20.521001,0.0,20.521,0.0,,20.521,20.521,,59.144001,0.3475,0.3475,,59.144001,0.3475,0.3475,0.3475,
09/30/1995,81.858999,57.923,113.578999,83.279999,30.299,-55.655998,23.935999,1.26,,,,20.379999,2.296,-0.8,81.058999,-47.014999,0.0,47.014999,34.043999,0.0,0.0,34.043999,-11.753,,22.291,0.0,,,22.290998,0.0,22.291,0.0,,22.291,22.291,,58.807999,0.38,0.38,,58.807999,0.38,0.38,0.38,
12/31/1995,84.705,60.072999,113.689,96.557999,17.131001,-53.616001,24.632001,0.224,,,,26.898001,-2.49,-0.55,84.155,-51.014999,0.0,51.014999,33.139999,0.0,0.0,33.139999,-10.625,,22.514999,0.0,,,22.514999,0.0,22.514999,-0.038,,22.476999,22.476999,,58.936,0.3825,0.3825,0.3825,58.936,0.3825,0.3825,0.3825,
03/31/1996,86.026004,59.949003,113.508001,83.263,30.245001,-53.558998,26.077001,0.875,,,,22.940001,2.262,-0.6,85.426004,-49.751999,0.0,49.751999,35.674,0.0,0.0,35.674,-12.003,,23.671,0.0,,,23.671,0.0,23.671,0.0,,23.671,23.671,,58.716,0.4025,0.4025,0.4025,58.716,0.4025,0.4025,0.4025,
06/30/1996,90.016,63.49,116.078001,84.358002,31.719999,-52.588001,26.526001,0.82,,,,24.037001,1.669,-0.76,89.256,-51.439999,0.0,51.439999,37.816002,0.0,0.0,37.816002,-12.752,,25.063999,0.0,,,25.064002,0.0,25.063999,0.0,,25.063999,25.063999,,58.984001,0.425,0.425,0.425,58.984001,0.425,0.425,0.425,
09/30/1996,94.760998,65.767998,122.080997,87.794998,34.285999,-56.313,28.993,0.685,,,,27.139,1.169,-0.84,93.920998,-54.386002,0.0,54.386002,39.535,0.0,0.0,39.535,-13.775,,25.76,0.0,,,25.76,0.0,25.76,0.0,,25.76,25.76,,59.695999,0.4325,0.4325,0.4325,59.695999,0.4325,0.4325,0.4325,
12/31/1996,100.560999,71.265999,127.291001,92.237,35.054001,-56.025002,29.295,0.464,,,,26.91,1.921,-1.34,99.220999,-58.754002,0.0,58.754002,40.466999,0.0,0.0,40.466999,-13.612,,26.855,0.0,,,26.854999,0.0,26.855,0.0,,26.855,26.855,,59.72,0.45,0.45,0.45,59.72,0.45,0.45,0.45,
03/31/1997,117.034,82.898,160.137,119.589,40.548,-77.239,34.136,0.82,,,,31.038,2.278,-1.835,115.199,-68.176,,68.176,47.023,,,47.023,-16.438,,30.585,,,,30.585,,30.585,-0.009,,30.576,30.576,,265.336,0.115,0.115,0.115,272.1,0.1125,0.1125,0.1125,
06/30/1997,111.540996,79.157997,160.352997,160.352997,0.0,-81.195,32.382999,0.0,,,,32.382999,0.0,-0.895,110.645996,-65.801003,0.0,65.801003,44.845001,0.0,0.0,44.845001,-15.788,,33.337,0.0,,,29.057001,0.0,33.337,-0.009,,33.328,33.328,,60.535416,0.48,0.48,0.48,61.823402,0.47,0.47,0.47,
09/30/1997,121.84399,85.014992,168.496994,168.496994,0.0,-83.482002,36.828999,0.0,,,,36.828999,0.0,-1.17,120.67399,-73.915001,0.0,73.915001,46.758999,0.0,0.0,46.758999,-16.059,,30.700001,0.0,,,30.699999,0.0,30.700001,-0.009,,30.691001,30.691001,,61.400002,0.5,0.5,0.5,62.653061,0.49,0.49,0.49,
12/31/1997,140.517006,101.048004,191.266006,191.266006,0.0,-90.218002,39.469002,0.0,,,,39.469002,0.0,-1.5,139.017006,-89.297997,0.0,89.297997,49.719002,-0.815,0.815,48.904002,-16.421,,32.483002,0.0,,,32.483002,0.0,32.483002,0.0,,32.483002,32.483002,,69.112762,0.48,0.48,0.49,69.112999,0.47,0.47,0.48,
03/31/1998,161.429003,116.623001,214.456001,159.914001,54.542,-97.833,44.806002,2.742,,,,37.796001,4.268,-3.555,157.874003,-98.783997,,98.783997,59.09,-1.973,1.973,57.117,-18.121,,38.995998,,,,38.996,,38.995998,-0.021,,38.974998,38.974998,,,0.54,0.54,0.54,74.307999,0.52,0.52,0.52,
06/30/1998,169.425002,121.673,218.828999,170.251999,48.577,-97.155998,47.752002,4.416,,,,39.962002,3.374,-3.264,166.161002,-105.380997,,105.380997,60.779999,-12.031,12.031,48.748999,-15.765,,32.984001,,,,32.983998,,32.984001,-0.03,,32.954001,32.954001,,,0.44,0.44,0.44,75.706001,0.44,0.44,0.44,
09/30/1998,192.752007,139.681007,250.809006,250.809006,,-111.127998,53.070999,0.0,,,,53.070999,0.0,-3.13,189.622006,-123.238998,0.0,123.238998,66.383003,-3.059,3.059,63.324003,-22.316999,,41.007,0.0,,,41.007004,0.0,41.007,0.0,,41.007,41.007,,82.014,0.5,0.5,0.53,83.687752,0.49,0.49,0.52,
12/31/1998,245.500992,184.444992,325.598999,325.598999,,-141.154007,61.056,0.0,,,,61.056,0.0,-3.635,241.865992,-170.776001,0.0,170.776001,71.089996,-25.927,25.927,45.162996,-14.806,,30.357,0.0,,,30.356997,-0.42,29.937,0.0,,29.937,29.937,,82.0,0.35,0.35,0.54,85.074997,0.35,0.35,0.54,
03/31/1999,242.335,176.855,318.17,251.297,66.873,-141.315,65.48,13.868,,,,42.183,9.429,-4.741,237.594,-161.56,0.0,161.56,76.034,-1.045,1.045,74.989,-26.729,,48.26,0.0,,,48.26,-1.356,46.904,0.0,,46.904,46.904,0.596,85.493,0.56,0.56,0.57,85.493,0.55,0.55,0.56,
06/30/1999,248.31,185.303,333.524,265.527,67.997,-148.221,63.007,15.848,,,,40.996,6.163,-4.143,244.167,-164.767,0.0,164.767,79.4,-1.119,1.119,78.281,-26.944,,51.337,0.0,,,51.337,-0.504,50.833,0.0,,50.833,50.833,0.7,84.396,0.6,0.6,0.61,85.599,0.59,0.59,0.6,
09/30/1999,251.408,187.817,344.284,274.644,69.64,-156.467,63.591,11.926,,,,39.7,11.965,-4.517,246.891,-160.887,0.0,160.887,86.004,-2.151,2.151,83.853,-29.273,,54.58,0.0,,,54.58,-0.802,53.778,0.0,,53.778,53.778,1.41966,84.413,0.64,0.64,0.65,85.409,0.63,0.63,0.64,
12/31/1999,265.981,191.514,363.36,290.8,72.56,-171.846,74.467,-44.612,,,,87.804,31.275,-4.555,261.426,-166.662,0.0,166.662,94.764,-23.376,23.376,71.388,-26.552,,44.836,0.0,,,44.836,-2.287,42.549,0.0,,42.549,42.549,,84.6,0.49,0.49,0.67,86.535,0.49,0.49,0.67,
03/31/2000,251.592,190.992,379.555,304.685,74.87,-188.563,60.6,10.959,,,,42.722,6.919,-5.248,246.344,-158.769,0.0,158.769,87.575,-138.454,138.454,-50.879,21.955,,-28.924,0.0,,,-28.924,0.432,-28.492,0.0,0.0,-28.492,-28.492,85.492,86.459,-0.33,-0.33,0.66,86.459,-0.33,-0.33,0.66,
06/30/2000,265.199,194.6,396.623,321.555,75.068,-202.023,70.599,17.043,,,,39.671,13.885,-6.214,258.985,-166.16,0.0,166.16,92.825,-1.152,1.152,91.673,-31.445,,60.228,0.0,,,60.228,-0.643,59.585,0.0,0.0,59.585,59.585,0.7,85.707,0.7,0.7,0.71,86.323,0.69,0.69,0.7,
09/30/2000,283.378,208.029,424.482,346.132,78.35,-216.453,75.349,20.338,,,,40.934,14.077,-8.119,275.259,-172.413,0.0,172.413,102.846,-1.513,1.513,101.333,-35.646,,65.687,0.0,,,65.687,-1.043,64.644,0.0,0.0,64.644,64.644,1.1,86.909,0.74,0.74,0.75,87.61,0.74,0.74,0.75,
12/31/2000,292.284,209.757,425.523,348.791,76.732,-215.766,82.527,-33.536,,,,100.268,15.795,-12.23,280.054,-177.993,0.0,177.993,102.063,-1.284,1.284,100.779,-34.525,,66.254,0.0,,,66.254,-0.28,65.974,0.0,,65.974,65.974,0.751,87.01,0.76,0.76,0.77,88.171,0.75,0.75,0.76,
03/31/2001,327.606,215.837,406.913,336.806,70.107,-191.076,111.769,10.713,,,,50.754,50.302,-12.772,314.834,-200.862,0.0,200.862,113.972,-2.537,2.537,111.435,-41.138,,70.297,7.159,,,63.138,1.604,64.742,0.0,0.0,64.742,64.742,1.6,88.247,0.73,0.81,0.83,89.495,0.72,0.8,0.82,
06/30/2001,328.911,235.018,407.409,349.295,58.114,-172.391,93.893,27.957,,,,52.712,13.224,-12.235,316.676,-205.176,0.0,205.176,111.5,-0.734,0.734,110.766,-38.954,,71.812,0.0,,,71.812,1.783,73.595,0.0,0.0,73.595,73.595,0.5,92.165,0.8,0.8,0.8,93.21,0.79,0.79,0.79,
09/30/2001,355.422,247.113,401.238,344.079,57.159,-154.125,108.309,51.573,,,,53.803,2.933,-21.47,333.952,-218.854,0.0,218.854,115.098,-4.345,4.345,110.753,-41.207,,69.546,0.0,,,69.546,3.251,72.797,0.0,0.0,72.797,72.797,2.6,92.306,0.79,0.84,0.87,93.509,0.78,0.83,0.86,
12/31/2001,356.556,251.821,376.392,320.491,55.901,-124.571,104.735,-71.949,,,,167.966,8.718,-26.714,329.842,-218.382,0.0,218.382,111.46,-4.233,4.233,107.227,-36.501,,70.726,0.0,,,70.726,1.16,71.886,0.0,0.0,71.886,71.886,2.9,92.036,0.78,0.78,0.81,92.685,0.78,0.78,0.81,
03/31/2002,350.036,256.21,364.99,315.052,49.938,-108.78,93.826,24.306,,,,59.396,10.124,-18.09,331.946,-205.254,0.0,205.254,126.692,0.0,0.0,126.692,-44.025,,82.667,35.555,,,47.112,0.15,47.262,0.0,0.0,47.262,47.262,,92.055,0.52,0.9,0.9,92.814,0.51,0.89,0.89,
06/30/2002,360.649,259.044,368.682,319.353,49.329,-109.638,101.605,9.046,,,,79.125,13.434,-15.705,344.944,-215.708,0.0,215.708,129.236,0.0,0.0,129.236,-44.947,,84.289,2.789,,,81.5,0.575,82.075,0.0,0.0,82.075,82.075,,91.779,0.89,0.92,0.92,92.629,0.89,0.92,0.92,
09/30/2002,336.121,261.306,366.62,320.567,46.053,-105.314,74.815,1.094,,,,60.472,13.249,-22.309,313.812,-212.478,0.0,212.478,128.434,-33.78,33.78,94.654,-31.772,,62.882,25.922,,,36.96,2.486,39.446,0.0,0.0,39.446,39.446,20.817,91.499,0.43,0.71,0.94,92.017,0.43,0.71,0.94,
12/31/2002,365.15,258.582,355.627,311.6,44.027,-97.045,106.568,7.624,,,,86.194,12.75,-15.775,349.375,-217.185,0.0,217.185,132.19,-1.623,1.623,130.567,-46.958,,83.609,-3.437,,,87.046,0.449,87.495,0.0,0.0,87.495,87.495,,90.943,0.96,0.92,0.93,91.073,0.96,0.92,0.93,
03/31/2003,362.547,266.208,349.399,305.82,43.579,-83.191,96.339,4.103,,,,75.596,16.64,-17.55,344.997,-213.964,0.0,213.964,131.033,0.0,0.0,131.033,-46.394,,84.639,-0.328,,,84.967,2.737,87.704,0.0,0.0,87.704,87.704,,90.529,0.97,0.96,0.96,90.648,0.97,0.96,0.96,
06/30/2003,374.758,273.953,353.537,305.956,47.581,-79.584,100.805,1.58,,,,88.081,11.144,-18.15,356.608,-215.297,0.0,215.297,141.311,-1.106,1.106,140.205,-48.956,,91.249,-0.017,,,91.266,1.159,92.425,0.0,0.0,92.425,92.425,0.719,90.008,1.03,1.03,1.04,90.586,1.02,1.02,1.03,
09/30/2003,467.255,277.079,349.392,302.271,47.121,-72.313,190.176,83.804,,,,93.847,12.525,-18.26,448.995,-218.91,0.0,218.91,230.085,-102.224,102.224,127.861,-66.511,,61.35,2.115,,,59.235,2.849,62.084,0.0,0.0,62.084,62.084,31.8,89.754,0.69,0.72,1.07,90.811,0.68,0.71,1.06,
12/31/2003,381.029,278.254,347.06,296.624,50.436,-68.806,102.775,3.661,,,,96.8,2.314,-15.98,365.049,-216.957,0.0,216.957,148.092,-1.032,1.032,147.06,-51.89,,95.17,1.103,,,94.067,-6.745,87.322,0.0,0.0,87.322,87.322,-0.107,89.91,1.06,1.06,1.06,90.9,1.05,1.05,1.05,
03/31/2004,388.233,279.422,348.622,296.043,52.579,-69.2,108.811,2.01,,,,89.06,17.741,-11.244,376.989,-222.338,0.0,222.338,154.651,0.0,0.0,154.651,-54.714,,99.937,0.0,,,99.937,-0.268,99.669,0.0,0.0,99.669,99.669,,89.724,1.11,1.11,1.11,90.905,1.1,1.1,1.1,
06/30/2004,391.524,284.245,362.479,306.985,55.494,-78.234,107.279,11.535,,,,81.745,13.999,-10.301,381.223,-229.448,0.0,229.448,151.775,-0.528,0.528,151.247,-54.631,,96.616,0.0,,,96.616,2.226,98.842,0.0,0.0,98.842,98.842,0.528,89.589,1.1,1.1,1.1,90.658,1.09,1.09,1.09,
09/30/2004,404.271,291.115,379.396,321.134,58.262,-88.281,113.156,7.038,,,,95.078,11.04,-9.363,394.908,-232.283,0.0,232.283,162.625,-1.132,1.132,161.493,-58.14,,103.353,0.0,,,103.353,-0.858,102.495,0.0,0.0,102.495,102.495,1.132,89.617,1.14,1.14,1.15,90.957,1.13,1.13,1.14,
12/31/2004,408.331,309.384,404.311,342.101,62.21,-94.927,98.947,30.084,,,,89.421,-20.558,-13.159,395.172,-236.988,0.0,236.988,158.184,-1.184,1.184,157.0,-52.641,,104.359,0.0,,,104.359,0.622,104.981,0.0,0.0,104.981,104.981,,89.721,1.17,1.17,1.18,91.342,1.15,1.15,1.16,
03/31/2005,417.947,314.951,422.841,359.639,63.202,-107.89,103.05,3.784,3.784,,,87.501,11.765,-9.383,408.564,-238.61,0.0,238.61,169.954,-0.725,0.725,169.229,-59.749,,109.48,,,,109.48,0.754,110.234,0.0,0.0,110.234,110.234,,89.877,1.23,1.23,1.23,91.494,1.2,1.2,1.2,
06/30/2005,434.28,330.928,455.736,390.297,65.439,-124.808,103.352,2.544,,,,89.549,11.259,-11.417,422.863,-242.666,0.0,242.666,180.197,3.2,-3.2,183.397,-66.33,,117.067,,,,117.067,1.743,118.81,,,118.81,118.81,-2.043,89.846,1.32,1.32,1.3,91.61,1.3,1.3,1.28,
09/30/2005,451.901,340.652,483.277,418.022,65.255,-142.625,111.249,5.434,,,,95.235,10.58,-12.107,439.794,-248.265,0.0,248.265,191.529,-0.207,0.207,191.322,-68.2,,123.122,,,,123.122,-0.152,122.97,,,122.97,122.97,0.135,89.98,1.37,1.37,1.37,91.605,1.34,1.34,1.34,
12/31/2005,492.865,374.819,548.402,475.719,72.683,-173.583,115.859,1.352,1.352,,,102.129,12.378,-10.116,482.749,-276.254,0.0,276.254,206.495,-8.556,8.556,197.939,-69.139,,128.8,0.0,,,128.8,-0.693,128.107,0.0,0.0,128.107,128.107,,95.002,1.35,1.35,1.4,96.963,1.32,1.32,1.37,
03/31/2006,552.778,422.847,638.07,552.761,85.309,-215.223,129.931,5.226,,,,108.539,16.166,-14.512,538.266,-318.854,0.0,318.854,219.412,-7.044,7.044,212.368,-75.258,,137.11,,,,137.11,0.523,137.633,0.0,,137.633,137.633,,105.472,1.3,1.3,1.34,107.725,1.28,1.28,1.32,
06/30/2006,574.086,436.327,686.601,601.545,85.056,-250.274,137.759,8.836,,,,113.857,15.066,-17.022,557.064,-324.37,0.0,324.37,232.694,-8.906,8.906,223.788,-78.821,,144.967,,,,144.967,0.343,145.31,,,145.31,145.31,,106.001,1.37,1.37,1.42,107.883,1.35,1.35,1.4,
09/30/2006,591.84,446.511,731.743,649.731,82.012,-285.232,145.329,18.384,,,,110.964,15.981,-14.363,577.477,-327.479,,327.479,249.998,-2.549,2.549,247.449,-83.79,,163.659,,,,163.659,-9.985,153.674,,,153.674,153.674,,106.285,1.45,1.45,1.47,108.061,1.42,1.42,1.44,
12/31/2006,598.92,459.039,761.297,676.881,84.416,-302.258,139.881,10.312,,,,114.82,14.749,-26.675,572.245,-322.566,0.0,322.566,249.679,-20.36,20.36,229.319,-80.081,,149.238,0.0,,,149.238,-2.73,146.508,-3.835,0.0,142.673,142.673,13.234,106.457,1.34,1.34,1.46,108.221,1.32,1.32,1.44,
03/31/2007,602.497,457.083,770.451,686.125,84.326,-313.368,145.414,14.099,,,,112.527,18.788,-9.111,593.386,-349.484,,349.484,243.902,-2.495,2.495,241.407,-88.854,,152.553,,,,152.553,0.705,153.258,-3.603,,149.655,149.655,,108.414,1.38,1.38,1.39,110.107,1.36,1.36,1.37,
06/30/2007,610.688,469.347,789.614,710.012,79.602,-320.267,141.341,5.337,,,,119.118,16.886,-17.763,592.925,-346.121,,346.121,246.804,-1.491,1.491,245.313,-86.065,,159.248,,,,159.248,-0.034,159.214,-3.607,,155.607,155.607,,107.803,1.44,1.44,1.45,109.124,1.43,1.43,1.44,
09/30/2007,622.46,476.637,817.742,740.9,76.842,-341.105,145.823,5.912,,,,122.41,17.501,-55.354,567.106,-351.349,,351.349,215.757,-0.682,0.682,215.075,-71.853,,143.222,,,,143.222,-7.49,135.732,-3.77,,131.962,131.962,,106.814,1.24,1.24,1.24,107.88,1.22,1.22,1.22,
12/31/2007,616.859,478.885,827.519,751.727,75.792,-348.634,137.974,-1.529,,,,119.521,19.982,-69.982,546.877,-344.179,0.0,344.179,202.698,-166.995,166.995,35.703,11.035,,46.738,0.0,,,46.738,-1.197,45.541,-3.343,0.0,42.198,42.198,108.547,106.454,0.4,0.4,1.42,106.903,0.39,0.39,1.41,
03/31/2008,643.447,486.458,790.115,713.285,76.83,-303.657,134.749,3.787,3.787,,,111.65,19.312,-92.282,551.165,-367.796,,367.796,183.369,-46.296,46.296,155.073,-49.896,,105.177,,,,105.177,1.572,106.749,-2.453,0.0,104.296,104.296,,106.514,0.98,0.98,1.15,106.722,0.98,0.98,1.15,
06/30/2008,595.876,484.743,722.932,661.191,61.741,-238.189,111.133,-15.636,,,,113.272,13.497,-114.192,481.684,-354.136,,354.136,127.548,-39.042,39.042,88.506,-22.037,,66.469,,,,66.469,5.729,72.198,-2.454,,69.744,69.744,,106.595,0.65,0.65,0.93,106.712,0.65,0.65,0.93,
09/30/2008,609.635,492.003,735.652,678.459,57.193,-243.649,117.632,-0.792,,,,109.323,9.101,-156.606,453.029,-369.653,,369.653,83.376,-30.645,30.645,52.731,-11.214,,41.517,,,,41.517,-3.757,37.76,-4.409,,33.351,33.351,,108.407,0.31,0.31,0.49,108.497,0.31,0.31,0.49,
