Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,810.0,,-547.200012,,262.799988,,-156.600006,,,,106.199997,-2.5,,28.299999,,0.0,,-25.799999,103.699997,-33.900002,69.800003,0.0,,,69.799995,0.0,69.800003,0.0,,69.800003,69.800003,,320.399994,0.225,0.225,,320.399994,0.225,0.225,0.225,
06/30/1990,825.0,,-557.200012,,267.799988,,-156.5,,,,111.300003,-21.599999,,26.9,,0.0,,-5.3,89.700004,-28.0,61.700001,0.0,,,61.700004,0.0,61.700001,0.0,,61.700001,61.700001,,320.420013,0.2,0.2,,320.420013,0.2,0.2,0.2,
09/30/1990,807.0,,-558.799988,,248.200012,,-152.899994,,,,95.300003,-34.299999,,35.599998,,0.0,,-1.3,61.000005,-18.700001,42.299999,0.0,,,42.300004,0.0,42.299999,0.0,,42.299999,42.299999,,318.679993,0.14,0.14,,318.679993,0.14,0.14,0.14,
12/31/1990,767.0,,-546.309998,,220.690002,,-170.679993,,,,50.009998,-68.510002,,34.970001,,0.0,,33.540001,-18.500004,-16.5,-35.0,0.0,,,-35.000004,0.0,-35.0,0.0,,-35.0,-35.0,,305.200012,-0.11,-0.11,-0.11,305.200012,-0.11,-0.11,-0.11,
03/31/1991,753.0,,-525.799988,,227.200012,,-163.600006,,,,63.599998,-36.0,,32.5,,0.0,,3.5,27.599998,-10.8,16.799999,0.0,,,16.799998,0.0,16.799999,0.0,,16.799999,16.799999,,304.799988,0.055,0.055,,304.799988,0.055,0.055,0.055,
06/30/1991,778.0,,-544.200012,,233.799988,,-169.0,,,,64.800003,-23.9,,32.5,,0.0,,-8.6,40.900003,-16.0,24.9,0.0,,,24.900003,0.0,24.9,0.0,,24.9,24.9,,306.880005,0.085,0.085,,306.880005,0.085,0.085,0.085,
09/30/1991,804.0,,-557.200012,,246.799988,,-170.0,,,,76.800003,-25.700001,,31.700001,,0.0,,-6.0,51.100002,-20.200001,30.9,0.0,,,30.900002,0.0,30.9,0.0,,30.9,30.9,,308.399994,0.105,0.105,,308.399994,0.105,0.105,0.105,
12/31/1991,806.0,,-579.26001,,226.73999,,-183.610001,,,,43.130001,-65.129999,,29.879999,,0.0,,35.25,-21.999998,-5.7,-27.700001,0.0,,,-27.699998,0.0,-27.700001,0.0,,-27.700001,-27.700001,,302.0,-0.095,-0.095,-0.095,302.0,-0.095,-0.095,-0.095,
03/31/1992,851.0,,-577.200012,,273.799988,,-194.300003,,,,79.5,-11.499999,,24.299999,,0.0,,-12.8,68.000001,-27.200001,40.799999,0.0,,,40.8,0.0,40.799999,0.0,,40.799999,40.799999,,313.200012,0.135,0.135,,313.200012,0.135,0.135,0.135,
06/30/1992,867.0,,-581.700012,,285.299988,,-190.800003,,,,94.5,-13.500001,,26.700001,,0.0,,-13.2,80.999999,-32.5,48.5,0.0,,,48.499999,0.0,48.5,0.0,,48.5,48.5,,314.0,0.16,0.16,,314.0,0.16,0.16,0.16,
