Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
01/31/1990,3.0,-18,17.0,-4.0,,,-4.0,8.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/30/1990,82.0,8,19.0,1.0,,,1.0,54.0,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1990,-6.0,6,16.0,4.0,,,4.0,-32.0,,,,-32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/1990,29.0,-7,14.0,6.0,,,6.0,16.0,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/1991,-107.0,-38,18.0,1.0,,,1.0,-88.0,,,,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/30/1991,-24.0,-29,16.0,-4.0,,,-4.0,-7.0,,,,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1991,7.0,-31,19.0,11.0,,,11.0,8.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/1991,400.0,-67,18.0,5.0,,,5.0,444.0,,,,444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/1992,-36.0,-32,18.0,-3.0,,,-3.0,-19.0,,,,-19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/30/1992,-24.0,-35,19.0,8.0,,,8.0,-16.0,,,,-16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1992,4.0,-115,22.0,54.0,,,54.0,43.0,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/1992,35.0,-30,18.0,-19.0,,,-19.0,66.0,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/1993,-101.0,-226,19.0,218.0,,,218.0,-112.0,,,,-112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/30/1993,14.0,8,18.0,15.0,,,15.0,-27.0,,,,-27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1993,62.0,-312,19.0,342.0,,,342.0,13.0,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/1993,60.0,22,19.0,1.0,,,1.0,18.0,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,
01/31/1994,-108.0,16,20.0,-8.0,,,-8.0,-136.0,,,,-136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/30/1994,50.0,23,20.0,12.0,,,12.0,-5.0,,,,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1994,77.0,20,18.0,11.0,,,11.0,28.0,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/1994,135.0,23,14.0,30.0,,,30.0,68.0,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/1995,-2.0,23,21.0,9.0,,,9.0,-55.0,,,,-55.0,,,-18.0,,,,-18.0,,,,,,,,,,18.0,,,,,,,,,,,,,,,
04/30/1995,-19.0,46,22.0,-42.0,,,-42.0,-45.0,,,,-45.0,,,-32.0,,,,-32.0,,,,,,,,,,32.0,,,,,,,,,,,,,,,
07/31/1995,241.0,39,20.0,16.0,,,16.0,166.0,,,,166.0,,,-41.0,,,,-41.0,,,,,,,,,,41.0,,,,,,,,,,,,,,,
10/31/1995,197.0,56,18.0,172.0,,,172.0,-49.0,,,,-49.0,,,-48.0,,,,-48.0,,,,,,,,,,48.0,,,,,,,,,,,,,,,
01/31/1996,-232.0,22,26.0,-163.0,,,-163.0,-117.0,,,,-117.0,,-23.0,-23.0,,,,-23.0,,,,,,,,,,0.0,,,,,,,,,,,,-255.0,,,
04/30/1996,12.0,26,26.0,19.025999,,,19.025999,-59.026001,,,,-59.026001,,-32.0,-32.0,,,,-32.0,,,,,,,,,,0.0,,,,,,,,,,,,-20.0,,,
07/31/1996,61.0,17,23.0,-10.026,,,-10.026,31.025999,,,,31.025999,,-17.0,-17.0,,,,-17.0,,,,,,,,,,0.0,,,,,,,,,,,,44.0,,,
10/31/1996,277.0,0,26.0,76.0,,,76.0,175.0,,,,175.0,,-108.0,-108.0,,,,-108.0,,,,,,,,,,0.0,,,,,,,,,,,,169.0,,,
01/31/1997,-140.0,15,33.0,-113.0,,,-113.0,-75.0,,,,-75.0,,200.0,-25.0,0.0,,,-25.0,,,0.0,0.0,0.0,,,,,225.0,-350.0,-7.0,-343.0,,,,0.0,0.0,0.0,0.0,,-290.0,,,
04/30/1997,135.0,30,27.0,-5.0,,,-5.0,83.0,,,,83.0,,-334.0,-33.0,0.0,,,-33.0,,,0.0,0.0,0.0,,,,,-301.0,239.0,-7.0,246.0,,,,0.0,0.0,0.0,0.0,,40.0,,,
07/31/1997,39.0,35,29.0,12.0,,,12.0,-37.0,,,,-37.0,,221.0,-31.0,0.0,,,-31.0,,,0.0,0.0,0.0,,,,,252.0,-285.0,-7.0,-258.0,,,,-20.0,0.0,-20.0,0.0,,-25.0,,,
