Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
07/02/1994,308.115997,,-146.382996,,161.733002,,-85.970001,,,,75.763,1.648,,3.793,,,0.0,-5.441,77.411,-22.841999,54.569,0.0,,,54.569001,0.0,54.569,0.0,,54.569,54.569,,1736.511963,0.0325,0.0325,,1736.511963,0.0325,0.0325,0.0325,
10/01/1994,371.582001,,-176.332993,,195.249008,,-96.347,,,,98.902,0.135,,3.652,,,0.0,-3.787,99.037,-29.642,69.394997,0.0,,,69.395,0.0,69.394997,0.0,,69.394997,69.394997,,1746.647949,0.04,0.04,,1746.647949,0.04,0.04,0.04,
12/31/1994,430.735992,,-212.910995,,217.824997,,-110.656998,,,,107.167999,2.5,,4.064,,,0.0,-6.564,109.667999,-31.804001,77.863998,0.0,,,77.863998,0.0,77.863998,0.0,,77.863998,77.863998,,1878.479984,0.045,0.045,0.045,1878.479984,0.045,0.045,0.045,
04/01/1995,448.115997,,-218.108002,,230.007996,,-111.731003,,,,118.277,3.607,,3.509,,,0.0,-7.116,121.884001,-36.435001,85.448997,0.0,,,85.448999,0.0,85.448997,0.0,,85.448997,85.448997,,1880.640015,0.04625,0.04625,0.04625,1880.640015,0.04625,0.04625,0.04625,
07/01/1995,478.553009,,-231.761993,,246.791016,,-118.445999,,,,128.345001,3.306,,3.065,,,0.0,-6.371,131.651001,-37.540001,94.111,0.0,,,94.111,0.0,94.111,0.0,,94.111,94.111,,1984.488037,0.04875,0.04875,0.04875,1984.488037,0.04875,0.04875,0.04875,
09/30/1995,475.459991,,-240.276993,,235.182999,,-117.771004,,,,117.412003,1.924,,3.087,,,0.0,-5.011,119.336003,-34.178001,85.157997,0.0,,,85.158001,0.0,85.157997,0.0,,85.157997,85.157997,,1986.375977,0.04375,0.04375,0.04375,1986.375977,0.04375,0.04375,0.04375,
12/30/1995,519.145996,,-312.729004,,206.416992,,-134.671997,,,,71.745003,6.205,,3.196,,,0.0,-9.401,77.950003,-15.823,62.126999,0.0,,,62.127003,0.0,62.126999,0.0,,62.126999,62.126999,,1983.119992,0.0325,0.0325,0.03125,1983.119992,0.0325,0.0325,0.03125,
03/30/1996,521.487,,-293.164001,,228.322998,,-117.081001,,,,111.241997,3.473,,3.059,,,0.0,-6.532,114.714997,-30.17,84.544998,0.0,,,84.544997,0.0,84.544998,0.0,,84.544998,84.544998,,1988.312012,0.04375,0.04375,0.04375,1989.296021,0.0425,0.0425,0.0425,
06/29/1996,545.017029,,-304.94101,,240.076019,,-126.791,,,,113.285004,4.834,,2.997,,,0.0,-7.831,118.119004,-31.065001,87.054001,0.0,,,87.054003,0.0,87.054001,0.0,,87.054001,87.054001,,1988.135986,0.045,0.045,0.045,1934.536011,0.045,0.045,0.045,
09/30/1996,550.754028,,-306.437988,,244.31604,,-131.419006,,,,112.897003,6.584,,3.045,,,0.0,-9.629,119.481003,-29.134001,90.347,0.0,,,90.347002,0.0,90.347,0.0,,90.347,90.347,,1991.984009,0.04625,0.04625,0.04625,2007.712036,0.045,0.045,0.045,
12/31/1996,656.394043,,-344.406952,,311.987091,,-152.87011,,,,159.116981,8.042017,,2.866,,,0.0,-10.908017,167.158998,-42.875993,124.283005,0.0,,,124.283005,0.0,124.283005,0.0,,124.283005,124.283005,,2045.895864,0.06125,0.06125,0.06125,2045.895864,0.06125,0.06125,0.06125,
03/31/1997,618.437,,-335.985,,282.452,,-145.715,,,,136.737,12.379,1.402,1.402,,,0.0,-13.781,149.116,-38.248,110.868,0.0,,,110.868,0.0,110.868,0.0,,110.868,110.868,,2038.824,0.055,0.055,0.055,2038.856,0.055,0.055,0.055,
06/30/1997,713.461,,-384.545,,328.916,,-168.086,,,,160.83,12.403,4.64,4.64,,,0.0,-17.043,173.233,-44.434,128.799,0.0,,,128.799,0.0,128.799,0.0,,128.799,128.799,,2111.6,0.0625,0.0625,0.0625,2112.312,0.0625,0.0625,0.0625,
09/30/1997,732.57,,-391.278,,341.292,,-178.624,,,,162.668,15.708,4.706,4.706,,,0.0,-20.414,178.376,-45.754,132.622,0.0,,,132.622,0.0,132.622,0.0,,132.622,132.622,,2125.408,0.06375,0.06375,0.06375,2130.136,0.06375,0.06375,0.06375,
12/31/1997,873.392029,,-459.20401,,414.188019,,-212.511002,,,,201.677002,15.635,,4.715,,,0.0,-20.35,217.312002,-51.073002,166.238998,0.0,,,166.239,0.0,166.238998,0.0,,166.238998,166.238998,,1983.708008,0.085,0.085,0.085,2131.711916,0.08,0.08,0.08,
03/31/1998,828.351,,-431.136,,397.215,,-219.171,,,,178.044,16.776,4.73,4.73,,,,-21.506,194.82,-48.705,146.115,0.0,,,146.115,0.0,146.115,0.0,,146.115,146.115,,1988.936,0.0725,0.0725,0.0725,2140.48,0.07,0.07,0.07,
06/30/1998,952.002014,,-467.480011,,484.522003,,-251.580994,,,,232.940994,19.72,4.999,4.999,,,0.0,-24.719,252.660994,-63.165001,189.496002,0.0,,,189.495993,0.0,189.496002,0.0,,189.496002,189.496002,,1994.59204,0.095,0.095,0.095,2150.199952,0.09,0.09,0.09,
09/30/1998,1002.541016,,-478.187012,,524.354004,,-273.48999,,,,250.863998,17.523,4.862,4.862,,,0.0,-22.385,268.386998,-67.097,201.289993,0.0,,,201.289998,0.0,201.289993,0.0,,201.289993,201.289993,,2004.443968,0.1,0.1,0.1,2161.196044,0.095,0.095,0.095,
12/31/1998,1190.840942,,-552.405029,,638.435913,,-318.480988,,,,319.954987,21.994999,,5.6,,,0.0,-27.594999,341.949986,-85.487999,256.462006,0.0,,,256.461987,0.0,256.462006,0.0,,256.462006,256.462006,,2011.5,0.1275,0.1275,0.1275,2171.260008,0.12,0.12,0.12,
03/31/1999,1483.305,,-765.891,,717.414,,-440.284,,,,277.13,19.154,8.718,8.718,0.0,,0.0,-27.872,296.284,-73.959,222.325,0.0,,,222.325,0.0,222.325,0.0,0.0,222.325,222.325,,4098.724,0.055,0.055,0.055,4429.708,0.05,0.05,0.05,
06/30/1999,1647.642,,-811.431,,836.211,,-475.699,,,,360.512,22.255,8.244,8.244,0.0,,0.0,-30.499,382.767,-96.896,285.871,0.0,,,285.871,0.0,285.871,0.0,0.0,285.871,285.871,,4115.118,0.07,0.07,0.07,4429.352,0.065,0.065,0.065,
09/30/1999,1708.91,,-822.748,,886.162,,-513.211,,,,372.951,26.755,7.85,7.85,0.0,,0.0,-34.605,399.706,-103.938,295.768,0.0,,,295.768,0.0,295.768,0.0,0.0,295.768,295.768,,4126.496,0.07,0.07,0.07,4438.508,0.065,0.065,0.065,
12/31/1999,1875.753052,,-858.174988,,1017.578064,,-578.830994,,,,438.747009,-160.338995,,8.678,0.0,,0.0,151.660995,278.408014,-71.802002,206.606003,0.0,,,206.606012,0.0,206.606003,0.0,0.0,206.606003,206.606003,,2074.236084,0.1,0.1,0.18,2227.476074,0.095,0.095,0.17,
03/31/2000,1822.598,,-791.059,,1031.539,,-609.899,,,,421.64,33.136,6.871,6.871,0.0,,0.0,-40.007,454.776,-122.789,331.987,0.0,,,331.987,0.0,331.987,0.0,0.0,331.987,331.987,,2105.674,0.16,0.16,0.16,2236.182,0.15,0.15,0.15,
06/30/2000,2145.927,,-902.432,,1243.495,,-700.435,,,,543.06,44.662,2.956,2.956,0.0,,0.0,-47.618,587.722,-158.685,429.037,0.0,,,429.037,0.0,429.037,0.0,0.0,429.037,429.037,,2174.291,0.2,0.2,0.2,2240.805,0.19,0.19,0.19,
09/30/2000,2283.005,,-966.596,,1316.409,,-737.931,,,,578.478,49.163,2.196,2.196,0.0,,0.0,-51.359,627.641,-169.463,458.178,0.0,,,458.178,0.0,458.178,0.0,0.0,458.178,458.178,,2183.409,0.21,0.21,0.21,2250.121,0.2,0.2,0.2,
12/31/2000,2621.285889,,-1069.677979,,1551.60791,,-837.882996,615.59,,222.292996,713.724976,57.334001,,2.581,0.0,,0.0,-59.915001,771.058977,-208.186005,562.872986,0.0,,,562.872972,0.0,562.872986,0.0,0.0,562.872986,562.872986,,2192.537109,0.26,0.26,0.26,2252.833984,0.25,0.25,0.25,
03/31/2001,2344.795,,-1052.284,,1292.511,,-817.076,,,,475.435,70.857,3.258,3.258,0.0,,0.0,-74.115,546.292,-147.497,398.795,0.0,,,398.795,0.0,398.795,0.0,0.0,398.795,398.795,,2203.865,0.18,0.18,0.18,2248.773,0.18,0.18,0.18,
06/30/2001,2020.855,,-1071.543,,949.312,,-862.963,,,,86.349,62.778,3.597,3.597,0.0,,0.0,-66.375,149.127,-40.265,108.862,0.0,,,108.862,0.0,108.862,0.0,0.0,108.862,108.862,,2207.655,0.05,0.05,0.05,2239.799,0.05,0.05,0.05,
09/30/2001,1212.273,,-1168.445,,43.828,,-753.037,,,,-709.209,-458.726,3.673,3.673,0.0,,0.0,455.053,-1167.935,222.728,-945.207,0.0,,,-945.207,0.0,-945.207,0.0,0.0,-945.207,-945.207,259.0302,2213.328,-0.43,-0.43,-0.31,2213.328,-0.43,-0.43,-0.31,
12/31/2001,1512.71,,-954.77,,557.94,,-709.848,492.963,,216.885,-151.908,47.389,,0.81,0.0,,0.0,-48.199,-104.519,34.357,-70.162,0.0,,,-70.162,0.0,-70.162,0.0,0.0,-70.162,-70.162,,2220.054,-0.03,-0.03,-0.03,2220.054,-0.03,-0.03,-0.03,
03/31/2002,1301.978027,,-800.932983,,501.045044,,-655.619019,,,,-154.574005,44.773998,2.861,2.861,0.0,,0.0,-47.634998,-109.800007,32.941002,-76.859001,0.0,,,-76.859005,0.0,-76.859001,0.0,0.0,-76.859001,-76.859001,-19.649999,2221.685059,-0.03,-0.03,-0.04,2221.685059,-0.03,-0.03,-0.04,
06/30/2002,1387.536987,,-831.137024,,556.399963,,-622.80603,,,,-66.404999,49.453,2.72,2.72,0.0,,0.0,-52.173,-16.951999,17.76,0.808,0.0,,,0.808001,0.0,0.808,0.0,0.0,0.808,0.808,-12.053999,2208.383057,0.0,0.0,-0.01,2215.9021,0.0,0.0,-0.01,
09/30/2002,1259.437988,,-785.809021,,473.628967,,-603.995972,,,,-130.367004,52.89,2.763,2.763,0.0,,0.0,-55.653,-77.477004,98.737999,21.261,0.0,,,21.260995,0.0,21.261,0.0,0.0,21.261,21.261,-72.486003,2203.062988,0.01,0.01,-0.02,2207.989014,0.01,0.01,-0.02,
12/31/2002,1489.397949,,-901.630981,,587.766968,,-579.849976,,,,7.917,-100.174996,,3.071,0.0,,0.0,97.103996,-92.257997,28.341999,-63.916,0.0,,,-63.915998,0.0,-63.916,0.0,0.0,-63.916,-63.916,,2193.269043,-0.03,-0.03,0.02,2197.485107,-0.03,-0.03,0.02,
03/31/2003,1384.151001,,-786.330017,,597.820984,,-564.965027,,,,32.855999,26.039999,,0.864,0.0,,0.0,-26.903999,58.895998,-23.712999,35.182999,0.0,,,35.182999,0.0,35.182999,0.0,0.0,35.182999,35.182999,,2186.770996,0.02,0.02,0.02,2199.955078,0.02,0.02,0.02,
06/30/2003,1479.300049,,-835.218018,,644.082031,,-570.049988,,,,74.031998,46.171001,,1.175,0.0,,0.0,-47.346001,120.202999,-38.464001,81.738998,0.0,,,81.738998,0.0,81.738998,0.0,0.0,81.738998,81.738998,,2187.266113,0.04,0.04,0.04,2210.613037,0.04,0.04,0.04,
09/30/2003,1510.847046,,-835.72998,,675.117066,,-563.021973,,,,112.095001,39.263001,,0.672,0.0,,0.0,-39.935001,151.358002,7.731,159.089005,0.0,,,159.089002,0.0,159.089005,0.0,0.0,159.089005,159.089005,,2186.212891,0.07,0.07,0.05,2213.875,0.07,0.07,0.05,
12/31/2003,1862.51001,,-937.471985,,925.038025,,-676.596985,,,,248.440994,-7.875,,0.319,0.0,,0.0,7.556,240.565994,-20.469,220.097,0.0,,,220.096994,0.0,220.097,0.0,0.0,220.097,220.097,,2285.794922,0.1,0.1,0.09,2325.593018,0.09,0.09,0.08,
03/31/2004,1871.630005,,-933.960022,,937.669983,,-739.221008,,,,198.449005,5.052,,1.973,,,0.0,-7.025,203.501005,-63.695,139.806,0.0,,,139.806005,0.0,139.804993,0.0,0.0,139.804993,139.804993,,2415.550049,0.06,0.06,0.07,2467.209961,0.06,0.06,0.07,
06/30/2004,1971.180054,,-973.258972,,997.921082,,-753.966003,,,,243.959,27.629999,,1.722,,,0.0,-29.351999,271.588999,-78.785004,192.804001,0.0,,,192.803995,0.0,192.804001,0.0,0.0,192.804001,192.804001,,2403.790039,0.08,0.08,0.08,2445.899902,0.08,0.08,0.08,
09/30/2004,2028.880005,,-985.677979,,1043.202026,,-773.15802,,,,270.042999,36.945001,,1.88,,,0.0,-38.825001,306.988,-88.953003,218.035004,0.0,,,218.034997,0.0,218.035004,0.0,0.0,218.035004,218.035004,,2396.399902,0.09,0.09,0.09,2433.669922,0.09,0.09,0.09,
12/31/2004,2357.796,,-1121.984,,1235.812,,-848.219,,,,387.593,15.36,,1.941,0.0,,0.0,-17.301,402.953,-82.408,320.545,0.0,,,320.545,0.0,320.545,0.0,0.0,320.545,320.545,,2393.045,0.13,0.13,0.14,2446.431,0.13,0.13,0.14,
03/31/2005,2243.131,,-1068.91,,1174.221,,-850.043,,,,324.178,37.69,2.033,2.033,0.0,,0.0,-39.723,361.868,-92.034,269.834,0.0,,,269.834,0.0,269.834,0.0,0.0,269.834,269.834,,2395.509,0.11,0.11,0.11,2443.455,0.11,0.11,0.11,
06/30/2005,2344.815,,-1088.173,,1256.642,,-895.996,,,,360.646,40.442,1.983,1.983,0.0,,0.0,-42.425,401.088,-107.724,293.364,0.0,,,293.364,0.0,293.364,0.0,0.0,293.364,293.364,,2391.826,0.12,0.12,0.12,2442.359,0.12,0.12,0.12,
09/30/2005,2365.742,,-1088.125,,1277.617,,-895.939,,,,381.678,42.669,1.907,1.907,0.0,,0.0,-44.576,424.347,-2.675,421.672,0.0,,,421.672,0.0,421.672,0.0,0.0,421.672,421.672,,2383.77,0.18,0.18,0.14,2433.079,0.17,0.17,0.13,
12/31/2005,2710.267,,-1225.928,,1484.339,,-968.828,,,,515.511,-50.571,,2.065,0.0,,0.0,48.506,464.94,-316.645,148.295,0.0,,,148.295,0.0,148.295,0.0,0.0,148.295,148.295,,2361.223,0.06,0.06,0.17,2411.855,0.06,0.06,0.17,
03/31/2006,2550.687,,-1217.344,,1333.343,,-1031.713,,,,301.63,63.703,2.01,2.01,0.0,,0.0,-65.713,365.333,-89.505,275.828,3.372,,,272.456,0.0,272.456,0.0,0.0,272.456,272.456,61.014,2350.606,0.12,0.12,0.14,2400.312,0.11,0.12,0.14,
06/30/2006,2574.523,,-1216.531,,1357.992,,-1081.445,,,,276.547,49.547,0.621,0.621,0.0,,0.0,-50.168,326.094,-47.001,279.093,0.0,,,279.093,0.0,279.093,0.0,0.0,279.093,279.093,30.2694,2306.457,0.12,0.12,0.13,2341.785,0.12,0.12,0.13,
09/30/2006,2815.306,,-1331.567,,1483.739,,-1121.388,,,,362.351,24.185,5.807,5.807,0.0,,0.0,-29.992,386.536,-102.872,283.664,0.0,,,283.664,0.0,283.664,0.0,0.0,283.664,283.664,43.3,2215.039,0.13,0.13,0.15,2240.291,0.13,0.13,0.15,
12/31/2006,3214.574,,-1476.449,,1738.125,,-1272.921,,,,465.204,-153.149,,25.685,0.0,,0.0,127.464,312.055,76.714,388.769,-3.619,,,392.388,0.0,392.388,0.0,0.0,392.388,392.388,,2124.63,0.18,0.18,0.2,2164.52,0.18,0.18,0.2,
03/31/2007,2975.005,,-1405.065,,1569.94,,-1231.082,,,,338.858,41.356,18.293,18.293,0.0,,0.0,-59.649,380.214,-67.607,312.607,0.0,,,312.607,0.0,312.607,0.0,0.0,312.607,312.607,9.55,2080.039,0.15,0.15,0.15,2121.826,0.15,0.15,0.15,
06/30/2007,3124.672,,-1423.859,,1700.813,,-1309.315,,,,391.498,35.682,18.136,18.136,0.0,,0.0,-53.818,427.18,-92.773,334.407,0.0,,,334.407,0.0,334.407,0.0,0.0,334.407,334.407,31.49,2070.636,0.16,0.16,0.17,2121.645,0.16,0.16,0.17,
09/30/2007,3299.754,,-1478.11,,1821.644,,-1367.374,,,,454.27,179.499,17.937,17.937,0.0,,0.0,-197.436,633.769,-136.39,497.379,0.0,,,497.379,-4.459,492.92,0.0,0.0,492.92,492.92,-86.16,2080.507,0.24,0.24,0.2,2177.259,0.23,0.23,0.19,
12/31/2007,3830.774,,-1711.843,,2118.931,,-1531.845,1128.875,,402.97,587.086,31.32,18.489,18.489,0.0,,0.0,-49.809,618.406,-81.676,536.73,0.0,,,536.73,-10.996,525.734,0.0,0.0,525.734,525.734,,2086.259,0.25,0.25,0.28,2210.008,0.24,0.24,0.27,
03/31/2008,3470.059,,-1560.664,,1909.395,0.0,-1515.729,1082.215,,433.514,393.666,-49.539,43.069,43.069,0.0,,0.0,6.47,344.127,-86.319,257.808,0.0,,,257.808,-6.161,251.647,0.0,0.0,251.647,251.647,,2075.152,0.12,0.12,0.18,2110.805,0.12,0.12,0.18,
06/30/2008,3673.874,,-1645.304,,2028.57,0.0,-1578.176,1135.674,,442.502,450.394,11.875,44.044,44.044,0.0,,0.0,-55.919,462.269,-94.432,367.837,0.0,,,367.837,-7.713,360.124,0.0,0.0,360.124,360.124,,2057.766,0.18,0.18,0.2,2094.795,0.17,0.17,0.19,
09/30/2008,3715.592,,-1656.872,,2058.72,0.0,-1583.372,1172.579,,410.793,475.348,-5.494,44.5,44.5,0.0,,0.0,-39.006,469.854,-63.309,406.545,0.0,,,406.545,-13.133,393.412,0.0,0.0,393.412,393.412,,2048.594,0.19,0.19,0.2,2077.474,0.19,0.19,0.2,
12/31/2008,4016.638,,-1790.954,,2225.684,0.0,-1645.641,1211.12,,434.521,580.043,-256.067,44.741,44.741,0.0,,0.0,211.326,323.976,-36.336,287.64,0.0,,,287.64,-17.718,269.922,0.0,0.0,269.922,269.922,,2012.389,0.13,0.13,0.21,2028.635,0.13,0.13,0.21,
03/31/2009,3150.762,3150.762,-1467.507,1467.507,1683.255,0.0,-1423.638,1024.773,383.293,15.572,259.617,-16.457,,45.543,,-39.844,,10.758,243.16,-37.815,205.345,0.0,0.0,0.0,205.345,-11.276,194.069,0.0,0.0,194.069,209.835,15.766,2008.915,0.1,0.1,0.104452,2021.062,0.1,0.1,0.104452,
06/30/2009,3257.352,3257.352,-1513.574,1513.574,1743.778,0.0,-1482.319,1051.204,397.881,33.234,261.459,-12.798,,44.158,,-31.343,,-0.017,248.661,-38.045,210.616,0.0,0.0,0.0,210.616,-5.384,205.232,0.0,0.0,205.232,239.249,34.017,2011.508,0.1,0.1,0.11894,2030.048,0.1,0.1,0.116757,
09/30/2009,3517.63,3517.63,-1577.413,1577.413,1940.217,0.0,-1634.648,1177.775,422.092,34.781,305.569,19.901,,46.227,,-38.106,,-28.022,325.47,-20.602,304.868,0.0,0.0,0.0,304.868,-6.688,298.18,0.0,0.0,298.18,314.5993,16.4193,2027.347,0.15,0.15,0.155178,2065.951,0.14,0.14,0.147948,
12/31/2009,4100.166,4100.166,-1722.517,1722.517,2377.649,0.0,-1790.019,1341.873,424.243,23.903,587.63,-30.345,,46.571,,-31.137,,14.911,557.285,-156.313,400.972,0.0,0.0,0.0,400.972,-10.376,390.596,0.0,0.0,390.596,523.219,132.623,2041.724,0.191307,0.191307,0.256263,2103.632,0.185677,0.185677,0.248722,
03/31/2010,3890.692,3890.692,-1672.173,1672.173,2218.519,0.0,-1714.719,1261.284,434.933,18.502,503.8,-20.457,,42.968,,-31.532,,9.021,483.343,-95.653,387.69,0.0,0.0,0.0,387.69,-14.986,372.704,0.0,0.0,372.704,398.33,25.626,2051.03,0.18,0.18,0.19421,2119.192,0.17,0.17,0.182092,
06/30/2010,4023.497,4023.497,-1664.298,1664.298,2359.199,0.0,-1771.215,1283.651,477.725,9.839,587.984,-10.511,,44.744,,-32.103,,-2.13,577.473,-136.976,440.497,0.0,0.0,0.0,440.497,-14.281,426.216,0.0,0.0,426.216,434.355,8.139,2052.161,0.21,0.21,0.211657,2132.997,0.2,0.2,0.203816,
09/30/2010,4212.271,4212.271,-1725.297,1725.297,2486.974,0.0,-1839.15,1343.325,483.264,12.561,647.824,-10.087,,44.827,,-40.563,,5.823,637.737,-148.663,489.074,0.0,0.0,0.0,489.074,-16.558,472.516,0.0,0.0,472.516,480.68065,8.16465,2055.876,0.23,0.23,0.233808,2146.753,0.22,0.22,0.223803,
12/31/2010,4888.666,4888.666,-1922.377,1922.377,2966.289,0.0,-2022.611,1487.045,492.093,43.473,943.678,-34.248,,45.806,,-38.338,,26.78,909.43,-257.005,652.425,0.0,0.0,0.0,652.425,-23.866,628.559,0.0,0.0,628.559,751.924,123.365,2064.683,0.3,0.3,0.364184,2192.996,0.29,0.29,0.346254,
