Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/2001,,,,,,,12.983548,,10.715874,6.476953,6.476953,6.476953,,39.5574,0.0,,
06/30/2001,,,,,,,5.203683,,2.176339,2.720424,2.720424,2.720424,,,0.0,,
09/30/2001,,,,,,,-5.443675,,-7.756451,-4.358087,-4.405286,-4.405286,,,,,
12/31/2001,,,,,,,-10.117474,,-8.942731,-7.665198,-7.43025,-7.43025,,,,,
03/31/2002,,,,,,,4.468275,-1745.454545,3.634197,2.27882,2.27882,2.27882,,37.295082,0.0,,
06/30/2002,,,,,,,-1.569165,-78.807947,-1.569165,-0.99025,-1.035954,-1.035954,,,,,
09/30/2002,,,,,,,1.955434,197.095436,1.197514,3.6077,4.577838,4.577838,,,0.0,,
12/31/2002,,0.928607,0.066252,,,,-3.827007,,-2.177971,-0.886745,-3.002489,-3.002489,,,,,
03/31/2003,,1.131346,0.079375,,,,5.246868,78.873239,4.627856,3.124539,2.888725,2.888725,,32.484076,0.0,1.131346,
06/30/2003,,2.287776,0.157967,,,,9.298198,103.157895,3.085745,2.498635,2.676133,2.676133,,19.026549,0.0,2.287776,
09/30/2003,,2.289301,0.160438,,,,8.794305,317.808219,6.599436,3.08468,4.404568,4.404568,,53.258427,0.0,2.289301,
12/31/2003,,5.931209,0.4118,,14.128144,,12.196491,159.971306,12.196491,8.364912,8.070175,8.070175,,31.41542,48.322148,3.065122,
03/31/2004,,6.72142,0.463833,,16.432736,,11.242779,,10.45771,7.198933,5.939861,5.939861,,31.161473,0.0,6.72142,
06/30/2004,,8.411042,0.512296,,8.927162,,10.839872,,10.011625,7.846556,7.977332,7.977332,,21.625544,0.0,8.411042,
09/30/2004,,10.445789,0.636701,,9.292466,,15.739225,95.24618,14.607201,10.120022,9.929078,9.929078,,30.718954,0.0,10.445789,
12/31/2004,,10.340086,0.624842,5.793131,15.392428,,16.756903,140.304183,11.532214,7.958852,7.823498,7.823498,,30.985915,55.335884,4.618308,
03/31/2005,,12.576798,0.755153,6.453935,19.26989,,18.527162,69.64657,17.088033,12.057565,12.0446,12.0446,,29.438543,0.0,12.576798,
06/30/2005,,14.108278,0.795203,7.770966,18.45258,,17.396521,48.45148,15.788842,11.121776,10.593881,10.593881,,29.559271,0.0,14.108278,
09/30/2005,,16.573586,0.943783,9.060202,18.397304,,16.185342,23.311547,14.349891,17.69991,17.50738,17.50738,,,0.0,16.573586,
12/31/2005,,15.696012,0.869563,8.226578,10.462078,,9.706144,,8.624857,4.910317,4.630454,4.630454,,43.067847,106.735751,-1.057244,
03/31/2006,,14.94425,0.79925,7.461015,7.463065,,14.878981,,12.968153,9.414013,9.33758,9.33758,,27.40668,0.0,14.94425,
06/30/2006,,12.93157,0.685507,6.595599,5.651964,,11.021469,-63.013699,8.587447,6.331191,6.194448,6.194448,,26.273885,0.0,12.93157,
09/30/2006,,11.760186,0.640338,6.403633,7.239179,,20.47602,79.122807,18.215524,13.622772,14.412152,14.412152,,25.213395,0.0,11.760186,
12/31/2006,,15.016975,0.790189,7.533145,9.183099,,21.374657,125.254813,16.388381,11.619396,11.859561,11.859561,,29.099791,46.456693,8.040585,
03/31/2007,,16.633966,0.854878,8.275392,5.960312,,20.148148,64.864865,17.139601,12.319088,12.763533,12.763533,,28.125,0.0,16.633966,
06/30/2007,,18.939172,0.932533,9.005653,6.664408,,17.744807,61.960432,14.231454,10.385757,10.041543,10.041543,,27.022519,0.0,18.939172,
09/30/2007,,16.762317,0.834668,8.591427,6.67601,,17.681401,,14.142738,10.377696,10.330037,10.330037,,26.621735,0.0,16.762317,
12/31/2007,,15.983085,0.788018,7.750623,6.755241,,15.658525,,11.869436,9.803698,9.940653,9.940653,,17.403846,62.863795,5.935511,
03/31/2008,,11.437718,0.564217,6.176785,4.384072,,5.645161,-110.73493,0.832893,1.097303,0.793231,0.793231,,36.507937,0.0,11.437718,
06/30/2008,,10.689252,0.508103,6.022618,2.639598,,12.073218,-78.254848,8.464235,7.685317,7.542516,7.542516,,9.202454,0.0,10.689252,
09/30/2008,,6.411364,0.28401,4.390648,-2.551701,,1.948791,-98.826119,-4.623044,-2.503556,-2.503556,-2.503556,,,,,
12/31/2008,,-6.057648,-0.240002,,,,-17.798324,-141.521739,-29.167871,-23.085813,-22.854666,-22.854666,,,,,
03/31/2009,,-6.528756,-0.256776,-0.521627,,,3.589443,,-0.035191,-0.01173,0.164223,0.164223,,,0.0,-6.528756,
06/30/2009,,-7.976389,-0.343947,-1.260294,,,4.25934,-77.305825,-0.072685,2.296845,2.36953,2.36953,,,0.0,-7.976389,
09/30/2009,,-1.50243,-0.069027,0.808688,,,13.238909,65.69729,10.289126,12.080066,12.66534,12.66534,,,0.0,-1.50243,
12/31/2009,,16.179403,0.675303,7.139183,7.885165,,11.648683,131.761933,25.571412,22.508412,21.638241,21.638241,,11.978221,16.943005,13.438126,
03/31/2010,,19.06837,0.828158,,12.209275,,10.911647,97.368421,11.01979,7.223965,7.53758,7.53758,,34.445535,0.0,19.06837,
