Date,Revenue,Revenue From Electric,Revenue from Gas,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1992,2798.762939,2211.939941,586.822998,0.0,0.0,-995.208008,778.411011,,778.411011,216.796997,,,1803.554932,-1030.756958,130.735001,306.882996,70.68,522.458984,772.797974,-155.197992,,,12.222,,190.845993,177.557007,-13.719,27.007999,-23.426001,617.599981,-265.661011,351.938995,0.0,,,351.938971,0.0,351.938995,-19.957001,,331.981995,331.981995,,423.881012,0.78,0.78,0.78,423.881012,0.78,0.78,0.78,
12/31/1992,2557.787109,1877.46106,680.325989,0.0,0.0,-996.577026,672.966003,,672.966003,323.610992,,,1561.210083,-997.143982,152.968994,302.903015,-52.912998,594.184998,564.065979,-192.110995,,,13.423,,190.272995,196.119003,-15.997,10.151,15.261,371.954984,-166.151001,205.804001,0.0,,,205.803983,0.0,205.804001,-17.629999,,188.174002,188.174002,,426.222992,0.44,0.44,0.44,426.222992,0.44,0.44,0.44,
03/31/1993,2463.818115,1722.28894,741.528992,0.0,0.0,-783.68103,435.463013,,435.463013,348.217987,,,1680.137085,-1061.995972,118.166,318.45401,83.046997,542.328979,618.140991,-164.664004,,,9.703,,186.992004,175.285995,-15.002,26.708,-12.625,453.476987,-197.813004,255.664001,0.0,,,255.663983,0.0,255.664001,-16.76,,238.904001,238.904001,,428.425995,0.56,0.56,0.56,428.425995,0.56,0.56,0.56,
06/30/1993,2464.125,1830.055054,634.070007,0.0,0.0,-697.338013,474.786011,,474.786011,222.552002,,,1766.786987,-1187.593018,118.788002,321.541992,74.657997,672.60498,579.19397,-142.357005,,,11.758,,191.656006,175.447006,-7.257,23.466,-37.541,436.836965,-191.487,245.350006,0.0,,,245.349965,0.0,245.350006,-16.632999,,228.717007,228.717007,,430.639008,0.53,0.53,0.53,430.639008,0.53,0.53,0.53,
09/30/1993,2947.293945,2344.148926,603.14502,0.0,0.0,-980.862,782.481995,,782.481995,198.380005,,,1966.431946,-1074.865967,96.226997,327.980011,72.971001,577.687988,891.565979,-169.883004,,,11.584,,196.132004,177.848999,-8.36,26.643,-14.665,721.682975,-365.584015,356.098999,0.0,,,356.09896,0.0,356.098999,-15.52,,340.578999,340.578999,,432.471985,0.79,0.79,0.79,432.471985,0.79,0.79,0.79,
12/31/1993,2707.170898,1969.550049,737.620972,0.0,0.0,-880.382996,557.478027,,557.478027,322.904999,,,1826.787902,-1145.984985,109.758003,347.548004,66.819,621.859985,680.802979,-220.531002,,,8.486,,196.304001,203.028,-48.007,41.283001,32.713001,460.271977,-251.889999,208.382004,0.0,,,208.381978,0.0,208.382004,-14.899,,193.483004,193.483004,,430.910004,0.45,0.45,0.45,430.910004,0.45,0.45,0.45,
03/31/1994,2514.270996,1815.977051,698.294006,0.0,0.0,-863.778992,546.960999,,546.960999,316.817993,,,1650.492004,-986.107971,113.655998,348.433014,80.815002,443.20401,664.383972,-177.721997,,,4.679,,193.477997,155.723999,-3.987,41.741001,-11.077,486.661975,-249.710007,236.951996,0.0,,,236.951968,0.0,236.951996,-14.458,,222.493996,222.493996,,428.531006,0.52,0.52,0.52,428.531006,0.52,0.52,0.52,
06/30/1994,2439.679932,1904.230957,535.448975,0.0,0.0,-722.005005,648.627014,,648.627014,73.377998,,,1717.674927,-1111.087036,115.498001,345.309998,75.424004,574.85498,606.588013,-154.340001,,,5.058,,181.125,167.468002,-3.787,17.444,-21.726999,452.248012,-210.882996,241.365005,0.0,,,241.365016,0.0,241.365005,-14.362,,227.003005,227.003005,,429.761993,0.53,0.53,0.53,429.761993,0.53,0.53,0.53,
09/30/1994,2855.220947,2356.033936,499.187012,0.0,0.0,-892.468994,817.955017,,817.955017,74.514,,,1962.751953,-1030.119019,93.942001,347.867004,71.266998,517.04303,932.632996,-159.061001,,,5.042,,183.248001,164.156006,-3.634,22.726,-19.145,773.571995,-347.938995,425.632996,0.0,,,425.632999,0.0,425.632996,-14.494,,411.138995,411.138995,,430.438995,0.96,0.96,0.96,430.438995,0.96,0.96,0.96,
12/31/1994,2638.178955,1951.734009,686.445007,0.0,0.0,-658.419006,548.234985,,548.234985,110.183998,,,1979.759949,-1625.385986,133.792999,355.859985,69.404999,1066.328003,354.373993,-134.786005,,,4.267,,186.852005,164.563995,-1.545,23.833,-47.799,219.587988,-116.087997,103.5,0.0,,,103.49999,0.0,103.5,-14.289,,89.211,89.211,,430.622009,0.21,0.21,0.21,430.622009,0.21,0.21,0.21,
03/31/1995,2307.351074,1696.244019,543.741028,0.0,67.365997,-542.40802,438.845001,,438.845001,103.563004,,,1764.943054,-1034.578003,92.040001,352.183014,73.869003,516.486023,730.36499,-136.179997,,,5.638,,174.048996,162.149002,-2.876,14.776,-32.230999,594.184993,-265.497986,328.687012,0.0,,,328.687007,0.0,328.687012,-14.494,,314.193011,314.193011,,430.085999,0.73,0.73,0.73,430.085999,0.73,0.73,0.73,
06/30/1995,2447.72998,1894.108032,506.197998,0.0,47.424,-633.788025,550.439026,,550.439026,83.348999,,,1813.941956,-985.322998,91.831001,344.292999,76.102997,473.096008,828.619019,-118.449991,,,6.462,,172.776993,162.423004,-3.207,13.561,-47.865002,710.169027,-304.648987,405.519989,0.0,,,405.520041,0.0,405.519989,-14.494,,391.025989,391.025989,,426.621002,0.92,0.92,0.92,426.621002,0.92,0.92,0.92,
09/30/1995,2645.2229,2140.346924,478.806,0.0,26.07,-780.929993,728.070007,,728.070007,52.860001,,,1864.292908,-1062.10498,114.994003,328.752991,74.630997,543.72699,802.187988,-128.033006,,,5.592,,163.072006,153.998993,-3.049,12.122,-29.447001,674.154983,-296.562012,377.592987,0.0,,,377.592971,0.0,377.592987,-15.901,,361.691987,361.691987,,421.578003,0.85,0.85,0.85,421.578003,0.85,0.85,0.85,
12/31/1995,2221.460938,1655.608032,530.372009,0.0,35.480999,-492.993988,399.486,379.944,19.542,93.508003,,,1728.466949,-1326.654053,74.843002,334.889008,70.777,846.14502,401.812988,-146.147993,,,2.347,,170.039993,150.977005,-1.511,20.573999,-21.545,255.664995,-28.58,227.085007,0.0,,,227.084995,0.0,227.085007,-25.399,,201.686007,201.686007,,416.654999,0.48,0.48,0.48,416.654999,0.48,0.48,0.48,
03/31/1996,2248.768066,1648.602051,568.810974,0.0,31.355,-655.130981,466.993988,,466.993988,188.136993,,,1593.637085,-1020.242981,,302.946991,81.443001,635.853027,573.393982,-141.145994,,,2.757,,173.927994,153.167007,-1.557,22.318001,-30.025,432.247988,-171.544006,260.70401,0.0,,,260.703981,0.0,260.70401,-8.278,,252.42601,252.42601,,414.351013,0.61,0.61,0.61,414.351013,0.61,0.61,0.61,
06/30/1996,2138.666016,1660.866943,451.510986,0.0,26.288,-597.942993,530.791992,,530.791992,67.151001,,,1540.723022,-1252.348022,,303.381989,77.146004,871.820007,288.375,-128.841994,,,3.321,,161.483994,149.324005,-1.899,14.059,-29.320999,159.533006,-47.752998,111.779999,0.0,,,111.780007,0.0,111.779999,-8.278,,103.501999,103.501999,,415.125,0.25,0.25,0.25,415.125,0.25,0.25,0.25,
09/30/1996,2521.852051,2039.207031,453.269989,0.0,29.375,-811.208984,749.02301,,749.02301,62.186001,,,1710.643066,-1185.796997,,309.714996,69.660004,806.421997,524.846008,-134.262001,,,3.233,,159.526001,151.065002,-1.814,10.275,-22.031,390.584008,-156.889008,233.695007,0.0,,,233.695,0.0,233.695007,-8.279,,225.416007,225.416007,,411.759003,0.55,0.55,0.55,411.759003,0.55,0.55,0.55,
12/31/1996,2700.686035,1811.53894,566.210022,0.0,322.937012,-1001.041992,556.679016,,556.679016,444.363007,,,1699.644043,-1190.67395,,305.90799,64.248001,820.518005,508.970001,-181.131995,,,4.364,,144.884995,131.444,-2.73,16.171,40.611,327.838006,-178.807999,149.029999,0.0,,,149.030007,0.0,149.029999,-8.278,,140.751999,140.751999,,408.933014,0.344,0.344,0.344,408.933014,0.344,0.344,0.344,
03/31/1997,3365.0,1722.0,552.0,0.0,1091.0,-725.0,510.0,,510.0,215.0,,,2640.0,-2176.0,,459.0,,1717.0,464.0,-132.0,,,,,160.0,160.0,,,-28.0,332.0,-151.0,181.0,0.0,,,181.0,0.0,181.0,-8.0,,173.0,173.0,,409.0,0.42,0.42,0.42,409.0,0.42,0.42,0.42,
06/30/1997,3083.0,1877.0,402.0,0.0,804.0,-659.0,597.0,,597.0,62.0,,,2424.0,-2053.0,,466.0,,1587.0,371.0,-81.0,,,,,164.0,164.0,,,-83.0,290.0,-89.0,201.0,0.0,,,201.0,0.0,201.0,-8.0,,193.0,193.0,,398.0,0.49,0.49,0.49,398.0,0.49,0.49,0.49,
09/30/1997,4063.0,2161.0,380.0,0.0,1522.0,-779.0,730.0,,730.0,49.0,,,3284.0,-2656.0,,473.0,,2183.0,628.0,-146.0,,,,,174.0,174.0,,,-28.0,482.0,-217.0,265.0,0.0,,,265.0,0.0,265.0,-8.0,,257.0,257.0,,414.0,0.62,0.62,0.62,414.0,0.62,0.62,0.62,
12/31/1997,4889.0,1931.0,470.0,0.0,2488.0,-4133.0,664.0,,664.0,3469.0,,,756.0,-491.0,,491.0,,,265.0,-72.0,,,,,167.0,167.0,,,-95.0,193.0,-91.0,102.0,0.0,,,102.0,0.0,102.0,-9.0,,93.0,93.0,,419.432007,0.22,0.22,0.22,419.432007,0.22,0.22,0.22,
03/31/1998,4353.0,2025.0,,,2328.0,-2838.0,2838.0,2838.0,,,,,1515.0,-1052.0,,253.0,,799.0,463.0,-183.0,,,,,197.0,197.0,,,-14.0,280.0,-141.0,139.0,0.0,,,139.0,0.0,139.0,,,139.0,139.0,,381.0,0.36,0.36,0.36,381.0,0.36,0.36,0.36,
06/30/1998,4787.0,1708.0,409.0,0.0,2670.0,-569.0,465.0,,465.0,104.0,,,4218.0,-3658.0,,581.0,,3077.0,560.0,-200.0,,,,,202.0,202.0,,,-2.0,360.0,-179.0,181.0,0.0,,,181.0,0.0,181.0,-7.0,,174.0,174.0,,382.0,0.46,0.46,0.52,383.0,0.46,0.46,0.52,
09/30/1998,5307.0,2226.0,337.0,0.0,2744.0,-714.0,663.0,,663.0,51.0,,,4593.0,-4051.0,,569.0,,3482.0,542.0,-185.0,,,,,199.0,199.0,,,-14.0,357.0,-141.0,216.0,0.0,,,216.0,0.0,216.0,-6.0,,210.0,210.0,,382.0,0.55,0.55,0.55,382.0,0.55,0.55,0.55,
12/31/1998,5495.0,1695.0,524.563,0.0,3275.437,-1080.0,705.0,0.0,705.0,375.0,,,4415.0,-3975.0,,,,3975.0,440.0,-128.0,,,,,154.0,154.0,,,-26.0,312.0,-109.0,203.0,0.0,,,203.0,0.0,203.0,-7.0,,196.0,196.0,,383.0,0.51,0.51,0.51,383.0,0.51,0.51,0.45,
03/31/1999,5126.0,1533.0,552.0,0.0,3041.0,-655.0,3861.0,3452.0,409.0,246.0,,,4471.0,-4010.0,,438.0,,3572.0,461.0,-180.0,,,,,201.0,201.0,,,-21.0,281.0,-114.0,167.0,-4.0,,,171.0,0.0,171.0,-6.0,,165.0,165.0,,373.0,0.46,0.45,0.45,373.0,0.4,0.39,0.39,
06/30/1999,4682.0,1828.0,405.0,0.0,2449.0,-664.0,3414.0,2888.0,526.0,138.0,,,4018.0,-3538.0,,560.0,,2978.0,480.0,-152.0,,,,,192.0,192.0,,,-40.0,328.0,-132.0,196.0,14.0,,,182.0,0.0,182.0,-6.0,,176.0,176.0,,367.0,0.5,0.53,0.53,369.0,0.47,0.5,0.5,
09/30/1999,6217.0,2189.0,398.0,0.0,3630.0,-864.0,5166.0,4420.0,746.0,118.0,,,5353.0,-4837.0,,678.0,,4159.0,516.0,-170.0,,,,,190.0,190.0,,,-20.0,346.0,-149.0,197.0,12.0,,,185.0,0.0,185.0,-6.0,,179.0,179.0,,367.0,0.5,0.5,0.5,367.0,0.5,0.5,0.5,
12/31/1999,4363.0,1682.0,641.0,0.0,2040.0,-966.0,730.0,,730.0,236.0,,,3397.0,-2632.0,,96.0,,2536.0,765.0,-1388.0,,,,,188.0,188.0,,,1200.0,-623.0,117.0,-506.0,86.0,,,-592.0,0.0,-592.0,-7.0,,-599.0,-599.0,,366.0,-1.67,-1.49,0.81,366.0,-1.67,-1.49,0.81,
03/31/2000,5008.0,1601.0,617.0,0.0,2790.0,-796.0,3781.0,3268.0,513.0,283.0,,,4212.0,-3536.0,,347.0,,3189.0,676.0,-168.0,,,,,183.0,183.0,,,-15.0,508.0,-228.0,280.0,0.0,,,280.0,0.0,280.0,-6.0,,274.0,274.0,,361.0,0.78,0.78,0.78,361.0,0.77,0.77,0.77,
06/30/2000,5638.0,1801.0,495.0,0.0,3342.0,-1157.0,5179.0,4204.0,975.0,182.0,,,4481.0,-3859.0,,69.0,,3790.0,622.0,-170.0,,,,,182.0,182.0,,,-12.0,452.0,-204.0,248.0,0.0,,,248.0,0.0,248.0,-6.0,,242.0,242.0,,361.0,0.69,0.69,0.69,364.0,0.68,0.68,0.68,
09/30/2000,7504.0,2523.0,,0.0,4981.0,-4676.0,4676.0,4676.0,,,,,2828.0,-2199.0,,1239.0,,960.0,629.0,-146.0,,,,59.0,191.0,191.0,,,14.0,483.0,-239.0,244.0,19.0,,,225.0,0.0,225.0,0.0,,225.0,225.0,,362.0,0.62,0.67,0.67,362.0,0.62,0.67,0.67,
12/31/2000,8082.0,1453.0,1147.0,0.0,5482.0,,,,,,,,,-8187.0,,2004.0,,6183.0,205.0,-7000.0,,,,,232.0,232.0,,,6768.0,-6795.0,2699.0,-4096.0,21.0,,,-4117.0,0.0,-4117.0,-7.0,,-4124.0,-4124.0,,362.0,-11.38,-11.32,0.03,362.0,-11.38,-11.32,0.03,
03/31/2001,6673.0,2562.0,,0.0,4111.0,-7072.0,7072.0,7072.0,,,,,-399.0,-941.0,,255.0,,686.0,-1340.0,-221.0,,,,35.0,247.0,247.0,,,9.0,-1561.0,610.0,-951.0,0.0,,,-951.0,0.0,-951.0,0.0,0.0,-951.0,-951.0,,363.0,-2.62,-2.62,0.7,363.0,-2.62,-2.62,0.7,
06/30/2001,5010.0,2309.0,,0.0,2701.0,-2402.0,2402.0,2402.0,,,,,2608.0,-1161.0,,259.0,,902.0,1447.0,-234.0,,,,74.0,312.0,312.0,,,-4.0,1213.0,-463.0,750.0,0.0,,,750.0,0.0,750.0,0.0,,750.0,750.0,,363.0,2.07,2.07,0.67,363.0,2.07,2.07,0.67,
09/30/2001,3719.0,2937.0,,0.0,782.0,-1159.0,1159.0,1159.0,,,,,2560.0,-1008.0,,270.0,,738.0,1552.0,-294.0,,,,61.0,317.0,317.0,,,38.0,1258.0,-487.0,771.0,0.0,,,771.0,0.0,771.0,0.0,0.0,771.0,771.0,,363.0,2.12,2.12,2.12,364.0,2.12,2.12,2.12,
12/31/2001,4970.0,2061.0,593.0,0.0,2316.0,-499.0,275.0,,275.0,224.0,,,4471.0,-3330.0,,436.0,,2894.0,1141.0,-353.0,,,,,337.0,337.0,,,16.0,788.0,-268.0,520.0,-9.0,,,529.0,0.0,529.0,0.0,,529.0,529.0,,366.0,1.46,1.43,0.99,366.0,1.45,1.42,0.98,
03/31/2002,2449.0,1778.0,671.0,0.0,0.0,-455.0,910.0,455.0,455.0,,,,1994.0,-1163.0,,303.0,,860.0,831.0,188.0,,,,32.0,334.0,334.0,,,-490.0,1019.0,-396.0,623.0,-8.0,,,631.0,0.0,631.0,0.0,,631.0,631.0,,364.0,1.73,1.71,0.6,368.0,1.71,1.69,0.6,
06/30/2002,2712.0,2193.0,519.0,0.0,0.0,-703.0,1294.0,789.0,505.0,198.0,,,2009.0,-1453.0,,336.0,,1117.0,556.0,-122.0,,,,32.0,361.0,361.0,,,-207.0,434.0,-156.0,278.0,60.0,,,218.0,0.0,218.0,0.0,0.0,218.0,218.0,,366.0,0.6,0.76,1.5,372.0,0.59,0.75,1.49,
09/30/2002,2947.0,2483.0,464.0,0.0,0.0,-658.0,550.0,550.0,,108.0,,,2289.0,-1220.0,,314.0,,906.0,1069.0,-291.0,,,,20.0,371.0,371.0,,,-60.0,778.0,-299.0,479.0,13.0,,,466.0,0.0,466.0,0.0,,466.0,466.0,,373.0,1.25,1.28,1.28,395.0,1.19,1.22,1.22,
12/31/2002,2397.0,1724.0,673.0,0.0,0.0,-882.0,573.0,573.0,,309.0,,,1515.0,-893.0,,,,893.0,622.0,-322.0,,,,17.0,242.0,242.0,,,97.0,300.0,-109.0,191.0,2380.0,,,-2189.0,0.0,-2189.0,0.0,,-2189.0,-2189.0,,381.0,-5.75,0.5,0.58,404.0,-5.41,0.47,0.55,
03/31/2003,2133.0,1305.0,828.0,0.0,0.0,-1015.0,544.0,544.0,,471.0,,,1118.0,-1021.0,,310.0,,711.0,97.0,-270.0,,,0.0,12.0,255.0,255.0,0.0,0.0,27.0,-173.0,90.0,-83.0,271.0,,,-354.0,0.0,-354.0,0.0,,-354.0,-354.0,,382.0,-0.93,-0.22,0.45,382.0,-0.93,-0.22,0.45,
06/30/2003,2714.0,2058.0,656.0,0.0,0.0,-868.0,1124.0,562.0,562.0,306.0,,,1846.0,-1009.0,,288.0,,721.0,837.0,-297.0,,,,22.0,260.0,260.0,,,59.0,540.0,-212.0,328.0,101.0,,,227.0,0.0,227.0,0.0,,227.0,227.0,,384.746,0.56,0.81,0.33,409.0,0.55,0.8,0.31,
09/30/2003,3062.0,2509.0,553.0,0.0,0.0,-895.0,661.0,661.0,,234.0,,,2167.0,-1006.0,,312.0,,694.0,1161.0,-320.0,,,,15.0,342.0,342.0,,,-7.0,841.0,-333.0,508.0,-2.0,,,510.0,0.0,510.0,0.0,,510.0,510.0,,387.0,1.26,1.25,1.25,397.0,1.23,1.22,1.22,
12/31/2003,2538.0,1759.0,779.0,0.0,0.0,-1012.0,584.0,584.0,,428.0,,,1526.0,-1165.0,,,,1165.0,361.0,-320.0,,,0.0,2.0,276.0,276.0,0.0,0.0,46.0,41.0,-4.0,37.0,0.0,,,37.0,0.0,37.0,0.0,,37.0,37.0,,370.0,0.1,0.1,0.38,401.0,0.09,0.09,0.34,
03/31/2004,2722.0,1791.0,931.0,0.0,0.0,-1139.0,561.0,561.0,,578.0,,,1583.0,-1128.0,,312.0,,816.0,455.0,4654.0,,,0.0,14.0,231.0,231.0,0.0,0.0,-4871.0,5109.0,-2076.0,3033.0,0.0,,,3033.0,0.0,3033.0,0.0,,3033.0,3033.0,,393.0,7.36,7.36,0.45,424.0,7.21,7.21,0.41,
06/30/2004,2749.0,2063.0,686.0,0.0,0.0,-963.0,685.0,685.0,,278.0,,,1786.0,-1110.0,,353.0,,757.0,676.0,-169.0,,,,25.0,176.0,176.0,,,18.0,507.0,-135.0,372.0,0.0,,,372.0,0.0,372.0,0.0,,372.0,372.0,,418.0,0.89,0.89,0.71,425.0,0.88,0.88,0.7,
09/30/2004,2623.0,2042.0,581.0,0.0,0.0,-1031.0,792.0,792.0,,239.0,,,1592.0,-1083.0,,406.0,,677.0,509.0,-140.0,,,,15.0,159.0,159.0,,,-4.0,369.0,-141.0,228.0,0.0,,,228.0,0.0,228.0,0.0,,228.0,228.0,,399.0,0.55,0.55,0.59,427.0,0.53,0.53,0.57,
12/31/2004,2986.0,1971.0,1015.0,0.0,0.0,-1361.0,732.0,732.0,0.0,629.0,,,1625.0,-1041.0,0.0,426.0,0.0,615.0,584.0,-283.0,,,0.0,9.0,231.0,231.0,0.0,0.0,61.0,301.0,-114.0,187.0,-684.0,,,871.0,0.0,871.0,0.0,0.0,871.0,871.0,,420.8,2.07,0.47,0.47,428.0,2.04,0.44,0.44,
03/31/2005,2669.0,1660.0,1009.0,0.0,0.0,-1016.0,396.0,396.0,,620.0,,,1653.0,-1152.0,,385.0,0.0,767.0,501.0,-141.0,,,0.0,21.0,161.0,161.0,0.0,0.0,1.0,360.0,-142.0,218.0,0.0,,,218.0,0.0,218.0,0.0,0.0,218.0,218.0,,388.0,0.55,0.55,0.57,392.0,0.54,0.54,0.56,
06/30/2005,2498.0,1780.0,718.0,0.0,0.0,-834.0,487.0,487.0,,347.0,,,1664.0,-1124.0,,454.0,0.0,670.0,540.0,-117.0,,,0.0,16.0,131.0,131.0,0.0,0.0,2.0,423.0,-156.0,267.0,0.0,,,267.0,0.0,267.0,0.0,0.0,267.0,267.0,,370.0,0.7,0.7,0.69,393.0,0.7,0.7,0.69,
09/30/2005,2804.0,2107.0,697.0,0.0,0.0,-1068.0,742.0,742.0,,326.0,,,1736.0,-1221.0,,481.0,0.0,740.0,515.0,-137.0,,,0.0,22.0,145.0,145.0,0.0,0.0,14.0,378.0,-139.0,239.0,-13.0,,,252.0,0.0,252.0,0.0,0.0,252.0,252.0,,372.0,0.66,0.63,0.63,395.0,0.65,0.62,0.62,
12/31/2005,3732.0,2380.0,1352.0,0.0,0.0,-1683.0,785.0,785.0,0.0,898.0,,,2049.0,-1635.0,0.0,415.0,0.0,1220.0,414.0,-127.0,,,0.0,21.0,146.0,146.0,0.0,0.0,2.0,287.0,-107.0,180.0,0.0,,,180.0,0.0,180.0,0.0,0.0,180.0,180.0,,359.0,0.49,0.49,0.49,367.3,0.49,0.49,0.49,
