Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/1990,,,,,,,10.371138,,7.471777,5.366966,5.366966,4.918631,,28.170143,41.637979,,
06/30/1990,,,,,,,7.862294,,4.431556,4.123066,4.123065,3.689824,,6.961223,60.033139,,
09/30/1990,,,,,,,12.862956,,10.843157,8.006523,8.006523,7.602343,,26.160596,31.277617,,
12/31/1990,,,,,,,13.329662,,11.255768,7.786345,7.786345,7.435705,,30.82351,17.198991,,
03/31/1991,,12.827938,1.166349,12.45194,13.40558,,15.991544,64.963396,12.54155,8.914515,8.914516,8.520091,,28.920147,25.319396,9.579982,
06/30/1991,,15.35219,1.389427,14.20595,12.905898,,18.293,130.453334,13.358065,9.756035,9.756036,9.400776,,26.965212,21.583985,12.038576,
09/30/1991,,15.707175,1.41745,14.782234,9.330178,,17.587148,184.8051,13.424221,9.571938,9.571939,9.257632,,28.696513,22.090494,12.237382,
12/31/1991,,15.687449,1.408109,14.733436,9.510452,,16.488946,,12.515356,9.230669,9.230669,8.748548,,26.245255,24.17123,11.895599,
03/31/1992,,15.584861,1.39357,14.856044,13.27524,,17.095472,25.933535,12.693968,9.236337,9.236336,8.998926,,27.238379,26.067862,11.522221,
06/30/1992,,16.063686,1.452194,14.860804,12.99395,,19.760646,37.650189,15.154048,10.845317,10.845316,10.609621,,28.432872,21.966314,12.535087,
09/30/1992,,17.112396,1.566415,15.724474,15.187508,,21.789124,74.148334,17.758827,12.555659,12.555658,12.317127,,29.299053,19.154696,13.834569,
12/31/1992,,17.262038,1.634493,,10.236945,,15.617557,-215.159294,15.617557,10.430763,12.568024,11.678704,,33.211305,20.34699,13.749732,
03/31/1993,,16.175446,1.555405,,12.579216,,16.04725,,13.28421,9.182609,9.182609,8.947172,,30.875759,28.719523,11.529935,
06/30/1993,,16.119569,1.619554,,13.531594,,20.510263,51.848501,17.931249,12.489136,12.489135,12.258946,,30.349885,20.519126,12.811975,
09/30/1993,,14.925334,1.487758,,14.970846,,20.067273,-1248.381837,17.883661,10.438067,10.438067,10.199201,,41.633501,25.65522,11.096206,
12/31/1993,,14.519686,1.482929,12.631826,12.301814,,20.786641,443.716784,18.41847,12.579674,12.579674,12.245723,,31.700766,23.07701,11.168977,
03/31/1994,,13.994338,1.410329,12.637172,10.574253,,15.995212,-17.989814,13.24036,9.1668,9.1668,9.000243,,30.766235,34.515075,9.164182,
06/30/1994,,13.776285,1.389323,12.377071,7.965592,,19.030266,,15.849789,11.067669,10.962342,10.962342,,30.171508,23.277275,10.569541,
09/30/1994,,14.12241,1.389717,12.673852,6.089347,,19.629981,14.073521,17.048017,11.485291,11.295993,11.295993,,32.629757,21.280253,11.117125,
12/31/1994,,13.278158,1.29302,11.231357,6.071511,,16.358568,,13.267971,9.363002,9.17169,9.17169,,29.431541,31.797979,9.055972,
03/31/1995,,12.89885,1.259445,12.208023,5.236985,,16.06353,16.543963,12.761676,8.918416,8.737612,8.737612,,30.115639,31.510896,8.834307,
06/30/1995,,12.739874,1.272388,11.903275,8.786238,,17.708431,8.839991,14.39426,9.99541,9.826911,9.826911,,30.55975,25.754553,9.458777,
09/30/1995,,12.578556,1.255516,11.955859,7.011615,,18.300196,8.105811,15.120637,10.470883,10.303659,10.303659,,30.751047,24.158397,9.539779,
12/31/1995,,13.631769,1.373343,10.649362,6.090719,,20.695553,48.118725,17.269717,11.926744,11.900149,11.900149,,30.938396,22.38688,10.580041,
03/31/1996,,14.809255,1.469045,13.573348,4.018876,,20.204313,59.779738,16.912599,11.804767,11.69126,11.69126,,30.201342,22.330097,11.502334,
06/30/1996,,14.559819,1.505145,13.407015,0.963123,,19.727891,87.238956,16.326531,11.451247,11.337868,11.337868,,29.861111,24.0,11.065462,
09/30/1996,,14.603818,1.538098,10.079569,2.298695,,20.179372,73.663211,16.816143,12.107623,11.883408,11.883408,,28.0,21.698113,11.435065,
12/31/1996,,14.344736,1.558246,11.73494,7.295535,,20.992761,23.73175,18.717684,13.236815,13.02999,12.926577,,29.281768,8.8,13.0824,
03/31/1997,,15.347722,1.612208,13.733566,9.425706,,20.084122,18.571429,17.87592,12.618297,12.302839,12.302839,,29.411765,22.222222,11.937117,
