Date,Revenue,Revenue From Electric,Revenue from Gas,Regulated Gas Revenue,Unregulated Gas Revenue,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Purchased Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1996,402.283997,329.037994,72.329002,,,0.0,0.917,-124.469002,73.965,70.584,3.381,50.504002,,,,277.814995,-137.503998,16.979,37.054001,22.877001,60.594002,140.311005,-26.412,,,1.965,30.51,32.084999,-1.575,,-2.133,113.899004,-42.584999,71.314003,0.0,,,71.314005,0.0,71.314003,-1.351,,69.963003,69.963003,,105.446999,0.66,0.66,0.66,105.446999,0.66,0.66,0.66,
12/31/1996,365.199005,245.960007,118.850998,,,0.0,0.388,-143.867996,58.546002,56.233002,2.313,85.321999,,,,221.331009,-138.598999,18.121,37.655998,18.427999,64.393997,82.732002,-24.77,,,1.757,30.063,31.200001,-1.137,,-3.536,57.962002,-18.408001,39.554001,0.0,,,39.554001,0.0,39.554001,-1.344,,38.210001,38.210001,,106.049004,0.36,0.36,0.36,106.049004,0.36,0.36,0.36,
03/31/1997,385.118011,252.597,132.110001,,,0.0,0.411,-137.798004,54.990999,54.328999,0.662,82.806999,,,,247.320007,-135.283005,15.49,38.266998,25.847,55.679001,112.037003,-22.396001,,,1.919,30.947001,32.609001,-1.662,1.343,-6.632,89.641002,-30.933001,58.708,0.0,,,58.708001,0.0,58.708,-1.343,,57.365,57.365,,106.623001,0.54,0.54,0.54,107.099998,0.54,0.54,0.54,
06/30/1997,331.960999,247.451996,84.075996,,,0.0,0.433,-114.172997,58.893998,55.030998,3.863,55.278999,,,,217.788002,-138.039001,20.527,38.275002,23.125,56.112,79.749001,-28.795,,,1.279,30.145,28.577999,-1.433,3.0,-0.071,50.954001,-18.921,32.033001,0.0,,,32.033001,0.0,32.033001,-2.477,,29.556001,29.556001,,106.999001,0.28,0.28,0.28,107.099998,0.28,0.28,0.28,
09/30/1997,418.571014,340.362,77.814003,,,0.0,0.395,-132.929993,78.629001,75.720001,2.909,54.300999,,,,285.641021,-141.175003,16.282,38.035999,24.794001,62.063,144.466003,-23.113,,,1.56,29.767,31.398001,-1.631,2.916,-5.094,121.353003,-43.853001,77.5,0.0,,,77.500002,0.0,77.5,-2.916,,74.584,74.584,,107.320999,0.69,0.69,0.69,107.300003,0.69,0.69,0.69,
12/31/1997,387.350006,262.350006,125.0,,,0.0,,-159.098999,64.485998,62.919998,1.566,94.612999,,,,228.251007,-145.503006,19.701,38.422001,22.233999,65.146004,82.748001,-8.696002,,,2.242,30.141001,31.415001,-1.274,,-19.202999,74.051999,-11.293,62.758999,0.0,,,62.758999,0.0,62.758999,-3.264,,59.494999,59.494999,,107.0,0.55,0.55,0.39,107.099998,0.55,0.55,0.39,
03/31/1998,406.0,269.0,137.0,,,,,-144.0,61.0,59.0,2.0,83.0,,,,262.0,-135.0,19.0,30.0,26.0,60.0,127.0,-31.0,,,2.0,30.0,29.0,-2.0,3.0,3.0,96.0,-36.0,60.0,,,,60.0,,60.0,-2.0,,58.0,58.0,,107.3,0.5405,0.5405,0.5405,107.3,0.5405,0.5405,0.5405,
06/30/1998,387.0,299.0,88.0,,,0.0,0.0,-141.0,80.0,68.0,12.0,61.0,,,,246.0,-146.0,22.0,39.0,25.0,60.0,100.0,-30.0,,,2.0,30.0,30.0,-2.0,2.0,2.0,70.0,-26.0,45.0,0.0,,,44.0,0.0,45.0,-3.0,,42.0,42.0,,106.400002,0.4,0.4,0.4,106.400002,0.4,0.4,0.4,
09/30/1998,474.0,393.0,81.0,,,0.0,0.0,-147.0,93.0,84.0,9.0,54.0,,,,327.0,-152.0,21.0,39.0,26.0,66.0,175.0,-31.0,,,2.0,32.0,31.0,-2.0,3.0,1.0,144.0,-55.0,89.0,0.0,,,89.0,0.0,89.0,-3.0,,86.0,86.0,,104.199997,0.82,0.82,0.82,104.199997,0.82,0.82,0.82,
12/31/1998,365.0,260.0,105.0,,,0.0,0.0,-130.0,59.0,51.0,8.0,71.0,,,,235.0,-156.0,22.0,37.0,26.0,71.0,79.0,-26.0,,,2.0,32.0,29.0,-2.0,5.0,-4.0,53.0,-19.0,34.0,0.0,,,34.0,0.0,34.0,-3.0,,31.0,31.0,,103.599998,0.3,0.3,0.3,103.599998,0.3,0.3,0.3,
03/31/1999,546.0,266.0,279.0,,,,1.0,-293.0,65.0,61.0,4.0,228.0,,,,253.0,-167.0,18.0,42.0,27.0,80.0,86.0,-28.0,,,-1.0,35.0,31.0,-1.0,5.0,-8.0,58.0,-21.0,37.0,,,,37.0,,37.0,-2.0,,35.0,35.0,,103.599998,0.36,0.36,0.36,103.599998,0.36,0.36,0.36,
06/30/1999,435.0,293.0,142.0,,,,,-200.0,83.0,72.0,11.0,117.0,,,,235.0,-166.0,98.0,42.0,26.0,,69.0,-29.0,,,,36.0,32.0,,4.0,-7.0,40.0,-14.0,26.0,,,,26.0,,26.0,-4.0,,22.0,22.0,,103.599998,0.23,0.23,0.23,103.599998,0.23,0.23,0.23,
09/30/1999,558.0,393.0,165.0,,,,,-248.0,101.0,87.0,14.0,147.0,,,,310.0,-175.0,105.0,43.0,27.0,,135.0,-39.0,,,,52.0,34.0,,18.0,-13.0,96.0,-42.0,54.0,,,,54.0,,54.0,-2.0,,52.0,52.0,,103.599998,0.65,0.65,0.65,103.599998,0.65,0.65,0.65,
12/31/1999,398.0,274.0,123.0,,,0.0,1.0,-160.0,72.0,65.0,7.0,88.0,,,,238.0,-165.0,26.0,42.0,25.0,72.0,73.0,-5.0,,,0.0,37.0,35.0,-1.0,3.0,-32.0,68.0,-15.0,53.0,0.0,,,53.0,0.0,53.0,-2.0,,51.0,51.0,,103.599998,0.49,0.49,0.2,103.599998,0.49,0.49,0.2,
03/31/2000,821.0,294.0,527.0,,,,,-456.0,77.0,70.0,7.0,379.0,,,,365.0,-195.0,111.0,55.0,29.0,,170.0,-43.0,,,,55.0,44.0,,11.0,-12.0,127.0,-50.0,77.0,-29.0,,,106.0,,106.0,-2.0,,104.0,104.0,,104.0,1.0,0.72,0.72,104.0,1.0,0.72,0.72,
06/30/2000,662.0,320.0,342.0,,,0.0,0.0,-361.0,83.0,72.0,11.0,278.0,,,,301.0,-202.0,120.0,53.0,29.0,120.0,99.0,-47.0,,,,55.0,51.0,,4.0,-8.0,52.0,-21.0,31.0,0.0,,,31.0,0.0,31.0,-3.0,,28.0,28.0,,104.699997,0.27,0.27,0.27,104.699997,0.27,0.27,0.27,
09/30/2000,816.0,397.0,419.0,,,0.0,0.0,-469.0,103.0,84.0,19.0,366.0,,,,347.0,-201.0,118.0,54.0,29.0,118.0,146.0,-48.0,,,,58.0,55.0,,3.0,-10.0,98.0,-36.0,62.0,0.0,,,62.0,0.0,62.0,-3.0,,59.0,59.0,,104.699997,0.56,0.56,0.56,104.699997,0.56,0.56,0.56,
12/31/2000,1134.0,333.0,801.0,,,0.0,0.0,-785.0,114.0,69.0,45.0,671.0,,,,349.0,-210.0,,55.0,27.0,149.0,139.0,-42.0,,,,57.0,56.0,,1.0,-15.0,97.0,-34.0,63.0,,,,63.0,0.0,61.0,-2.0,,59.0,59.0,,104.7,0.57,0.57,0.61,104.7,0.57,0.57,0.61,
03/31/2001,1318.0,340.0,978.0,,,0.0,0.0,-931.0,115.0,67.0,48.0,816.0,,,,387.0,-342.0,128.0,56.0,30.0,128.0,173.0,-40.0,,,,62.0,59.0,0.0,1.0,-22.0,133.0,-51.0,82.0,0.0,,,82.0,0.0,82.0,-3.0,,79.0,79.0,,104.699997,0.75,0.75,0.71,104.699997,0.75,0.75,0.71,
06/30/2001,740.0,340.0,400.0,,,0.0,0.0,-440.0,107.0,68.0,39.0,333.0,,,,300.0,-207.0,122.0,56.0,29.0,122.0,93.0,505.0,,,,59.0,59.0,,0.0,-564.0,598.0,-210.0,388.0,0.0,,,388.0,0.0,388.0,-3.0,,385.0,385.0,,104.699997,3.67,3.67,0.29,104.699997,3.67,3.67,0.29,
09/30/2001,710.0,416.0,294.0,,,0.0,0.0,-365.0,130.0,87.0,43.0,235.0,,,,345.0,-202.0,117.0,56.0,29.0,117.0,143.0,-39.0,,,,52.0,52.0,,1.0,-13.0,104.0,-38.0,66.0,0.0,,,66.0,0.0,66.0,-3.0,,63.0,63.0,,104.699997,0.61,0.61,0.61,104.699997,0.61,0.61,0.61,
12/31/2001,683.0,273.0,410.0,,,0.0,0.0,-366.0,69.0,61.0,8.0,297.0,,,,317.0,-198.0,,56.0,27.0,115.0,119.0,-99.0,,,,50.0,53.0,,,49.0,20.0,-6.0,14.0,0.0,,,14.0,0.0,14.0,-2.0,,12.0,12.0,,104.699997,0.12,0.12,0.54,104.699997,0.12,0.12,0.54,
03/31/2002,822.0,302.0,520.0,,,,,-457.0,79.0,74.0,5.0,378.0,,,,365.0,-212.0,127.0,54.0,31.0,,153.0,-262.0,,,,52.0,51.0,,1.0,210.0,-109.0,39.0,-70.0,230.0,,,-300.0,,-300.0,-2.0,,-302.0,-302.0,,104.699997,-2.88,-0.68,-0.68,104.699997,-2.88,-0.68,-0.68,
06/30/2002,649.0,349.0,300.0,,,0.0,0.0,-342.0,108.0,92.0,16.0,234.0,,,,307.0,-218.0,131.0,55.0,32.0,131.0,89.0,-28.0,,,,52.0,51.0,,1.0,-24.0,61.0,-19.0,42.0,0.0,,,42.0,0.0,42.0,-2.0,,40.0,40.0,,104.732002,0.38,0.38,0.29,104.732002,0.38,0.38,0.29,
09/30/2002,694.0,424.0,270.0,,,0.0,0.0,-327.0,112.0,105.0,7.0,215.0,,,,367.0,-213.0,126.0,55.0,32.0,126.0,154.0,-33.0,,,0.0,50.0,49.0,0.0,1.0,-17.0,121.0,-41.0,80.0,0.0,,,80.0,0.0,80.0,-2.0,,78.0,78.0,,104.699997,0.74,0.74,0.74,104.699997,0.74,0.74,0.74,
12/31/2002,788.0,304.0,484.0,,,0.0,0.0,-444.0,73.0,59.0,14.0,371.0,,,,344.0,-226.0,0.0,56.0,32.0,138.0,118.0,-60.0,,,0.0,49.0,60.0,-12.0,1.0,11.0,58.0,-15.0,43.0,0.0,,,43.0,0.0,43.0,-1.0,,42.0,42.0,,109.800003,0.38,0.38,0.54,109.800003,0.38,0.38,0.54,
03/31/2003,1069.0,336.0,733.0,,,0.0,0.0,-662.0,91.0,81.0,10.0,571.0,,,,407.0,-239.0,144.0,60.0,35.0,144.0,168.0,-36.0,,,0.0,52.0,51.0,0.0,1.0,-16.0,132.0,-46.0,86.0,0.0,,,86.0,0.0,86.0,-2.0,,84.0,84.0,,110.800003,0.75,0.75,0.75,110.800003,0.75,0.75,0.75,
06/30/2003,726.0,356.0,370.0,,,0.0,0.0,-389.0,96.0,96.0,0.0,293.0,,,,337.0,-237.0,141.0,60.0,36.0,141.0,100.0,14.0,,,0.0,52.0,51.0,0.0,1.0,-66.0,114.0,-38.0,76.0,0.0,,,76.0,0.0,76.0,-2.0,,74.0,74.0,,110.800003,0.67,0.67,0.38,110.800003,0.67,0.67,0.38,
09/30/2003,751.0,429.0,322.0,,,0.0,0.0,-372.0,110.0,97.0,13.0,262.0,,,,379.0,-229.0,135.0,60.0,34.0,135.0,150.0,-29.0,,,0.0,48.0,48.0,0.0,0.0,-19.0,121.0,-35.0,86.0,0.0,,,86.0,0.0,86.0,-2.0,,84.0,84.0,,110.900002,0.76,0.76,0.74,110.900002,0.76,0.76,0.74,
12/31/2003,870.0,345.0,525.0,,,0.0,0.0,-507.0,101.0,60.0,41.0,406.0,,,,363.0,-230.0,0.0,58.0,34.0,138.0,133.0,-76.0,,,0.0,50.0,50.0,0.0,0.0,26.0,57.0,-16.0,41.0,0.0,,,41.0,0.0,41.0,-2.0,,39.0,39.0,,110.800003,0.36,0.36,0.63,110.800003,0.36,0.36,0.63,
03/31/2004,1136.0,380.0,756.0,,,0.0,0.0,-685.0,108.0,95.0,13.0,577.0,,,,451.0,-257.0,155.0,63.0,39.0,155.0,194.0,-36.0,,,0.0,50.0,50.0,0.0,0.0,-14.0,158.0,-55.0,103.0,0.0,,,103.0,0.0,103.0,-2.0,,101.0,101.0,,110.900002,0.91,0.91,0.91,110.900002,0.91,0.91,0.91,
06/30/2004,846.0,434.0,412.0,,,0.0,0.0,-475.0,140.0,140.0,0.0,335.0,,,,371.0,-248.0,144.0,66.0,38.0,144.0,123.0,-33.0,,,0.0,51.0,51.0,0.0,0.0,-18.0,90.0,-28.0,62.0,0.0,,,62.0,0.0,62.0,-2.0,,60.0,60.0,,111.199997,0.54,0.54,0.54,111.199997,0.54,0.54,0.54,
09/30/2004,857.0,492.0,365.0,,,0.0,0.0,-450.0,150.0,139.0,11.0,300.0,,,,407.0,-246.0,142.0,68.0,36.0,142.0,161.0,-81.0,,,0.0,50.0,50.0,0.0,0.0,31.0,80.0,-24.0,56.0,0.0,,,56.0,0.0,56.0,-2.0,,54.0,54.0,,111.800003,0.48,0.48,0.71,111.800003,0.48,0.48,0.71,
12/31/2004,1046.0,382.0,664.0,,,0.0,0.0,-661.0,120.0,93.0,27.0,541.0,,,,385.0,-267.0,0.0,68.0,32.0,167.0,118.0,-59.0,,,16.0,51.0,61.0,-10.0,0.0,24.0,59.0,-16.0,43.0,0.0,,,43.0,0.0,43.0,-1.0,0.0,42.0,42.0,,112.4,0.37,0.37,0.51,112.4,0.37,0.37,0.51,
03/31/2005,1266.0,415.0,851.0,,,0.0,0.0,-796.0,135.0,128.0,7.0,661.0,,,,470.0,-442.0,,245.0,39.0,158.0,28.0,-104.0,,,3.0,54.0,55.0,-1.0,0.0,53.0,-76.0,179.0,103.0,0.0,,,103.0,0.0,103.0,-2.0,0.0,101.0,101.0,,112.900002,0.89,0.89,0.89,112.900002,0.89,0.89,0.89,
06/30/2005,893.0,440.0,453.0,,,0.0,0.0,-526.0,150.0,137.0,13.0,376.0,,,,367.0,-282.0,,89.0,40.0,153.0,85.0,-36.0,,,3.0,54.0,57.0,-3.0,0.0,-15.0,49.0,-3.0,46.0,0.0,,,46.0,0.0,46.0,-2.0,0.0,44.0,44.0,,113.6,0.39,0.39,0.36,113.6,0.39,0.39,0.36,
09/30/2005,1131.0,619.0,512.0,,,0.0,0.0,-679.0,232.0,217.0,15.0,447.0,,,,452.0,-273.0,,89.0,35.0,149.0,179.0,-41.0,,,0.0,52.0,53.0,-1.0,0.0,-11.0,138.0,-36.0,102.0,0.0,,,102.0,0.0,102.0,-2.0,0.0,100.0,100.0,,114.1,0.88,0.88,0.88,114.1,0.88,0.88,0.88,
