Date,Revenue,Revenue From Electric,Revenue from Gas,Regulated Gas Revenue,Unregulated Gas Revenue,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Purchased Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,287.437988,186.087997,100.386002,,,0.0,0.964,-108.865997,44.119001,45.832001,-1.713,64.747002,,,,178.571991,-103.108002,15.668,24.327,15.964,47.148998,75.463997,-20.992001,,,0.492,22.794001,23.855,-1.061,,-1.31,54.471996,-18.955999,35.515999,0.0,,,35.515997,0.0,35.515999,-1.734,,33.781999,33.781999,,80.592003,0.42,0.42,0.42,80.592003,0.42,0.42,0.42,
06/30/1990,260.554993,202.212997,57.285,,,0.0,1.057,-94.981003,56.616002,51.330002,5.286,38.365002,,,,165.57399,-101.302002,15.213,24.27,16.061001,45.757999,64.272003,-20.474,,,0.36,23.076,23.787001,-0.711,,-2.242,43.798003,-15.138,28.66,0.0,,,28.660004,0.0,28.66,-1.73,,26.93,26.93,,80.592003,0.335,0.335,0.335,80.592003,0.335,0.335,0.335,
09/30/1990,308.024994,258.759003,48.254002,,,0.0,1.012,-88.815002,58.315999,63.807999,-5.492,30.499001,,,,219.209991,-107.536003,16.259001,24.284,16.229,50.764,111.674004,23.529998,,,0.423,23.34,24.242001,-0.902,,-46.446999,135.204002,-32.561001,102.642998,0.0,,,102.643001,0.0,102.642998,-1.728,,100.914998,100.914998,,80.592003,1.25,1.25,1.25,80.592003,1.25,1.25,1.25,
12/31/1990,277.20401,189.748993,86.455002,,,0.0,1.0,-108.499001,50.584,47.625,2.959,57.915001,,,,168.705009,-116.765999,20.358999,24.92,16.357,55.130001,51.938999,-19.507,,,0.355,23.107,13.36,-0.805,10.552,-3.245,32.431999,-10.737,21.695,0.0,,,21.694998,0.0,21.695,-1.719,,19.976,19.976,,81.764,0.215,0.215,0.215,81.764,0.215,0.215,0.215,
03/31/1991,297.734985,197.772995,99.012001,,,0.0,0.95,-112.156998,51.555001,50.165001,1.39,60.602001,,,,185.577988,-104.477997,12.937,25.67,17.219999,48.651001,81.099998,-19.494001,,,0.696,22.540001,23.757,-1.217,,-2.35,61.605997,-21.351,40.255001,0.0,,,40.254998,0.0,40.255001,-1.682,,38.573001,38.573001,,81.764,0.47,0.47,0.47,81.764,0.47,0.47,0.47,
06/30/1991,256.212006,205.154999,50.084999,,,0.0,0.972,-86.710999,57.386001,56.185001,1.201,29.325001,,,,169.501007,-109.945999,16.555,25.728001,16.926001,50.737,59.555,-19.830001,,,1.091,21.478001,22.877001,-1.399,,-0.557,39.725,-13.691,26.034,0.0,,,26.034,0.0,26.034,-1.682,,24.352,24.352,,80.758003,0.3,0.3,0.3,80.758003,0.3,0.3,0.3,
09/30/1991,309.837006,261.522003,47.339001,,,0.0,0.976,-94.550003,65.897998,63.662998,2.235,28.652,,,,215.287003,-113.071999,17.212,25.660999,19.684,50.514999,102.214996,-21.949001,,,0.846,23.346001,24.677999,-1.332,,-0.551,80.265996,-28.886999,51.379002,0.0,,,51.378997,0.0,51.379002,-1.674,,49.705002,49.705002,,79.764,0.625,0.625,0.625,79.764,0.625,0.625,0.625,
12/31/1991,284.041992,202.764999,80.306,,,0.0,0.971,-113.134003,59.844,54.854,4.99,53.290001,,,,170.90799,-113.856003,14.895,25.610001,14.64,58.710999,57.051998,-18.53,,,0.821,24.094,17.378,-0.932,7.648,-4.743,38.521998,-13.633,24.889,0.0,,,24.888998,0.0,24.889,-1.668,,23.221,23.221,,80.627998,0.29,0.29,0.29,80.627998,0.29,0.29,0.29,
03/31/1992,297.414001,196.518005,99.903999,,,0.0,0.992,-104.880997,48.724,48.077,0.647,56.157001,,,,192.533005,-116.297997,16.155001,27.027,19.188,53.928001,76.235001,-21.216,,,1.123,23.638,24.566999,-0.929,,-1.299,55.019,-19.257,35.762001,0.0,,,35.762,0.0,35.762001,-1.63,,34.132001,34.132001,,81.760002,0.415,0.415,0.415,81.760002,0.415,0.415,0.415,
06/30/1992,255.343002,195.115005,59.256001,,,0.0,0.972,-88.569,52.807,51.145,1.662,35.762001,,,,166.774002,-117.736,17.145,27.157,19.091999,54.341999,49.037998,-21.824,,,1.29,23.733,24.664,-0.931,,-0.619,27.213998,-8.835,18.379,0.0,,,18.378998,0.0,18.379,-1.626,,16.753,16.753,,82.164001,0.205,0.205,0.205,82.164001,0.205,0.205,0.205,
09/30/1992,305.593994,248.746994,55.875999,,,0.0,0.971,-102.111,65.028999,62.806999,2.222,37.082001,,,,203.482994,-116.992996,16.541,26.976,0.0,53.861,86.489998,-23.23,,,1.628,25.74,26.966999,-1.227,,-0.882,63.259998,-22.004,41.256001,0.0,,,41.255998,0.0,41.256001,-1.613,,39.643,39.643,,82.580002,0.48,0.48,0.48,82.580002,0.48,0.48,0.48,
12/31/1992,280.023987,189.097,90.238998,,,0.0,0.688,-109.489998,46.914002,44.122002,2.792,62.576,,,,170.533989,-111.57,15.601,27.155001,0.0,53.668999,58.964001,-19.447,,,1.454,24.489,16.854,-1.184,8.819,-3.588,39.517001,-10.851,28.666,0.0,,,28.666001,0.0,28.666,-1.604,,27.062,27.062,,85.274002,0.32,0.32,0.32,85.274002,0.32,0.32,0.32,
03/31/1993,321.839996,207.556,113.496002,,,0.0,0.788,-122.764999,54.134999,51.356998,2.778,68.629997,,,,199.074997,-114.264999,16.493999,28.218,19.285,50.268002,84.809998,-17.037,,,2.672,25.347,27.392,-2.045,,-5.638,67.772997,-21.096001,46.676998,0.0,,,46.676997,0.0,46.676998,-1.567,,45.109998,45.109998,,88.222,0.51,0.51,0.51,88.222,0.51,0.51,0.51,
06/30/1993,280.381989,213.878998,65.474998,,,0.0,1.028,-103.874001,59.769,57.118,2.651,44.105,,,,176.507988,-118.675003,16.789,28.156,19.312,54.417999,57.833,-16.897,,,2.774,24.778999,26.441,-1.662,,-5.108,40.936001,-12.463,28.473,0.0,,,28.473,0.0,28.473,-1.564,,26.909,26.909,,88.860001,0.305,0.305,0.305,88.860001,0.305,0.305,0.305,
09/30/1993,359.453003,304.028992,54.408001,,,0.0,1.016,-112.084999,74.401,67.832001,6.569,37.683998,,,,247.368004,-123.848,16.931999,29.218,19.596001,58.102001,123.519997,-18.663,,,1.81,25.896,27.219,-1.323,,-5.423,104.856997,-38.882,65.974998,0.0,,,65.974997,0.0,65.974998,-1.548,,64.426998,64.426998,,91.421997,0.705,0.705,0.705,91.421997,0.705,0.705,0.705,
12/31/1993,302.492004,214.656998,86.816002,,,0.0,1.019,-112.764,53.440001,52.381001,1.059,59.324001,,,,189.728004,-120.572998,17.437,27.252001,15.433,60.451,69.154999,-18.516,,,1.673,25.167,26.315001,-1.148,,-4.978,50.638999,-17.566,33.073002,0.0,,,33.072999,0.0,33.073002,-1.538,,31.535002,31.535002,,93.120002,0.34,0.34,0.34,93.120002,0.34,0.34,0.34,
03/31/1994,347.30899,234.858994,111.429001,,,0.0,1.021,-130.518005,61.768002,56.983002,4.785,68.75,,,,216.790985,-119.301003,15.486,29.738001,19.222,54.855,97.489998,-16.417,,,2.11,26.184999,27.865,-1.68,,-7.658,81.072998,-28.091999,52.980999,0.0,,,52.980999,0.0,52.980999,-1.539,,51.441999,51.441999,,93.692001,0.549,0.55,0.55,93.692001,0.549,0.55,0.55,
06/30/1994,296.04599,225.188004,69.910004,,,0.0,0.948,-105.482002,59.324,54.312,5.012,46.158001,,,,190.563988,-124.554001,17.735001,29.806,19.153999,57.859001,66.010002,-18.332,,,1.959,26.197001,27.945999,-1.749,,-5.906,47.678002,-15.962,31.716,0.0,,,31.716002,0.0,31.716,-1.462,,30.254,30.254,,94.363998,0.3205,0.32,0.32,94.363998,0.3205,0.32,0.32,
09/30/1994,361.32901,294.360992,65.956001,,,0.0,1.012,-117.661003,72.638998,66.406998,6.232,45.021999,,,,243.668007,-123.193001,16.853001,29.761999,20.537001,56.041,120.474998,-68.525,,,1.495,28.214001,29.711,-1.497,,41.806,51.949998,-33.766998,18.183001,0.0,,,18.183,0.0,18.183001,-1.482,,16.701001,16.701001,,95.302002,0.176,0.175,0.175,95.302002,0.176,0.175,0.175,
12/31/1994,317.377991,220.979996,95.376999,,,0.0,1.021,-122.501999,61.508998,57.433998,4.075,60.993,,,,194.875992,-124.788002,13.651,29.871,20.025,61.241001,70.087997,-34.872001,,,2.612,27.801001,30.031,-2.23,,9.683,35.215996,-16.688999,18.527,0.0,,,18.526997,0.0,18.527,-1.472,,17.055,17.055,,95.844002,0.178,0.18,0.18,95.844002,0.178,0.18,0.18,
03/31/1995,344.759003,230.574005,113.158997,,,0.0,1.026,-117.886002,52.481001,51.852001,0.629,65.404999,,,,226.873001,-122.968002,14.79,30.778,21.27,56.130001,103.904999,-22.347,,,2.468,30.643,33.351002,-2.708,,-5.828,81.557999,-28.858999,52.699001,0.0,,,52.699,0.0,52.699001,-1.434,,51.265001,51.265001,,96.634003,0.53,0.53,0.53,96.634003,0.53,0.53,0.53,
06/30/1995,311.135986,239.003998,71.115997,,,0.0,1.016,-105.939003,60.980999,54.272999,6.708,44.958,,,,205.196983,-124.442001,15.746,30.74,20.357,57.598999,80.754997,-43.996,,,2.455,31.093,33.819,-2.726,,15.358,36.758997,-19.743,17.016001,0.0,,,17.015997,0.0,17.016001,-1.43,,15.586001,15.586001,,97.414001,0.16,0.16,0.16,97.414001,0.16,0.16,0.16,
09/30/1995,373.476013,307.619995,64.959999,,,0.0,0.896,-112.667999,71.989003,67.120003,4.869,40.679001,,,,260.808014,-122.808998,14.451,31.184999,21.110001,56.063,137.998993,-25.993,,,2.735,30.399,33.979,-3.58,,-1.671,112.005993,-42.561001,69.445,0.0,,,69.444992,0.0,69.445,-1.416,,68.029,68.029,,98.561996,0.69,0.69,0.69,98.561996,0.69,0.69,0.69,
12/31/1995,323.600006,229.222,93.427002,,,0.0,0.951,-118.042999,56.658,54.16,2.498,61.384998,,,,205.557007,-130.753006,13.445,37.185001,21.233,58.889999,74.804001,-21.152,,,2.317,29.413,32.320999,-2.908,,-5.944,53.652001,-18.785999,34.866001,0.0,,,34.866002,0.0,34.866001,-1.407,0.0,33.459001,33.459001,,103.496002,0.32,0.32,0.32,103.496002,0.32,0.32,0.32,
03/31/1996,394.962006,262.145996,131.906006,,,0.0,0.91,-145.276993,58.741999,57.001999,1.74,86.535004,,,,249.685013,-130.035004,14.97,35.790001,23.056,56.219002,119.650002,-15.202999,,,1.705,30.646999,32.596001,-1.949,,-13.739,104.447003,-34.264,70.182999,0.0,,,70.183003,0.0,70.182999,-1.37,,68.812999,68.812999,,104.157997,0.66,0.66,0.66,104.157997,0.66,0.66,0.66,
06/30/1996,350.385986,269.380005,80.112999,,,0.0,0.893,-125.194,70.711998,66.696999,4.015,54.481998,,,,225.191986,-135.979004,18.292,37.056999,22.936001,57.694,89.212997,-26.779001,,,1.601,30.936001,32.355999,-1.42,,-2.556,62.433997,-22.766001,39.667999,0.0,,,39.667996,0.0,39.667999,-1.368,,38.299999,38.299999,,104.823997,0.37,0.37,0.37,104.823997,0.37,0.37,0.37,
