Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2002,458.035004,36.544998,36.544998,0.0,111.203003,111.203003,,33.258999,,,,,47.188999,,,,,,228.195999,10.477,,,0.0,,,219.362,193.018997,181.078995,11.940002,26.343002,229.839,,46.977001,46.977001,,,,2.681,2.681,0.0,0.0,,,70.275997,,,,70.275997,119.933998,0.0,0.0,0.0,0.0,,0.231,,,0.231,0.231,120.164998,1.021,552.994995,,,0.0,-216.145996,0.0,337.869999,0.0,337.869999,458.034997,
12/31/2002,512.971985,56.902,56.902,0.0,119.496002,,,35.515999,9.15,2.265,24.101,0.0,45.573002,,,,,,257.487,11.81,19.343,-7.533,0.0,,,243.675003,217.834,181.078995,36.755005,25.841003,255.485003,,75.443001,75.443001,,,,0.0,0.0,0.0,0.0,,,76.986,,,,76.986,152.429001,0.0,0.0,0.0,0.0,,7.851,,,7.851,7.851,160.280001,0.0,548.27002,,,0.0,0.0,-195.578003,352.692017,0.0,352.692017,512.972017,
03/31/2003,574.341003,96.483002,96.483002,0.0,130.666,130.666,,33.785999,,,,0.0,57.495998,,,,,,318.431,11.545,,,0.0,,,244.365005,217.264008,181.078995,36.185013,27.100998,255.910006,,47.324001,47.324001,,,,0.0,0.0,0.0,0.0,,,102.248997,,,,102.248997,149.572998,0.0,0.0,0.0,0.0,,7.788,,,7.788,7.788,157.360998,0.0,596.784973,,,0.0,-178.042999,-1.761993,416.97998,0.0,416.97998,574.340979,
06/30/2003,648.289001,168.473999,168.473999,0.0,119.417,119.417,,39.695999,,,,0.0,64.640999,,,,,,392.227997,12.707,,,0.0,,,243.354004,216.727997,181.078995,35.649002,26.626007,256.061004,,57.446999,57.446999,,,,0.0,0.0,0.0,0.0,,,119.978996,,,,119.978996,177.425995,0.0,0.0,0.0,0.0,,7.734,,,7.734,7.734,185.159995,0.0,596.817993,,,0.0,0.0,-133.688995,463.128998,0.0,463.128998,648.288993,
09/30/2003,693.903015,195.429993,195.429993,0.0,126.253998,126.253998,,46.004002,,,,0.0,74.440002,,,,,,442.127991,13.62,,,0.0,,,238.154999,216.175003,181.078995,35.096008,21.979996,251.774999,,56.082001,56.082001,,,,0.0,0.0,0.0,0.0,,,126.268997,,,,126.268997,182.350998,7.639,7.639,0.0,0.0,,0.0,,,0.0,7.639,189.989998,0.0,596.914001,,,0.0,0.0,-93.000999,503.913002,0.0,503.913002,693.903,
12/31/2003,753.880005,229.572998,229.572998,0.0,101.283997,,,50.450001,12.615,18.195,19.639999,0.0,92.289001,,,,,,473.596008,20.246,31.353001,-11.107,0.0,,,260.037994,223.121994,181.078995,42.042999,36.916,280.283995,,65.070999,65.070999,,,,0.0,-0.604,0.604,0.604,,,120.602997,,,,120.602997,185.673996,0.0,-0.652,0.652,0.652,,0.589,,,0.589,0.589,186.262996,0.0,692.948975,,,0.0,0.0,-125.332001,567.616974,0.0,567.616974,753.87997,
03/31/2004,855.882996,284.067993,284.067993,0.0,116.236,116.236,,67.793999,16.014,23.754999,28.025,0.0,103.25,,,,,,571.348022,22.113001,,,0.0,,,262.421997,228.886993,181.078995,47.807999,33.535004,284.534998,,75.435997,75.435997,,,,0.0,0.0,0.0,0.0,,,169.888008,,,,169.888008,245.324005,0.0,0.0,0.0,0.0,,0.767,,,0.767,0.767,246.091005,0.0,693.106995,,,0.0,0.0,-83.315002,609.791992,0.0,609.791992,855.882997,
06/30/2004,840.171021,231.686996,231.686996,0.0,139.436996,139.436996,,98.963997,15.804,27.799,55.361,0.0,87.448997,,,,,,557.536987,23.143999,,,0.0,,,259.48999,227.996994,181.078995,46.917999,31.492996,282.633989,,68.945,68.945,,,,0.0,0.0,0.0,0.0,,,128.411003,,,,128.411003,197.356003,0.0,0.0,0.0,0.0,,1.335,,,1.335,1.335,198.691003,0.0,693.18103,,,0.0,0.0,-51.701,641.48003,0.0,641.48003,840.171033,
09/30/2004,905.301025,184.979996,184.979996,0.0,156.802002,,,91.926003,13.914,23.871,54.140999,0.0,85.281998,,,,,,518.98999,23.959,,,0.0,,,362.35199,301.868988,181.078995,120.789993,60.483002,386.310989,,62.051998,62.051998,,,,0.0,0.0,0.0,0.0,,,171.677998,,,,171.677998,233.729996,0.0,0.0,0.0,0.0,,27.547001,,,27.547001,27.547001,261.276997,0.0,656.299011,,,0.0,-10.513,-1.762,644.024012,0.0,644.024012,905.301008,
12/31/2004,947.491,278.034,278.034,0.0,139.039,139.039,,71.415,14.936,16.294,40.185,0.0,79.089,,,,,,567.577,28.875,42.966,-14.091,45.047,,,305.992,298.337,181.079,117.258,7.655,379.914,,83.259,83.259,,,,0.0,0.0,0.0,0.0,,,189.989,,,,189.989,273.248,0.0,0.0,0.0,0.0,,18.293,,,18.293,18.293,291.541,0.0,637.234,,,0.0,18.697,0.019,655.95,0.0,655.95,947.491,
03/31/2005,953.447998,304.713013,304.713013,0.0,128.548996,128.548996,,65.838997,12.605,9.951,43.283001,0.0,73.718002,,,,,,572.81897,31.198999,,,45.991001,,,303.438995,291.381012,181.078995,110.302017,12.057983,380.628996,,83.431,83.431,,,,0.0,,,,,,182.225006,,,,182.225006,265.656006,0.0,,,,,16.892,,,16.892,16.892,282.548006,0.0,638.028015,,,0.0,32.512001,0.360001,670.900017,0.0,670.900017,953.448023,
06/30/2005,1053.082,276.336,276.336,0.0,230.131,230.131,,70.742,11.891,11.17,47.681,0.0,95.778,,,,,,672.987,33.437,,,46.94,,,299.718,289.425,181.079,108.346,10.293,380.095,,87.577,87.577,,,,0.0,,,,,,203.648,,,,203.648,291.225,0.0,,,,,38.334,,,38.334,38.334,329.559,0.0,640.232,,,0.0,81.558,1.733,723.523,0.0,723.523,1053.082,
09/30/2005,1213.105957,410.487,410.487,0.0,258.546997,258.546997,,62.919998,12.959,10.954,39.007,0.0,102.419998,,,,,,834.374023,34.321999,,,47.959999,,,296.450012,281.953003,181.078995,100.874008,14.497009,378.73201,,103.091003,103.091003,,,,0.0,,,,,,288.40799,,,,288.40799,391.498993,0.0,,,,,25.063999,,,25.063999,25.063999,416.562992,0.0,645.031982,,,0.0,148.110992,3.400009,796.542984,0.0,796.542984,1213.105976,
12/31/2005,1371.677979,500.955994,500.955994,0.0,290.825989,290.825989,,50.983002,13.094,7.868,30.021,0.0,150.619995,,,,,,993.38501,38.000999,57.733002,-19.732,48.924999,,,291.367004,280.144012,181.078995,99.065018,11.222992,378.293003,,94.787003,94.787003,,,,0.0,-2.591,2.591,2.591,,,414.725998,,,,414.725998,509.513,0.0,-1.777,1.777,1.777,,18.795,,,18.795,18.795,528.308001,0.0,620.664001,,,0.0,220.992004,1.713989,843.369995,0.0,843.369995,1371.677996,
03/31/2006,1342.983,583.903,583.903,0.0,220.868,220.868,,54.714,10.945,11.326,32.443,0.0,95.289,,,,,,954.774,35.967,,,49.9,,,302.342,307.379,181.079,126.3,-5.037,388.209,,109.786,109.786,,,,,,,,,,303.241,,,,303.241,413.027,,,,,,18.63,,,18.63,18.63,431.657,0.0,666.86,,,0.0,241.53,2.936,911.326,0.0,911.326,1342.983,
06/30/2006,1395.266,612.704,612.704,0.0,259.656,259.656,,61.798,7.065,20.362,34.371,0.0,71.309,,,,,,1005.467,34.681,,,50.882,,,304.236,294.977,181.079,113.898,9.259,389.799,,106.777,106.777,,,,0.0,,,,,,296.715,,,,296.715,403.492,,,,,,19.353,,,19.353,19.353,422.845,0.0,672.677,,,0.0,299.166,0.578,972.421,0.0,972.421,1395.266,
09/30/2006,1463.1,674.65,674.65,0.0,259.924,259.924,,68.354,6.148,19.94,42.266,0.0,70.133,,,,,,1073.061,35.617,,,51.874,,,302.548,292.683,181.079,111.604,9.865,390.039,,113.375,113.375,,,,,,,,,,302.038,,,,302.038,415.413,,,,,,20.945,,,20.945,20.945,436.358,0.0,681.889,,,0.0,344.057,0.796,1026.742,0.0,1026.742,1463.1,
12/31/2006,1396.689,628.085,628.085,0.0,279.159,279.159,,62.129,7.619,9.718,44.792,0.0,66.641,,,,,,1036.014,36.565,60.594,-24.029,52.872,,,271.238,262.325,181.079,81.246,8.913,360.675,,122.647,122.647,,,,,-1.274,1.274,1.274,,,215.452,,,,215.452,338.099,,-0.435,0.435,0.435,,17.602,,,17.602,17.602,355.701,0.0,681.04,,,0.0,358.831,1.117,1040.988,0.0,1040.988,1396.689,
03/31/2007,1421.806,730.857,730.857,0.0,201.406,201.406,,67.434,8.283,20.351,38.8,0.0,62.424,,,,,,1062.121,39.189,,,50.239,,,270.257,257.573,181.079,76.494,12.684,359.685,,121.888,121.888,,,,,-1.479,1.479,1.479,,,185.768,,,,185.768,307.656,,-0.512,0.512,0.512,,14.185,,,14.185,14.185,321.841,0.0,685.785,,,0.0,413.328,0.852,1099.965,0.0,1099.965,1421.806,
06/30/2007,1527.597,806.754,445.829,360.925,222.118,222.118,,72.904,10.781,17.963,44.16,0.0,65.58,,,,,,1167.356,43.304,,,50.158,,,266.779,236.342,181.079,55.263,30.437,360.241,,126.109,126.109,,,,0.0,-1.479,1.479,1.479,,,215.028,,,,215.028,341.137,0.0,-0.512,0.512,0.512,,16.36,,,16.36,16.36,357.497,,695.667,,,,473.874,0.559,1170.1,,1170.1,1527.597,
09/30/2007,1603.972,882.884,274.884,608.0,214.252,214.252,,74.509,10.178,16.878,47.453,0.0,64.63,,,,,,1236.275,44.783,,,50.016,,,272.898,254.469,181.079,73.39,18.429,367.697,,149.451,149.451,,,,,-1.479,1.479,1.479,,,198.485,,,,198.485,347.936,,-0.512,0.512,0.512,,18.886,,,18.886,18.886,366.822,0.0,702.026,,,0.0,533.021,2.103,1237.15,0.0,1237.15,1603.972,
12/31/2007,1702.638,663.711,350.325,313.386,249.784,249.784,,69.228,8.67,14.72,45.838,0.0,82.724,,,,,,1065.447,44.92,76.738,-31.818,329.31,,283.339,262.961,252.028,181.079,70.949,10.933,637.191,,178.869,178.869,,,,,-0.928,0.928,0.928,,,218.089,,,,218.089,396.958,,-0.19,0.19,0.19,,13.39,,,13.39,13.39,410.348,0.0,705.646,,,0.0,583.619,3.025,1292.29,0.0,1292.29,1702.638,
03/31/2008,1778.822998,590.74498,550.539978,40.205002,231.263,231.263,,82.209999,8.431,16.341,57.438,0.0,81.707001,,,,,,985.924988,46.879002,,,311.397003,,,434.622009,397.511993,181.078995,216.432999,37.110016,792.898014,,150.985992,150.985992,,,,0.0,-0.983,0.983,0.983,,,227.799011,,,,227.799011,378.785004,0.0,-0.199,0.199,0.199,,58.734001,,,58.734001,58.734001,437.519005,0.0,710.185974,,,0.0,643.146973,-12.028992,1341.303955,0.0,1341.303955,1778.82296,
06/30/2008,1771.479,599.813,565.177,34.636,234.153,234.153,,89.406,10.143,18.315,60.948,0.0,77.822,,,,,,1001.194,46.411,,,263.353,,263.353,460.521,630.703,181.079,449.624,-170.182,770.285,,149.922,149.922,,,,0.0,,,,,,197.85,,,,197.85,347.772,370.78,370.701,0.079,0.079,,53.363,,,53.363,424.143,771.915,0.0,669.769,,,-345.452,702.172,-26.925,999.564,0.0,999.564,1771.479,
09/30/2008,1853.971,659.47,632.959,26.511,253.087,253.087,,91.628,7.424,13.916,70.288,0.0,86.136,,,,,,1090.321,43.169,,,254.757,,254.757,465.724,396.817,181.079,215.738,68.907,763.65,,135.47,135.47,,,,,-0.983,0.983,0.983,,,255.703,,,,255.703,391.173,371.358,371.159,0.199,0.199,,55.571,,,55.571,426.929,818.102,0.0,704.439,,,-413.71,770.418,-25.278,1035.869,0.0,1035.869,1853.971,
12/31/2008,1908.733,782.193,775.693,6.5,246.326,246.326,,80.656,7.157,10.131,63.368,0.0,74.519,,,,,,1183.694,44.378,82.529,-38.151,239.204,,239.204,441.457,386.134,181.079,205.055,55.323,725.039,,160.468,160.468,,,,0.0,,,,,,226.005,,,,226.005,386.473,243.15,,,,,71.999,,,71.999,315.149,701.622,0.0,794.628,,,-424.816,838.955,-1.656,1207.111,0.0,1207.111,1908.733,
03/31/2009,2560.903,394.157,394.157,0.0,361.709,361.709,0.0,94.708,10.361,16.637,67.71,0.0,302.184,,,,0.0,199.405,1152.758,50.006,,,264.677,33.587,231.09,1093.462,1063.997,283.569,780.428,29.465,1408.145,,486.854,149.652,34.288,,302.914,71.749,71.749,,,,,134.13,,,123.38,134.13,692.733,362.411,362.411,,,,254.228,,,130.848,616.639,1309.372,0.0,801.202,1.349,799.853,-424.816,877.992,-2.847,1251.531,0.0,1251.531,2560.903,
06/30/2009,2591.525,495.839,494.989,0.85,310.754,310.754,0.0,98.926,12.35,17.876,68.7,0.0,322.507,,,,0.0,220.908,1228.026,48.52,,,241.42,0.0,241.42,1073.559,1043.501,276.822,766.679,30.058,1363.499,,472.817,151.956,17.789,,303.072,68.38,68.38,,,,,149.86,,,103.447,149.86,691.057,366.55,366.55,,,,246.327,,,142.88,612.877,1303.934,0.0,806.65,1.349,805.301,-424.816,908.021,-2.264,1287.591,0.0,1287.591,2591.525,
09/30/2009,2500.268,457.153,456.753,0.4,307.375,307.375,0.0,97.133,11.746,17.445,67.942,0.0,317.254,,,,0.0,210.106,1178.915,46.341,,,245.37,0.0,245.37,1029.642,997.88,302.089,695.791,31.762,1321.353,,483.182,172.279,13.829,,297.074,0.0,0.0,,,,,126.22,,,78.034,126.22,609.402,318.178,318.178,,,,228.571,,,150.537,546.749,1156.151,0.0,813.379,1.349,812.03,-424.816,957.443,-1.889,1344.117,0.0,1344.117,2500.268,
12/31/2009,2488.803,733.737,708.462,25.275,323.501,323.501,0.0,84.893,8.51,25.799,50.584,0.0,138.45,0.0,,,13.762,34.255,1280.581,47.529,97.653,-50.124,211.792,,211.792,948.901,912.443,302.534,609.909,36.458,1208.222,,472.18,176.076,9.498,0.0,286.606,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,49.18,0.0,472.18,322.534,322.534,0.0,0.0,,196.678,0.0,,147.498,519.212,991.392,0.0,818.817,1.35,817.467,-424.816,1105.291,-1.881,1497.411,0.0,1497.411,2488.803,
03/31/2010,2539.651,834.972,819.972,15.0,324.324,324.324,0.0,87.05,10.79,23.509,52.751,0.0,123.946,,,,0.0,31.809,1370.292,46.243,,,192.034,,192.034,931.082,895.158,302.534,592.624,35.924,1169.359,,474.361,171.03,13.716,,289.615,0.0,0.0,,,,,0.0,,,55.891,0.0,474.361,326.922,326.922,,,,203.991,,,148.1,530.913,1005.274,0.0,823.968,1.354,822.614,-453.824,1165.646,-1.413,1534.377,0.0,1534.377,2539.651,
06/30/2010,2596.197,992.271,992.271,0.0,354.361,354.361,0.0,85.28,12.419,23.91,48.951,0.0,196.48,,,,16.545,88.702,1628.392,44.962,,,22.01,,22.01,900.833,864.872,302.534,562.338,35.961,967.805,,492.727,178.751,0.0,,313.976,0.0,0.0,,,,,0.0,,,50.467,0.0,492.727,331.47,331.47,,,,200.533,,,150.066,532.003,1024.73,0.0,831.22,1.355,829.865,-474.88,1217.106,-1.979,1571.467,0.0,1571.467,2596.197,
09/30/2010,2763.754,774.325,774.075,0.25,419.12,419.12,0.0,94.792,19.912,15.01,59.87,0.0,122.46,,,,0.0,19.044,1410.697,74.985,,,22.182,,22.182,1255.89,1212.451,492.656,719.795,43.439,1353.057,,537.207,157.781,4.017,,375.409,64.563,64.563,,,,,0.0,,,23.357,0.0,601.77,277.719,277.719,,,,195.07,,,171.713,472.789,1074.559,0.0,842.926,1.358,841.568,-483.79,1271.313,-1.943,1628.506,60.689,1689.195,2763.754,
12/31/2010,3912.389,466.214,466.214,0.0,547.807,547.807,0.0,178.805,45.957,34.208,98.64,0.0,166.708,0.0,,,3.143,22.841,1359.534,215.295,283.633,-68.338,23.509,,23.509,2314.051,2246.765,715.005,1531.76,67.286,2552.855,,710.835,241.114,0.0,0.0,469.721,24.993,0.0,0.0,0.0,,24.993,0.0,0.0,0.0,217.334,0.0,735.828,1045.801,1045.801,0.0,0.0,,327.431,0.0,,110.097,1373.232,2109.06,0.0,862.245,1.363,860.882,-483.79,1364.297,-1.161,1741.591,61.738,1803.329,3912.389,
03/31/2011,4006.095,565.162,565.162,0.0,549.281,549.281,0.0,205.296,64.583,49.372,91.341,0.0,178.435,,,,0.0,29.545,1498.174,213.452,,,23.701,,23.701,2270.768,2205.499,719.3,1486.199,65.269,2507.921,,747.885,265.516,6.538,,475.831,27.525,0.0,,,,27.525,12.682,,,218.078,12.682,788.092,1044.12,1044.12,,,,310.16,,,92.082,1354.28,2142.372,0.0,884.634,1.373,883.261,-501.342,1420.084,-1.011,1802.365,61.358,1863.723,4006.095,
06/30/2011,7642.822,692.872,621.869,71.003,654.056,654.056,0.0,303.658,87.56,63.033,153.065,0.0,243.048,,,,33.583,34.191,1893.634,271.833,,,21.205,,21.205,5456.15,5312.597,2474.669,2837.928,143.553,5749.188,,831.023,273.962,,,557.061,601.498,0.0,,,,601.498,6.743,,,748.215,6.743,1439.264,3428.675,3428.675,,,,841.849,,,93.634,4270.524,5709.788,0.0,917.523,1.377,916.146,-518.491,1474.667,-1.543,1872.156,60.878,1933.034,7642.822,
09/30/2011,7360.843,460.681,419.671,41.01,721.984,721.984,0.0,282.54,87.967,45.646,148.927,0.0,211.899,,,,0.0,29.424,1677.104,273.488,,,20.396,,20.396,5389.855,5262.908,2496.859,2766.049,126.947,5683.739,,913.074,243.647,14.819,,654.608,74.334,0.0,,,,74.334,6.228,,,727.393,6.228,993.636,3565.184,3565.184,,,,814.458,,,87.065,4379.642,5373.278,0.0,934.962,1.378,933.584,-518.492,1515.316,-7.298,1924.488,63.077,1987.565,7360.843,
12/31/2011,7292.583,547.62,547.62,0.0,733.222,733.222,0.0,262.419,103.064,51.063,108.292,0.0,244.835,0.0,,,0.0,28.261,1788.096,297.731,409.442,-111.711,19.105,,19.105,5187.651,5062.165,2558.041,2504.124,125.486,5504.487,,1028.588,260.385,35.372,0.0,732.831,88.265,0.0,1.639,1.639,,86.626,4.925,0.0,0.0,617.677,4.806,1121.778,3424.329,3422.252,2.077,2.077,,706.885,0.0,,89.208,4131.214,5252.992,0.0,953.708,1.383,952.325,-518.492,1551.91,-9.436,1977.69,61.901,2039.591,7292.583,
03/31/2012,6887.21,248.303,248.303,0.0,657.135,657.135,0.0,288.875,111.583,45.337,131.955,0.0,279.097,,,,38.529,45.211,1473.41,300.052,,,18.899,,18.899,5094.849,4976.964,2560.043,2416.921,117.885,5413.8,,972.451,248.583,0.0,,723.868,102.199,0.0,,,,102.199,5.953,,,573.76,5.799,1080.603,3197.015,3197.015,,,,659.707,,,85.947,3856.722,4937.325,0.0,981.842,1.393,980.449,-550.08,1464.565,-7.194,1889.133,60.752,1949.885,6887.21,
06/30/2012,7101.875,391.946,391.946,0.0,721.85,721.85,0.0,327.603,117.488,52.989,157.126,0.0,297.049,,,,36.993,35.147,1738.448,319.543,,,1.691,,1.691,5042.193,4918.708,2565.253,2353.455,123.485,5363.427,,1140.072,284.484,0.0,,855.588,115.966,0.0,,,,115.966,5.972,,,551.128,5.955,1262.01,3174.14,3174.14,,,,713.105,,,161.977,3887.245,5149.255,0.0,1001.935,1.395,1000.54,-571.593,1474.03,-11.464,1892.908,59.712,1952.62,7101.875,
09/30/2012,7020.791,256.917,256.917,0.0,759.594,759.594,0.0,363.747,111.916,61.825,190.006,0.0,332.241,,,,39.178,27.688,1712.499,333.119,,,2.631,,2.631,4972.542,4854.475,2569.288,2285.187,118.067,5308.292,,1224.658,258.96,0.0,,965.698,124.947,0.0,,,,124.947,6.027,,,581.975,5.669,1355.632,3069.518,3069.518,,,,665.124,,,83.149,3734.642,5090.274,0.0,1017.75,1.397,1016.353,-669.885,1527.839,-7.504,1868.2,62.317,1930.517,7020.791,
12/31/2012,6568.559,529.689,529.689,0.0,650.547,650.547,0.0,344.935,99.829,58.523,186.583,0.0,687.924,0.0,330.663,,36.489,21.834,2213.095,359.293,476.292,-116.999,1.746,,1.746,3994.425,3900.858,1853.566,2047.292,93.567,4355.464,,1554.261,412.065,0.0,0.0,1142.196,132.156,0.0,6.701,6.701,,125.455,64.771,0.0,0.0,496.778,64.169,1751.188,3035.031,2973.754,61.277,61.277,,649.134,0.0,,152.356,3684.165,5435.353,0.0,1036.515,1.4,1035.115,-768.43,811.573,-6.802,1072.856,60.35,1133.206,6568.559,
