Date,Assets,Cash & Near Cash Items,Short-Term Investments,Accounts & Notes Receivable,Inventories,Other Current Assets,Total Current Assets,LT Investments & LT Receivables,Net Fixed Assets,Gross Fixed Assets,Accumulated Depreciation,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,Short-Term Borrowings,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,,21,,662,2882,1005,4570,,4952,5476.0,-524.0,24400,29352,33922,,2838,2418,291,5547,20308,7043,27351,32898,0,,2217,-1193,1024,33922,
06/30/1990,,43,,664,2642,802,4151,,4883,5504.0,-621.0,24200,29083,33234,,2679,707,521,3907,21630,6777,28407,32314,0,,2217,-1297,920,33234,
09/30/1990,,345,,703,2637,838,4523,,4878,5629.0,-751.0,24010,28888,33411,,2804,794,426,4024,19425,7206,26631,30655,200,,3915,-1359,2756,33411,
12/31/1990,,323,,703,2646,444,4116,,4866,5781.0,-915.0,23933,28799,32915,,387,1720,3098,5205,16955,6466,23421,28626,1795,,3866,-1372,4289,32915,
03/31/1991,,61,,675,2659,449,3844,,4805,5806.0,-1001.0,23761,28566,32410,,279,2263,2521,5063,15840,6586,22426,27489,1795,,4498,-1372,4921,32410,
06/30/1991,,93,,734,2572,276,3675,,4731,5802.0,-1071.0,23565,28296,31971,,290,1820,2483,4593,14764,6469,21233,25826,2040,,4105,0,6145,31971,
09/30/1991,,103,,750,2639,267,3759,,4699,5868.0,-1169.0,23387,28086,31845,,307,1723,2696,4726,14412,6478,20890,25616,2045,,5661,-1477,6229,31845,
12/31/1991,,434,,800,2704,282,4220,,4816,6100.0,-1284.0,23095,27911,32131,,370,1188,2497,4055,13149,6508,19657,23712,353,,9363,-1297,8419,32131,
03/31/1992,,170,,782,2706,335,3993,,4753,6116.0,-1363.0,23081,27834,31827,,290,845,2451,3586,13503,6405,19908,23494,353,,9299,-1319,8333,31827,
06/30/1992,,137,,851,2653,372,4013,,4803,6273.0,-1470.0,22954,27757,31770,,305,796,2333,3434,13616,6370,19986,23420,353,,9242,-1245,8350,31770,
09/30/1992,,244,,1001,2781,325,4351,,4895,6506.0,-1611.0,22805,27700,32051,,350,696,2609,3655,13529,6382,19911,23566,353,,9161,-1029,8485,32051,
12/31/1992,,99,,1356,2776,345,4576,,4858,6515.0,-1657.0,22607,27465,32041,,401,677,2768,3846,13541,6278,19819,23665,353,,9059,-1036,8376,32041,
