Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1992,,467.399994,467.399994,,2.794395,1.742833,0.364356,0.25,0.25,,0.25,0.25,0.25,0.1225,,,,,,
06/30/1992,,469.0,469.0,,2.752452,1.806183,0.511727,0.34,0.34,,0.34,0.34,0.34,0.1225,,,,,,
09/30/1992,,471.0,471.0,,2.667091,1.794055,0.504034,0.33,0.33,,0.33,0.33,0.33,0.1225,,,,,,
12/31/1992,470.864012,472.600008,472.600008,,2.688955,1.834956,0.460008,0.29,0.29,0.29,0.29,0.29,0.29,0.1225,0.304063,,8.63349,7.822428,,
03/31/1993,475.872009,475.85199,475.85199,,2.668811,1.842342,0.600584,0.385,0.385,,0.385,0.385,0.385,0.14,1.62788,,9.481403,8.095525,,
06/30/1993,477.877991,479.063995,479.063995,,2.75177,1.93591,0.622084,0.405,0.405,,0.405,0.405,0.405,0.14,-0.817091,,8.868772,8.369249,,
09/30/1993,479.161987,481.644012,481.644012,,2.720472,1.934414,0.604226,0.41,0.41,,0.41,0.41,0.41,0.14,0.772942,,7.378918,8.661178,,
12/31/1993,483.093994,481.224,481.224,,2.736913,1.963522,0.681119,0.245,0.245,0.245,0.245,0.245,0.245,0.14,0.197185,,5.971095,8.763512,,
03/31/1994,489.526001,483.85199,483.85199,,2.627965,1.849053,0.651127,0.425,0.425,,0.425,0.425,0.425,0.16,1.285802,,5.917594,8.93996,,
06/30/1994,488.492004,489.645996,489.645996,,2.716418,1.853982,0.682232,0.445,0.445,,0.445,0.445,0.445,0.16,1.870564,,6.778944,9.086646,,
09/30/1994,487.084015,488.264008,488.264008,,2.814101,1.849217,0.707955,0.46,0.46,,0.46,0.46,0.46,0.16,0.891409,,6.433065,9.324656,,
12/31/1994,480.723999,482.799988,482.799988,,2.893556,1.802956,0.597972,0.395,0.395,,0.395,0.395,0.395,0.16,-0.531392,,8.698084,9.424177,,
03/31/1995,475.984009,479.997986,479.997986,,2.950871,1.697536,0.490671,0.43,0.355,,0.43,0.355,0.355,0.18,1.297347,1.18068,9.150003,9.78499,,
06/30/1995,458.063995,470.65799,470.65799,,3.233229,1.889249,0.63799,0.415,0.415,,0.415,0.415,0.415,0.18,-0.988404,-1.175376,8.72439,9.855473,,
09/30/1995,474.778015,456.373993,456.373993,,3.360766,1.974348,0.686336,0.45,0.45,,0.45,0.45,0.45,0.18,2.378571,,8.143549,10.369952,,
12/31/1995,467.406006,471.506012,471.506012,,3.341633,2.032176,0.640787,0.43,0.43,,0.43,0.43,0.43,0.18,2.490588,2.416868,8.827788,10.681386,,
03/31/1996,463.339996,470.553986,466.200012,,3.185328,1.969112,0.652081,0.44,0.44,0.44,0.43,0.43,0.43,0.19,1.932647,1.840412,7.515,10.713515,,
06/30/1996,461.958008,466.921997,462.682007,,3.237645,2.044601,0.69162,0.46,0.46,0.46,0.46,0.46,0.46,0.19,0.414972,0.315551,7.732305,10.814836,,
09/30/1996,454.122009,463.497986,459.335999,,3.324364,2.116098,0.707543,0.45,0.45,0.475,0.45,0.45,0.475,0.19,0.478952,0.272132,7.951608,10.957408,,
12/31/1996,446.90799,456.252014,451.123992,,3.387095,2.145752,0.689389,0.34,0.34,0.48,0.33,0.33,0.47,0.19,0.76254,0.551955,9.263652,10.921711,,
03/31/1997,439.161987,448.558014,443.339996,,3.414986,2.138314,0.712771,0.48,0.48,0.48,0.47,0.47,0.47,0.21,0.692471,0.557134,8.525328,10.642998,,
06/30/1997,436.757996,442.480011,437.946014,,3.614601,2.246852,0.771785,0.51,0.51,0.51,0.51,0.51,0.51,0.21,-0.705566,-0.771785,8.160125,11.022122,,
09/30/1997,439.332001,442.049988,436.213989,,3.807764,2.333717,0.646472,0.54,0.54,0.54,0.53,0.53,0.53,0.21,0.217783,0.034387,9.462092,11.553905,,
12/31/1997,438.063995,445.152008,437.746002,,3.789869,2.282145,0.70132,0.56,0.56,0.56,0.56,0.56,0.56,0.21,0.347233,,12.735582,11.827039,,
03/31/1998,439.312988,444.835999,438.588989,,3.771185,2.259519,0.747853,0.53,0.53,0.53,0.53,0.53,0.53,0.235,1.331543,1.295062,10.147663,12.15079,9.53079,
06/30/1998,440.352997,446.567993,440.09201,,3.906001,2.333603,0.802105,0.57,0.57,0.57,0.56,0.56,0.56,0.235,-0.729393,-0.754388,8.945096,12.546752,10.012422,
09/30/1998,436.092987,443.75,438.855988,,4.117524,2.488288,0.89551,0.57,0.57,0.57,0.57,0.57,0.57,0.235,1.65658,1.592778,11.378307,12.733523,10.16297,
12/31/1998,452.451996,454.527008,449.949005,,4.06935,2.500283,0.864542,0.58,0.58,0.6,0.57,0.57,0.59,0.235,1.806871,1.649076,11.647644,13.630175,10.295015,
03/31/1999,447.821991,454.196991,449.25,,4.100167,2.550918,0.810239,0.65,0.65,0.55,0.65,0.65,0.55,0.26,0.478575,0.427379,10.296502,13.632649,10.267473,
06/30/1999,448.640991,452.733002,448.036987,,4.21617,2.664959,0.895015,0.63,0.63,0.61,0.62,0.62,0.6,0.26,0.790113,0.72985,10.732412,13.897526,10.52289,
09/30/1999,448.824005,452.885986,448.742004,,4.254115,2.62066,0.891381,0.6,0.6,0.59,0.6,0.6,0.59,0.26,0.405578,0.381065,11.389765,14.252803,10.941928,
12/31/1999,443.427,449.678,446.402,,4.462346,2.706081,0.916215,0.59,0.59,0.59,0.59,0.59,0.59,0.26,2.470867,2.396943,10.54514,14.408234,11.140503,
03/31/2000,437.59,443.757,441.834,,4.442845,2.591471,0.853262,0.83,0.83,0.55,0.83,0.83,0.55,0.28,0.072425,0.029423,12.16664,14.83809,11.56105,
06/30/2000,431.165985,436.022003,434.112,,4.641659,2.644479,0.879957,0.57,0.57,0.57,0.57,0.57,0.57,0.28,1.278472,1.232401,11.450347,15.091636,11.823753,
09/30/2000,427.26001,431.971985,429.584015,,4.774386,2.651402,0.856643,0.28,0.28,0.57,0.28,0.28,0.57,0.28,-0.377109,-0.425994,9.97285,15.260029,12.013762,
12/31/2000,423.254,430.634,425.054,,5.081707,2.846697,0.884593,0.63,0.63,0.64,0.62,0.62,0.63,0.28,2.72436,2.623196,11.985711,15.647814,12.415713,
