Date,Revenue,Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,Real Estate Tax,Other Property Expense,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,Impairment of Assets,Disposal of Con Assets,Disposal of Uncon Assets,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Recurring Capital Expenditure,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
06/30/2009,212.259,210.182,0.0,2.077,0.0,0.0,-162.812,85.946,19.945,66.001,5.39,51.174,,0.0,20.302,49.447,-36.388,36.88,-0.492,0.0,13.059,0.0,0.0,0.0,17.674,-3.664,-3.664,0.0,16.723,0.014,17.674,,0.0,17.674,34.312,20.302,79.662223,0.22,0.17,0.430719,80.042294,0.22,0.17,0.423641,,54.126,,,,71.814,,71.814,-6.61,65.204,0.897627,0.815006,0.8925,99.428846,109.508361,99.338569,
09/30/2009,215.043,213.165,0.0,1.878,0.0,0.0,-146.523,87.786,21.093,66.693,5.75,52.987,,0.0,0.0,68.52,-40.774,41.205,-0.19,-0.241,27.746,0.0,0.0,0.0,58.154,-30.355,-30.355,0.0,58.101,0.014,58.154,,0.0,58.154,27.558,-0.241,80.132409,0.72,0.34,0.343906,80.609277,0.72,0.34,0.33701,,56.239,,-26.67,,87.737,0.0,87.737,-5.68,82.057,1.088423,1.01796,0.8925,81.999361,87.675372,82.732485,
12/31/2009,214.292,212.388,0.0,1.904,0.0,0.0,-154.418,87.94,21.831,66.109,10.36,55.268,,0.0,0.85,59.874,-67.188,42.107,2.698,22.383,-7.314,0.0,0.0,0.0,32.394,-39.664,-39.664,0.0,32.35,0.014,32.394,,0.0,32.394,15.963,23.233,81.869688,0.4,-0.0888,0.194981,81.869688,0.4,-0.0888,0.194981,,57.524,,-37.217,,52.715,,52.715,-6.135,46.58,0.643742,0.568823,0.8925,138.64242,156.902858,138.034715,
03/31/2010,215.449,213.6,0.0,1.849,0.0,0.0,-152.935,88.068,23.146,64.922,8.895,55.972,,0.0,0.0,62.514,-42.314,42.541,-0.227,0.0,20.2,0.0,0.0,0.0,72.523,-52.166,-52.166,0.0,72.366,0.014,72.523,,-0.23,72.293,-30.164,-50.291,81.637686,0.89,0.25,-0.369486,82.31067,0.88,0.25,-0.369486,,57.011,,-50.291,,79.257,0.0,79.257,-5.491,73.766,0.962901,0.89619,0.8925,92.688687,99.588256,93.119851,
06/30/2010,220.342,218.658,0.0,1.684,0.0,0.0,-150.245,88.887,23.083,65.804,4.041,57.317,,0.0,0.0,70.097,-40.995,41.458,-0.463,0.0,29.102,0.0,0.0,0.0,51.125,-21.964,-21.964,0.0,51.066,0.014,51.125,,-0.143,50.982,7.089,-21.929,83.517908,0.61,0.35,0.08488,84.245105,0.61,0.35,0.08488,,58.593,,-21.929,,87.803,,87.803,-5.406,82.397,1.042973,0.978757,0.8925,85.5727,91.187055,86.4811,
09/30/2010,225.558,223.758,0.0,1.8,0.0,0.0,-154.759,89.794,23.225,66.569,7.039,57.926,,0.0,0.0,70.799,-44.587,44.262,0.325,0.0,26.212,0.0,0.0,0.0,24.654,2.232,2.232,0.0,23.98,0.014,24.654,,-0.068,24.586,26.818,0.0,84.968804,0.29,0.32,0.32,85.768696,0.29,0.32,0.32,,59.794,,,,84.462,,84.462,-5.179,79.283,0.984765,0.924382,0.8925,90.63077,96.55104,90.119817,
12/31/2010,226.552,224.531,0.0,2.021,0.0,0.0,-155.023,88.714,23.122,65.592,6.87,59.439,,0.0,0.0,71.529,-45.327,45.724,-0.397,0.0,26.202,0.0,0.0,0.0,27.027,-0.466,-0.466,0.0,26.668,0.014,27.03,,0.0,27.03,26.564,0.0,85.491465,0.32,0.310721,0.310721,86.102732,0.31,0.304588,0.304588,,61.642,,-1.854,,86.829,,86.829,-5.399,81.43,1.007978,0.945302,0.8925,88.543633,94.414284,88.294233,
03/31/2011,228.53,226.21,0.0,2.32,0.0,0.0,-154.849,87.907,24.14,63.767,7.292,59.65,,0.0,0.0,73.681,-42.468,42.971,-0.503,0.0,31.213,0.0,0.0,0.0,30.341,0.676,0.676,0.0,30.537,0.007,30.341,,-0.083,30.258,30.934,0.0,86.168732,0.35,0.36,0.36,86.99753,0.35,0.36,0.36,,63.194,,,,93.542,,93.542,-5.868,87.674,1.075226,1.007776,0.8925,83.005811,88.56137,83.309102,
06/30/2011,235.581,233.249,0.0,2.332,0.0,0.0,-156.198,87.217,23.266,63.951,8.145,60.836,,0.0,0.0,79.383,-44.149,44.544,-0.395,0.0,35.234,0.0,0.0,0.0,43.373,-7.958,-7.958,0.0,43.192,0.007,43.373,,-0.123,43.25,27.617,-7.675,87.317602,0.5,0.41,0.316282,88.196438,0.49,0.4,0.312978,,64.24,,-7.675,,99.945,0.842,100.787,-6.058,94.729,1.14273,1.074044,0.8925,78.102434,83.097151,79.189554,
09/30/2011,243.719,241.286,0.0,2.433,0.0,0.0,-173.041,92.009,23.741,68.268,6.087,60.893,,0.0,14.052,70.678,-26.328,42.659,-2.615,-13.716,44.35,0.0,0.0,0.0,44.824,-0.327,-0.327,0.0,44.677,0.007,44.824,,-0.206,44.618,58.343,14.052,91.388357,0.49,0.49,0.638407,92.340368,0.49,0.49,0.638407,,64.499,,,-1.743,107.587,0.475,108.062,-5.893,102.169,1.16947,1.105695,0.8925,76.316614,80.718476,78.820861,
12/31/2011,243.089,240.518,0.0,2.571,0.0,0.0,-155.572,86.729,22.75,63.979,7.847,60.996,,0.0,0.0,87.517,-39.239,37.64,-1.607,3.206,48.278,0.0,0.0,0.0,323.085,-274.687,-274.687,0.0,322.965,0.007,323.085,,0.0,323.085,50.338,1.94,94.698215,3.4,0.511076,0.531562,95.509173,3.38,0.503973,0.524285,,65.053,,-273.415,-1.32,113.41,7.408,120.818,-6.165,114.653,1.26496,1.200412,0.8925,70.555615,74.349457,74.899921,
03/31/2012,246.032,243.483,0.0,2.549,0.0,0.0,-159.728,88.447,23.887,64.56,9.71,61.571,,0.0,0.0,86.304,-32.63,33.626,-2.175,1.179,53.674,0.0,0.0,0.0,57.758,-3.935,-3.935,0.0,57.609,0.007,57.758,,0.0,57.758,55.002,1.179,94.855266,0.61,0.57,0.579852,95.653779,0.6,0.56,0.572326,,65.292,,,-1.086,121.971,,121.971,-6.627,115.344,1.27513,1.205849,0.97,76.070677,80.441259,75.822122,
06/30/2012,252.445,249.675,0.0,2.77,0.0,0.0,-163.72,92.18,24.528,67.652,8.316,63.224,,0.0,0.0,88.725,-30.838,33.191,-2.073,-0.28,57.887,0.0,0.0,0.0,156.909,-98.934,-98.934,0.0,156.821,0.007,156.909,,0.0,156.909,57.975,0.0,95.308163,1.64,0.61,0.61,95.992825,1.63,0.6,0.6,,66.711,,-95.049,-0.385,128.193,0.71,128.903,-6.682,122.221,1.342927,1.273313,0.97,72.230304,76.179239,73.084334,
09/30/2012,261.321,258.788,0.0,2.533,0.0,0.0,-164.676,93.554,25.475,68.079,8.372,62.75,,0.0,0.0,96.645,-14.238,33.985,-19.747,0.0,82.407,0.0,0.0,0.0,86.845,-4.34,-4.34,0.0,86.747,0.007,86.844,,0.0,86.844,82.504,0.0,97.044603,0.89,0.85,0.85,97.546569,0.89,0.85,0.85,,67.59,,0.0,-14.194,140.248,,140.248,-6.67,133.578,1.437493,1.369128,0.97,67.478567,70.847999,67.576721,
12/31/2012,261.574,259.169,0.0,2.405,0.0,0.0,-172.209,100.575,25.736,74.839,7.703,62.482,,0.0,1.449,89.365,-25.004,36.117,-11.113,0.0,64.361,0.0,0.0,0.0,122.357,-58.023,-58.023,0.0,122.384,0.007,122.356,,0.0,122.356,65.782,1.449,102.401254,1.19,0.63,0.642394,102.863336,1.19,0.63,0.642394,,66.034,,-51.262,-6.501,130.635,,130.635,-6.534,124.101,1.269584,1.206083,0.97,76.402998,80.425666,84.947372,
03/31/2013,301.357,299.085,0.0,2.272,0.0,0.0,-259.387,143.789,31.902,111.887,10.039,105.559,,0.0,0.0,41.97,-56.738,38.174,18.564,0.0,-14.768,0.0,0.0,0.0,75.427,-90.237,-90.237,0.0,75.469,0.008,75.427,,0.0,75.427,-14.81,0.0,119.68051,0.63,-0.12,-0.12,120.111128,0.63,-0.12,-0.12,,111.944,,-84.491,-9.352,93.536,69.848,163.384,-7.944,155.44,1.360274,1.294135,1.07,78.660644,82.680717,148.006115,
06/30/2013,378.207,375.294,0.0,2.913,0.0,0.0,-334.004,132.682,41.011,91.671,11.345,189.977,,0.0,0.0,44.203,-43.869,43.169,-0.24,0.94,0.334,0.0,0.0,0.0,36.218,-35.763,-35.763,0.0,36.097,0.008,36.218,,0.0,36.218,-60.49,-60.945,129.179471,0.28,0.003522,-0.468263,129.595399,0.28,0.003522,-0.468263,,199.502,,-33.682,-1.472,200.574,8.834,209.408,-8.545,200.863,1.61586,1.549924,1.07,66.218615,69.03565,69.030383,
09/30/2013,389.189,386.175,0.0,3.014,0.0,0.0,-310.968,141.217,42.184,99.033,9.878,159.873,,0.0,0.0,78.221,-94.169,43.945,-3.26,53.484,-15.948,0.0,0.0,0.0,-10.715,-5.063,-5.063,0.0,-10.885,0.008,-10.715,,0.0,-10.715,-15.778,0.0,129.208839,-0.08,-0.12,-0.12,129.216339,-0.08,-0.12,-0.12,,164.756,,,-0.688,153.361,57.732,211.093,-8.876,202.217,1.628551,1.560074,1.07,65.70258,68.586493,90.283058,
12/31/2013,394.169,390.866,0.0,3.303,0.0,0.0,-251.499,138.382,43.677,94.705,8.311,104.806,,0.0,0.0,142.67,-54.461,44.63,-5.09,14.921,88.209,0.0,0.0,0.0,252.212,-163.881,-163.881,0.0,252.09,0.008,252.212,,0.0,252.212,103.252,14.921,129.415275,1.95,0.682539,0.797835,129.611467,1.95,0.682539,0.79766,,106.123,,-160.058,-2.941,195.344,12.754,208.098,-12.763,195.335,1.605552,1.507081,1.07,66.64373,70.998167,70.888279,
03/31/2014,400.075,396.998,0.0,3.077,0.0,0.0,-259.345,143.742,44.485,99.257,9.236,106.367,,0.0,0.0,140.73,-37.31,42.533,-5.223,0.0,103.42,0.0,0.0,0.0,141.739,-38.179,-38.179,0.0,141.599,0.009,141.739,,0.0,141.739,103.56,0.0,129.288771,1.09,0.8,0.8,129.629557,1.09,0.8,0.8,,108.966,0.0,-37.869,0.0,212.845,-2.093,210.752,-8.368,202.384,1.625802,1.561249,1.16,71.349399,74.299493,70.617116,
06/30/2014,413.806,411.134,0.0,2.672,0.0,0.0,-266.13,145.515,42.439,103.076,10.22,110.395,,0.0,,147.676,24.521,43.722,-7.71,-60.533,172.197,,,,158.086,0.0,0.0,0.0,172.197,0.009,158.086,,0.0,158.086,97.553,-60.533,129.856335,1.22,1.22,0.751238,130.248321,1.21,1.21,0.745249,,111.653,,-46.813,-0.449,222.486,-1.245,221.241,-8.245,212.996,1.698609,1.635307,1.16,68.291163,70.93469,68.366998,
09/30/2014,430.525,428.022,0.0,2.503,0.0,0.0,-273.74,150.614,44.996,105.618,11.29,111.836,,0.0,,156.785,84.216,46.376,-130.592,0.0,241.001,,,,241.1,0.0,0.0,0.0,241.001,0.009,241.1,,0.0,241.1,241.1,,131.330078,1.83,1.83,1.83,131.905995,1.83,1.83,1.83,,113.558,,0.0,-72.446,282.221,-54.405,227.816,-8.775,219.041,1.727109,1.660584,1.16,67.16427,69.854938,54.254999,
12/31/2014,440.656,437.859,0.0,2.797,0.0,0.0,-279.85,155.051,56.046,99.005,10.715,114.084,,0.0,0.0,160.806,-18.276,47.987,-5.241,-24.47,142.53,0.0,0.0,0.0,142.642,0.0,0.0,0.0,142.53,0.009,142.642,,0.0,142.642,142.642,0.0,132.119949,1.08,1.08,1.08,132.677639,1.08,1.08,1.08,,115.592,0.0,-23.98,-0.779,233.484,-3.211,230.273,-12.045,218.228,1.735583,1.644799,1.16,66.836347,70.52535,65.605352,
03/31/2015,442.367,439.756,0.0,2.611,0.0,0.0,-294.25,161.141,47.177,113.964,10.468,116.853,,0.0,5.788,148.117,59.951,45.573,-34.566,-70.958,208.068,-0.015,,,208.144,0.0,0.0,0.0,208.053,0.009,208.144,,0.0,208.144,142.974,-65.17,131.883741,1.57,1.57,1.084091,133.175773,1.56,1.56,1.070647,,118.32,4.195,-70.936,-9.155,250.577,-16.927,233.65,-10.762,222.888,1.754448,1.673638,1.25,71.247471,74.687608,65.933825,
06/30/2015,457.459,454.517,0.0,2.942,0.0,0.0,-271.796,158.655,45.913,112.742,11.628,118.627,,0.0,-17.114,185.663,-13.41,44.59,-13.806,-17.374,172.253,0.0,,,172.325,0.0,0.0,0.0,172.253,0.01,172.324,,0.0,172.324,137.836,-34.488,131.977578,1.3,1.3,1.04439,133.086439,1.29,1.29,1.03086,,119.857,0.0,0.0,-1.718,290.474,-42.007,248.467,-11.18,237.287,1.866952,1.782947,1.25,66.954039,70.108641,57.185497,
09/30/2015,475.36,473.199,0.0,2.161,0.0,0.0,-300.768,169.462,50.416,119.046,10.464,120.184,,0.0,0.658,174.592,31.523,43.234,-20.554,-54.203,206.115,-0.039,,,206.141,0.0,0.0,0.0,206.076,0.009,206.142,,0.0,206.142,152.597,-53.545,133.669584,1.54,1.54,1.141599,134.70946,1.53,1.53,1.132515,,121.018,0.0,-35.215,-20.074,271.879,-12.094,259.785,-10.559,249.226,1.928203,1.849831,1.25,64.827212,67.573757,62.930201,
12/31/2015,480.84,478.607,0.0,2.233,0.0,0.0,-293.703,159.811,49.994,109.817,11.508,122.259,,0.0,0.125,187.137,-31.65,42.217,-1.093,-9.474,155.487,-0.135,,,155.428,0.0,0.0,0.0,155.352,0.01,155.428,,0.0,155.428,146.079,-9.349,136.981717,1.13,1.13,1.066412,137.349671,1.13,1.13,1.061933,,126.824,0.0,-9.474,-2.633,270.155,2.968,273.123,-11.442,261.681,1.988071,1.904785,1.25,62.875007,65.624216,63.390276,
03/31/2016,508.498,506.974,0.0,1.524,0.0,0.0,-306.573,170.155,50.067,120.088,11.404,127.216,,0.0,-2.202,201.925,35.989,43.41,-27.969,-51.43,237.914,-0.037,,,237.931,0.0,0.0,0.0,237.877,0.01,237.931,,0.0,237.931,184.299,-53.632,136.78588,1.73,1.73,1.347354,137.383044,1.73,1.73,1.339617,,127.701,0.0,-51.43,-29.625,284.587,-13.553,271.034,-11.881,259.153,1.972834,1.886354,1.35,68.429463,71.566646,65.065516,
06/30/2016,502.307,500.84,0.0,1.467,0.0,0.0,-314.194,171.446,51.107,120.339,12.011,132.469,,0.0,-1.732,188.113,9.242,46.581,-27.151,-28.672,197.355,-0.036,,,197.444,0.0,0.0,0.0,197.319,0.01,197.444,,0.0,197.444,167.04,-30.404,136.91877,1.44,1.44,1.219993,137.437733,1.44,1.44,1.21878,,134.858,-4.195,-30.99,-23.547,273.58,4.874,278.454,-12.212,266.242,2.026037,1.937183,1.35,66.632528,69.688832,67.755318,
09/30/2016,516.211,514.891,0.0,1.32,0.0,0.0,-324.588,180.931,52.338,128.593,11.928,131.729,,0.0,0.0,191.623,164.728,47.871,0.342,-212.941,356.351,-0.022,,,356.392,0.0,0.0,0.0,356.329,0.01,356.392,,0.0,356.392,143.451,-212.941,136.997756,2.6,2.6,1.047105,137.505054,2.59,2.59,1.041395,,135.275,0.0,-202.162,0.0,289.515,-4.805,284.71,-10.888,273.822,2.070526,1.991344,1.35,65.200833,67.793417,64.032261,
12/31/2016,518.24,516.952,0.0,1.288,0.0,0.0,-321.323,170.665,51.326,119.339,10.638,140.02,,0.0,0.0,196.917,45.266,49.648,-10.184,-84.73,242.183,0.0,0.0,0.0,242.235,0.0,0.0,0.0,242.183,0.011,242.235,,0.0,242.235,157.505,-84.73,137.341078,1.76,1.76,1.146816,137.519045,1.76,1.76,1.143867,,140.772,0.0,-90.041,-4.897,288.08,3.064,291.144,-10.22,280.924,2.117109,2.042792,1.35,63.766212,66.086023,64.356082,
03/31/2017,522.326,521.126,0.0,1.2,0.0,0.0,-342.217,175.381,52.93,122.451,13.206,140.621,,0.0,13.009,180.109,55.692,49.295,-16.672,-88.315,235.801,-0.02,,,235.875,0.0,0.0,0.0,235.781,0.011,235.875,,0.0,235.875,159.248,-76.627,137.068874,1.72,1.72,1.16181,137.531242,1.72,1.72,1.16181,,140.957,,-87.949,-8.697,280.197,7.175,287.372,-10.892,276.48,2.089503,2.010307,1.42,67.958731,70.635982,69.828371,
06/30/2017,530.512,529.414,0.0,1.098,0.0,0.0,-336.209,180.823,53.566,127.257,13.947,141.439,,0.0,0.0,194.303,-29.051,50.102,-1.146,-19.905,165.252,-0.058,,,165.225,0.0,0.0,0.0,165.194,0.01,165.225,,0.0,165.225,145.32,-19.905,137.580677,1.2,1.2,1.056253,138.173151,1.2,1.2,1.055942,,141.128,,-44.067,0.0,262.296,26.093,288.389,-12.562,275.827,2.087113,1.9962,1.42,68.036552,71.135143,74.754476,
09/30/2017,550.5,549.507,0.0,0.993,0.0,0.0,-344.722,186.576,57.698,128.878,11.655,144.99,,,1.501,205.778,32.445,47.741,-52.568,-27.618,238.223,-0.024,,,238.248,0.0,0.0,0.0,238.199,0.011,238.248,,0.0,238.248,210.63,-27.618,138.104883,1.73,1.73,1.525145,138.307046,1.72,1.72,1.520314,,144.409,,-27.738,-31.413,323.517,-20.183,303.334,-34.94,268.394,2.193193,1.940566,1.42,64.745794,73.174514,60.609798,
12/31/2017,555.292,554.435,0.0,0.857,0.0,0.0,-346.023,180.798,57.18,123.618,11.904,157.1,,0.0,-3.779,209.269,28.217,52.523,-0.358,-80.382,237.486,0.0,0.0,0.0,237.573,0.0,0.0,0.0,237.486,0.01,237.573,,0.0,237.573,151.753,-85.82,138.110099,1.72,1.72,1.098783,138.245981,1.72,1.72,1.098783,,156.413,0.0,-92.845,0.057,301.208,9.673,310.881,-11.533,299.348,2.248717,2.165295,1.42,63.14712,65.579993,65.102521,
03/31/2018,560.792,559.906,0.0,0.886,0.0,0.0,-365.385,191.077,59.896,131.181,13.664,159.059,,0.0,1.585,195.407,-53.817,55.113,-1.74,0.444,141.59,0.0,0.0,0.0,141.643,0.0,0.0,0.0,141.59,0.011,141.643,,0.0,141.643,142.029,0.386,137.764468,1.03,1.03,1.030955,138.15317,1.03,1.03,1.030955,,158.483,,0.0,0.0,300.137,1.659,301.796,-12.524,289.272,2.184503,2.09385,1.47,67.292197,70.205606,67.691088,
06/30/2018,569.239,568.285,0.0,0.954,0.0,0.0,-363.771,191.877,59.994,131.883,15.209,156.685,,0.0,0.0,205.468,49.133,56.585,-0.789,-104.929,254.601,-0.058,,,254.662,0.0,0.0,0.0,254.543,0.011,254.662,,0.0,254.662,149.733,-104.929,137.840045,1.84,1.84,1.086281,138.21501,1.84,1.84,1.080828,,156.289,,-105.201,,305.761,2.014,307.775,-11.538,296.237,2.226784,2.143306,1.47,66.01448,68.585648,66.546093,
09/30/2018,575.982,575.07,0.0,0.912,0.0,0.0,-365.057,193.99,61.23,132.76,14.744,156.538,,0.0,-0.215,210.925,-18.489,54.097,-10.031,-25.577,192.436,-0.029,,,192.486,0.0,0.0,0.0,192.407,0.011,192.486,,0.0,192.486,166.355,-26.131,138.247503,1.39,1.39,1.203313,138.323064,1.39,1.39,1.201087,,156.204,,-27.243,-8.636,312.822,2.033,314.855,-10.878,303.977,2.27775,2.199055,1.47,64.537379,66.846888,64.999904,
12/31/2018,578.522,577.702,0.0,0.82,0.0,0.0,-368.182,191.526,60.442,131.084,14.105,158.914,,0.0,3.637,210.34,175.296,55.18,-2.71,-227.766,385.636,0.0,,,385.734,0.0,0.0,0.0,385.636,0.011,385.734,,0.0,385.734,158.794,-226.94,138.322285,2.79,2.79,1.148,138.463943,2.79,2.79,1.148,,158.838,0.0,-242.532,-2.019,300.032,19.489,319.521,-11.917,307.604,2.307612,2.221546,1.47,63.702228,66.17014,67.909423,
03/31/2019,566.184,565.045,0.0,1.139,0.0,0.0,-361.169,185.406,61.329,124.077,13.706,162.057,,0.0,0.0,205.015,-34.603,47.892,1.533,-14.822,170.412,0.006,,,170.366,0.0,0.0,0.0,170.418,0.011,170.366,,0.0,170.366,155.544,-14.822,138.331248,1.23,1.23,1.124431,138.832201,1.23,1.23,1.123238,,164.746,,-14.835,,320.288,-0.412,319.876,-12.14,307.736,2.304048,2.216604,1.52,65.970859,68.57337,66.242257,
06/30/2019,577.263,576.149,0.0,1.114,0.0,0.0,-379.48,197.822,62.187,135.635,18.965,162.693,,0.0,0.0,197.783,-29.478,50.01,-0.197,-20.335,168.305,0.0,,,168.281,0.0,0.0,0.0,168.305,0.012,168.281,,0.0,168.281,147.946,-20.335,139.11339,1.21,1.21,1.063492,139.618231,1.21,1.21,1.063492,,164.83,,-20.53,,312.593,3.929,316.522,-12.605,303.917,2.267054,2.176772,1.52,67.047381,69.82818,67.995445,
09/30/2019,587.613,586.382,0.0,1.231,0.0,0.0,-377.334,197.994,64.374,133.62,12.769,165.463,,0.0,1.108,210.279,80.614,51.493,-1.643,-130.464,290.893,-11.184,,,279.677,0.0,0.0,0.0,279.709,0.011,279.677,,0.0,279.677,149.213,-130.464,139.691534,2.0,2.0,1.068161,139.852674,2.0,2.0,1.067133,,165.673,,-130.484,0.0,314.877,12.026,326.903,-12.538,314.365,2.337481,2.24783,1.52,65.02726,67.62078,67.494927,
12/31/2019,593.566,592.089,0.0,1.477,0.0,0.0,-378.073,192.821,65.071,127.75,12.602,171.364,,,1.286,215.493,-45.997,54.19,-7.872,-0.321,169.496,-1.825,,,167.65,0.0,0.0,0.0,167.671,0.012,167.65,,0.0,167.65,167.329,-0.321,139.761996,1.2,1.2,1.197242,139.968027,1.2,1.2,1.197242,,171.314,,-0.256,-5.788,332.932,6.974,339.906,-11.25,328.656,2.428455,2.348079,1.52,62.591246,64.733764,64.291207,
03/31/2020,601.651,600.644,0.0,1.007,0.0,0.0,-397.584,202.353,67.026,135.327,17.32,177.911,,0.0,0.0,204.067,-35.97,55.914,-4.635,-15.309,168.097,-0.091,,,167.971,0.0,0.0,0.0,168.006,0.012,167.971,,0.0,167.971,152.662,-15.309,140.376996,1.19,1.19,1.087514,140.777873,1.19,1.19,1.081254,,177.428,,-24.436,0.0,320.975,14.782,335.757,-13.433,322.324,2.385013,2.289593,1.59,66.666315,69.444664,69.811979,
06/30/2020,576.405,575.479,0.0,0.926,0.0,0.0,-390.313,198.491,67.013,131.478,15.573,176.249,,0.0,0.0,186.092,-16.356,53.399,-0.512,-36.531,169.736,1.133,,,170.828,0.0,0.0,0.0,170.869,0.012,170.828,,0.0,170.828,135.645,-35.183,140.450744,1.21,1.21,0.965783,140.73816,1.21,1.21,0.960011,,175.558,,-35.295,,311.103,2.424,313.527,-11.05,302.477,2.227733,2.149218,1.59,71.373016,73.980393,72.0562,
09/30/2020,583.143,,,,,,,,,,,,,,,,,,,,131.5,,,,,,,,,,127.333,,,127.333,133.0,,,0.98,0.98,0.936,,0.98,0.98,0.936,,,,,,,,,,,,,,,,,
12/31/2020,586.286,,,,,,,,,,,,,,,,,,,,132.5,,,,,,,,,,130.667,,,130.667,136.875,,,0.995,0.995,0.928,,0.995,0.995,0.928,,,,,,,,,,,,,,,,,
