Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Market Cap,EV/EBITDA,EV/EBIT,EV/Book Value,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
12/28/1989,85.961626,,0.0,0.0,415.791986,,491.253988,84.638903,,,,,,87.560628,,,,
03/29/1990,103.340999,,0.0,0.0,536.32099,,614.629992,87.259164,,,,,,105.431498,,,,
06/28/1990,109.122004,,0.0,0.0,493.349003,,576.873005,85.52125,,,,,,111.929996,,,,
09/27/1990,96.453001,-26.757999,0.0,0.0,481.066013,550.761015,577.832012,83.253611,0.873457,5.710149,6.693253,18.853285,5.691679,98.910003,553.218017,5.263677,,
12/28/1990,110.088003,-35.93,0.0,0.0,554.827988,628.985991,655.547989,84.635755,0.882099,5.713484,7.603244,20.757243,6.244897,111.078,629.975987,6.019143,,
03/29/1991,187.178503,-14.936,0.0,0.0,527.510006,699.752509,635.135006,83.054784,0.753852,3.738423,7.977388,19.236125,6.501765,191.570504,704.14451,6.673436,,
06/28/1991,201.950008,-27.278999,0.0,0.0,381.935996,556.607004,496.599998,76.910189,0.686186,2.756162,6.338621,14.127081,4.854244,208.731246,563.388243,5.293042,,
09/27/1991,233.966495,-34.316002,0.0,0.0,481.392993,681.043486,603.507998,79.765802,0.706846,2.910859,7.74221,15.64107,5.577066,241.263758,688.340749,6.452604,,
12/27/1991,279.959993,-23.466,0.0,0.0,470.347007,726.841001,600.815001,78.284831,0.647111,2.596232,8.043213,14.628688,5.571029,288.360014,735.241021,6.837812,,
03/27/1992,378.967245,-40.188999,0.0,0.0,428.636007,767.414253,570.817011,75.091667,0.558546,2.025015,8.281598,13.558077,5.397446,389.988263,778.435271,7.133385,,
06/26/1992,266.193742,-59.722,0.0,0.0,371.815998,578.28774,524.432999,70.898666,0.64296,2.172432,6.205403,9.315952,3.789144,273.431253,585.525251,5.364029,,
09/25/1992,244.087493,-72.917,0.0,0.0,280.951995,452.122488,441.886996,63.580055,0.621407,1.852297,4.902332,6.86991,2.809348,251.280757,459.315752,4.207687,,
12/24/1992,311.65276,-36.522999,0.0,0.0,304.485993,579.615754,473.566998,64.296286,0.525324,1.859813,6.401977,8.482968,3.428036,318.489385,586.45238,5.418713,,
03/31/1993,322.98174,-23.478001,0.0,0.0,708.616987,1008.120726,890.054987,79.614967,0.702909,3.121293,11.055046,14.181306,5.556282,329.784007,1014.922993,9.351035,,
06/30/1993,336.727511,-80.380997,0.0,0.0,560.69401,817.040524,752.380018,74.522714,0.68625,2.426415,8.719656,11.179319,4.26239,343.876252,824.189265,7.588786,,
09/24/1993,385.473375,-65.227997,0.0,0.0,797.118,1117.363378,1002.683003,79.498505,0.713392,2.898678,10.904297,13.916941,5.435572,392.6615,1124.551503,10.354127,,
12/31/1993,356.057622,-124.632004,0.0,0.0,1064.57297,1295.998589,1282.471976,83.009453,0.821431,3.639856,11.591909,15.224116,5.947703,358.933753,1298.874719,11.953108,,
03/31/1994,327.158505,-63.486,0.0,0.0,1212.120955,1475.793461,1435.098956,84.462535,0.821335,4.510943,12.927299,17.628781,6.618561,337.078496,1485.713451,13.811283,,
06/30/1994,301.048987,-66.999001,0.0,0.0,956.746003,1190.79599,1180.492002,81.046377,0.803451,3.955489,10.617887,15.607581,5.322088,306.283488,1196.030491,11.329302,,
09/30/1994,317.656984,-81.800003,0.0,0.0,841.77797,1077.634951,1069.22997,78.727495,0.781135,3.392448,9.762778,16.032178,4.737857,323.330016,1083.307982,10.386756,,
