Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1989,63.324001,,,-35.278,,,28.046001,,-6.656,,,,,21.389999,16.242,,1.001,,,,-17.243,37.631999,-12.572,25.059999,0.0,,,25.06,0.0,25.059999,0.0,,25.059999,25.059999,,96.704002,0.2575,0.2575,,96.704002,0.2575,0.2575,0.2575,
03/31/1990,46.173,,,-33.456001,,,12.716999,,-6.213,,,,,6.504,4.518,,0.937,,,,-5.455,11.022,-4.214,6.808,0.0,,,6.808,0.0,6.808,0.0,,6.808,6.808,,96.720001,0.0725,0.0725,,96.720001,0.0725,0.0725,0.0725,
06/30/1990,42.875,,,-35.926998,,,6.948002,,-6.321,,,,,0.627,7.412,,0.613,,,,-8.025,8.039,-2.468,5.571,0.0,,,5.571,0.0,5.571,0.0,,5.571,5.571,,96.720001,0.0575,0.0575,,96.720001,0.0575,0.0575,0.0575,
09/30/1990,46.834,,,-40.214001,,,6.619999,,-6.758,,,,,-0.138,13.201,,0.0,,,,-13.201,13.063,-2.94,10.123,0.0,,,10.123,0.0,10.123,0.0,,10.123,10.123,,96.704004,0.105,0.105,0.105,96.704004,0.105,0.105,0.105,
12/31/1990,51.641998,,,-37.931999,,,13.709999,,-7.981,,,,,5.729,15.016,,0.011,,,,-15.027,20.745001,-7.0,13.745,0.0,,,13.745001,0.0,13.745,0.0,,13.745,13.745,,96.720001,0.1425,0.1425,,96.720001,0.1425,0.1425,0.1425,
03/31/1991,48.300999,,,-39.249001,,,9.051998,,-7.857,,,,,1.195,2.47,,0.168,,,,-2.638,3.665,-0.797,2.868,0.0,,,2.868,0.0,2.868,0.0,,2.868,2.868,,96.727997,0.03,0.03,,96.727997,0.03,0.03,0.03,
06/30/1991,41.728001,,,-34.007,,,7.721001,,-5.259,,,,,2.462,2.358,,0.111,,,,-2.469,4.82,-2.12,2.7,0.0,,,2.7,0.0,2.7,0.0,,2.7,2.7,,96.732002,0.0275,0.0275,,96.732002,0.0275,0.0275,0.0275,
09/30/1991,48.754002,,,-40.979,,,7.775002,,-5.241,,,,,2.534,1.757,,0.09,,,,-1.847,4.291,-2.363,1.928,0.0,,,1.928,0.0,1.928,0.0,,1.928,1.928,,97.949996,0.02,0.02,0.02,97.949996,0.02,0.02,0.02,
12/31/1991,63.23,,,-50.251999,,,12.978001,,-6.461,,,,,6.517,1.87,,0.143,,,,-2.013,8.387,-3.307,5.08,0.0,,,5.08,0.0,5.08,0.0,,5.08,5.08,,96.732002,0.0525,0.0525,,96.732002,0.0525,0.0525,0.0525,
03/31/1992,54.683998,,,-46.120998,,,8.563,,-6.134,,,,,2.429,1.732,,0.155,,,,-1.887,4.161,-1.955,2.206,0.0,,,2.206,0.0,2.206,0.0,,2.206,2.206,,96.736,0.0225,0.0225,,96.736,0.0225,0.0225,0.0225,
06/30/1992,53.396,,,-46.049,,,7.347,,-4.664,,,,,2.683,2.194,,0.144,,,,-2.338,4.877,-1.885,2.992,0.0,,,2.992,0.0,2.992,0.0,,2.992,2.992,,96.912003,0.03,0.03,,96.912003,0.03,0.03,0.03,
09/30/1992,59.188,,,-51.094002,,,8.093998,,-4.218,,,,,3.876,-1.811,,0.19,,,,1.621,2.065,-1.494,0.571,0.0,,,0.571,0.0,0.571,0.0,,0.571,0.571,,98.253996,0.0075,0.0075,0.0075,98.253996,0.0075,0.0075,0.0075,
12/31/1992,80.001999,,,-61.505001,,,18.496998,,-8.667,,,,,9.83,2.489,,0.322,,,,-2.811,12.319,-5.1,7.219,0.0,,,7.219,0.0,7.219,0.0,,7.219,7.219,,96.987999,0.075,0.075,,96.987999,0.075,0.075,0.075,
03/31/1993,81.245003,,,-63.001999,,,18.243004,,-7.664,,,,,10.579,1.836,,0.085,,,,-1.921,12.415,-5.147,7.268,0.0,,,7.268001,0.0,7.268,0.0,,7.268,7.268,,97.071999,0.075,0.075,,97.071999,0.075,0.075,0.075,
06/30/1993,72.095001,,,-58.333,,,13.762001,,-6.764,,,,,6.998,1.024,,0.308,,,,-1.332,8.022,-3.091,4.931,0.0,,,4.931,0.0,4.931,0.0,,4.931,4.931,,97.379997,0.05,0.05,,97.379997,0.05,0.05,0.05,
09/30/1993,72.705002,,,-60.625,,,12.080002,,-5.292,,,,,6.788,2.374,,0.21,,,,-2.584,9.162,-4.03,5.132,0.0,,,5.132,0.0,5.132,0.0,,5.132,5.132,,97.472,0.0525,0.0525,0.0525,97.472,0.0525,0.0525,0.0525,
12/31/1993,80.643997,,,-62.328999,,,18.314999,,-8.39,,,,,9.925,1.511,,0.182,,0.0,,-1.693,11.436,-4.183,7.253,-4.0,,,11.253,0.0,11.253,0.0,,11.253,11.253,,97.472,0.115,0.075,,97.472,0.115,0.075,0.075,
03/31/1994,86.359001,,,-69.883003,,,16.475998,,-7.54,,,,,8.936,1.679,,0.041,,0.0,,-1.72,10.615,-4.46,6.155,0.0,,,6.155,0.0,6.155,0.0,,6.155,6.155,,97.632004,0.0625,0.0625,,97.632004,0.0625,0.0625,0.0625,
06/30/1994,77.052002,,,-64.289001,,,12.763,,-7.563,,,,,5.2,1.601,,0.111,,0.0,,-1.712,6.801,-2.141,4.66,0.0,,,4.66,0.0,4.66,0.0,,4.66,4.66,,97.767998,0.0475,0.0475,,97.767998,0.0475,0.0475,0.0475,
09/30/1994,78.642998,,,-66.994003,,,11.648995,,-11.329,,,,,0.32,2.031,,0.051,,0.0,,-2.082,2.351,0.552,2.903,0.0,,,2.903,0.0,2.903,0.0,,2.903,2.903,,97.864,0.03,0.03,0.03,97.864,0.03,0.03,0.03,
12/31/1994,78.555,,,-64.877998,,,13.677002,,-8.251,,,,,5.426,1.471,,0.099,,0.0,,-1.57,6.897,-2.481,4.416,0.0,,,4.416,0.0,4.416,0.0,,4.416,4.416,,97.916,0.045,0.045,,97.916,0.045,0.045,0.045,
03/31/1995,76.109001,,,-61.276001,,,14.833,,-9.166,,,,,5.667,3.493,,0.044,,0.0,,-3.537,9.16,-3.34,5.82,0.0,,,5.82,0.0,5.82,0.0,,5.82,5.82,,97.987999,0.06,0.06,,97.987999,0.06,0.06,0.06,
06/30/1995,76.413002,,,-63.516998,,,12.896004,,-7.887,,,,,5.009,2.397,,0.094,,0.0,,-2.491,7.406,-2.822,4.584,0.0,,,4.584,0.0,4.584,0.0,,4.584,4.584,,98.292,0.0475,0.0475,,98.292,0.0475,0.0475,0.0475,
09/30/1995,83.852997,,,-87.683998,,,-3.831001,,-9.001,,,,,-12.832,4.164,,0.17,,0.0,,-4.334,-8.668,3.599,-5.069,0.0,,,-5.069,0.0,-5.069,0.0,,-5.069,-5.069,,98.376,-0.0525,-0.0525,-0.0525,98.376,-0.0525,-0.0525,-0.0525,
12/31/1995,87.260002,,,-66.835999,,,20.424004,,-6.968,,,,,13.456,1.282,,0.079,,0.0,,-1.361,14.738,-5.27,9.468,-1.625,,,11.093,0.0,11.093,0.0,,11.093,11.093,,98.412003,0.1125,0.095,,98.412003,0.1125,0.095,0.095,
03/31/1996,93.911003,,,-69.313004,,,24.598,,-10.707,,,,,13.891,1.395,,0.248,,0.0,,-1.643,15.286,-5.484,9.802,-1.225,,,11.027,0.0,11.027,0.0,,11.027,11.027,,98.620003,0.1125,0.1,,98.620003,0.1125,0.1,0.1,
06/30/1996,99.702003,,,-70.957001,,,28.745003,,-9.063,,,,,19.681999,1.751,,0.063,,0.0,,-1.814,21.432999,-8.783,12.65,-0.508,,,13.157999,0.0,13.158,0.0,,13.158,13.158,,98.972,0.1325,0.1275,0.1275,98.972,0.1325,0.1275,0.1275,
09/30/1996,106.599998,,,-81.919998,,,24.68,,-7.27,,,,,17.41,2.362,,0.288,,0.0,,-2.65,19.772,-6.266,13.506,-23.782,,,37.288,0.0,37.287998,0.0,,37.287998,37.287998,,99.04,0.3775,0.1375,0.1375,99.04,0.3775,0.1375,0.1375,
12/31/1996,116.725998,,,-79.372002,,,37.353996,,-7.506,,,,,29.848,2.033,,0.003,,0.0,,-2.036,31.881,-11.756,20.125,0.0,,,20.125,0.0,20.125,0.0,,20.125,20.125,,99.304001,0.205,0.205,0.205,100.968002,0.2,0.2,0.2,
03/31/1997,130.772995,,,-87.786003,,,42.986992,,-10.775,,,,,32.212002,2.3,,,,0.0,,-2.3,34.512002,-12.094,22.417999,0.0,,,22.418002,0.0,22.417999,0.0,,22.417999,22.417999,,99.428001,0.225,0.225,0.225,100.760002,0.22,0.22,0.22,
06/30/1997,123.362999,,,-86.004997,,,37.358002,,-8.24,,,,,29.118,6.746,,0.143,,0.0,,-6.889,35.864,-12.216,23.648001,0.0,,,23.648,0.0,23.648001,0.0,,23.648001,23.648001,,99.667999,0.235,0.235,0.2125,101.059998,0.235,0.235,0.2125,
09/30/1997,135.559998,,,-94.622002,,,40.937996,,-11.926,,,,,29.011999,-1.572,,4.066,,0.0,,-2.494,27.439999,-9.445,17.995001,0.0,,,17.994999,0.0,17.995001,0.0,,17.995001,17.995001,,99.832,0.18,0.18,0.2475,101.199996,0.1775,0.1775,0.245,
12/31/1997,144.112,,,-95.140999,,,48.971001,,-11.887,,,,,37.084,8.903,,0.025,,0.0,,-8.928,45.987,-16.822001,29.165001,0.0,,,29.165,0.0,29.165001,0.0,,29.165001,29.165001,,100.012001,0.29,0.29,0.29,102.132004,0.285,0.285,0.285,
03/31/1998,140.822006,,,-100.568001,,,40.254005,,-12.791,,,,,27.462999,3.092,,0.034,,0.0,,-3.126,30.554999,-11.218,19.337,0.0,,,19.336999,0.0,19.337,0.0,,19.337,19.337,,100.103996,0.195,0.195,0.195,101.218002,0.19,0.19,0.19,
