Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1998,153.901993,,,-113.170998,,,40.730995,,-11.273,,,,,29.458,24.239001,,0.572,,0.0,,-24.811001,53.697001,-19.836,33.861,0.0,,,33.861001,0.0,33.861,0.0,,33.861,33.861,,100.155998,0.34,0.34,0.21,101.080002,0.335,0.335,0.205,
09/30/1998,153.201004,,,-125.536003,,,27.665001,,-13.111,,,,,14.554,13.038,,0.311,,0.0,,-13.349,27.592,-8.801,18.791,0.0,,,18.791,0.0,18.791,0.0,,18.791,18.791,,100.0,0.19,0.19,0.19,101.199997,0.19,0.19,0.19,
12/31/1998,143.864,,,-117.034,,,26.83,0.0,-5.349,,,,,21.481,-1.602,1.602,1.602,0.0,,0.794,0.0,19.879,-7.862,12.811,,,,12.811,0.0,12.811,0.0,0.0,12.811,12.811,,98.364,0.13,0.13,0.13,99.328,0.13,0.13,0.13,
03/31/1999,155.374,,,-136.316,,,19.058,0.0,-6.661,,,,,12.397,-1.877,,1.877,,,0.867,,10.52,-4.035,7.352,,,,7.352,,7.352,0.0,0.0,7.352,7.352,,98.396,0.075,0.075,0.075,99.188,0.075,0.075,0.075,
06/30/1999,129.283997,,,-99.228996,,,30.055,,-12.334,,,,,17.721001,1.768,,1.928,,,,-3.696,19.489001,-7.293,12.196,0.0,,,12.196001,0.0,12.196,0.0,,12.196,12.196,,98.503998,0.125,0.125,0.12,99.865997,0.12,0.12,0.115,
09/30/1999,130.718002,,,-110.892998,,,19.825005,,-13.984,,,,,5.841,11.104,1.074,1.074,,,,-12.178,16.945001,-6.516,10.429,0.0,,,10.429001,0.0,10.429,0.0,,10.429,10.429,,98.678001,0.105,0.105,0.1,100.152,0.105,0.105,0.1,
12/31/1999,135.194,,,-102.834999,,,32.359001,,-11.715,,,,,20.643999,3.848,0.821,0.821,,0.0,,-4.669,24.491999,-10.372,14.12,0.0,,,14.12,0.0,14.12,0.0,,14.12,14.12,,98.853996,0.145,0.145,0.125,99.528,0.14,0.14,0.125,
03/31/2000,140.240997,,,-103.417,,,36.823997,,-15.509,,,,,21.315001,11.841,0.801,0.801,,,,-12.642,33.156001,-13.883,19.273001,0.0,,,19.273,0.0,19.273001,0.0,0.0,19.273001,19.273001,,98.884003,0.195,0.195,0.135,99.655998,0.195,0.195,0.135,
06/30/2000,149.759995,,,-103.835999,,,45.923996,,-17.993,,,,,27.931,2.274,0.767,0.767,,,,-3.041,30.205,-11.648,18.556999,0.0,,,18.557,0.0,18.556999,0.0,,18.556999,18.556999,,99.141998,0.185,0.185,0.185,100.454002,0.185,0.185,0.185,
09/30/2000,173.927,,,-117.696,,,56.231,,-18.255,,,,,37.976,3.927,0.687,0.687,,,,-4.614,41.903,-17.894,24.009,0.0,,,24.009,0.0,24.009,0.0,,24.009,24.009,,99.388,0.24,0.24,0.24,100.638,0.24,0.24,0.24,
12/31/2000,189.748001,,,-112.024002,,,77.723999,,-14.879,,,,,62.845001,-6.97,,0.607,,,,6.363,55.875001,-22.035,33.84,0.0,,,33.840001,0.0,33.84,0.0,0.0,33.84,33.84,,99.636002,0.34,0.34,0.34,100.862,0.335,0.335,0.335,
03/31/2001,218.817001,,,-129.860001,,,88.957001,,-23.416,,,,,65.541,3.326,0.068,0.068,,,,-3.394,68.867,-27.118,41.749001,0.0,,,41.749,0.0,41.749001,0.0,0.0,41.749001,41.749001,,100.393997,0.415,0.415,0.415,102.278,0.41,0.41,0.41,
06/30/2001,212.572998,,,-132.460999,,,80.112,,-20.603001,,,,,59.508999,6.607,0.374,0.374,,,,-6.981,66.115999,-25.679001,40.437,0.0,,,40.436998,0.0,40.437,0.0,0.0,40.437,40.437,,100.933998,0.4,0.4,0.385,102.512001,0.395,0.395,0.38,
09/30/2001,146.38,,,-90.702,,,55.678,,-9.969,,,,,45.709,0.752,0.381,0.381,,-1.133,,0.0,46.461,-18.209,28.252,0.024,,,28.228,0.0,28.228,0.0,0.0,28.228,28.228,,99.814,0.285,0.285,0.295,100.534,0.28,0.28,0.295,
12/31/2001,143.883,,,-110.005,,,33.878,0.0,-4.483,,,,,29.395,0.7,,0.392,,,,0.0,30.095,-11.968,18.127,2.523,,,15.604,0.0,15.604,0.0,0.0,15.604,15.604,,99.472,0.155,0.155,0.155,100.156,0.155,0.155,0.155,
03/31/2002,132.344,,,-112.523,,,19.821,0.0,-6.117,,,,,13.704,0.432,,0.338,,,,0.0,14.136,-6.007,8.129,-2.743,,,10.872,0.0,10.872,0.0,0.0,10.872,10.872,,99.576,0.11,0.081636,0.08,100.53,0.11,0.081636,0.08,
06/30/2002,159.912,,,-117.192,,,42.72,,-20.144,,,,,22.576,26.901,0.684,0.684,,,,-27.585,49.477,-21.259,28.218,0.0,,,28.218,0.0,28.218,0.0,0.0,28.218,28.218,,99.71,0.285,0.285,0.185,101.148,0.28,0.28,0.18,
09/30/2002,123.916,,,-92.739,,,31.177,,-21.372,,,,,9.805,-0.49,0.25,0.25,,,,0.24,9.315,-4.416,4.899,-3.924,,,8.823,0.0,8.823,0.0,0.0,8.823,8.823,,99.842,0.09,0.05,0.055,100.922,0.085,0.05,0.055,
12/31/2002,113.313,,,-99.292,,,14.021,0.0,-10.98,,,,,3.041,-2.317,,2.77,,,,0.0,0.724,-0.117,0.607,,,,0.607,0.0,0.607,0.0,0.0,0.607,0.607,,99.958,0.005,0.005,0.005,100.934,0.005,0.005,0.005,
03/31/2003,126.32,,,-107.296,,,19.024,0.0,-11.536,,,,,7.488,-2.999,,3.032,,,,0.0,4.489,-1.915,2.574,,,,2.574,0.0,2.574,0.0,0.0,2.574,2.574,,100.046,0.025,0.025,0.025,101.078,0.025,0.025,0.025,
06/30/2003,136.553,,,-113.775,,,22.778,,-5.83,,,,,16.948,-2.642,3.247,3.247,,0.0,,-0.605,14.306,-6.144,8.162,0.0,,,8.162,0.0,8.162,0.0,0.0,8.162,8.162,,100.09,0.08,0.08,0.08,101.362,0.08,0.08,0.08,
09/30/2003,139.098,,,-107.687,,,31.411,,-12.657,,,,,18.754,0.383,,3.24,,,,-3.623,19.137,-6.473,6.53,0.0,,,12.664,0.0,6.53,0.0,0.0,6.53,6.53,,100.216,0.065,0.065,0.065,101.39,0.065,0.065,0.065,
12/31/2003,138.894,,,-115.795,,,23.099,0.0,-9.102,,,,,13.997,-3.842,,3.222,,,,0.0,10.155,-4.526,5.629,,,,5.629,0.0,5.629,0.0,0.0,5.629,5.629,,100.308,0.055,0.055,0.055,101.334,0.055,0.055,0.055,
03/31/2004,151.186,,,-128.062,,,23.124,0.0,-9.789,,,,,13.335,-2.803,,3.112,,,,0.0,10.532,-4.484,6.048,,,,6.048,0.0,6.048,0.0,0.0,6.048,6.048,,100.526,0.06,0.06,0.06,101.806,0.06,0.06,0.06,
06/30/2004,147.498,,,-129.236,,,18.262,,-9.516,,,,,8.746,-1.877,3.114,3.114,,0.0,,-1.237,6.869,-2.522,4.347,0.0,,,4.347,0.0,4.347,0.0,0.0,4.347,4.347,,100.808,0.045,0.045,0.045,101.76,0.045,0.045,0.045,
09/30/2004,164.068,,,-138.244,,,25.824,,-9.254,,,,,16.57,-36.966,,3.247,,2.2,,31.519,-20.396,7.772,-12.624,0.0,,,-12.624,0.0,-12.624,0.0,0.0,-12.624,-12.624,,100.854,-0.125,-0.125,-0.125,101.764,-0.125,-0.125,-0.125,
12/31/2004,174.679,,,-134.514,,,40.165,,-9.246,,,,,30.919,35.521,2.348,3.309,-0.961,,,-37.869,66.44,-27.13,39.31,0.0,,,39.31,0.0,39.31,0.0,0.0,39.31,39.31,,101.086,0.39,0.39,0.18,102.512,0.385,0.385,0.175,
03/31/2005,185.45,,,-138.271,,,47.179,,-9.593,,,,,37.586,-0.083,3.246,3.246,,0.0,,-3.163,37.503,-15.153,22.35,0.0,,,22.35,0.0,22.35,0.0,0.0,22.35,22.35,,101.91,0.22,0.22,0.215,103.782,0.215,0.215,0.21,
06/30/2005,207.387,,,-144.889,,,62.498,,-11.68,,,,,50.818,-0.366,3.127,3.127,,0.0,,-2.761,50.452,-20.627,29.825,0.0,,,29.825,0.0,29.825,0.0,0.0,29.825,29.825,,102.466,0.29,0.29,0.285,104.472,0.285,0.285,0.28,
09/30/2005,233.21,,,-162.831,,,70.379,,-10.496,,,,,59.883,0.791,,2.96,,0.8,,-4.551,60.674,-24.553,36.121,0.0,,,36.121,0.0,36.121,0.0,0.0,36.121,36.121,,103.24,0.35,0.35,0.295,105.5,0.34,0.34,0.285,
12/31/2005,255.388,,,-163.519,,,91.869,,-11.938,,,,,79.931,3.685,0.05,2.58,-2.53,,,-3.735,83.616,-32.802,50.814,0.0,,,50.814,0.0,50.814,0.0,0.0,50.814,50.814,,103.986,0.49,0.49,0.47,106.174,0.48,0.48,0.46,
03/31/2006,290.83,,,-180.185,,,110.645,,-13.957,,,,,96.688,6.125,-0.51,1.946,-2.456,0.0,,-5.615,102.813,-38.24,64.573,0.0,,,64.573,0.0,64.573,0.0,0.0,64.573,64.573,,104.628,0.615,0.615,0.595,106.114,0.61,0.61,0.59,
06/30/2006,319.796,,,-169.429,,,150.367,0.0,-38.125,,,,,112.242,15.369,-3.985,1.281,-5.266,,,-9.737,127.611,-47.636,79.975,,,,79.975,,79.975,0.0,0.0,79.975,79.975,-7.33525,210.038,0.38,0.38,0.345,212.838,0.375,0.375,0.345,
09/30/2006,358.799,,,-224.937,,,133.862,,-12.929,,,,,120.933,13.276,,0.837,-2.215,0.3,,-12.198,134.209,-35.713,98.496,0.0,,,98.496,0.0,98.496,0.0,0.0,98.496,98.496,,105.0,0.94,0.94,0.89,105.66,0.93,0.93,0.88,
12/31/2006,386.399,,,-199.467,,,186.932,0.0,-40.764,,,,,146.168,27.212,-0.325,0.919,-1.244,0.0,1.504,-26.887,173.38,-64.098,110.786,0.0,,,110.786,0.0,110.786,0.0,0.0,110.786,110.786,,103.312,1.07,1.07,1.07,104.776,1.06,1.06,1.06,
03/31/2007,372.536,,,-232.408,,,140.128,,-13.35,,,,,126.778,39.421,0.879,1.913,-1.034,0.0,,-40.3,166.199,-59.338,106.861,0.0,,,106.861,0.0,106.861,0.0,0.0,106.861,106.861,,103.239,1.04,1.04,0.81,104.832,1.02,1.02,0.79,
06/30/2007,421.274,,,-267.15,,,154.124,,-11.538,,,,,142.586,37.578,-0.962,3.26,-4.222,,,-34.244,180.164,-64.96,115.204,,,,115.204,,115.204,0.0,0.0,115.204,115.204,-11.8768,103.323,1.11,1.11,1.0,105.313,1.09,1.09,0.98,
09/30/2007,449.449,,,-279.12,,,170.329,,-11.9,,,,,158.429,20.569,3.04,4.034,-0.994,0.0,,-23.609,178.998,-62.588,116.41,0.0,,,116.41,0.0,116.41,0.0,0.0,116.41,116.41,,103.475,1.13,1.13,1.08,105.498,1.1,1.1,1.05,
12/31/2007,456.663,,,-235.795,,,220.868,0.0,-57.887,,,,,162.981,1.45,3.716,4.831,-1.115,0.0,3.545,-5.166,164.431,-60.146,107.83,0.0,,,107.83,0.0,107.83,0.0,0.0,107.83,107.83,,103.509,1.04,1.04,0.98,105.615,1.02,1.02,0.96,
03/31/2008,473.644,,,-305.83,,,167.814,,-14.09,,,,,153.724,7.114,3.553,4.773,-1.22,0.0,,-10.667,160.838,-58.784,102.054,0.0,,,102.054,0.0,102.054,0.0,0.0,102.054,102.054,,103.883,0.98,0.98,0.97,106.09,0.96,0.96,0.95,
06/30/2008,522.517,,,-274.168,,,248.349,,-66.455,,,,,181.894,13.662,3.617,4.651,-1.034,0.0,,-12.367,195.556,-70.187,125.369,0.0,,,125.369,0.0,125.369,0.0,0.0,125.369,125.369,,104.53,1.2,1.2,1.22,106.689,1.18,1.18,1.2,
09/30/2008,583.719,,,-386.445,,,197.274,,-15.654,,,,,181.62,11.305,2.765,4.434,-1.669,0.0,,-14.07,192.925,-66.44,126.485,0.0,,,126.485,0.0,126.485,0.0,0.0,126.485,126.485,,105.211,1.2,1.2,1.14,107.3,1.18,1.18,1.12,
12/31/2008,623.754,620.87,2.884,-385.7,330.928,54.772,238.054,0.0,-15.634,15.148,15.148,1.677,-1.191,222.42,-1.786,1.914,3.7,-1.786,,5.889,-0.128,220.634,-81.248,145.275,0.0,0.0,0.0,145.275,0.0,145.275,0.0,0.0,145.275,144.34195,-0.93305,105.249,1.38,1.38,1.371433,106.431,1.36,1.36,1.351233,
03/31/2009,520.3,517.674,2.626,-320.407,263.294,57.113,199.893,0.0,-16.555,16.434,16.434,2.176,-2.055,183.338,-0.432,0.404,2.554,-2.15,,4.222,0.028,182.906,-83.39,103.738,0.0,0.0,0.0,103.738,0.0,103.738,0.0,0.0,103.738,102.733,-1.005,105.317,0.99,0.99,0.975465,106.372,0.98,0.98,0.970552,
06/30/2009,384.359,381.845,2.514,-263.26,204.523,58.737,121.099,0.0,-14.944,14.172,14.172,2.777,-2.005,106.155,-2.743,2.694,2.893,-0.199,,,0.049,103.412,-35.391,68.021,14.977,14.977,0.0,53.044,0.0,53.044,0.0,0.0,53.044,66.7494,-1.2716,105.425,0.5,0.64,0.633146,106.695,0.5,0.64,0.628082,
09/30/2009,358.276,355.525,2.751,-252.135,190.682,61.453,106.141,0.0,-15.686,13.341,13.341,3.041,-0.696,90.455,-3.856,4.05,4.443,-0.393,,,-0.194,86.599,-31.623,54.976,3.488,3.488,0.0,51.488,0.0,51.488,0.0,0.0,51.488,54.241,-0.735,105.464,0.49,0.52,0.514308,106.868,0.48,0.51,0.503122,
12/31/2009,396.242,393.156,3.086,-269.415,208.698,60.717,126.827,0.0,-21.443,20.639,20.639,1.815,-1.011,105.384,-4.37,4.385,4.694,-0.309,,,-0.015,101.014,-37.212,63.802,0.567,0.567,0.0,63.235,0.0,63.235,0.0,0.0,63.235,63.102,-0.7,105.575,0.6,0.61,0.597698,107.238,0.59,0.6,0.593472,
03/31/2010,436.579,433.739,2.84,-311.973,248.48,63.493,124.606,0.0,-22.9,20.543,20.543,3.342,-0.985,101.706,-3.728,3.751,4.038,-0.287,,,-0.023,97.978,-23.873,74.105,27.358,27.358,0.0,46.747,0.0,46.747,0.0,0.0,46.747,73.505,-0.6,105.711,0.44,0.7,0.695339,107.484,0.43,0.68,0.674418,
06/30/2010,483.384,480.165,3.219,-350.791,285.583,65.208,132.593,0.0,-21.119,20.114,20.114,3.254,-2.249,111.474,-2.806,3.021,3.961,-0.94,,,-0.215,108.668,-43.785,64.883,101.598,101.598,0.0,-36.715,0.0,-36.715,0.0,0.0,-36.715,63.383,-1.5,105.743,-0.35,0.61,0.599406,107.444,-0.35,0.61,0.596039,
09/30/2010,558.957,555.348,3.609,-402.438,329.198,73.24,156.519,0.0,-23.287,20.183,20.183,3.851,-0.747,133.232,-2.656,4.19,4.465,-0.275,,,-1.534,130.576,-47.285,83.291,0.246,0.246,0.0,83.045,0.0,83.045,0.0,0.0,83.045,82.8126,-0.4784,105.814,0.78,0.78,0.782624,107.452,0.77,0.77,0.765548,
12/31/2010,594.642,590.639,4.003,-403.226,330.046,73.18,191.416,0.0,-20.69,19.889,19.889,3.47,-2.669,170.726,-3.971,4.137,4.451,-0.314,,,-0.166,166.755,-62.39,104.365,0.215,0.215,0.0,104.15,0.0,104.15,0.0,0.0,104.15,102.665,-1.7,106.031,0.98,0.98,0.968255,107.852,0.96,0.96,0.944238,
03/31/2011,604.406,600.729,3.677,-416.2,340.039,76.161,188.206,0.0,-23.941,24.406,24.406,3.64,-4.105,164.265,-4.925,5.157,5.513,-0.356,,,-0.232,159.34,-60.379,98.961,0.171,0.171,0.0,98.79,0.0,98.79,0.0,0.0,98.79,96.361,-2.6,106.515,0.92,0.92,0.904671,108.595,0.91,0.91,0.886058,
06/30/2011,644.095,639.992,4.103,-444.695,365.586,79.109,199.4,0.0,-24.982,24.071,24.071,4.399,-3.488,174.418,-1.595,2.318,3.221,-0.903,,,-0.723,172.823,-62.995,109.828,0.002,0.002,0.0,109.826,0.0,109.826,0.0,0.0,109.826,109.20368,-0.62432,106.962,1.02,1.02,1.020958,108.784,1.01,1.01,1.004261,
