Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
01/31/2009,955.666,22.449,22.449,0.0,137.81,137.81,0.0,4.212,,,,,63.157,,,10.288,20.535,42.622,227.628,520.636,,,0.0,,207.402,173.766,159.446,14.32,23.348,728.038,,78.763,,3.681,,75.082,9.91,9.91,,,,,19.792,,,9.7,0.362,108.465,0.0,0.0,,,,25.45,,,,,15.75,25.45,133.915,0.0,325.738,325.738,,0.0,540.749,-44.736,821.751,0.0,821.751,955.666,
04/30/2009,1005.986,118.963,118.963,0.0,107.472,107.472,0.0,3.784,,,,,44.286,,,9.123,8.568,35.718,274.505,524.184,,,0.0,,207.297,175.466,160.712,14.754,22.708,731.481,,88.708,,11.062,,77.646,0.0,0.0,,,,,18.971,,,9.76,0.378,107.679,0.0,0.0,,,,32.616,,,,,22.856,32.616,140.295,0.0,324.254,324.254,,0.0,582.818,-41.381,865.691,0.0,865.691,1005.986,
07/31/2009,1058.032,162.691,162.691,0.0,109.248,109.248,0.0,4.667,,,,,39.327,0.0,,7.759,5.426,33.901,315.933,530.886,758.636,-227.75,0.0,,211.213,181.539,166.327,15.212,21.915,742.099,,88.042,9.948,5.269,0.0,72.825,0.0,0.0,,,,,15.542,0.0,0.0,10.997,0.429,103.584,0.0,0.0,,,,32.989,0.0,0.0,0.0,0.0,21.992,32.989,136.573,0.0,334.44,334.44,,0.0,614.101,-27.082,921.459,0.0,921.459,1058.032,
10/31/2009,1123.34,218.279,218.279,0.0,109.715,109.715,0.0,4.411,,,,,34.075,,,9.757,,34.075,366.48,546.088,,,0.0,,210.772,180.787,166.575,14.212,20.228,756.86,,111.79,,18.154,,93.636,0.0,0.0,,,,,14.582,,,11.099,0.44,126.372,0.0,0.0,,,,34.032,,,,,22.933,34.032,160.404,0.0,342.257,342.257,,0.0,646.221,-25.542,962.936,0.0,962.936,1123.34,
01/31/2010,1147.889,189.29,189.29,0.0,121.753,121.753,0.0,4.24,,,,,49.825,,,12.363,9.822,40.003,365.108,558.302,,,0.0,,224.479,191.991,176.697,15.294,20.125,782.781,,96.564,,4.503,,92.061,0.0,0.0,,,,,15.082,,,10.504,0.427,111.646,0.0,0.0,,,,34.82,,,,,24.316,34.82,146.466,0.0,349.406,349.406,,0.0,681.956,-29.939,1001.423,0.0,1001.423,1147.889,
04/30/2010,1202.006,264.252,264.252,0.0,102.093,102.093,0.0,4.465,,,,,48.873,,,13.69,5.258,43.615,419.683,563.364,,,0.0,,218.959,187.466,173.778,13.688,17.803,782.323,,108.456,,5.91,,102.546,0.0,0.0,,,,,12.22,,,9.793,0.389,120.676,0.0,0.0,,,,34.868,,,,,25.075,34.868,155.544,0.0,355.937,355.937,,0.0,726.345,-35.82,1046.462,0.0,1046.462,1202.006,
07/31/2010,1228.812,268.188,268.188,0.0,109.061,109.061,0.0,4.976,,,,,55.19,0.0,,10.213,10.958,44.232,437.415,573.514,833.068,-259.554,0.0,,217.883,188.886,175.87,13.016,18.784,791.397,,95.054,14.923,1.314,0.0,78.817,0.0,0.0,,,,,12.17,0.0,0.0,9.748,0.374,107.224,0.0,0.0,,,,34.354,0.0,0.0,0.0,0.0,24.606,34.354,141.578,0.0,365.507,365.507,,0.0,754.468,-32.741,1087.234,0.0,1087.234,1228.812,
10/31/2010,1210.147,260.47,260.47,0.0,117.032,117.032,0.0,4.35,,,,,34.864,,,9.375,2.38,32.484,416.716,574.88,,,0.0,,218.551,190.414,178.438,11.976,18.762,793.431,,110.039,,14.616,,95.423,0.0,0.0,,,,,6.191,,,9.671,0.343,116.23,0.0,0.0,,,,34.888,,,,,25.217,34.888,151.118,0.0,361.298,361.298,,0.0,726.214,-28.483,1059.029,0.0,1059.029,1210.147,
01/31/2011,1188.411,203.954,203.954,0.0,136.972,136.972,0.0,5.89,,,,,45.537,,,10.904,4.585,39.879,392.353,575.686,,,0.0,,220.372,188.718,177.882,10.836,20.75,796.058,,103.274,101.428,1.846,,,50.656,50.656,,,,,6.963,,,9.39,0.0,160.893,350.474,350.474,,,,35.71,,,,,26.32,386.184,547.077,0.0,316.482,316.482,,0.0,354.426,-29.574,641.334,0.0,641.334,1188.411,
04/30/2011,1191.312,192.148,192.148,0.0,117.534,117.534,0.0,6.412,,,,,37.272,,,9.438,4.844,30.855,353.366,598.968,,,0.0,,238.978,211.025,200.611,10.414,18.515,837.946,,114.472,,10.243,,104.229,50.745,0.0,,,,50.745,6.189,,,9.482,0.0,171.406,337.952,337.952,,,,35.612,,,,,26.13,373.564,544.97,0.0,319.642,319.642,,0.0,346.868,-20.168,646.342,0.0,646.342,1191.312,
07/31/2011,1084.436,74.009,74.009,0.0,122.859,122.859,0.0,8.016,,,,,36.984,0.0,,9.425,5.145,31.839,241.868,600.388,892.717,-292.329,0.0,,242.18,211.368,198.62,12.748,21.387,842.568,,105.251,,3.543,,101.708,50.37,0.0,,,,50.37,11.005,0.0,0.0,10.057,4.929,166.626,325.386,325.386,,,,37.252,0.0,0.0,0.0,0.0,27.195,362.638,529.264,0.0,313.94,0.013,313.927,0.0,264.457,-23.225,555.172,0.0,555.172,1084.436,
10/31/2011,1225.884,212.677,212.677,0.0,136.284,136.284,0.0,6.433,,,,,28.877,,,12.4,0.785,28.092,384.271,594.851,,,0.0,,246.762,208.528,197.129,11.399,25.834,841.613,,123.751,,22.262,,101.489,75.387,0.0,,,,75.387,9.497,,,9.585,4.84,208.635,425.337,425.337,,,,37.067,,,,,27.482,462.404,671.039,0.0,315.428,315.428,,0.0,266.756,-27.339,554.845,0.0,554.845,1225.884,
01/31/2012,1139.658,127.64,127.64,0.0,151.903,151.903,0.0,7.247,,,,,41.422,,14.64,18.284,2.977,23.805,328.212,568.816,,,0.0,,242.63,205.138,194.954,10.184,19.208,811.446,,103.791,,3.35,,100.441,75.18,0.0,,,,75.18,7.211,,,9.063,0.785,186.182,406.536,406.536,,,,39.568,,,,,30.505,446.104,632.286,0.0,317.771,0.006,317.765,0.0,225.513,-35.912,507.372,0.0,507.372,1139.658,
04/30/2012,1204.763,207.134,207.134,0.0,129.335,129.335,0.0,7.458,,,,,39.448,,10.505,20.331,3.965,24.59,383.375,574.732,,,0.0,,246.656,207.183,197.808,9.375,19.142,821.388,,117.23,,8.638,,108.592,75.174,0.0,,,,75.174,6.367,,,9.13,0.0,198.771,387.752,387.752,,,,39.508,,,,,30.378,427.26,626.031,0.0,326.588,0.013,326.575,0.0,279.155,-27.011,578.732,0.0,578.732,1204.763,
07/31/2012,1154.0,140.112,140.112,0.0,137.9,137.9,0.0,8.494,,,,,34.721,0.0,3.926,22.28,2.312,24.883,321.227,587.163,910.593,-323.43,0.0,,245.61,204.423,196.438,7.985,18.907,832.773,,105.759,52.506,3.082,,50.171,75.17,0.0,,,,75.17,5.39,0.0,0.0,7.186,0.0,186.319,368.95,368.95,,,,37.614,0.0,0.0,0.0,0.0,30.428,406.564,592.883,0.0,326.199,0.012,326.187,0.0,272.961,-38.043,561.117,0.0,561.117,1154.0,
10/31/2012,1214.526,131.43,131.43,0.0,149.554,149.554,0.0,7.587,,,,,38.498,,3.026,25.49,1.22,30.482,327.069,625.043,,,0.0,,262.414,205.599,198.558,7.041,31.325,887.457,,136.018,,23.671,,112.347,75.177,0.0,,,,75.177,6.02,,,7.098,0.802,217.215,350.159,350.159,,,,38.281,,,,,31.183,388.44,605.655,0.0,332.033,0.012,332.021,0.0,307.543,-30.705,608.871,0.0,608.871,1214.526,
01/31/2013,1253.946,49.51,49.51,0.0,198.805,198.805,0.0,11.043,,,,,52.547,,4.185,27.596,12.462,31.693,311.905,657.424,,,0.0,,284.617,225.113,210.188,14.925,31.908,942.041,,131.483,,6.083,,125.4,75.177,0.0,,,,75.177,6.151,,,9.153,0.788,212.811,333.068,333.068,,,,40.564,,,,,31.411,373.632,586.443,0.0,353.124,0.013,353.111,0.0,346.649,-32.27,667.503,0.0,667.503,1253.946,
04/30/2013,1298.682,139.331,139.331,0.0,164.155,164.155,0.0,10.524,,,,,39.152,,1.929,23.872,4.384,28.677,353.162,676.698,,,0.0,,268.822,221.68,208.58,13.1,23.27,945.52,,137.035,,8.034,,129.001,75.937,0.0,,,,75.937,5.405,,,8.638,0.0,218.377,314.23,314.23,,,,41.681,,,,,33.043,355.911,574.288,0.0,361.598,0.013,361.585,0.0,399.874,-37.078,724.394,0.0,724.394,1298.682,
07/31/2013,1334.481,63.631,63.631,0.0,182.714,182.714,0.0,10.736,,,,,49.371,0.0,1.929,30.117,9.416,35.81,306.452,677.517,1049.623,-372.106,0.0,,350.512,285.169,267.463,17.706,35.226,1028.029,,141.389,34.488,4.741,0.0,102.16,92.338,16.291,,,,76.047,4.832,0.0,0.0,8.071,0.0,238.559,296.41,296.41,,,,37.111,0.0,0.0,0.0,0.0,29.04,333.521,572.08,0.0,368.782,0.013,368.769,0.0,440.78,-47.161,762.401,0.0,762.401,1334.481,
10/31/2013,1397.388,77.052,77.052,0.0,187.615,187.615,0.0,9.205,,,,,47.083,,1.929,29.029,1.846,40.652,320.955,692.398,,,0.0,,384.035,297.354,281.447,15.907,57.652,1076.433,,176.423,,21.576,,154.847,77.305,0.0,,,,77.305,4.179,,,7.475,0.0,257.907,280.121,280.121,,,,36.713,,,,,29.238,316.834,574.741,0.0,373.19,0.013,373.177,0.0,482.137,-32.68,822.647,0.0,822.647,1397.388,
01/31/2014,1438.493,46.199,46.199,0.0,222.104,222.104,0.0,9.85,,,,,54.776,,1.503,30.654,5.628,43.816,332.929,707.379,,,0.0,,398.185,310.936,291.227,19.709,56.595,1105.564,,160.41,,5.539,,154.871,94.062,17.034,,,,77.028,5.179,,,7.461,0.0,259.651,261.182,261.182,,,,36.936,,,,,29.475,298.118,557.769,0.0,384.96,0.013,384.947,0.0,527.482,-31.718,880.724,0.0,880.724,1438.493,
04/30/2014,1476.672,132.832,132.832,0.0,192.61,192.61,0.0,32.216,,,,,28.096,,1.345,33.765,3.358,18.443,385.754,685.564,,,0.0,,405.354,313.786,288.402,25.384,57.803,1090.918,,175.425,,11.207,,164.218,76.171,0.0,,,,76.171,5.146,,,7.494,0.0,256.742,242.106,242.106,,,,38.063,,,,,30.569,280.169,536.911,0.0,393.238,0.013,393.225,0.0,568.352,-21.829,939.761,0.0,939.761,1476.672,
07/31/2014,1506.804,158.668,158.668,0.0,196.985,196.985,0.0,7.259,,,,,49.379,0.0,1.345,36.721,2.288,43.943,412.291,692.383,1077.617,-385.234,0.0,,402.13,309.022,283.78,25.242,56.387,1094.513,,160.44,22.108,8.284,0.0,130.048,79.674,0.0,,,,79.674,4.17,0.0,0.0,7.372,0.0,244.284,223.227,223.227,,,,35.794,0.0,0.0,0.0,0.0,28.422,259.021,503.305,0.0,404.555,0.013,404.542,0.0,619.004,-20.06,1003.499,0.0,1003.499,1506.804,
10/31/2014,1536.586,198.484,198.484,0.0,204.81,204.81,0.0,7.592,,,,,46.88,,0.564,35.474,0.404,41.881,457.766,691.981,,,0.0,,386.839,301.148,276.889,24.259,50.217,1078.82,,179.705,,25.906,,153.799,76.171,0.0,,,,76.171,3.815,,,6.854,0.0,259.691,203.868,203.868,,,,35.596,,,,,28.742,239.464,499.155,0.0,410.642,0.013,410.629,0.0,670.725,-43.936,1037.431,0.0,1037.431,1536.586,
01/31/2015,1952.071,590.366,590.366,0.0,235.477,235.477,0.0,8.015,,,,,54.567,,,37.524,7.803,43.995,888.425,688.244,,,0.0,,375.402,291.917,270.492,21.425,45.961,1063.646,,154.038,,5.858,,148.18,76.171,0.0,,,,76.171,4.515,,,6.324,0.0,234.724,608.236,608.236,,,,35.874,,,,,29.55,644.11,878.834,0.0,416.971,0.013,416.958,0.0,722.791,-66.525,1073.237,0.0,1073.237,1952.071,
04/30/2015,2002.977,678.742,678.742,0.0,217.003,217.003,0.0,32.762,,,,,25.952,,,29.116,2.587,18.312,954.459,683.956,,,0.0,,364.562,291.199,271.484,19.715,44.247,1048.518,,159.915,,5.66,,154.255,64.921,0.0,,,,64.921,4.612,,,6.334,0.0,229.448,599.951,599.951,,,,37.61,,,,,31.276,637.561,867.009,0.0,422.207,0.013,422.194,0.0,780.355,-66.594,1135.968,0.0,1135.968,2002.977,
07/31/2015,1798.66,456.012,456.012,0.0,215.696,215.696,0.0,8.613,,,,,54.261,,,28.84,6.092,44.773,734.582,700.402,1115.755,-415.353,0.0,,363.676,289.707,271.85,17.857,45.129,1064.078,,155.731,57.517,8.279,0.0,89.935,53.671,0.0,,,,53.671,3.724,0.0,,5.322,0.0,213.126,590.843,590.843,,,,30.227,0.0,0.0,0.0,0.0,24.905,621.07,834.196,0.0,407.82,0.012,407.808,0.0,625.437,-68.793,964.464,0.0,964.464,1798.66,
10/31/2015,1855.764,494.809,472.916,21.893,231.403,231.403,0.0,9.075,,,,,50.369,,0.0,30.636,0.95,47.364,785.656,705.59,,,0.0,,364.518,286.849,270.62,16.229,47.033,1070.108,,177.786,,30.444,,147.342,42.421,0.0,,,,42.421,3.719,,,5.194,0.0,223.926,584.302,584.302,,,,30.991,,,,,25.797,615.293,839.219,0.0,413.435,0.012,413.423,0.0,677.85,-74.74,1016.545,0.0,1016.545,1855.764,
01/31/2016,1604.364,158.881,141.416,17.465,281.227,281.227,0.0,9.458,,,,,57.292,,,31.432,7.734,48.873,506.858,744.224,,,0.0,,353.282,278.536,264.128,14.408,43.314,1097.506,,160.468,,12.629,,147.839,99.171,0.0,,,,99.171,5.478,,,4.868,0.0,265.117,576.501,576.501,,,,31.346,,,,,26.478,607.847,872.964,0.0,394.013,0.011,394.002,0.0,440.458,-103.071,731.4,0.0,731.4,1604.364,
04/30/2016,1624.135,137.653,137.653,0.0,263.292,263.292,0.0,41.21,,,,,22.35,,,31.245,2.772,18.91,464.505,806.973,,,0.0,,352.657,280.757,267.367,13.39,40.655,1159.63,,167.467,,17.169,,150.298,30.369,0.0,,,,30.369,5.745,,,5.001,0.0,203.581,670.507,670.507,,,,33.52,,,,,28.519,704.027,907.608,0.0,393.362,0.011,393.351,0.0,406.956,-83.791,716.527,0.0,716.527,1624.135,
07/31/2016,1649.82,155.849,155.849,0.0,266.27,266.27,0.0,10.388,,,,,66.799,,,23.506,18.751,46.604,499.306,816.791,1232.328,-415.537,0.0,,333.723,271.959,260.198,11.761,38.258,1150.514,,198.004,76.953,5.625,0.0,115.426,76.151,0.0,,,,76.151,4.628,0.0,,3.816,0.0,278.783,564.341,564.341,,,,32.24,0.0,0.0,0.0,0.0,28.424,596.581,875.364,0.0,392.456,0.011,392.445,0.0,491.194,-109.194,774.456,0.0,774.456,1649.82,
10/31/2016,1770.396,168.421,168.421,0.0,294.358,294.358,0.0,8.918,,,,,159.014,,,1.912,110.923,47.38,630.711,840.587,,,0.0,,299.098,265.334,255.093,10.241,31.852,1139.685,,182.552,,6.583,,175.969,171.151,0.0,,,,171.151,3.975,,,3.38,0.0,357.678,573.03,573.03,,,,32.281,,,,,28.901,605.311,962.989,0.0,416.136,0.011,416.125,0.0,519.24,-127.969,807.407,0.0,807.407,1770.396,
01/31/2017,1841.241,174.952,174.952,0.0,340.438,340.438,0.0,9.136,,,,,134.726,,,1.236,83.524,51.202,659.252,882.256,,,0.0,,299.733,265.805,256.867,8.938,32.692,1181.989,,192.592,,7.624,,184.968,146.151,0.0,,,,146.151,7.204,,,3.446,0.0,345.947,565.926,565.926,,,,33.665,,,,,30.219,599.591,945.538,0.0,429.968,0.011,429.957,0.0,585.284,-119.549,895.703,0.0,895.703,1841.241,
04/30/2017,1811.686,189.621,189.621,0.0,302.071,302.071,0.0,9.239,,,,,92.678,,,2.978,42.663,49.824,593.609,913.303,,,0.0,,304.774,266.258,258.634,7.624,35.538,1218.077,,199.19,,6.421,,192.769,16.151,0.0,,,,16.151,6.147,,,3.773,0.0,221.488,550.755,550.755,,,,33.114,,,,,29.341,583.869,805.357,0.0,444.767,0.022,444.745,0.0,675.83,-114.268,1006.329,0.0,1006.329,1811.686,
07/31/2017,1982.501,210.1,210.1,0.0,311.846,311.846,0.0,10.163,,,,,55.152,,,1.287,6.418,48.734,587.261,944.056,1396.05,-451.994,0.0,,451.184,416.181,340.243,75.938,33.716,1395.24,,214.887,71.16,6.472,0.0,137.255,82.155,0.0,,,,82.155,5.111,0.0,,3.192,0.0,302.153,550.883,550.883,,,,30.865,0.0,0.0,0.0,0.0,27.673,581.748,883.901,0.0,453.372,0.023,453.349,0.0,745.37,-100.676,1098.066,0.534,1098.6,1982.501,
10/31/2017,2062.67,224.246,224.246,0.0,366.641,366.641,0.0,10.138,,,,,53.346,,,0.0,0.139,53.207,654.371,959.716,,,0.0,,448.583,412.309,339.024,73.285,36.274,1408.299,,250.83,,28.43,,222.4,33.15,0.0,,,,33.15,5.189,,,4.807,0.0,289.169,550.704,550.704,,,,33.888,,,,,29.081,584.592,873.761,0.0,467.932,0.023,467.909,0.0,822.555,-102.156,1188.331,0.578,1188.909,2062.67,
01/31/2018,2143.541,195.3,195.3,0.0,398.972,398.972,0.0,13.025,,,,,59.179,,,0.301,3.836,55.343,666.476,1024.564,,,0.0,,452.501,414.433,344.499,69.934,37.767,1477.065,,256.4,,13.806,,242.594,111.851,0.0,,,,111.851,6.797,,,5.196,0.0,375.048,400.646,400.646,,,,36.056,,,,,30.86,436.702,811.75,0.0,483.918,0.023,483.895,0.0,926.163,-78.913,1331.168,0.623,1331.791,2143.541,
04/30/2018,2165.193,204.275,204.275,0.0,356.125,356.125,0.0,17.034,,,,,53.468,,,1.239,1.363,52.105,630.902,1087.91,,,0.0,,446.381,411.841,342.459,69.382,33.301,1534.291,,263.521,,18.048,,245.473,1.151,0.0,,,,1.151,5.906,,,3.927,0.0,270.578,398.914,398.914,,,,34.889,,,,,30.962,433.803,704.381,0.0,497.033,0.023,497.01,0.0,1053.51,-90.412,1460.131,0.681,1460.812,2165.193,
07/31/2018,2307.698,274.52,274.52,0.0,351.601,351.601,0.0,16.734,,,,,66.261,0.0,,0.47,15.312,50.949,709.116,1163.425,1653.545,-490.12,0.0,,435.157,402.127,337.235,64.892,32.56,1598.582,,271.617,133.717,0.673,0.0,137.227,1.151,0.0,,,,1.151,4.488,0.0,0.0,19.733,0.0,277.256,398.747,398.747,,,,50.596,0.0,0.0,0.0,0.0,30.863,449.343,726.599,0.0,526.881,0.023,526.858,0.0,1162.146,-107.928,1581.099,0.0,1581.099,2307.698,
10/31/2018,2381.788,320.309,320.309,0.0,336.004,336.004,0.0,19.734,,,,,87.175,,,0.468,0.024,87.151,763.222,1188.088,,,0.0,,430.478,398.017,335.12,62.897,31.993,1618.566,,248.875,235.982,12.893,,,0.999,0.0,,,,0.999,4.934,,,23.815,0.0,254.808,398.642,398.642,,,,56.578,,,,,32.763,455.22,710.028,0.0,534.131,0.023,534.108,0.0,1253.275,-115.646,1671.76,0.0,1671.76,2381.788,
01/31/2019,2296.905,108.174,108.174,0.0,393.561,393.561,0.0,28.315,,,,,98.416,,,0.348,0.025,98.391,628.466,1237.117,,,0.0,,431.322,398.31,338.045,60.265,32.664,1668.439,,270.567,,4.441,,266.126,94.122,0.0,,,,94.122,7.344,,,32.314,0.0,372.033,398.74,398.74,,,,66.179,,,,,33.865,464.919,836.952,0.0,530.125,0.023,530.102,0.0,1037.051,-107.223,1459.953,0.0,1459.953,2296.905,
04/30/2019,2391.763,102.826,102.826,0.0,376.564,376.564,0.0,22.309,,,,,111.886,,,0.333,18.902,92.984,613.585,1340.692,,,0.0,,437.486,395.352,337.725,57.627,41.801,1778.178,,281.362,,1.583,,279.779,7.556,0.0,,,,7.556,7.988,,,40.165,0.0,296.906,398.835,398.835,,,,77.17,,,,,37.005,476.005,772.911,0.0,545.918,0.023,545.895,0.0,1186.125,-113.191,1618.852,0.0,1618.852,2391.763,
07/31/2019,2547.617,186.319,186.319,0.0,367.265,367.265,0.0,20.941,,,,,112.642,0.0,,0.411,19.526,93.116,687.167,1427.726,1965.348,-537.622,0.0,,432.724,388.477,333.321,55.156,43.836,1860.45,,274.4,113.947,3.482,0.0,156.971,1.138,0.0,,,,1.138,6.466,0.0,0.0,48.683,0.0,282.004,400.091,400.091,,,,87.141,0.0,0.0,0.0,0.0,38.458,487.232,769.236,0.0,572.582,0.023,572.559,0.0,1338.328,-132.529,1778.381,0.0,1778.381,2547.617,
10/31/2019,2855.939,181.102,181.102,0.0,394.309,394.309,0.0,19.482,,,,,149.183,,,0.404,48.37,100.813,744.076,1682.082,,,0.0,,429.781,389.796,337.179,52.617,39.581,2111.863,,290.56,289.247,1.313,,,27.645,0.0,27.645,0.59,27.055,0.0,5.113,,,53.678,0.0,323.318,513.242,399.001,114.241,0.978,113.263,92.78,,,,,39.102,606.022,929.34,0.0,587.666,0.023,587.643,0.0,1458.223,-119.29,1926.599,0.0,1926.599,2855.939,
01/31/2020,3048.605,93.511,93.511,0.0,445.963,445.963,0.0,18.515,,,,,173.974,,,0.348,68.415,105.559,731.963,1893.686,2473.342,-579.656,0.0,,422.956,388.553,338.262,50.291,34.055,2316.642,,297.705,296.977,0.728,,,37.529,0.0,23.929,0.615,23.314,13.6,7.603,,,55.499,0.0,342.837,481.752,399.046,82.706,0.8,81.906,99.287,,,,,43.788,581.039,923.876,0.0,617.737,0.023,617.714,0.0,1626.862,-119.87,2124.729,0.0,2124.729,3048.605,
04/30/2020,3161.583,306.387,306.387,0.0,346.244,346.244,0.0,19.809,,,,,121.712,,,0.31,31.578,90.134,794.152,1944.931,2543.966,-599.035,0.0,,422.5,386.71,338.039,48.671,35.48,2367.431,,251.746,250.841,0.905,,,26.938,0.0,26.938,3.543,23.395,,7.884,,,57.724,0.0,286.568,489.351,399.157,90.194,4.496,85.698,104.653,,,,,46.929,594.004,880.572,0.0,646.354,0.023,646.331,0.0,1773.58,-138.923,2281.011,0.0,2281.011,3161.583,
07/31/2020,3455.261,477.718,477.718,0.0,350.207,350.207,0.0,93.764,,,,,42.07,,,0.213,26.74,15.33,963.759,2060.174,,,0.0,,431.328,391.394,343.622,47.772,39.721,2491.502,,322.239,318.53,3.709,,,25.572,0.0,25.572,0.751,24.821,,8.233,,,71.686,0.0,356.044,492.62,397.036,95.584,,95.584,117.081,,,,,45.395,609.701,965.745,0.0,672.751,0.024,672.727,0.0,1937.853,-121.088,2489.516,0.0,2489.516,3455.261,
