Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1997,1625.391968,23.868999,23.868999,0.0,154.076996,,,116.617996,,,,,46.346001,,,,,,,340.910004,1117.322021,1525.439941,-408.118011,0.0,,167.160004,,,,,,167.160004,1284.482025,,131.774994,131.774994,,,,95.032997,,,,,56.327995,,,,56.327995,283.135986,376.86499,,,,170.307007,,,170.307007,547.171997,830.307983,0.0,574.79303,,,-1.328,,159.109006,732.574036,62.509998,795.084034,1625.392017,
09/30/1997,1694.647949,16.073999,16.073999,0.0,165.957993,,,126.692001,,,,,53.700001,,,,,,,362.424011,1165.640991,1601.85498,-436.213989,0.0,,166.582993,,,,,,166.582993,1332.223984,,124.775002,124.775002,,,,100.531998,,,,,61.818001,,,,61.818001,287.125,459.042999,,,,166.261993,,,166.261993,625.304993,912.429993,0.0,574.969971,,,-1.328,,147.857007,721.498978,60.719002,782.217979,1694.647972,
12/31/1997,1794.42395,30.052999,30.052999,0.0,154.701996,,,141.447006,65.369003,37.995998,38.082001,,50.772999,,,,,,,376.975006,1200.827026,1666.21106,-465.384003,0.0,,216.621994,,,,,,216.621994,1417.44902,,146.171997,146.171997,,,,122.475998,,,,,69.878006,,,,69.878006,338.526001,510.037994,,,,170.878998,,,170.878998,680.916992,1019.442993,0.0,574.731018,,,-1.328,,142.350995,715.754013,59.227001,774.981014,1794.424007,
03/31/1998,1798.296997,16.978001,16.978001,0.0,150.238998,,,146.828003,70.419998,36.646999,39.761002,,48.740002,,,,,,,362.785004,1204.238037,1696.906982,-492.669006,0.0,,231.274002,49.428001,,,,,181.846001,1435.512039,,108.674004,108.674004,,,,108.508003,,,,,86.179993,,,,86.179993,303.362,597.630005,,,,172.505997,,,172.505997,770.136002,1073.498001,0.0,574.731018,,,-17.02,,109.141003,666.85202,57.946999,724.799019,1798.29702,
06/30/1998,1751.988037,16.777,16.777,0.0,132.602005,,,134.970993,69.464996,30.892,34.613998,,45.641998,,,,,,,329.992004,1154.886963,1638.264038,-483.377014,0.0,,267.109009,49.084,,,,,218.025009,1421.995972,,93.017998,93.017998,,,,109.153999,,,,,129.945984,,,,129.945984,332.117981,669.880005,,,,178.264999,,,178.264999,848.145004,1180.262985,0.0,574.731018,,,-17.02,,-42.013,515.698017,56.027,571.725018,1751.988003,
09/30/1998,1759.777954,33.528999,33.528999,0.0,115.957001,,,123.182999,63.352001,30.493,29.337999,,67.944,,,,,,,340.613007,1162.020996,1693.662964,-531.642029,0.0,,257.144012,48.740002,,,,,208.404011,1419.165009,,99.839996,99.839996,,,,102.486,,,,,120.189995,,,,120.189995,322.515991,718.427979,,,,197.330994,,,197.330994,915.758972,1238.274963,0.0,574.731018,,,-17.02,,-86.427998,471.28302,50.220001,521.503021,1759.777985,
12/31/1998,1773.713989,16.167999,16.167999,0.0,98.528,,,115.927002,59.722,33.612,22.593,,68.514999,,,,,,,299.138,1188.832031,1758.159058,-569.327026,0.0,,285.743988,48.396,,,,,237.347988,1474.576019,,112.581001,112.581001,,,,38.644001,,,,,107.41901,,,,107.41901,258.644012,871.163025,,,,196.625,,,196.625,1067.788025,1326.432037,0.0,574.60199,,,-17.02,,-158.541996,399.039993,48.242001,447.281994,1773.714031,
03/31/1999,1727.012,15.985,15.985,0.0,93.182,93.182,,111.096,53.837,29.933,27.326,0.0,43.56,,,,,,,263.823,1145.679,1739.544,-593.865,0.0,,317.51,48.052,48.052,0.0,,,269.458,1463.189,,83.091,83.091,,,,18.523,18.523,0.0,0.0,,105.011,,,,105.011,206.625,834.692,834.692,0.0,0.0,192.624,,,192.624,1027.316,1233.941,0.0,680.452,,,-17.02,-198.09,-19.326,446.016,47.055,493.071,1727.012,
06/30/1999,1714.446045,31.666,31.666,0.0,92.619003,92.619003,,107.795998,54.338001,19.195,34.263,0.0,41.542999,,,,,,,273.623993,1106.902954,1726.69104,-619.788025,0.0,,333.919006,47.721001,47.721001,0.0,,,286.198006,1440.82196,,72.653,72.653,,,,27.162001,27.162001,0.0,0.0,,105.188997,,,,105.188997,205.003998,783.557983,783.557983,0.0,0.0,190.731003,,,190.731003,974.288986,1179.292984,0.0,771.552979,,,-17.02,-237.401993,-28.226017,488.904968,46.248001,535.152969,1714.445953,
09/30/1999,1741.012,20.656,20.656,0.0,111.477,111.477,,107.181,56.157,21.972,29.052,0.0,33.989,,,,,,,273.303,1123.585,1796.903,-673.318,0.0,,344.124,47.39,47.39,0.0,,,296.734,1467.709,,75.326,75.326,,,,27.114,27.114,0.0,0.0,,111.407,,,,111.407,213.847,833.676,833.676,0.0,0.0,185.341,,,185.341,1019.017,1232.864,0.0,771.873,,,-17.02,-271.119,-20.445,463.289,44.859,508.148,1741.012,
12/31/1999,1724.581055,28.570999,28.570999,0.0,111.558998,111.558998,,98.418999,49.536999,23.493,25.389,0.0,37.370998,,,,,,,275.920013,1090.358032,1793.609985,-703.252014,0.0,,358.303009,47.057999,47.057999,0.0,,,311.24501,1448.661041,,85.704002,85.704002,,,,22.163,22.163,0.0,0.0,,81.746996,,,,81.746996,189.613998,869.758972,869.758972,0.0,0.0,189.080002,,,189.080002,1058.838974,1248.452972,0.0,771.18103,,,-17.02,-299.316986,-22.053028,432.791016,43.337002,476.128017,1724.58099,
03/31/2000,1694.677979,23.231001,23.231001,0.0,121.866997,121.866997,,96.876999,44.782001,24.764999,27.33,0.0,33.346001,,,,,,,275.321014,1048.295044,1776.572021,-728.276978,0.0,,371.062012,46.727001,46.727001,0.0,,,324.335011,1419.357056,,84.814003,84.814003,,,,40.848,40.848,0.0,0.0,,81.113998,,,,81.113998,206.776001,863.049988,863.049988,0.0,0.0,182.850998,,,182.850998,1045.900986,1252.676987,0.0,772.116028,,,-17.02,,-355.831013,399.265015,42.736,442.001015,1694.678001,
06/30/2000,1680.54,16.545,16.545,0.0,132.105,132.105,,99.229,44.225,27.637,27.367,0.0,33.718,,,,,,,281.597,989.795,1748.414,-758.619,0.0,,409.148,46.396,46.396,0.0,,,362.752,1398.943,,73.99,73.99,,,,50.852,,,,,93.318,,,,93.318,218.16,856.829,,,,179.345,,,179.345,1036.174,1254.334,0.0,772.116,,,-17.02,-342.166,-29.386,383.544,42.662,426.206,1680.54,
09/30/2000,1929.078979,99.058998,99.058998,0.0,151.065002,151.065002,,124.829002,55.033001,31.596001,38.200001,0.0,41.687,,,,,,,416.640015,1133.323975,2176.799072,-1043.474976,0.0,,379.11499,46.063999,46.063999,0.0,,,333.050991,1512.438965,,72.402,72.402,,,,414.574005,414.574005,0.0,0.0,,120.328011,,,,120.328011,607.304016,695.695007,695.695007,0.0,0.0,184.865997,,,184.865997,880.561005,1487.865021,0.0,772.137024,,,-17.02,,-386.325001,368.792023,72.421997,441.21402,1929.079041,
12/31/2000,1890.56604,94.759003,94.759003,0.0,145.970001,145.970001,,131.858994,52.643002,35.562,43.653999,0.0,37.819,,,,,,,410.407013,1097.602051,2182.916992,-1085.314941,0.0,,382.557007,45.733002,45.733002,0.0,,,336.824005,1480.159058,,88.552002,88.552002,,,,127.781998,127.781998,0.0,0.0,,107.291,,,,107.291,323.625,942.971985,942.971985,0.0,0.0,183.136993,,,183.136993,1126.108978,1449.733978,0.0,772.380005,,,-17.02,,-388.940998,366.419006,74.413002,440.832008,1890.565987,
03/31/2001,1840.267,105.073,105.073,0.0,119.343,119.343,,133.339,55.462,30.143,47.734,0.0,36.53,,,,,,,394.285,1044.902,2156.452,-1111.55,0.0,,401.08,45.401,45.401,0.0,,51.896,303.783,1445.982,,80.394,80.394,,,,154.568,154.568,0.0,0.0,,106.873,,,,106.873,341.835,899.28,899.28,0.0,0.0,178.681,,,178.681,1077.961,1419.796,0.0,772.38,,,-17.02,-360.274,-49.027,346.059,74.412,420.471,1840.267,
06/30/2001,1504.478,94.953,94.953,0.0,108.934,108.934,,127.474,52.406,26.325,48.743,0.0,21.118,,,,,,,352.479,1005.836,2121.781,-1115.945,0.0,,146.163,0.0,0.0,0.0,,52.113,94.05,1151.999,,72.306,72.306,,,,223.142,,,,,119.522,,,,119.522,414.97,850.142,,,,181.118,,,181.118,1031.26,1446.23,0.0,772.38,,,-17.02,-715.596,-48.474,-8.71,66.958,58.248,1504.478,
09/30/2001,1477.277954,125.766998,125.766998,0.0,81.918999,81.918999,,116.999001,55.173,26.528999,35.297001,0.0,24.851,,,,,,,349.536011,984.52002,2149.346924,-1164.827026,0.0,,143.222,35.791,35.791,0.0,,,107.431,1127.74202,,73.875,73.875,,,,552.017029,552.017029,0.0,0.0,,79.211975,,,,79.211975,705.104004,595.478027,595.478027,0.0,0.0,188.671997,,,188.671997,784.150024,1489.254028,0.0,772.380005,,,-17.02,,-830.498005,-75.138,63.161999,-11.976002,1477.278027,
12/31/2001,549.333984,107.159002,75.356003,31.802999,67.419998,67.419998,,69.946999,30.882,22.087999,16.976999,0.0,19.504,,,,,,,264.029999,200.705002,313.779999,-113.074997,0.0,,84.598999,3.761,3.761,0.0,,,80.837999,285.304001,,52.078999,52.078999,,,,75.873001,75.873001,0.0,0.0,,93.747005,,,,93.747005,221.699005,144.742996,144.742996,0.0,0.0,152.057999,,,152.057999,296.800995,518.5,4.247,8.786,,,-4.72,,-28.562002,-20.249001,51.083,30.833999,549.333999,
03/31/2002,506.446991,82.137001,82.137001,0.0,73.955002,73.955002,,62.241001,23.910999,24.437,13.893,0.0,18.039,,,,,,,236.371994,185.880997,316.639008,-130.757996,0.0,,84.194,3.761,3.761,0.0,,,80.433,270.074997,,44.127998,44.127998,,,,70.707001,70.707001,0.0,0.0,,87.747002,,,,87.747002,202.582001,132.567993,132.567993,0.0,0.0,148.302002,,,148.302002,280.869995,483.451996,12.174,1.837,,,-4.72,,-37.687002,-28.396002,51.390999,22.994997,506.446993,
06/30/2002,574.192017,111.092003,76.969002,34.123001,97.045998,97.045998,,77.035004,26.171,24.562,26.302,0.0,18.320999,,,,,,,303.493988,187.759995,319.085999,-131.326004,0.0,,82.938004,3.761,3.761,0.0,,,79.177004,270.697998,,57.598,57.598,,,,89.167999,89.167999,0.0,0.0,,98.015999,,,,98.015999,244.781998,145.014999,145.014999,0.0,0.0,152.190994,,,152.190994,297.205994,541.987991,20.339001,10.122,,,-4.72,,-44.225999,-18.484999,50.688999,32.204,574.191992,
09/30/2002,601.908997,137.311005,98.370003,38.941002,99.938004,99.938004,,81.475998,24.582001,23.525999,33.368,0.0,20.834999,,,,,,,339.559998,181.927994,318.369995,-136.442001,0.0,,80.420998,3.761,3.761,0.0,,,76.659998,262.348991,,60.910999,60.910999,,,,106.695,106.695,0.0,0.0,,109.668995,,,,109.668995,277.274994,173.291,173.291,0.0,0.0,152.815002,,,152.815002,326.106003,603.380997,0.0,31.218,,,-4.72,,-81.641,-55.143,53.671001,-1.471998,601.908998,
12/31/2002,631.682007,165.646,119.651001,45.994999,95.022003,,,85.106003,23.066999,23.745001,38.293999,0.0,17.934,,,,,,,363.708008,184.875,328.696014,-143.820999,0.0,,83.098999,3.761,3.761,0.0,,,79.337999,267.973999,,68.014,68.014,,,,123.639999,123.639999,0.0,0.0,,92.279015,,,,92.279015,283.933014,160.998001,160.998001,0.0,0.0,151.294998,,,151.294998,312.292999,596.226013,0.0,31.07,,,-4.72,,-48.890001,-22.540001,57.995998,35.455997,631.682011,
03/31/2003,634.67,160.799,115.461,45.338,87.986,87.986,,90.638,21.95,26.92,41.768,0.0,19.123,,,,,,,358.546,191.547,343.376,-151.829,,,84.577,3.761,3.761,0.0,,17.883,62.933,276.124,,63.889,63.889,,,,100.259,,,,,91.769,,,,91.769,255.917,170.382,,,,150.848,,,150.848,321.23,577.147,,29.509,,,-4.72,-14.727,-12.977,-2.915,60.438,57.523,634.67,
06/30/2003,627.05603,127.616001,86.763,40.853001,98.098999,98.098999,,96.177002,20.83,32.905998,42.441002,0.0,18.514999,,,,,,,340.407013,203.315002,363.028992,-159.714005,0.0,,83.334,3.761,3.761,0.0,,,79.573,286.649002,,69.400002,69.400002,,,,53.349998,53.349998,0.0,0.0,,83.682999,,,,83.682999,206.432999,87.414001,87.414001,0.0,0.0,152.188995,,,152.188995,239.602997,446.035995,0.0,125.643997,,,-4.72,12.549,-11.578,121.894997,59.125,181.019997,627.055993,
09/30/2003,693.362,125.820999,85.140999,40.68,107.377998,107.377998,,97.961998,17.257999,35.488998,45.215,0.0,25.767,,,,,,,356.928009,253.453003,411.401001,-157.947998,0.0,,82.981003,3.761,3.761,0.0,,,79.220003,336.434006,,82.641998,82.641998,,,,80.625,80.625,0.0,0.0,,79.574005,,,,79.574005,242.841003,60.016998,60.016998,0.0,0.0,151.460999,,,151.460999,211.477997,454.319,0.0,152.630997,,,-4.447,47.745998,-18.901999,177.027996,62.014999,239.042995,693.361996,
12/31/2003,726.752014,130.697002,96.859001,33.838001,103.019997,103.019997,,109.487999,14.819,42.088001,52.581001,0.0,22.139999,,,,,,,365.345001,270.367004,434.632996,-164.266006,0.0,,91.040001,0.0,0.0,0.0,,,91.040001,361.407005,,95.178001,95.178001,,,,71.841003,71.841003,0.0,0.0,,77.034997,,,,77.034997,244.054001,59.250999,59.250999,0.0,0.0,165.697006,,,165.697006,224.948005,469.002006,0.0,152.173996,,,-4.447,82.150002,-36.254001,193.622997,64.126999,257.749996,726.752002,
03/31/2004,852.059998,140.617001,122.679001,17.938,119.245003,119.245003,,123.049004,17.705999,53.483002,51.860001,0.0,31.541,,,,,,,414.451996,361.553009,553.289001,-191.735992,0.0,,76.055,0.0,0.0,0.0,,,76.055,437.608009,,91.910004,91.910004,,,,86.901001,86.901001,0.0,0.0,,74.964996,,,,74.964996,253.776001,127.608002,127.608002,0.0,0.0,174.528,,,174.528,302.136002,555.912003,0.0,153.757004,,,-4.174,118.056,-38.295002,229.344002,66.804001,296.148003,852.060005,
06/30/2004,896.809998,129.494003,124.286003,5.208,138.858994,138.858994,,112.559998,21.701,52.966,37.893002,0.0,16.441999,,,,,,,397.355011,392.712006,592.500977,-199.789001,0.0,,106.742996,0.0,0.0,0.0,,,106.742996,499.455002,,101.158997,101.158997,,,,57.450001,57.450001,0.0,0.0,,77.963009,,,,77.963009,236.572006,125.114998,125.114998,0.0,0.0,174.401993,,,174.401993,299.516991,536.088997,0.0,153.733002,,,-3.628,178.656998,-33.034994,295.727005,64.994003,360.721008,896.810005,
09/30/2004,881.286987,103.307999,103.307999,0.0,151.873001,151.873001,,119.777,18.434,54.028,47.314999,0.0,20.118,,,,,,,395.075989,387.276001,567.651001,-180.375,0.0,,98.934998,0.0,0.0,0.0,,,98.934998,486.210999,,99.021004,99.021004,,,,21.865,21.865,0.0,0.0,,68.611998,,,,68.611998,189.498001,120.514,120.514,0.0,0.0,173.190994,,,173.190994,293.704994,483.202995,0.0,154.535004,,,-3.628,238.376999,-35.232992,354.05101,44.033001,398.084011,881.287006,
12/31/2004,1028.189,92.314,49.519,42.795,158.975,158.975,,127.564,20.307,54.16,53.097,0.0,29.724,,,,,,,408.577,444.67,643.265,-198.595,0.0,,174.942,0.0,0.0,0.0,,,174.942,619.612,,124.083,124.083,,,,42.646,42.646,0.0,0.0,,86.824,,,,86.824,253.553,116.082,116.082,0.0,0.0,169.177,,,169.177,285.259,538.812,0.0,156.827,,,-3.628,308.351,-18.652,442.898,46.479,489.377,1028.189,
03/31/2005,1067.97,116.319,116.319,0.0,130.534,130.534,,135.266,17.127,53.067,65.072,0.0,28.22,,,,,,,410.339,476.338,681.804,-205.466,0.0,,181.293,0.0,0.0,0.0,,,181.293,657.631,,133.38,133.38,,,,23.056,23.056,0.0,0.0,,67.328,,,,67.328,223.764,113.345,113.345,0.0,0.0,162.912,,,162.912,276.257,500.021,0.0,160.546,,,-3.628,385.509,-22.72,519.707,48.242,567.949,1067.97,
06/30/2005,1079.545,100.997,100.997,0.0,132.107,132.107,,134.851,14.665,55.569,64.617,0.0,27.257,,,,,,,395.212,503.861,716.822,-212.961,0.0,,180.472,0.0,0.0,0.0,,,180.472,684.333,,104.578,104.578,,,,21.709,21.709,0.0,0.0,,72.626,,,,72.626,198.913,108.229,108.229,0.0,0.0,158.552,,,158.552,266.781,465.694,0.0,161.677,,,-3.628,434.876,-29.336,563.589,50.262,613.851,1079.545,
09/30/2005,1160.867,143.247,107.632,35.615,134.791,134.791,,128.103,14.545,55.433,58.125,0.0,38.07,,,,,,,444.211,500.644,724.996,-224.352,0.0,,216.012,0.0,0.0,0.0,,,216.012,716.656,,104.147,104.147,,,,28.1,28.1,0.0,0.0,,98.73,,,,98.73,230.977,106.706,106.706,0.0,0.0,124.385,,,124.385,231.091,462.068,0.0,186.672,,,-3.628,507.491,-33.933,656.602,42.197,698.799,1160.867,
12/31/2005,1148.103,153.611,126.494,27.117,125.183,125.183,,119.956,13.169,50.012,56.775,0.0,37.528,,,,,,,436.278,494.927,731.793,-236.866,0.0,,216.898,0.0,0.0,0.0,,,216.898,711.825,,105.5,105.5,,,,18.305,18.305,0.0,0.0,,101.104,,,,101.104,224.909,34.821,34.821,0.0,0.0,132.39,,,132.39,167.211,392.12,0.0,193.886,,,-4.271,557.704,-35.982,711.337,44.646,755.983,1148.103,
03/31/2006,1248.66,236.969,210.188,26.781,140.156,140.156,,112.516,11.703,49.108,51.705,0.0,29.005,,,,,,,518.646,518.263,768.866,-250.603,0.0,,211.751,0.0,0.0,0.0,,,211.751,730.014,,117.117,117.117,,,,5.355,5.355,0.0,0.0,,120.003,,,,120.003,242.475,34.95,34.95,0.0,0.0,133.144,,,133.144,168.094,410.569,0.0,200.639,,,-4.271,625.047,-28.965,792.45,45.641,838.091,1248.66,
06/30/2006,1353.159,314.186,286.331,27.855,151.984,151.984,,105.896,12.699,47.727,45.47,0.0,30.602,,,,,,,602.668,537.643,806.636,-268.993,0.0,,212.848,0.0,0.0,0.0,,,212.848,750.491,,102.042,102.042,,,,5.388,5.388,0.0,0.0,,154.604,,,,154.604,262.034,32.61,32.61,0.0,0.0,131.681,,,131.681,164.291,426.325,0.0,206.479,,,-4.271,706.995,-23.753,885.45,41.384,926.834,1353.159,
09/30/2006,1590.154,451.872,418.394,33.478,186.955,186.955,,96.055,10.912,42.992,42.151,0.0,31.344,,,,,,,766.226,552.748,834.253,-281.505,0.0,,271.18,0.0,0.0,0.0,,,271.18,823.928,,108.25,108.25,,,,5.1,5.1,0.0,0.0,,192.066,,,,192.066,305.416,32.299,32.299,0.0,0.0,220.665,,,220.665,252.964,558.38,0.0,216.246,,,-4.271,798.042,-22.059,987.958,43.816,1031.774,1590.154,
12/31/2006,1765.524,585.491,527.52,57.971,199.071,199.071,,80.179,14.978,28.232,36.969,0.0,34.773,,,,,,,899.514,603.509,903.225,-299.716,0.0,,262.501,0.0,0.0,0.0,,,262.501,866.01,,125.358,125.358,,,,5.035,5.035,0.0,0.0,,127.425,,,,127.425,257.818,29.373,29.373,0.0,0.0,272.878,,,272.878,302.251,560.069,0.0,244.778,,,-4.271,933.805,-7.419,1166.893,38.562,1205.455,1765.524,
03/31/2007,2039.0,838.1,783.4,54.7,210.4,210.4,,66.7,12.0,29.1,25.6,0.0,25.0,,,,,,,1140.2,626.5,946.0,-319.5,0.0,,272.3,0.0,0.0,0.0,,,272.3,898.8,,121.8,121.8,,,,5.1,5.1,0.0,0.0,,204.1,,,,204.1,331.0,29.6,29.6,0.0,0.0,309.9,,,309.9,339.5,670.5,0.0,276.1,,,-4.2,1069.1,-6.2,1334.8,33.7,1368.5,2039.0,
06/30/2007,2229.7,995.7,836.8,158.9,203.6,203.6,,59.1,11.8,26.3,21.0,0.0,27.1,,,,,,,1285.5,663.4,998.2,-334.8,0.0,,280.8,0.0,0.0,0.0,,,280.8,944.2,,133.6,133.6,,,,4.9,4.9,0.0,0.0,,187.2,,,,187.2,325.7,25.9,25.9,0.0,0.0,317.9,,,317.9,343.8,669.5,0.0,310.3,,,-9.2,1232.6,-8.6,1525.1,35.1,1560.2,2229.7,
09/30/2007,2512.8,1212.5,1052.3,160.2,188.9,188.9,,44.6,13.9,11.8,18.9,0.0,26.5,,,,,,,1472.5,748.7,1104.6,-355.9,0.0,,291.6,0.0,0.0,0.0,,,291.6,1040.3,,157.6,157.6,,,,5.2,5.2,0.0,0.0,,253.1,,,,253.1,415.9,27.7,27.7,0.0,0.0,356.7,,,356.7,384.4,800.3,0.0,332.0,,,-52.8,1384.1,14.4,1677.7,34.8,1712.5,2512.8,
12/31/2007,2887.2,1316.4,859.3,457.1,197.9,197.9,,36.4,16.2,6.1,14.1,0.0,38.8,,,,,,,1589.5,834.0,1211.0,-377.0,0.0,,463.7,0.0,0.0,0.0,,,463.7,1297.7,,168.3,168.3,,,,5.3,5.3,0.0,0.0,,270.6,,,,270.6,444.2,25.6,25.6,0.0,0.0,346.6,,,346.6,372.2,816.4,0.0,360.3,,,-115.6,1760.5,29.8,2035.0,35.8,2070.8,2887.2,
