Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
10/31/1989,1215.435059,-987.745972,227.689087,-130.199005,97.489998,-48.933998,,29.191,77.747,-31.409,46.338001,0.0,-2.775,43.563,-0.205,43.358,,,43.357999,,0.865,0.865,50.132,0.865,0.865,0.865,50.132,
01/31/1990,1268.391968,-1033.250977,235.140991,-134.949005,100.192001,-47.546001,,29.561001,82.207001,-33.243,48.964001,0.0,-4.391,44.573002,-0.205,44.368002,,,44.368001,,0.89,0.89,49.813999,0.89,0.89,0.89,49.813999,
04/30/1990,1260.594971,-1035.838013,224.756958,-126.514,98.242996,-46.723999,,27.653,79.171997,-31.76,47.411999,0.0,-2.252,45.16,-0.206,44.954,,,44.953997,,0.92,0.92,48.810001,0.92,0.92,0.92,48.810001,
07/31/1990,1411.963013,-1170.75,241.213013,-142.602005,98.611,-48.154999,,30.212999,80.669,-31.511,49.158001,0.0,-3.642,45.515999,-0.205,45.310999,,,45.311,0.955,0.955,0.955,47.499998,0.955,0.955,0.955,47.499998,
10/31/1990,1229.024048,-1004.776978,224.24707,-131.824997,92.421997,-48.626999,,29.125999,72.920998,-29.18,43.741001,0.0,-4.153,39.588001,-0.205,39.383001,,,39.382997,,0.88,0.88,44.793999,0.88,0.88,0.88,44.793999,
01/31/1991,1253.541992,-1025.036987,228.505005,-133.914993,94.589996,-42.487999,,26.128,78.229998,-31.214001,47.015999,0.0,-6.712,40.304001,-0.205,40.099001,,,40.098997,,0.93,0.93,43.254002,0.93,0.93,0.93,43.254002,
04/30/1991,1365.5,-1125.605957,239.894043,-146.442001,93.452003,-39.798,,21.632,75.286003,-30.105,45.181,0.0,-3.186,41.994999,-0.206,41.788999,,,41.789003,,0.96,0.96,43.487999,0.96,0.96,0.96,43.487999,
07/31/1991,1370.918945,-886.341003,484.577942,-385.64801,98.93,-39.257,,-102.525002,-42.852002,-10.647,-53.499001,0.0,-4.885,-58.383999,-0.205,-58.588999,,,-58.589002,-1.43,-1.43,-1.43,40.780998,-1.43,-1.43,-1.43,40.780998,
10/31/1991,857.0,-711.0,146.0,,,,,,,,21.518999,20.0,0.0,41.519001,-0.205,41.314001,,,,,0.53,1.01,41.584,0.53,0.53,1.01,41.584,
01/31/1992,873.0,-726.0,147.0,,,,,,,,16.285,27.0,0.0,43.285,-0.205,43.08,,,,,0.39,1.05,40.952,0.39,0.39,1.05,40.952,
