Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2004,1051.104004,663.854027,119.112999,544.741028,51.562,51.562,,48.888,16.243999,6.21,26.434,0.0,93.285004,,,,,,,857.588989,58.435001,214.455002,-156.020004,0.0,,286.799988,117.393997,68.491997,48.902,,169.405991,345.234989,,35.969002,35.969002,,,,0.0,0.0,0.0,0.0,,106.391991,,,,106.391991,142.360992,260.190002,260.190002,0.0,0.0,3.662,,,,,3.662,263.852002,406.212995,0.0,153.283997,,,0.0,491.320007,0.286987,644.890991,0.0,644.890991,1051.103986,
06/30/2004,1054.73999,616.950989,157.792999,459.15799,59.844002,59.844002,,55.011002,18.83,6.466,29.715,0.0,90.884003,,,,,,,822.690002,57.439999,,,0.0,,174.612,157.921005,86.831001,71.090004,,16.690994,232.051998,,43.077,43.077,,,,0.0,0.0,0.0,0.0,,104.096004,,,,104.096004,147.173004,260.190002,260.190002,0.0,0.0,3.434,,,,,3.434,263.624002,410.797007,0.0,154.766998,,,0.0,491.329987,-2.151978,643.945007,0.0,643.945007,1054.742014,
09/30/2004,1088.540039,529.987999,106.560997,423.427002,76.954002,76.954002,,65.114998,22.107,9.935,33.073002,0.0,86.457001,,,,,,,758.513977,60.043999,,,0.0,,269.984009,253.787994,159.690002,94.097992,,16.196014,330.028008,,48.849998,48.849998,,,,0.0,0.0,0.0,0.0,,125.349007,,,,125.349007,174.199005,260.190002,260.190002,0.0,0.0,13.546,,,,,13.546,273.736002,447.935007,0.0,162.013,,,0.0,483.266998,-4.673004,640.606995,0.0,640.606995,1088.542002,
12/31/2004,1116.484,517.176,92.728,424.448,87.488,87.488,,56.65,17.817,7.122,31.711,,92.689,,,,,,,754.003,61.036,,,0.0,,301.445,246.718,159.632,87.086,,54.727,362.481,,53.803,53.803,,,,0.0,,,,,111.149,,,,111.149,164.952,260.19,,,,25.274,,,,,25.274,285.464,450.416,0.0,163.748,,,0.0,505.756,-3.436,666.068,0.0,666.068,1116.484,
03/31/2005,963.505981,526.556015,441.588013,84.968002,70.158997,70.158997,,60.203999,15.914,7.435,36.855,0.0,27.847,,,,,,,684.765991,56.18,206.082001,-149.901993,0.0,,222.559998,170.942993,91.486,79.456993,,51.617004,278.739998,,61.637001,61.637001,,,,0.0,,,,,116.006996,,,,116.006996,177.643997,260.190002,,,,15.349,,,,,15.349,275.539002,453.183,0.0,165.819,,,0.0,346.213989,-1.709991,510.322998,0.0,510.322998,963.505998,
06/30/2005,885.094971,479.936012,77.176003,402.76001,74.648003,74.648003,,48.346001,13.007,6.608,28.731001,0.0,27.523001,,,,,,,630.453003,55.942001,,,0.0,,198.699997,157.199005,90.601997,66.597008,,41.500992,254.641998,,49.360001,49.360001,,,,0.0,0.0,0.0,0.0,,106.319992,,,,106.319992,155.679993,240.367996,240.367996,0.0,0.0,14.686,,,,,14.686,255.053996,410.733989,0.0,165.550003,,,0.0,310.240997,-1.429993,474.361008,0.0,474.361008,885.094996,
09/30/2005,754.943,488.976,79.025,409.951,74.121,74.121,,33.119,10.601,4.142,18.376,0.0,45.784,,,,,,,642.0,47.045,,,0.0,,65.898,25.064,,,,40.834,112.943,,52.702,52.702,,,,0.0,0.0,0.0,0.0,,90.928,,,,90.928,143.63,236.992,236.992,0.0,0.0,3.692,,,,,3.692,240.684,384.314,0.0,167.959,,,0.0,204.435,-1.765,370.629,0.0,370.629,754.943,
12/31/2005,748.367981,532.306015,107.688004,424.618011,57.085999,57.085999,,22.441,10.775,6.334,5.332,0.0,43.210999,,,,,,,655.044006,32.75,,,0.0,,60.574001,21.739,0.0,21.739,,38.835001,93.324001,,48.976002,48.976002,,,,0.0,,,,,91.402996,,,,91.402996,140.378998,236.992004,,,,3.656,,,,,3.656,240.648004,381.027002,0.0,168.718002,,,0.0,201.173996,-2.550995,367.341003,0.0,367.341003,748.368006,
03/30/2006,737.398987,556.551987,131.373001,425.178986,47.875999,47.875999,,23.423,4.258,4.732,14.433,0.0,32.792999,,,,,,,660.643982,30.665001,149.610001,-118.945,0.0,,46.09,18.471001,0.0,18.471001,,27.618999,76.755001,,40.245998,40.245998,,,,10.637,10.637,0.0,0.0,,87.721997,,,,87.721997,138.604996,225.0,225.0,0.0,0.0,4.349,,,,,4.349,229.349,367.953996,0.0,174.763,,,0.0,197.781998,-3.099991,369.445007,0.0,369.445007,737.399003,
06/30/2006,721.322021,555.657982,101.866997,453.790985,45.207001,45.207001,,35.148998,4.988,2.01,28.150999,0.0,27.756001,,,,,,,663.77002,29.298,,,0.0,,28.254,16.156,,,,12.098,57.552,,48.634998,48.634998,,,,10.637,10.637,0.0,0.0,,82.994008,,,,82.994008,142.266006,225.0,225.0,0.0,0.0,3.555,,,,,3.555,228.555,370.821007,0.0,178.554993,,,0.0,174.511993,-2.565994,350.500992,0.0,350.500992,721.321998,
09/30/2006,723.355,555.472,86.588,468.884,41.393,41.393,,36.459,4.166,4.281,28.012,0.0,27.565,,,,,,,660.889,28.887,,,0.0,,33.579,13.108,,,,20.471,62.466,,35.724,35.724,,,,10.637,10.637,0.0,0.0,,39.244,,,,39.244,85.605,225.0,225.0,0.0,0.0,3.048,,,,,3.048,228.048,313.653,0.0,183.282,,,0.0,225.577,0.843,409.702,0.0,409.702,723.355,
12/29/2006,733.369995,572.488007,82.977997,489.51001,35.318001,35.318001,,30.634001,0.73,4.038,25.865999,0.0,24.103001,,,,,,,662.54303,28.211,,,0.0,,42.616001,10.059,,,,32.557001,70.827002,,32.397999,32.397999,,,,10.637,10.637,0.0,0.0,,41.663999,,,,41.663999,84.698997,225.0,225.0,0.0,0.0,2.99,,,,,2.99,227.99,312.688998,0.0,186.826004,,,0.0,231.955002,1.899994,420.681,0.0,420.681,733.369997,
03/31/2007,715.401978,572.423004,95.921997,476.501007,34.126999,34.126999,,28.716999,0.39,3.536,24.791,0.0,46.000999,,,,,,,681.268005,15.852,112.220001,-96.367996,0.0,,18.282,7.011,0.0,7.011,,11.270999,34.134,,28.101,28.101,,,,0.0,0.0,0.0,0.0,,37.134001,,,,37.134001,65.235001,225.0,225.0,0.0,0.0,3.009,,,,,3.009,228.009,293.244001,0.0,190.354996,,,0.0,228.625,3.177994,422.15799,0.0,422.15799,715.40199,
06/29/2007,707.117,591.459,154.275,437.184,28.337,28.337,,24.678,0.327,2.544,21.807,0.0,32.375,,,,,,,676.849,14.995,,,,,15.273,4.837,,,,10.436,30.268,,20.804,20.804,,,,,,,,,35.97,,,,35.97,56.774,225.08,,,,7.298,,,,,7.298,232.378,289.152,,192.129,,,0.0,223.673,2.163,417.965,,417.965,707.117,
09/28/2007,699.972,597.598,178.777,418.821,26.672,26.672,,19.751,0.169,1.389,18.193,0.0,28.313,,,,,,,672.334,14.297,,,0.0,,13.341,3.867,,,,9.474,27.638,,19.585,19.585,,,,0.0,0.0,0.0,0.0,,32.697,,,,32.697,52.282,225.161,225.161,0.0,0.0,6.255,,,,,6.255,231.416,283.698,0.0,195.103,,,0.0,216.041,5.13,416.274,0.0,416.274,699.972,
12/31/2007,695.541,597.756,214.72,383.036,29.25,29.25,,14.363,0.173,0.652,13.538,0.0,28.748,,,,,,,670.117,13.883,,,0.0,,11.541,3.148,,,,8.393,25.424,,15.555,15.555,,,,225.241,225.241,0.0,0.0,,28.704,,,,28.704,269.5,0.0,0.0,0.0,0.0,5.894,,,,,5.894,5.894,275.394,0.0,197.34,,,0.0,217.149,5.658,420.147,0.0,420.147,695.541,
03/31/2008,700.087,626.216,239.911,386.305,23.204,23.204,,9.926,0.107,0.76,9.059,0.0,22.077,,,,,,,681.423,13.284,80.317,-67.033,0.0,,5.38,0.0,,,,5.38,18.664,,12.311,12.311,,,,225.321,225.321,0.0,0.0,,19.128,,,,19.128,256.76,0.0,0.0,0.0,0.0,19.231,,,,,19.231,19.231,275.991,0.0,199.41,,,0.0,217.693,6.993,424.096,0.0,424.096,700.087,
06/30/2008,699.823,631.604,235.943,395.661,19.635,19.635,0.0,6.147,0.032,0.47,5.645,0.0,23.256,,,,,,23.256,680.642,12.593,,,0.0,,6.588,,,,,6.588,19.181,,30.082,14.665,,,15.417,225.402,225.402,,,,0.0,,,10.014,0.0,255.484,0.0,0.0,,,17.894,,,,,7.88,17.894,273.378,0.0,200.856,0.12,200.736,0.0,222.706,2.883,426.445,0.0,426.445,699.823,
09/26/2008,564.049,456.922,147.337,309.585,18.333,18.333,0.0,6.524,0.042,0.628,5.854,0.0,23.338,,,,,,23.338,505.117,12.702,,,0.0,,46.23,39.452,16.947,22.505,,6.778,58.932,,35.475,17.04,,,18.435,86.959,86.959,,,,0.0,,,9.993,0.0,122.434,0.0,0.0,,,17.514,,,,,7.521,17.514,139.948,0.0,200.96,0.122,200.838,0.0,226.018,-2.877,424.101,0.0,424.101,564.049,
12/26/2008,476.386,371.213,90.151,281.062,16.613,16.613,0.0,7.007,0.04,0.515,6.452,0.0,22.312,,,,,,22.312,417.145,12.373,,,0.0,,46.868,37.96,16.947,21.013,,8.908,59.241,,30.424,11.969,,,18.455,2.005,2.005,,,,0.0,,,9.993,0.0,32.429,0.0,0.0,,,15.101,,,,,5.108,15.101,47.53,0.0,201.719,0.122,201.597,0.0,224.712,2.425,428.856,0.0,428.856,476.386,
03/31/2009,450.107,376.592,111.724,264.868,11.735,11.735,0.0,4.095,0.062,0.24,3.793,0.0,17.05,2.257,0.0,,,,14.793,409.472,11.664,70.411,-58.747,0.0,,28.971,19.748,0.0,19.748,,9.223,40.635,,23.779,10.528,0.0,0.0,13.251,0.474,0.474,0.0,0.0,,0.0,0.0,0.0,7.664,0.0,24.253,0.0,0.0,0.0,0.0,14.974,0.0,0.0,0.0,0.0,7.31,14.974,39.227,0.0,200.413,0.12,200.293,0.0,207.503,2.964,410.88,0.0,410.88,450.107,
06/29/2009,450.256,382.712,101.804,280.908,10.82,10.82,0.0,3.557,0.024,0.168,3.365,0.0,13.829,,,,,,13.829,410.918,11.4,,,0.0,,27.938,18.483,,18.483,,9.455,39.338,,21.159,9.497,,,11.662,0.414,0.414,,,,0.0,,,7.664,0.0,21.573,0.0,0.0,,,13.846,,,,,6.182,13.846,35.419,0.0,201.494,0.12,201.374,0.0,208.097,5.246,414.837,0.0,414.837,450.256,
10/02/2009,446.149,385.587,90.307,295.28,7.718,7.718,0.0,2.913,0.044,0.059,2.81,0.0,13.429,,,,,,13.429,409.647,11.189,,,0.0,,25.313,18.851,,18.851,,6.462,36.502,,22.776,8.328,,,14.448,0.414,0.414,,,,0.0,,,6.495,0.0,23.19,0.0,0.0,,,12.563,,,,,6.068,12.563,35.753,0.0,199.854,0.119,199.735,0.0,204.324,6.218,410.396,0.0,410.396,446.149,
01/01/2010,436.56,380.389,85.93,294.459,7.226,7.226,0.0,2.21,0.054,0.039,2.117,0.0,14.981,,,,,,14.981,404.806,11.352,,,0.0,,20.402,17.44,,17.44,,2.962,31.754,,20.295,9.26,,,11.035,0.414,0.414,,,,0.0,,,6.495,0.0,20.709,0.0,0.0,,,11.285,,,,,4.79,11.285,31.994,0.0,202.56,0.119,202.441,0.0,197.042,4.964,404.566,0.0,404.566,436.56,
03/31/2010,429.076,375.347,63.948,311.399,7.528,7.528,0.0,2.342,0.008,0.393,1.941,0.0,13.623,2.354,0.0,,,,11.269,398.84,11.353,32.627,-21.274,0.0,,18.883,16.029,0.0,16.029,,2.854,30.236,,21.459,9.188,0.0,0.0,12.271,0.346,0.346,0.0,0.0,,0.0,0.0,0.0,4.813,0.0,21.805,0.0,0.0,0.0,0.0,9.568,0.0,0.0,0.0,0.0,4.755,9.568,31.373,0.0,203.348,0.119,203.229,0.0,190.069,4.286,397.703,0.0,397.703,429.076,
04/01/2011,362.68,349.587,91.38,258.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.165,,,6.216,,,3.949,359.752,0.0,,,0.0,,2.928,,,,,2.928,2.928,,4.926,2.125,,,2.801,0.346,0.346,,,,0.0,,,0.986,0.0,5.272,0.0,0.0,,,12.489,,,,,11.503,12.489,17.761,0.0,171.103,0.108,170.995,0.0,174.127,-0.311,344.919,0.0,344.919,362.68,
07/01/2011,366.99,360.836,3.894,356.942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.343,,,,,,3.343,364.179,0.0,,,0.0,,2.811,,,,,2.811,2.811,,2.868,1.538,,,1.33,0.346,0.346,,,,0.0,,,0.986,0.0,3.214,0.0,0.0,,,12.231,,,,,11.245,12.231,15.445,0.0,171.584,0.108,171.476,0.0,179.407,0.554,351.545,0.0,351.545,366.99,
09/30/2011,368.532,354.251,10.11,344.141,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.691,,,,,,2.691,356.942,5.923,,,0.0,,5.667,2.215,1.988,0.227,,3.452,11.59,,2.999,1.569,,,1.43,0.346,0.346,,,,0.0,,,0.986,0.0,3.345,0.0,0.0,,,11.511,,,,,10.525,11.511,14.856,0.0,172.114,0.108,172.006,0.0,180.742,0.82,353.676,0.0,353.676,368.532,
12/31/2011,368.677,323.428,8.487,314.941,4.66,4.66,0.0,0.0,0.0,0.0,0.0,0.0,2.055,,0.0,,,,2.055,330.143,21.06,21.38,-0.32,0.0,,17.474,14.03,8.244,5.786,,3.444,38.534,,5.667,1.841,0.0,0.0,3.826,0.346,0.346,0.0,0.0,,0.0,0.0,0.0,0.03,0.0,6.013,0.0,0.0,0.0,0.0,10.767,0.0,0.0,0.0,0.0,10.737,10.767,16.78,0.0,171.647,0.108,171.539,0.0,179.079,0.743,351.469,0.428,351.897,368.677,
03/31/2012,369.194,269.451,45.438,224.013,11.586,11.586,0.0,0.0,0.0,0.0,0.0,0.0,3.455,,,,,,3.455,284.492,45.374,46.712,-1.338,0.0,,39.328,35.847,16.574,19.273,,3.481,84.702,,8.756,3.741,,,5.015,0.346,0.346,,,,0.0,,,,0.0,9.102,0.0,0.0,,,10.753,,,,,10.753,10.753,19.855,0.0,171.672,0.108,171.564,0.0,177.191,0.553,349.416,-0.077,349.339,369.194,
06/30/2012,452.146,259.076,70.869,188.207,24.654,24.654,0.0,0.0,0.0,0.0,0.0,0.0,3.113,,,,,,3.113,286.843,75.873,78.946,-3.073,0.0,,89.43,85.116,40.103,45.013,,4.314,165.303,,12.175,3.416,,,8.759,4.751,0.346,0.405,0.405,4.0,0.0,,,5.586,0.0,16.926,12.19,11.0,1.19,1.19,16.346,,,,,10.76,28.536,45.462,0.0,226.823,12.932,213.891,0.0,179.433,0.505,406.761,-0.077,406.684,452.146,
09/30/2012,462.318,257.82,64.942,192.878,33.32,33.32,0.0,0.0,0.0,0.0,0.0,0.0,4.13,,,,,,4.13,295.27,76.922,82.48,-5.558,0.0,,90.126,86.011,43.575,42.436,,4.115,167.048,,12.53,3.548,,,8.982,4.751,0.346,0.405,0.405,4.0,0.0,,,6.026,0.0,17.281,11.096,10.0,1.096,1.096,14.89,,,,,8.864,25.986,43.267,0.0,233.324,13.017,220.307,0.0,184.782,1.022,419.128,-0.077,419.051,462.318,
12/31/2012,466.495,270.684,71.556,199.128,17.257,17.257,0.0,0.0,0.0,0.0,0.0,0.0,3.67,,0.0,,1.696,,3.482,291.611,77.768,85.761,-7.993,1.021,1.021,96.095,92.98,53.093,39.887,,1.419,174.884,,10.385,4.282,0.0,0.0,6.103,4.759,0.346,0.413,0.413,4.0,0.0,0.0,0.0,0.033,0.0,15.144,9.984,9.0,0.984,0.984,9.405,0.0,0.0,0.0,0.0,9.372,19.389,34.533,0.0,272.8,0.014,272.786,-41.617,199.772,0.946,431.901,0.061,431.962,466.495,
03/31/2013,464.263,261.838,75.5,186.338,15.19,15.19,0.0,0.0,0.0,0.0,0.0,0.0,5.801,,,,1.696,,5.613,282.829,77.673,88.246,-10.573,4.0,4.0,99.761,95.743,58.257,37.486,,2.322,181.434,,12.564,2.453,,,10.111,0.759,0.346,0.413,0.413,,0.0,,,0.039,0.0,13.323,0.878,0.0,0.878,0.878,9.792,,,,,9.753,10.67,23.993,0.0,229.705,0.013,229.692,0.0,203.082,3.758,436.545,3.725,440.27,464.263,
06/30/2013,460.07,258.66,98.142,160.518,15.75,15.75,0.0,0.0,0.0,0.0,0.0,0.0,6.644,,,,1.696,,6.456,281.054,76.671,89.769,-13.098,0.0,,102.345,94.424,59.168,35.256,3.92,2.305,179.016,,13.446,2.522,,,10.924,0.759,0.346,0.413,0.413,,0.0,,,0.046,0.0,14.205,0.771,0.0,0.771,0.771,10.069,,,,,10.023,10.84,25.045,0.0,274.476,0.013,274.463,-50.464,204.153,4.424,432.589,2.436,435.025,460.07,
09/30/2013,520.071,291.409,121.914,169.495,15.54,15.54,0.0,0.0,0.0,0.0,0.0,0.0,6.505,,,,1.696,,6.317,313.454,75.868,91.472,-15.604,25.849,25.849,104.9,92.435,59.164,33.271,8.984,1.785,206.617,,10.999,3.177,,,7.822,10.759,0.346,0.413,0.413,10.0,0.0,,,0.448,0.0,21.758,58.17,57.5,0.67,0.67,10.729,,,,,10.281,68.899,90.657,0.0,274.779,0.014,274.765,-59.433,206.623,5.32,427.289,2.125,429.414,520.071,
12/31/2013,538.694,252.087,73.602,178.485,25.355,25.355,0.0,0.0,0.0,0.0,0.0,0.0,5.901,,0.0,,1.556,0.987,5.87,283.343,105.89,124.152,-18.262,25.844,25.844,123.617,111.968,67.53,44.438,8.339,1.754,255.351,,12.517,4.754,0.0,0.0,7.763,13.972,0.346,0.412,0.412,13.214,4.599,0.0,0.0,0.0,0.0,31.088,79.858,79.286,0.572,0.572,3.813,0.0,0.0,0.0,0.0,3.813,83.671,114.759,0.0,274.84,0.014,274.826,-71.001,213.967,6.516,424.322,-0.387,423.935,538.694,
03/31/2014,548.709,259.25,60.285,198.965,25.055,25.055,0.0,0.0,0.0,0.0,0.0,0.0,6.693,,,,3.732,0.987,6.647,290.998,106.204,127.979,-21.775,28.826,28.826,122.681,110.396,68.139,42.257,6.906,1.647,257.711,,16.708,3.64,,,13.068,13.626,0.0,0.412,0.412,13.214,4.825,,,2.043,0.0,35.159,76.453,75.982,0.471,0.471,5.866,,,,,3.823,82.319,117.478,0.0,275.457,0.015,275.442,-72.378,218.358,10.507,431.944,-0.713,431.231,548.709,
06/30/2014,574.504,226.695,69.432,157.263,29.821,29.821,0.0,0.0,0.0,0.0,0.0,0.0,28.265,,,,3.732,0.987,28.219,284.781,109.335,134.643,-25.308,28.54,28.54,151.848,109.029,68.742,40.287,37.571,1.516,289.723,,18.121,4.225,,,13.896,13.626,0.0,0.412,0.412,13.214,34.858,,,2.169,30.033,66.605,73.065,72.679,0.386,0.386,5.988,,,,,3.819,79.053,145.658,0.0,266.487,0.014,266.473,-76.682,227.101,12.336,429.242,-0.396,428.846,574.504,
09/30/2014,552.009,216.312,46.677,169.635,29.93,29.93,0.0,0.0,0.0,0.0,0.0,0.0,25.443,,,,3.732,0.987,25.397,271.685,108.337,137.295,-28.958,28.54,28.54,143.447,105.547,67.53,38.017,32.728,1.44,280.324,,15.402,4.46,,,10.942,13.626,0.0,0.412,0.412,13.214,25.089,,,2.373,20.264,54.117,69.658,69.375,0.283,0.283,6.088,,,,,3.715,75.746,129.863,0.0,267.061,0.014,267.047,-81.355,225.918,10.68,422.304,-0.158,422.146,552.009,
12/31/2014,476.946,190.367,51.91,138.457,28.016,28.016,0.0,0.0,0.0,0.0,0.0,0.0,25.539,,0.0,,,0.45,25.539,243.922,107.187,139.775,-32.588,28.525,28.525,97.312,66.646,30.864,35.782,30.06,0.606,233.024,,12.852,3.936,0.0,0.0,8.916,13.569,0.0,0.412,0.412,13.157,21.761,0.0,0.0,1.858,21.311,48.182,65.673,65.496,0.177,0.177,5.573,0.0,0.0,0.0,0.0,3.715,71.246,119.428,0.0,267.458,0.014,267.444,-81.355,186.636,-15.206,357.533,-0.015,357.518,476.946,
03/31/2015,474.098,188.461,64.076,124.385,17.788,17.788,0.0,0.0,0.0,0.0,0.0,0.0,30.407,,,,0.221,0.45,28.711,236.656,104.305,140.712,-36.407,28.483,28.483,104.654,64.484,30.864,33.62,38.808,1.141,237.442,,20.879,3.16,,,17.719,13.626,0.0,0.412,0.412,13.214,21.843,,,3.549,21.308,56.348,62.838,62.768,0.07,0.07,3.555,,,,,0.006,66.393,122.741,0.0,267.979,0.014,267.965,-81.355,179.386,-14.275,351.735,-0.378,351.357,474.098,
06/30/2015,478.233,188.003,63.907,124.096,15.186,15.186,0.0,0.0,0.0,0.0,0.0,0.0,61.652,,,,0.28,0.45,59.956,264.841,101.908,142.149,-40.241,3.467,3.467,108.017,62.409,30.864,31.545,44.253,1.075,213.392,,23.857,2.995,,,20.862,13.587,0.0,0.373,0.373,13.214,21.92,,,3.549,21.385,59.364,59.464,59.464,0.0,0.0,3.549,,,,,0.0,63.013,122.377,0.0,269.023,0.014,269.009,-81.623,168.85,-0.089,356.161,-0.305,355.856,478.233,
09/30/2015,439.105,196.381,69.746,126.635,14.113,14.113,0.0,0.0,0.0,0.0,0.0,0.0,27.467,,,,0.447,0.45,25.771,237.961,99.676,143.782,-44.106,3.49,3.49,97.978,60.417,30.864,29.553,36.1,1.014,201.144,,13.71,2.736,,,10.974,13.214,0.0,0.0,0.0,13.214,20.706,,,3.549,20.171,47.63,56.161,56.161,0.0,0.0,3.767,,,,,0.218,59.928,107.558,0.0,269.764,0.014,269.75,-85.967,154.376,-6.532,331.641,-0.094,331.547,439.105,
12/31/2015,344.822,127.896,31.707,96.189,10.614,10.614,0.0,0.0,0.0,0.0,0.0,0.0,48.805,,0.0,,,0.45,48.805,187.315,95.793,143.385,-47.592,3.555,3.555,58.159,32.813,12.594,20.219,24.815,0.531,157.507,,11.239,2.781,0.0,0.0,8.458,0.0,0.0,0.0,0.0,0.0,22.089,0.0,0.0,0.737,21.639,33.328,42.666,42.666,0.0,0.0,0.973,0.0,0.0,0.0,0.0,0.236,43.639,76.967,0.0,270.53,0.014,270.516,-85.967,89.229,-5.546,268.246,-0.391,267.855,344.822,
03/31/2016,330.608,143.818,50.451,93.367,11.474,11.474,0.0,0.0,0.0,0.0,0.0,0.0,16.357,,,,,0.45,16.357,171.649,92.178,,,3.549,3.549,63.232,31.331,12.594,18.737,31.125,0.776,158.959,,11.294,2.165,,,9.129,0.0,,,,,11.875,,,0.737,11.425,23.169,42.695,42.695,,,0.992,,,,,0.255,43.687,66.856,0.0,270.873,0.014,270.859,-90.971,87.153,-2.811,264.244,-0.492,263.752,330.608,
06/30/2016,324.355,165.905,81.981,83.924,12.586,12.586,0.0,0.0,0.0,0.0,0.0,0.0,17.361,,,,,0.45,17.361,195.852,89.261,,,0.533,0.533,38.709,29.889,12.594,17.295,8.037,0.783,128.503,,11.984,2.481,,,9.503,,,,,,12.306,,,0.737,11.856,24.29,42.724,42.724,,,0.993,,,,,0.256,43.717,68.007,0.0,271.338,0.014,271.324,-97.261,86.614,-3.857,256.834,-0.486,256.348,324.355,
09/30/2016,321.481,168.304,84.568,83.736,12.537,12.537,0.0,0.0,0.0,0.0,0.0,0.0,16.633,,,,,0.45,16.633,197.474,85.302,,,0.511,0.511,38.194,28.487,12.594,15.893,8.923,0.784,124.007,,8.958,2.424,,,6.534,,,,,,12.896,,,0.531,12.446,21.854,42.752,42.752,,,0.787,,,,,0.256,43.539,65.393,0.0,271.833,0.014,271.819,-97.261,84.203,-2.302,256.473,-0.385,256.088,321.481,
