Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Net Utility Plant,Source: Bloomberg
03/31/2003,175.9,175.9,175.9,,3.705514,1.024446,0.545765,0.01,-0.12,0.4,0.01,-0.12,0.4,0.355,0.409323,-0.171688,2.260375,14.496873,13.350199,30.645253,
06/30/2003,176.6,176.6,176.4,,3.94161,1.036848,0.46712,-0.58,0.03,0.22,-0.58,0.03,0.22,0.19,-0.102041,-1.284014,1.604757,13.460362,12.856738,44.5,
09/30/2003,187.8,179.8,179.5,,4.228969,1.152646,0.57493,-0.11,0.03,0.07,-0.11,0.03,0.07,0.19,1.202786,0.368245,2.263046,13.320021,12.726305,41.089457,
12/31/2003,187.800003,179.699997,179.699997,,1.457429,0.989427,0.366722,-4.59,4.26,3.35,-4.59,4.26,3.35,0.19,0.230384,-0.4936,0.576145,8.93344,8.554313,30.239616,
03/31/2004,188.1,188.6,188.0,,3.416489,0.718085,0.314894,0.01,0.15,0.17,0.01,0.15,0.17,0.19,0.280319,-0.03617,0.572036,8.746411,8.367889,29.412015,
06/30/2004,188.5,188.349,188.349,,3.785526,0.845239,0.438548,-0.57,-0.44,0.22,-0.57,-0.44,0.22,0.19,0.038758,-0.303161,0.454111,8.039257,7.661538,29.293899,
09/30/2004,199.6,194.4,194.1,,3.5966,0.781041,0.393612,0.21,0.23,0.23,0.21,0.23,0.23,0.19,0.529109,-0.448738,0.513527,9.022044,8.665331,27.561623,
12/31/2004,199.7,199.7,199.7,,3.28693,0.584877,0.206309,-2.44,-1.76,0.17,-2.44,-1.76,0.17,0.19,-0.115674,-0.115674,0.484226,6.429144,6.131698,23.324487,
03/31/2005,206.9,206.0,205.1,,3.338372,0.735251,0.389566,0.16,0.25,0.25,0.16,0.25,0.25,0.19,0.479766,0.175037,1.510875,7.064282,6.777187,22.021266,
06/30/2005,207.8,208.9,206.7,,3.478471,0.801161,0.448476,0.46,0.06,0.28,0.44,0.04,0.26,0.19,-0.208031,-0.594098,0.905679,7.30847,7.022618,21.890279,
09/30/2005,208.1,209.3,207.1,,4.038629,0.831,0.485756,0.46,0.46,0.47,0.45,0.45,0.46,0.19,0.882665,0.537422,1.702547,7.608361,7.322922,21.865449,
12/05/2005,208.2,216.492,207.355,,3.713438,0.767283,0.418124,0.25,0.25,0.26,0.24,0.24,0.25,0.19,-0.294664,-0.687709,1.660423,7.645053,7.35975,21.935159,
03/31/2006,208.3,208.7,207.5,,4.030843,0.754217,0.415422,0.27,0.27,0.29,0.26,0.26,0.28,0.19,0.90747,0.530602,1.889102,7.763802,7.478637,22.008161,
06/30/2006,208.9,208.6,207.7,,4.153105,0.857968,0.518055,0.3,0.29,0.25,0.3,0.29,0.25,0.19,0.431873,-0.054405,2.237434,7.881762,7.597415,22.116802,
09/30/2006,209.1,208.7,207.9,,4.439153,0.963925,0.626744,0.38,0.38,0.37,0.38,0.38,0.37,0.19,1.152958,0.563733,2.686753,8.082736,7.798661,22.378766,
12/31/2006,209.5,208.7,208.3,,3.966395,0.7494,0.352376,0.23,0.23,0.18,0.23,0.23,0.18,0.19,0.232357,-0.506961,2.107876,8.252983,7.969451,22.753699,
03/31/2007,209.6,209.6,208.6,,3.9372,0.71908,0.375839,0.35,0.35,0.21,0.35,0.35,0.21,0.19,0.761745,0.11697,1.812023,8.44084,8.157443,22.397424,
06/30/2007,210.6,210.0,208.9,,4.147918,1.082336,0.419818,0.35,0.28,0.32,0.35,0.28,0.32,0.195,1.118717,-0.18382,1.131529,8.625356,8.343305,22.582146,
09/30/2007,210.6,210.0,209.2,,4.732314,1.624761,0.677342,0.44,0.44,0.37,0.44,0.44,0.37,0.195,1.979924,0.260994,0.646249,8.876543,8.594492,22.865147,
12/31/2007,210.9,210.4,209.4,,4.098854,0.82617,0.513372,0.84,0.84,0.25,0.83,0.83,0.24,0.195,0.667622,0.023878,0.770982,9.563774,9.282124,23.177809,
03/31/2008,210.7,210.6,209.7,,3.775393,0.680019,0.370052,0.15,0.15,0.15,0.15,0.15,0.15,0.195,0.729614,0.076776,0.571429,9.458946,9.177029,23.504034,
06/30/2008,212.7,212.1,210.4,,4.21673,0.795152,0.486692,0.24,0.24,0.24,0.24,0.24,0.24,0.2,0.406369,-0.205798,0.818994,9.533145,9.253879,23.551011,
09/30/2008,212.8,212.6,211.2,,4.384943,0.867424,0.55161,0.28,0.28,0.28,0.27,0.27,0.27,0.2,0.412879,-0.217803,0.445959,9.594455,9.31532,23.887218,
12/31/2008,212.9,211.8,211.3,,3.645528,0.747752,0.418836,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.293895,-0.573592,0.068577,9.430249,9.151245,24.524659,
03/31/2009,212.9,212.2,211.4,,3.897824,0.720908,0.391202,0.16,0.16,0.140019,0.16,0.16,0.135966,0.2,0.845317,-0.058184,0.163927,9.42931,9.150305,25.118835,
06/30/2009,213.7,212.5,211.7,,3.897969,0.918281,0.581483,0.29,0.29,0.29,0.29,0.29,0.29,0.2,0.705243,-0.267359,0.131025,9.533926,9.255966,25.309312,
09/30/2009,213.7,213.2,211.9,,4.229825,0.980651,0.637093,0.3,0.3,0.403964,0.3,0.3,0.397561,0.2,1.0,0.378952,0.212915,9.666823,9.388863,25.632663,
12/31/2009,213.9,213.7,212.1,,3.606789,0.912306,0.562942,0.25,0.25,0.254125,0.25,0.25,0.251872,0.2,0.871287,0.209335,0.218794,9.749416,9.471716,25.919121,
03/31/2010,213.9,213.9,212.2,,4.299246,1.158812,0.795947,0.26,0.26,0.343544,0.26,0.26,0.339944,0.2,0.666352,-0.007069,1.084619,9.83871,9.56101,26.810192,
06/30/2010,214.6,214.7,212.5,,4.229647,1.166118,0.799529,0.35,0.35,0.374588,0.35,0.35,0.369096,0.205,0.876235,0.254118,0.455732,9.957596,9.680801,26.946412,
09/30/2010,214.7,215.1,212.8,,4.237782,1.120771,0.75047,0.24,0.24,0.348214,0.24,0.24,0.347392,0.205,1.24718,0.778195,0.774569,10.015836,9.739171,26.995342,
12/31/2010,214.9,215.4,212.9,,3.640207,0.974636,0.60263,0.27,0.27,0.229685,0.26,0.26,0.223788,0.205,0.335369,-0.203852,0.382969,10.096324,9.83853,27.180084,
03/31/2011,215.0,215.0,213.0,,3.737559,0.989202,0.614554,0.24,0.24,0.24,0.24,0.24,0.24,0.205,1.079343,0.643192,0.416279,10.157674,9.9,27.173953,
06/30/2011,215.7,215.2,213.6,,4.146536,1.18118,0.80103,0.36,0.36,0.36,0.36,0.36,0.36,0.215,0.734551,0.23221,0.286509,10.272601,10.015763,27.160408,
09/30/2011,215.8,215.3,213.8,,4.105706,1.233396,0.847989,0.42,0.4,0.4,0.42,0.4,0.4,0.215,1.332086,0.873246,0.768304,10.481464,10.224745,27.265987,
12/31/2011,215.8,215.4,213.8,,3.367633,0.944808,0.565014,0.25,0.22,0.22,0.25,0.22,0.22,0.215,0.385407,-0.343312,0.203892,10.503244,10.246525,27.65431,
03/31/2012,215.8,215.3,213.9,,3.259,0.924731,0.536699,0.24,0.21,0.21,0.23,0.2,0.2,0.22,1.046751,0.497896,0.273401,10.537998,10.281279,27.736793,
06/30/2012,216.6,215.2,214.3,,3.511433,1.088661,0.695754,0.34,0.3,0.3,0.34,0.3,0.3,0.22,0.380308,-0.195987,0.542013,10.592336,10.336565,27.805171,
09/30/2012,216.6,215.4,214.5,,4.002797,1.254545,0.853613,0.2,0.42,0.42,0.2,0.42,0.42,0.22,1.408858,0.875991,1.083102,10.601108,,27.405355,
12/31/2012,216.6,215.0,214.5,,3.209324,0.904429,0.51049,0.21,0.21,0.216224,0.21,0.21,0.213628,0.22,0.695105,-0.00373,0.925669,10.580794,,27.555402,
03/31/2013,217.5,215.6,214.6,,3.080615,0.867195,0.485089,0.19,0.19,0.19,0.19,0.19,0.19,0.22,0.735788,0.255825,0.978851,10.544828,10.544828,27.481839,
06/30/2013,217.3,215.5,215.0,,3.422791,0.946047,0.555814,0.24,0.24,0.247442,0.24,0.24,0.247442,0.22,0.604186,-0.077674,0.705476,10.586746,10.586746,27.797975,
09/30/2013,217.3,215.6,215.2,,2.983736,1.055297,0.658457,0.29,0.3,0.30855,0.29,0.3,0.30855,0.22,1.014405,0.450743,0.703175,10.694432,10.694432,27.983893,
12/31/2013,217.3,215.7,215.2,,3.198885,0.826208,0.462825,0.2,0.2,0.20632,0.2,0.2,0.20632,0.22,0.708643,-0.041822,0.852278,10.739531,10.739531,28.394386,
03/31/2014,218.2,215.7,215.2,,2.685874,0.931691,0.537175,0.23,0.22,0.234665,0.23,0.22,0.229736,0.22,0.868494,0.23513,0.627864,10.694775,10.694775,28.569203,
06/30/2014,217.8,215.9,215.4,,2.811978,0.999071,0.608171,0.27,0.27,0.279944,0.27,0.27,0.279944,0.22,0.344011,-0.510214,0.766758,10.773186,,29.036272,
09/30/2014,234.6,228.3,227.8,,3.016681,1.019754,0.639596,0.04,0.32,0.324407,0.04,0.32,0.323942,0.22,1.076383,0.323529,0.309889,11.094629,9.381927,29.635124,
12/31/2014,234.9,233.1,232.5,,2.991398,0.852903,0.482151,0.04,0.11,0.193548,0.04,0.11,0.185504,0.22,0.682151,-0.261075,0.108131,10.960834,9.222648,30.175394,
03/31/2015,235.6,233.5,232.8,,2.976804,0.996993,0.628007,0.25,0.27,0.277062,0.25,0.27,0.272998,0.225,0.631443,-0.039519,0.139219,10.981749,9.248302,30.410441,
06/30/2015,235.1,233.6,233.0,,2.92103,0.990129,0.615021,0.05,0.26,0.265665,0.05,0.26,0.261712,0.225,0.648498,-0.121888,0.238197,10.860485,9.123352,30.802637,
09/30/2015,235.2,234.7,233.2,,2.975129,1.006861,0.628645,0.23,0.28,0.331475,0.23,0.28,0.331475,0.225,0.783019,0.011149,0.235544,10.891156,9.154762,31.14966,
12/31/2015,235.3,234.9,233.4,,2.896744,0.91988,0.539846,0.21,0.22,0.224936,0.21,0.22,0.224936,0.225,0.557841,-0.422022,0.101147,10.875478,9.139822,31.796855,
03/31/2016,235.5,235.2,234.0,,2.818376,1.016667,0.632906,0.31,0.31,0.315385,0.31,0.31,0.310425,0.23,0.989744,0.271795,0.195754,10.96518,9.230998,32.072187,
06/30/2016,235.5,235.5,234.3,,2.784038,0.669654,0.284678,0.03,0.03,0.272727,0.03,0.03,0.272727,0.23,0.967136,0.041827,0.123992,10.659448,8.925265,32.584289,
