Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 2 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
04/27/2008,304.774,1017.902,,1322.676,,,11.134607,37.188009,0.0,48.322615,8.004658,26.734425,0.0,34.739083,
07/27/2008,125.991,1362.73,,1488.721,,,4.731319,51.174371,0.0,55.90569,3.181552,34.411948,0.0,37.593499,
10/26/2008,19.786,860.133,124.4,1004.319,,,0.795553,34.58412,5.00186,40.381533,0.542246,23.572405,3.409248,27.523899,
01/25/2009,14.646,881.624,124.4,1020.67,,,0.611613,36.816372,5.194909,42.622895,0.437099,26.311424,3.712627,30.461151,
04/26/2009,153.358,1017.436,39.975,1210.769,,,6.613463,43.876257,1.723896,52.213616,4.824545,32.007887,1.257588,38.09002,
07/26/2009,120.954,1163.174,21.964,1306.092,,,5.381931,51.756222,0.977303,58.115457,3.667041,35.264699,0.665897,39.597636,
10/25/2009,189.628,1277.067,21.964,1488.659,,,7.824115,52.692216,0.906242,61.422574,5.474923,36.871365,0.634143,42.98043,
01/31/2010,81.38,1498.634,12.959,1592.973,,,3.053498,56.230967,0.486241,59.770706,2.269433,41.792199,0.361386,44.423018,
05/02/2010,18.891,1466.559,12.959,1498.409,,,0.660376,51.266725,0.45301,52.38011,0.496735,38.562909,0.340755,39.400399,
08/01/2010,34.79,1546.18,12.959,1593.929,,,1.260273,56.010584,0.469442,57.740298,0.932391,41.43846,0.347308,42.718159,
10/31/2010,15.889,1700.817,12.959,1729.665,,,0.548297,58.691768,0.447189,59.687254,0.405789,43.437177,0.33096,44.173927,
01/30/2011,132.586,2043.403,,2175.989,,,4.167455,64.228427,0.0,68.395882,2.949472,45.456978,0.0,48.40645,
05/01/2011,283.564,2269.89,,2553.454,,,8.224472,65.835743,0.0,74.060214,5.986475,47.920892,0.0,53.907368,
07/31/2011,78.451,2052.624,,2131.075,,,2.126349,55.634673,0.0,57.761022,1.61275,42.196651,0.0,43.809401,
10/30/2011,36.296,2294.289,,2330.585,,,0.913463,57.740477,0.0,58.653941,0.713219,45.082916,0.0,45.796135,
01/29/2012,290.732,2585.534,,2876.266,,,7.012816,62.366284,0.0,69.3791,5.235652,46.561634,0.0,51.797286,
04/29/2012,37.598,2843.172,,2880.77,,,0.876936,66.314163,0.0,67.191099,0.65867,49.808844,0.0,50.467514,
07/29/2012,70.11,2816.729,,2886.839,,,1.574209,63.245192,0.0,64.819402,1.189943,47.806957,0.0,48.996899,
10/28/2012,85.03,2925.381,,3010.411,,,1.800397,61.941063,0.0,63.74146,1.399638,48.153278,0.0,49.552916,
01/27/2013,195.79,3101.473,,3297.263,,,4.055552,64.243244,0.0,68.298796,3.053377,48.367974,0.0,51.421351,
04/28/2013,39.35,3163.528,,3202.878,,,0.815555,65.566217,0.0,66.381772,0.62664,50.378444,0.0,51.005084,
07/28/2013,164.885,2350.572,,2515.457,,,3.952017,56.339275,0.0,60.291292,2.96045,42.203666,0.0,45.164116,
10/27/2013,56.697,2524.931,,2581.628,,,1.312234,58.438725,0.0,59.750959,0.992704,44.208827,0.0,45.20153,
01/26/2014,307.865,3784.783,,4092.648,,,6.908382,84.929196,0.0,91.837578,4.24589,52.197467,0.0,56.443357,
04/27/2014,103.396,3945.209,,4048.605,,,2.481314,94.677783,0.0,97.159097,1.506206,57.47127,0.0,58.977476,
07/27/2014,119.491,4003.852,,4123.343,,,2.775771,93.009316,0.0,95.785087,1.723332,57.744653,0.0,59.467985,
10/26/2014,72.881,3922.011,,3994.892,,,1.733366,93.279207,0.0,95.012573,1.058414,56.957386,0.0,58.0158,
01/25/2015,132.0,4289.0,,4421.0,1680.0,1680.0,2.987777,97.080127,0.0,100.067904,1.833079,59.561172,0.0,61.394251,
04/26/2015,19.0,4427.0,,4446.0,,,0.417032,97.168569,0.0,97.585601,0.260595,60.718694,0.0,60.97929,
