Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 2 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
07/26/2015,30.0,4076.0,,4106.0,,,0.716846,97.39546,0.0,98.112306,0.429861,58.403783,0.0,58.833644,
10/25/2015,30.0,4323.0,,4353.0,2201.0,2201.0,0.671892,96.819709,0.0,97.491601,0.418177,60.25927,0.0,60.677446,
01/31/2016,43.0,4630.0,,4673.0,2280.0,2280.0,0.962184,103.602596,0.0,104.56478,0.583446,62.822252,0.0,63.405699,
05/01/2016,31.0,4210.0,,4241.0,2683.0,2683.0,0.738799,100.333651,0.0,101.07245,0.436128,59.229038,0.0,59.665166,
07/31/2016,47.0,4463.0,,4510.0,4251.0,4251.0,1.049107,99.620536,0.0,100.669643,0.629942,59.817719,0.0,60.447661,
10/30/2016,542.0,4829.0,,5371.0,5728.0,5728.0,10.180316,90.702479,0.0,100.882795,5.638785,50.239284,0.0,55.878069,
01/29/2017,321.0,5147.0,,5468.0,6412.0,6412.0,5.570982,89.326623,0.0,94.897605,3.261864,52.301595,0.0,55.563459,
04/30/2017,41.0,4217.0,,4258.0,3118.0,3118.0,0.668624,68.770385,0.0,69.439008,0.435707,44.814028,0.0,45.249734,
07/30/2017,1663.0,3889.0,,5552.0,2694.0,2694.0,27.841955,65.10966,0.0,92.951616,17.687726,41.36354,0.0,59.051266,
10/29/2017,2609.0,3518.0,,6127.0,2251.0,2251.0,41.073678,55.384131,0.0,96.457809,26.5412,35.788403,0.0,62.329603,
01/28/2018,3789.0,3106.0,,6895.0,2157.0,2157.0,50.716102,41.574086,0.0,92.290189,33.706966,27.630994,0.0,61.337959,
04/29/2018,460.0,6635.0,,7095.0,2085.0,2085.0,5.960866,85.979007,0.0,91.939873,4.013962,57.897033,0.0,61.910995,
07/29/2018,483.0,7225.0,,7708.0,2115.0,2115.0,5.491757,82.148948,0.0,87.640705,3.749418,56.086011,0.0,59.835429,
10/28/2018,602.0,6870.0,,7472.0,1957.0,1957.0,6.353562,72.506596,0.0,78.860158,4.407996,50.303873,0.0,54.711869,
01/27/2019,483.0,6841.0,,7324.0,1939.0,1939.0,5.170199,73.228431,0.0,78.39863,3.633765,51.467048,0.0,55.100813,
04/28/2019,681.0,7010.0,,7691.0,1986.0,1986.0,7.017725,72.238252,0.0,79.255977,4.857,49.996434,0.0,54.853434,
07/28/2019,2868.0,5504.0,,8372.0,2021.0,2021.0,27.747678,53.250774,0.0,80.998452,19.411168,37.252115,0.0,56.663283,
10/27/2019,1070.0,8587.0,,9657.0,2054.0,2054.0,9.541644,76.573925,0.0,86.11557,6.767868,54.313725,0.0,61.081594,
01/26/2020,7507.0,3274.0,,10781.0,2071.0,2071.0,61.512619,26.82727,0.0,88.339889,43.355472,18.908461,0.0,62.263933,
04/26/2020,11128.0,5071.0,,16199.0,7823.0,7823.0,84.95305,38.712879,0.0,123.665929,47.854133,21.807001,0.0,69.661134,
07/26/2020,2053.0,8704.0,110.0,10867.0,8122.0,8122.0,14.754923,62.555699,0.790571,78.101193,8.153296,34.567117,0.436855,43.157268,
