Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1998,3.897,6.089,3.676,-15.7,-3.042,-12.658,9.832,15.119,,,-5.287001,,-17.948,-3.534,0.0,,,-3.534,,,-14.219,24.733,-38.952,,,,,-0.195,8.461,0.0,8.461,,,,0.0,0.0,0.0,0.0,,-5.59,,,
06/30/1998,-10.079,6.969,4.373,-11.414,-2.078,-9.335999,-10.007,-7.261,,,-2.746,,-52.062,-10.786,0.0,,,-10.786,,,-47.720001,7.522,-55.242001,,,,,6.444001,61.128,0.0,61.128,,,,0.0,0.0,0.0,0.0,,-1.013,0.0,0.0,
09/30/1998,15.347,-4.775,4.511,10.136,-2.481,12.617,5.475,5.879,,,-0.404,,-50.362,-8.945,0.0,,,-8.945,,,-30.709,0.0,-30.709,,,,,-10.708,43.604,0.0,37.882,,,,0.0,0.0,0.0,5.722,,8.589,,,
12/31/1998,7.111,33.449001,3.76,-17.816,15.219,-33.035,-12.282,8.217,,,-20.499,,-11.248,-8.454,0.0,,,-8.454,,,-7.476,0.0,-7.476,,,,,4.682,-3.454,0.0,-103.454,,,,0.0,0.0,0.0,100.0,,-7.591,-6.797,49.089001,
03/31/1999,7.657,-0.94,4.734,0.715,0.463,0.252,3.148,-12.927,,,16.075,,-2.276,-6.331,0.0,,,-6.331,,,2.171,18.438,-16.267,,,,,1.884,0.706001,0.0,-99.293999,,,,0.0,0.0,0.0,100.0,,6.087,,,
06/30/1999,11.16,2.341,6.291,4.567,-9.434,14.001,-2.039,-19.051001,-5.438,,22.450001,,-997.994019,-41.429001,0.0,,,-41.429001,,,10.142,16.267,-6.125,,,,,-966.707018,1046.327972,0.0,1046.327972,,,,0.0,0.0,0.0,0.0,,53.493999,0.0,0.0,
09/30/1999,-30.254,27.607,12.663,-33.363998,-4.779,-28.584999,-37.16,-62.535,-11.507,,36.882,,-84.429001,-14.339,0.0,,,-14.339,,,-107.626999,,-107.626999,,,,,37.536998,67.956999,0.0,67.956999,,,,0.0,0.0,0.0,0.0,,-40.726002,0.0,0.0,
12/31/1999,0.057,28.187,13.338,-28.959,10.349,-39.308,-12.509,4.869,-0.342,,-17.036,,-583.914001,-32.754002,0.0,,,-32.754002,,,33.805,67.125999,-33.320999,,,,,-584.965,590.104004,0.0,440.104004,,,,0.0,0.0,0.0,150.0,,6.247,-54.383999,82.890999,
03/31/2000,156.809998,8.746,19.987,91.674004,10.906,80.768003,36.403,4.401,10.45,,21.552,,-1781.732056,-43.389999,0.0,,,-43.389999,,,-17.640001,0.293,-17.933001,,,,,-1720.702056,1731.362,0.0,1731.362,,,,0.0,0.0,0.0,0.0,,106.440002,0.0,0.0,
06/30/2000,61.694,43.581001,30.865,46.391998,81.308998,-34.917,-59.144001,-125.207001,-32.964001,,99.027,,-104.792,-106.209999,0.0,,,-106.209999,,,7.494,7.494,,,,,,-6.076001,-23.985008,0.0,-477.704002,,,,453.718994,453.718994,0.0,0.0,,-67.083,0.0,0.0,
