Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,1124.011963,27.827999,27.827999,0.0,192.889999,,,105.245003,,,,,22.568001,,,,,,348.531006,656.669983,1599.730957,-943.060974,,,118.810997,,,,118.810997,775.48098,,143.074005,143.074005,,,39.23,,,,,,-4e-06,,,-4e-06,182.304001,107.429001,,,,,136.125,,,,,136.125,243.554001,425.858002,0.0,,,,,,698.153992,698.153992,,698.153992,1124.011993,
12/31/1992,1083.915039,15.669,15.669,0.0,142.453995,,,107.947998,,,,,38.757999,,,,,,304.82901,663.721008,1624.432983,-960.711975,,,115.364998,,,,115.364998,779.086006,,81.775002,81.775002,,,1.099,,,,,,52.161993,,,52.161993,135.035995,107.275002,,,,,141.492004,,,,,141.492004,248.767006,383.803001,0.0,50.535,,,-318.402008,,967.979034,700.112026,,700.112026,1083.915027,
03/31/1993,1078.005981,0.678,0.678,0.0,143.263,,,121.139,,,,,34.861,,,,,,299.94101,662.640015,1644.077026,-981.437012,,,115.425003,,,,115.425003,778.065018,,,,,,0.869,,,,,,139.433994,,,139.433994,140.302994,107.122002,,,,,144.061996,,,,,144.061996,251.183998,391.486992,0.0,,,,,,686.518982,686.518982,,686.518982,1078.005974,
06/30/1993,1144.192017,3.602,3.602,0.0,192.089996,,,120.041,,,,,42.869999,,,,,,358.602997,661.68103,1664.375,-1002.69397,55.986,,67.921997,,,,67.921997,785.589027,,,,,,60.598,,,,,,152.609993,,,152.609993,213.207993,106.771004,,,,,139.315994,,,,,139.315994,246.086998,459.294991,0.0,,,,,,684.896973,684.896973,,684.896973,1144.191963,
09/30/1993,1138.473999,10.091,10.091,0.0,202.798004,,,108.922997,,,,,39.763,,,,,,361.575012,656.598999,1679.296997,-1022.697998,56.049,,64.250999,,,,64.250999,776.898998,,,,,,51.442001,,,,,,148.031998,,,148.031998,199.473999,103.178001,,,,,141.970993,,,,,141.970993,245.148994,444.622993,0.0,,,,,,693.851013,693.851013,,693.851013,1138.474007,
12/31/1993,1078.551025,13.996,13.996,0.0,141.606003,,,105.016998,,,,,41.993999,,,,,,302.613007,657.784973,1698.005005,-1040.219971,56.505001,,61.647999,,,,61.647999,775.937973,,89.503998,89.503998,,,1.741,,,,,,49.570004,,,49.570004,140.815002,102.035004,,,,,132.738007,,,,,132.738007,234.773011,375.588013,0.0,51.16,,,-358.109009,,1009.911988,702.962979,,702.962979,1078.550992,
03/31/1994,1080.06897,0.002,0.002,0.0,149.028,,,114.494003,,,,,36.419998,,,,,,299.944,658.632996,1718.802002,-1060.168945,56.688,,64.804001,,,,64.804001,780.124996,,,,,,9.202,,,,,,143.299999,,,143.299999,152.501999,101.956001,,,,,132.444,,,,,132.444,234.400002,386.902,0.0,,,,,,693.166992,693.166992,,693.166992,1080.068993,
06/30/1994,1155.019043,19.931999,19.931999,0.0,198.408997,,,110.137001,,,,,45.355,,,,,,373.833008,660.062988,1740.099976,-1080.036987,56.640999,,64.482002,,,,64.482002,781.185989,,,,,,49.981998,,,,,,159.395,,,159.395,209.376999,97.697998,,,,,132.100998,,,,,132.100998,229.798996,439.175995,0.0,,,,,,715.843018,715.843018,,715.843018,1155.019012,
09/30/1994,1215.819946,8.502,8.502,0.0,211.617996,,,109.642998,,,,,37.344002,,,,,,367.106995,717.018982,1816.947021,-1099.927979,57.59,,74.103996,,,,74.103996,848.712978,,,,,,81.527,,,,,,154.573006,,,154.573006,236.100006,97.539001,,,,,140.792007,,,,,140.792007,238.331009,474.431015,0.0,,,,,,741.388977,741.388977,,741.388977,1215.819992,
12/31/1994,1181.144043,7.717,7.717,0.0,170.953995,,,112.481003,,,,,45.646,,,,,,336.798004,701.757019,1808.887939,-1107.130981,58.138,,84.450996,,,,84.450996,844.346015,,102.393997,102.393997,,,47.466,,,,,,61.48801,,,61.48801,211.348007,97.379997,,,,,140.787003,,,,,140.787003,238.167,449.515007,0.0,55.158001,,,-383.308014,,1059.779022,731.629009,,731.629009,1181.144016,
03/31/1995,1190.921997,1.502,1.502,0.0,186.723999,,,127.235001,,,,,34.562,,,,,,350.02301,698.817017,1820.680054,-1121.863037,58.859001,,83.223,,,,83.223,840.899017,,,,,,38.391998,,,,,,184.856003,,,184.856003,223.248001,97.193001,,,,,138.339005,,,,,138.339005,235.532005,458.780006,0.0,,,,,,732.142029,732.142029,,732.142029,1190.922035,
06/30/1995,1255.68396,0.002,0.002,0.0,219.710999,,,130.386002,,,,,43.659,,,,,,393.757996,710.862,1852.886963,-1142.025024,61.396999,,89.667,,,,89.667,861.925999,,99.751999,99.751999,,,76.767998,,,,,,78.797997,,,78.797997,255.317993,91.927002,,,,,144.110001,,,,,144.110001,236.037003,491.354996,0.0,,,,,,764.328979,764.328979,,764.328979,1255.683975,
09/30/1995,1260.180054,9.319,9.319,0.0,235.807999,,,119.730003,,,,,36.182999,,,,,,401.040009,706.021973,1870.755981,-1164.734009,61.66,,91.458,,,,91.458,859.139973,,101.306999,101.306999,,,85.989998,,,,,,79.287018,,,79.287018,266.584015,91.778,,,,,148.113998,,,,,148.113998,239.891998,506.476013,0.0,,,,,,753.703979,753.703979,,753.703979,1260.179993,
12/31/1995,1215.793945,21.868999,21.868999,0.0,170.757004,,,126.801003,,,,,42.694,,,,,,362.121002,698.03302,1859.436035,-1161.402954,56.271999,,99.367996,,,,99.367996,853.673015,,98.252998,98.252998,,,10.639,,,,,,68.516999,,,68.516999,177.408997,90.278,,,,,151.468994,,,,,151.468994,241.746994,419.155991,0.0,55.661999,,,-433.195007,,1174.17102,796.638012,,796.638012,1215.794003,
03/31/1996,1227.079956,19.98,19.98,0.0,175.667999,,,133.701004,,,,,47.956001,,,,,,377.304993,710.71698,1894.38501,-1183.667969,56.896,,82.162003,,,,82.162003,849.774982,,,,,,10.25,,,,,,183.235001,,,183.235001,193.485001,90.178001,,,,,147.673996,,,,,147.673996,237.851997,431.336998,0.0,,,,,,795.742981,795.742981,,795.742981,1227.079979,
06/30/1996,1308.717041,0.106,0.106,0.0,233.175003,,,133.382996,,,,,38.551998,,,,,,405.216003,742.659973,1946.863037,-1204.203003,59.139,,101.702003,,,,101.702003,903.500977,,100.225998,100.225998,,,42.855,,,,,,107.232998,,,107.232998,250.313995,85.198997,,,,,153.190002,,,,,153.190002,238.389,488.702995,0.0,,,,,,820.013977,820.013977,,820.013977,1308.716972,
09/30/1996,1327.462036,23.056999,23.056999,0.0,229.595001,,,124.301003,,,,,35.917999,,,,,,412.871002,754.408997,1973.790039,-1219.380981,60.699001,,99.483002,,,,99.483002,914.591,,92.167,92.167,,,24.743,,,,,,91.401997,,,91.401997,208.311996,85.314003,,,,,157.692993,,,,,157.692993,243.006996,451.318993,0.0,,,,,,876.143005,876.143005,,876.143005,1327.461998,
12/31/1996,1320.64502,50.816002,50.816002,0.0,176.863998,,,128.578003,,,,,37.786999,,,,,,394.045013,764.48999,2002.16394,-1237.67395,61.273998,,100.835999,,,,100.835999,926.599987,,98.528,98.528,,,8.31,,,,,,87.816007,,,87.816007,194.654007,85.535004,,,,,156.792007,,,,,156.792007,242.327011,436.981018,0.0,56.917,,,-477.619995,,1304.367004,883.664009,,883.664009,1320.645027,
03/31/1997,1315.089966,16.379,16.379,0.0,197.830002,,,137.667999,,,,,28.903,,,,,,380.779999,777.213989,2038.807983,-1261.593994,59.589001,,97.507004,,,,97.507004,934.309994,,103.234001,103.234001,,,8.176,,,,,,95.698993,,,95.698993,207.108994,85.635002,,,,,158.065994,,,,,158.065994,243.700996,450.80999,0.0,,,,,,864.280029,864.280029,,864.280029,1315.090019,
06/30/1997,1385.312988,34.695999,34.695999,0.0,233.141006,,,134.531006,,,,,27.0,,,,,,429.368011,801.476013,2082.043945,-1280.567993,61.451,,93.017998,,,,93.017998,955.945011,,115.106003,115.106003,,,8.257,,,,,,108.815998,,,108.815998,232.179001,80.587997,,,,,162.320999,,,,,162.320999,242.908997,475.087997,0.0,,,,,,910.224976,910.224976,,910.224976,1385.312973,
09/30/1997,1409.675049,61.779999,61.779999,0.0,255.507996,,,123.450996,,,,,28.364,,,,,,469.102997,793.401001,2086.245117,-1292.843994,63.105999,,84.065002,,,,84.065002,940.572002,,113.446999,113.446999,,,9.548,,,,,,84.930004,,,84.930004,207.925003,80.721001,,,,,162.966995,,,,,162.966995,243.687996,451.612999,0.0,,,,,,958.062012,958.062012,,958.062012,1409.675011,
12/31/1997,1449.245972,128.565994,128.565994,0.0,189.389008,,,132.358994,,,,,36.818001,,,,,,487.131989,808.419006,2120.199951,-1311.781006,63.481998,,90.212997,,,,90.212997,962.114001,,112.547997,112.547997,,,9.062,,,,,,86.087009,,,86.087009,207.697006,81.931,,,,,168.121002,,,,,168.121002,250.052002,457.749008,0.0,60.619999,,,-519.013,,1449.890014,991.497013,,991.497013,1449.246021,
03/31/1998,1472.412964,95.966003,95.966003,0.0,205.490997,,,144.542007,,,,,28.139999,,,,,,474.139008,827.307007,2162.631104,-1335.323975,64.941406,,106.025002,,,,106.025002,998.273415,,114.577003,114.577003,,,8.085,,,,,,106.623992,,,106.623992,229.285995,81.931,,,,,169.699005,,,,,169.699005,251.630005,480.916,0.0,,,,,,991.497009,991.497009,,991.497009,1472.41301,
06/30/1998,1543.097046,65.103996,65.103996,0.0,270.459015,,,147.619995,41.960999,1.199,104.459999,,26.465,,,,,,509.64801,842.312988,2181.98999,-1339.677002,67.373001,,123.763,,,,123.763,1033.44899,,120.197998,120.197998,,,7.796,,,,,,95.812002,,,95.812002,223.806,76.878998,,,,,183.934998,,,,,183.934998,260.813995,484.619995,0.0,,,,,,1058.477051,1058.477051,,1058.477051,1543.097046,
09/30/1998,1590.241943,110.441002,110.441002,0.0,279.933014,,,139.031998,43.709,1.25,94.072998,,29.190001,,,,,,558.596008,850.531006,2208.675049,-1358.144043,67.969002,,113.146004,,,,113.146004,1031.646012,,104.824997,104.824997,,,7.719,,,,,,92.639002,,,92.639002,205.182999,76.598999,,,,,197.160004,,,,,197.160004,273.759003,478.942002,0.0,,,,,,1111.300049,1111.300049,,1111.300049,1590.242051,
12/31/1998,1658.610962,180.567993,180.567993,0.0,210.690002,,,143.679993,42.682999,1.183,99.814003,0.0,41.443001,,,,,,576.380981,895.784973,2280.756104,-1384.970947,71.033997,,115.411003,94.008003,,,21.403,1082.229973,,107.382004,107.382004,,,7.785,,,,,,104.07999,,,104.07999,219.246994,76.532997,,,,,209.130997,,,,,209.130997,285.663994,504.910988,0.0,139.705002,,,-574.150024,,1588.14502,1153.699997,,1153.699997,1658.610985,
03/31/1999,2726.64209,44.558998,44.558998,0.0,320.764008,,,183.526993,50.891998,1.127,131.804993,0.0,48.377998,,,,,,597.228027,1424.810059,3158.49292,-1733.682983,73.792,,630.812012,571.403992,,,59.40802,2129.41407,,130.850998,130.850998,,,255.804993,,,,,,147.130997,,,147.130997,533.786987,695.234985,,,,,325.841003,,,,,325.841003,1021.075989,1554.862976,0.0,,,,,,1171.779053,1171.779053,,1171.779053,2726.642029,
06/30/1999,2782.275879,77.455002,77.455002,0.0,358.833008,,,188.912003,52.291,0.858,135.763,0.0,49.02,,,,,,674.219971,1431.697998,3191.60791,-1759.910034,74.022003,,602.335999,544.260986,,,58.075012,2108.056,,139.621002,139.621002,,,262.333008,,,,,,142.019989,,,142.019989,543.973999,688.737,,,,,326.196991,,,,,326.196991,1014.93399,1558.90799,0.0,,,,,,1223.368042,1223.368042,,1223.368042,2782.276031,
09/30/1999,2813.466064,84.614998,84.614998,0.0,391.514008,,,174.233994,46.714001,0.868,126.652,0.0,53.174999,,,,,,703.538025,1444.719971,3233.697021,-1788.977051,71.184998,,594.02301,537.796021,,,56.22699,2109.927979,,132.130997,132.130997,,,228.328003,,,,,,134.246994,,,134.246994,494.705994,687.815002,,,,,340.692993,,,,,340.692993,1028.507996,1523.213989,0.0,,,,,,1290.251953,1290.251953,,1290.251953,2813.465942,
12/31/1999,2839.49292,52.834,52.834,0.0,314.356995,,,178.733994,46.769001,0.933,131.031998,0.0,78.799004,,,,,,624.723999,1639.714966,3149.896973,-1510.182007,77.064003,,497.98999,454.78299,,,43.207001,2214.768959,,136.056,136.056,,,107.870003,,,,,,142.715996,,,142.715996,386.641998,698.862,,,,,362.356995,,,,,362.356995,1061.218994,1447.860992,0.0,157.559006,,,-583.117981,,1749.211975,1323.653,67.978996,1391.631996,2839.492989,
03/31/2000,2878.031982,21.231001,21.231001,0.0,323.247009,,,197.102005,49.282001,1.409,146.410995,0.0,63.751999,,,,,,605.33197,1692.470947,3233.649902,-1541.178955,80.413002,,499.81601,450.084991,450.084991,0.0,49.731018,2272.699959,,139.832993,139.832993,,,97.646004,,,,,,154.517006,,,154.517006,391.996002,698.182007,,,,,461.708008,,,,,461.708008,1159.890015,1551.886017,0.0,,,,,,1326.145996,1326.145996,,1326.145996,2878.032013,
06/30/2000,3003.866943,31.503,31.503,0.0,411.868988,,,194.126999,45.293999,1.195,147.638,0.0,56.876999,,,,,,694.375977,1738.060059,3319.166992,-1581.107056,74.918999,,496.511993,445.894989,445.894989,0.0,50.617004,2309.491051,,147.205002,147.205002,,,158.171997,,,,,,136.623001,,,136.623001,442.0,682.106018,,,,,380.808014,,,,,380.808014,1062.914032,1504.914032,0.0,,,,,,1389.956055,1389.956055,108.997002,1498.953056,3003.867088,
09/30/2000,3029.457031,68.545998,68.545998,0.0,417.140991,,,192.389008,44.07,1.111,147.207993,0.0,54.775002,,,,,,732.851013,1725.248047,3334.952881,-1609.704956,78.253998,,493.104004,443.503998,443.503998,0.0,49.600006,2296.606049,,146.742996,146.742996,,,115.374001,,,,,,124.376015,,,124.376015,386.493011,683.296021,,,,,397.855988,,,,,397.855988,1081.152008,1467.64502,0.0,,,,,,1456.676025,1456.676025,105.136002,1561.812027,3029.457047,
12/31/2000,3228.573975,55.276001,55.276001,0.0,342.910004,,,199.044006,42.765999,1.02,155.257996,0.0,97.274002,,,,,,694.504028,1848.634033,3496.204102,-1647.569946,72.557999,,612.877991,562.044006,562.044006,0.0,50.833984,2534.070023,,181.317001,181.317001,,,277.087006,,,,,,113.827011,,,113.827011,572.231018,685.361023,,,,,395.859985,,,,,395.859985,1081.221008,1653.452026,0.0,168.063995,,,-580.836975,,1884.268982,1471.496002,103.625999,1575.122002,3228.574028,
03/31/2001,3346.937012,28.945999,28.945999,0.0,360.580994,,,230.184006,43.321999,0.688,186.173996,0.0,66.200996,,,,,,685.911987,1998.899048,3808.309082,-1809.410034,12.455,,649.671021,599.474976,599.474976,0.0,50.196045,2661.025068,,170.985001,170.985001,,,172.139999,,,,,,112.739014,,,112.739014,455.864014,923.176025,,,,,411.96701,,,,,411.96701,1335.143036,1791.00705,0.0,,,,,,1457.678955,1457.678955,98.250999,1555.929955,3346.937004,
06/30/2001,3459.468994,37.627998,37.627998,0.0,443.217987,,,229.865005,47.990002,0.782,181.093002,0.0,57.637001,,,,,,768.348022,2010.140991,3869.054932,-1858.91394,12.392,,668.588013,604.52002,604.52002,0.0,64.067993,2691.121004,,171.501007,171.501007,,,215.860992,,,,,,129.112,,,129.112,516.473999,922.801025,,,,,419.345001,,,,,419.345001,1342.146027,1858.620026,0.0,,,,,,1503.197021,1503.197021,97.652,1600.849022,3459.469048,
09/30/2001,3476.230957,65.682999,65.682999,0.0,436.165009,,,226.410004,52.897999,0.643,172.869003,0.0,66.126999,,,,,,794.38501,2028.786011,3927.084961,-1898.29895,13.389,,639.671021,577.182007,577.182007,0.0,62.489014,2681.846031,,170.115005,170.115005,,,118.985001,,,,,,172.391998,,,172.391998,461.492004,915.140991,,,,,425.628998,,,,,425.628998,1340.769989,1802.261993,0.0,,,,,,1577.817993,1577.817993,96.151001,1673.968994,3476.230988,
12/31/2001,3413.256104,100.802002,100.802002,0.0,333.639008,,,228.414993,50.910999,0.564,176.940002,0.0,67.096001,,,,,,729.952026,2000.030029,3943.954102,-1943.92395,13.352,,669.921997,588.562012,588.562012,0.0,81.359985,2683.304027,,153.619003,153.619003,,,61.143002,,,,,,129.73299,,,129.73299,344.494995,906.299011,,,,,463.044006,,,,,463.044006,1369.343018,1713.838013,0.0,175.343002,,,-578.794983,,2007.726013,1604.274033,95.143997,1699.41803,3413.256042,
03/31/2002,3387.571045,81.014999,81.014999,0.0,319.618011,,,243.330994,51.419998,0.824,191.087006,0.0,59.945999,,,,,,703.909973,2007.274048,4005.583008,-1998.30896,14.726,,661.661011,588.263977,588.263977,0.0,73.397034,2683.661059,,157.787994,157.787994,,,51.141998,,,,,,111.64502,,,111.64502,320.575012,898.648987,,,,,470.390015,,,,,470.390015,1369.039002,1689.614014,0.0,,,,,,1601.402954,1601.402954,96.554001,1697.956955,3387.570969,
06/30/2002,3423.509766,56.651978,56.651978,0.0,398.981934,,,243.350952,49.718994,0.583,193.04895,0.0,58.277985,,,,,,757.262695,2012.102539,4056.257812,-2044.154297,16.192993,,637.95166,561.699707,561.699707,0.0,76.251953,2666.247192,,167.28894,167.28894,,,47.048981,,,,,,119.652069,,,119.652069,333.98999,898.292969,,,,,471.569824,,,,,471.569824,1369.862793,1703.852783,0.0,,,,,,1626.123047,1626.123047,93.533997,1719.657043,3423.509827,
09/30/2002,3447.454102,82.751999,82.751999,0.0,396.468994,,,237.084,49.623001,0.525,186.936005,0.0,55.464001,,,,,,771.768982,2007.421021,4095.606934,-2088.186035,16.222,,652.041992,564.536011,564.536011,0.0,87.505981,2675.685013,,141.253998,141.253998,,,43.648998,,,,,,120.631001,,,120.631001,305.533997,892.749023,,,,,473.687988,,,,,473.687988,1366.437012,1671.971008,0.0,,,,,,1681.45105,1681.45105,94.031998,1775.483047,3447.454056,
12/31/2002,3448.220947,170.727997,170.727997,0.0,306.580994,,,239.585999,49.722,0.486,189.378006,0.0,72.792999,,,,,,789.687988,1976.052979,4098.542969,-2122.48999,15.964,,666.515991,575.791016,575.791016,0.0,90.724976,2658.532969,,122.053001,122.053001,,,78.939003,,,,,,96.71701,,,96.71701,297.709015,857.757019,,,,,503.110992,,,,,503.110992,1360.868011,1658.577026,0.0,181.259995,,,-577.031006,2090.319092,2.437866,1696.985947,92.657997,1789.643944,3448.22097,
03/31/2003,3496.797119,166.300995,166.300995,0.0,345.394989,,,250.171005,51.862,0.648,197.660995,0.0,50.981998,,,,,,812.848999,2002.732056,4195.240234,-2192.508057,19.593,,661.622986,575.838013,575.838013,0.0,85.784973,2683.948042,,138.746002,138.746002,,,76.653999,,,,,,102.816002,,,102.816002,318.216003,857.119995,,,,,572.374023,,,,,572.374023,1429.494019,1747.710022,0.0,,,,,,1656.572998,1656.572998,92.514,1749.086998,3496.79702,
06/30/2003,3550.085938,183.630997,183.630997,0.0,426.938995,,,231.190002,47.327,0.532,183.330994,0.0,51.321999,,,,,,893.08197,1972.125977,4175.631836,-2203.506104,21.257,,663.620972,578.473022,578.473022,0.0,85.147949,2657.003948,,148.414993,148.414993,,,317.230011,,,,,,103.841019,,,103.841019,569.486023,613.97998,,,,,587.383972,,,,,587.383972,1201.363953,1770.849976,0.0,,,,,,1689.573975,1689.573975,89.662003,1779.235977,3550.085953,
09/30/2003,3659.600098,335.176987,330.204987,4.972,436.544006,436.544006,,210.324997,47.973999,0.271,162.080002,0.0,55.438,,,,,,1037.484009,1933.347046,4149.684082,-2216.336914,20.965,,667.804016,579.179993,579.179993,0.0,88.624023,2622.116062,,138.307007,138.307007,,,315.28299,,,,,,132.196991,,,132.196991,585.786987,608.187988,,,,,609.314026,,,,,609.314026,1217.502014,1803.289001,0.0,,,,,,1765.172974,1765.172974,91.138,1856.310974,3659.599976,
12/31/2003,3636.860107,421.66301,147.768997,273.894012,345.040009,,,219.376007,44.122002,0.476,174.778,0.0,64.163002,,,,,,1050.241943,1892.647949,4115.645996,-2222.998047,21.111,,672.859009,579.817017,579.817017,0.0,93.041992,2586.617958,,129.360992,129.360992,,,278.721008,,,,,,134.870026,,,134.870026,542.952026,607.653992,,,,,591.43103,,,,,591.43103,1199.085022,1742.037048,0.0,189.369003,,,-575.020996,2185.839111,2.648926,1802.836044,91.987,1894.823044,3636.860092,
03/31/2004,3656.260986,436.987,436.987,0.0,352.596008,352.596008,,230.947998,45.562,0.908,184.477997,0.0,51.830002,,,,,,1072.360962,1886.942993,4155.101074,-2268.157959,20.940001,,676.017029,579.817017,579.817017,0.0,96.200012,2583.900023,,143.697998,143.697998,,,271.621002,,,,,,128.543976,,,128.543976,543.862976,609.14801,,,,,610.33197,,,,,610.33197,1219.47998,1763.342956,0.0,,,,,,1801.740967,1801.740967,91.177002,1892.917969,3656.260925,
06/30/2004,3513.900879,230.923996,230.923996,0.0,428.584015,428.584015,,216.266006,40.240002,0.832,175.194,0.0,53.577999,,,,,,929.35199,1888.234009,4201.563965,-2313.330078,20.666,,675.648987,579.817017,579.817017,0.0,95.83197,2584.548996,,152.830994,152.830994,,,27.302,,,,,,141.057008,,,141.057008,321.190002,607.536987,,,,,624.661987,,,,,624.661987,1232.198974,1553.388976,0.0,,,,,,1867.240967,1867.240967,93.271004,1960.511971,3513.900947,
