Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
04/29/1989,2160.697021,12.109,12.109,0.0,517.487,,,437.566986,,,,,60.009998,,,,1027.172974,1079.251953,1563.472046,-484.220001,0.0,54.271999,,,,,54.271999,1133.523952,,159.395996,159.395996,,,,0.0,,,,,,219.373993,,,219.373993,378.769989,580.835022,,,,,222.251007,,,,,,222.251007,803.086029,1181.856018,0.0,295.584015,,,-226.962006,,910.219025,978.841034,0.0,978.841034,2160.697052,
07/29/1989,2214.736084,26.867001,26.867001,0.0,543.218018,,,445.118988,,,,,71.078003,,,,1086.281982,1071.713013,1566.215942,-494.502991,0.0,56.741001,,,,,56.741001,1128.454014,,164.223999,164.223999,,,,0.0,,,,,,251.834991,,,251.834991,416.05899,547.530029,,,,,221.496002,,,,,,221.496002,769.026031,1185.085022,0.0,294.639008,,,-224.626007,,959.638031,1029.651031,0.0,1029.651031,2214.736053,
10/28/1989,2416.827881,16.737,16.737,0.0,583.721008,,,564.078003,,,,,62.868,,,,1227.404053,1124.911011,1655.874023,-530.963013,0.0,64.513,,,,,64.513,1189.424011,,218.218994,218.218994,,,,0.0,,,,,,281.050018,,,281.050018,499.269012,593.40802,,,,,223.511002,,,,,,223.511002,816.919022,1316.188034,0.0,293.0,,,-222.492996,,1030.133011,1100.640015,0.0,1100.640015,2416.828049,
02/03/1990,2418.486084,21.733999,21.733999,0.0,596.171021,,,482.135986,,,,,63.702999,,,,1163.744019,1172.687988,1691.369019,-518.68103,0.0,82.054001,,,,,82.054001,1254.741989,,175.319,175.319,,,,0.0,,,,,,302.901001,,,302.901001,478.220001,445.674011,,,,,254.138,,,,,,254.138,699.812012,1178.032013,0.0,291.095001,,,-219.483002,,1168.84201,1240.45401,0.0,1240.45401,2418.486023,
05/05/1990,2469.934082,20.131001,20.131001,0.0,600.893005,,,513.200989,,,,,53.485001,,,,1187.709961,1196.307007,1749.822998,-553.515991,0.0,85.917,,,,,85.917,1282.224007,,173.457001,173.457001,,,,0.0,,,,,,269.886993,,,269.886993,443.343994,492.326996,,,,,251.667007,,,,,,251.667007,743.994003,1187.337997,0.0,290.764008,,,-217.738998,,1209.570969,1282.595978,0.0,1282.595978,2469.933975,
08/04/1990,2657.88501,11.594,11.594,0.0,637.607971,,,561.952026,,,,,69.869003,,,,1281.022949,1273.094971,1853.468994,-580.374023,0.0,103.766998,,,,,103.766998,1376.861969,,198.199005,198.199005,,,,0.0,,,,,,282.171997,,,282.171997,480.371002,584.237,,,,,251.466995,,,,,,251.466995,835.703995,1316.074997,0.0,289.230011,,,-214.414001,,1266.993958,1341.809967,0.0,1341.809967,2657.884964,
11/03/1990,2994.573975,16.113001,16.113001,0.0,684.45697,,,745.593018,,,,,84.036003,,,,1530.198975,1353.411011,1972.839966,-619.429016,0.0,110.963997,,,,,110.963997,1464.375008,,277.371002,277.371002,,,,0.0,,,,,,292.771027,,,292.771027,570.142029,767.992981,,,,,248.815002,,,,,,248.815002,1016.807983,1586.950012,0.0,290.964996,,,-213.643997,,1330.303055,1407.624054,0.0,1407.624054,2994.574066,
02/02/1991,2871.87793,13.18,13.18,0.0,670.296021,,,585.166016,,,,,96.319,,,,1364.96106,1395.072998,2048.059082,-652.986023,0.0,111.844002,,,,,111.844002,1506.917,,200.078003,200.078003,,,,0.0,,,,,,280.878998,,,280.878998,480.957001,540.445984,,,,,290.423004,,,,,,290.423004,830.868988,1311.825989,0.0,288.963989,,,-209.778,,1480.866013,1560.052002,0.0,1560.052002,2871.877991,
05/04/1991,2906.514893,14.4,14.4,0.0,644.744019,,,615.205994,,,,,93.431999,,,,1367.781982,1423.959961,2119.282959,-695.322998,0.0,114.773003,,,,,114.773003,1538.732964,,183.738998,183.738998,,,,0.0,,,,,,239.328995,,,239.328995,423.067993,620.296997,,,,,273.839996,,,,,,273.839996,894.136993,1317.204987,0.0,288.985992,,,-206.158005,,1506.481979,1589.309967,0.0,1589.309967,2906.514954,
08/03/1991,3151.488037,13.089,13.089,0.0,672.112976,,,718.502014,,,,,95.411003,,,,1499.11499,1519.555054,2257.245117,-737.690002,0.0,132.817993,,,,,132.817993,1652.373047,,236.341003,236.341003,,,,0.0,,,,,,247.553986,,,247.553986,483.894989,757.231995,,,,,261.733002,,,,,,261.733002,1018.964996,1502.859985,0.0,290.908997,,,-202.697006,,1560.416,1648.627991,0.0,1648.627991,3151.487976,
