Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
03/28/2008,254.3,981.7,,1236.0,254.3,,,255.0,8.98174,34.673118,,43.654858,6.992988,26.995738,,33.988725,
06/27/2008,249.3,988.2,,1237.5,249.3,,,249.3,8.680664,34.409276,,43.08994,6.868336,27.225391,,34.093727,
09/26/2008,345.6,466.3,,811.9,251.5,,,251.5,18.698263,25.228588,,43.926852,13.493148,18.205599,,31.698747,
04/03/2009,454.3,695.6,0.0,1149.9,191.8,0.4,0.0,192.2,24.584664,37.64273,0.0,62.227393,18.117647,27.740778,0.0,45.858425,
07/03/2009,482.4,751.9,,1234.3,195.3,3.7,,199.0,25.609173,39.916123,,65.525296,18.922099,29.493214,,48.415313,
10/02/2009,439.7,732.0,,1171.7,239.4,4.1,,243.5,23.441915,39.025431,,62.467346,17.09033,28.451493,,45.541822,
01/01/2010,476.7,728.2,,1204.9,252.8,1.9,,254.7,24.89425,38.028095,,62.922346,18.175233,27.764221,,45.939454,
04/02/2010,546.3,644.0,,1190.3,272.7,0.5,,273.2,28.238396,33.288535,0.0,61.526931,20.86309,24.594233,0.0,45.457323,
07/02/2010,465.5,601.2,,1066.7,223.1,0.9,,224.0,23.928241,30.90367,,54.831911,17.589933,22.717654,,40.307588,
10/01/2010,537.3,577.9,,1115.2,,,0.0,231.7,27.72732,29.822479,,57.549799,20.290785,21.824018,,42.114804,
12/31/2010,472.0,667.5,0.0,,213.6,1.0,0.0,214.6,25.355896,35.858179,0.0,,18.13362,25.644473,0.0,,
04/01/2011,357.0,689.5,,1046.5,179.9,0.9,0.0,180.8,19.181173,37.045992,,56.227165,14.246379,27.515064,,41.761443,
07/01/2011,265.5,746.6,,1012.1,167.5,0.3,0.0,167.8,14.333531,40.306646,,54.640177,10.748553,30.225497,,40.97405,
09/30/2011,329.0,670.7,,999.7,,,0.0,163.9,19.600834,39.958296,,59.55913,14.434256,29.425701,,43.859957,
12/31/2011,386.6,648.4,,1035.0,190.9,0.2,,191.1,23.505807,39.423603,,62.92941,17.197509,28.843416,,46.040925,
03/30/2012,409.2,635.7,,1044.9,223.3,0.2,,223.5,27.029526,41.990884,,69.020411,19.245602,29.89841,,49.144013,
06/29/2012,340.0,612.9,,952.9,181.3,0.5,,181.8,23.058664,41.566633,,64.625297,16.722408,30.1446,,46.867008,
09/28/2012,354.0,654.6,,1008.6,201.6,2.4,,204.0,23.833569,44.071905,,67.905474,17.492711,32.346692,,49.839403,
12/28/2012,226.2,349.6,0.0,575.8,195.1,0.1,0.0,195.2,20.539363,31.744302,0.0,52.283665,13.808681,21.341798,0.0,35.150479,
03/29/2013,228.1,183.0,,411.1,209.6,0.2,0.0,209.8,22.557358,18.09731,,40.654668,14.761843,11.843127,,26.60497,
06/28/2013,296.1,223.2,,519.3,244.1,0.2,0.0,244.3,29.633707,22.33787,,51.971577,19.238516,14.501982,,33.740498,
09/27/2013,294.2,174.8,0.0,469.0,234.0,0.1,0.0,234.1,29.555957,17.56078,0.0,47.116737,19.373107,11.510602,0.0,30.883709,
