Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1995,4854.0,100.0,100.0,0.0,802.0,,,467.0,,,,,100.0,,,,,1469.0,3049.0,6791.0,-3742.0,0.0,336.0,,,,,336.0,3385.0,,291.0,291.0,,,,0.0,,,,,,582.0,,,582.0,873.0,1217.0,,,,,1236.0,,,,1236.0,2453.0,3326.0,0.0,31.0,,,-200.0,,1697.0,1528.0,0.0,1528.0,4854.0,
03/31/1996,4904.0,40.0,40.0,0.0,873.0,,,443.0,,,,,108.0,,,,,1464.0,3091.0,6893.0,-3802.0,0.0,349.0,,,,,349.0,3440.0,,593.0,593.0,,,,0.0,,,,,,126.0,,,126.0,719.0,1371.0,,,,,1258.0,,,,1258.0,2629.0,3348.0,0.0,38.0,,,-253.0,,1771.0,1556.0,0.0,1556.0,4904.0,
06/30/1996,5015.0,59.0,59.0,0.0,852.0,,,454.0,,,,,125.0,,,,,1490.0,3196.0,7069.0,-3873.0,0.0,329.0,,,,,329.0,3525.0,,642.0,642.0,,,,0.0,,,,,,82.0,,,82.0,724.0,1425.0,,,,,1299.0,,,,1299.0,2724.0,3448.0,0.0,38.0,,,-323.0,,1852.0,1567.0,0.0,1567.0,5015.0,
09/30/1996,5105.0,61.0,61.0,0.0,759.0,,,459.0,,,,,122.0,,,,,1401.0,3322.0,7267.0,-3945.0,0.0,382.0,,,,,382.0,3704.0,,633.0,633.0,,,,0.0,,,,,,84.0,,,84.0,717.0,1474.0,,,,,1316.0,,,,1316.0,2790.0,3507.0,0.0,38.0,,,-355.0,,1915.0,1598.0,0.0,1598.0,5105.0,
12/31/1996,5266.0,24.0,24.0,0.0,744.0,,,465.0,,,,,112.0,,,,,1345.0,3520.0,7530.0,-4010.0,0.0,401.0,,,,,401.0,3921.0,,312.0,312.0,,,,0.0,,,,,,475.0,,,475.0,787.0,1523.0,,,,,1317.0,,,,1317.0,2840.0,3627.0,0.0,38.0,,,-359.0,,1960.0,1639.0,0.0,1639.0,5266.0,
03/31/1997,10932.0,102.0,102.0,,1588.0,,,944.0,,,,,228.0,,,,,2862.0,7174.0,15312.0,-8138.0,,896.0,,,,,896.0,8070.0,,1224.0,1224.0,,,,,,,,,,176.0,,,176.0,1400.0,3454.0,,,,,2712.0,,,,2712.0,6166.0,7566.0,,150.0,,,-732.0,,3948.0,3366.0,,3366.0,10932.0,
06/30/1997,5633.0,40.0,40.0,,832.0,832.0,,474.0,199.0,136.0,417.0,-278.0,112.0,,,,,1458.0,3724.0,7829.0,-4105.0,,451.0,,,,,451.0,4175.0,,666.0,666.0,,,,,,,,,,111.0,,,111.0,777.0,1766.0,,,,,1355.0,,,,1355.0,3121.0,3898.0,,75.0,,,-366.0,2022.0,4.0,1735.0,,1735.0,5633.0,
09/30/1997,5698.0,36.0,36.0,,795.0,795.0,,519.0,208.0,133.0,434.0,-256.0,114.0,,,,,1464.0,3793.0,7944.0,-4151.0,,441.0,,,,,441.0,4234.0,,713.0,713.0,,,,,,,,,,122.0,,,122.0,835.0,1705.0,,,,,1379.0,,,,1379.0,3084.0,3919.0,,76.0,,,-366.0,2084.0,-15.0,1779.0,,1779.0,5698.0,
12/31/1997,5742.0,,,,,,,,,,,,1454.0,,,,,1454.0,3881.0,,,,407.0,,,,,407.0,4288.0,,,,,,,,,,,,,814.0,,,814.0,814.0,1714.0,,,,,1461.0,,,,1461.0,3175.0,3989.0,,,,,0.0,,1753.0,1753.0,,1753.0,5742.0,
03/31/1998,5910.0,43.0,43.0,0.0,843.0,,,519.0,199.0,144.0,176.0,,154.0,,,,,1559.0,3928.0,8210.0,-4282.0,0.0,423.0,,,,,423.0,4351.0,,825.0,825.0,,,,0.0,,,,,,0.0,,,0.0,825.0,1860.0,,,,,1392.0,,,,1392.0,3252.0,4077.0,0.0,86.0,,,-332.0,,2079.0,1833.0,0.0,1833.0,5910.0,
06/30/1998,5982.0,33.0,33.0,0.0,877.0,,,566.0,214.0,144.0,208.0,,124.0,,,,,1600.0,3970.0,8332.0,-4362.0,0.0,412.0,,,,,412.0,4382.0,,771.0,771.0,,,,0.0,,,,,,0.0,,,0.0,771.0,1853.0,,,,,1457.0,,,,1457.0,3310.0,4081.0,0.0,94.0,,,-332.0,,2139.0,1901.0,0.0,1901.0,5982.0,
09/30/1998,6139.0,86.0,86.0,,840.0,840.0,,568.0,220.0,147.0,444.0,-243.0,185.0,,,,,1679.0,4006.0,8457.0,-4451.0,,454.0,,,,,454.0,4460.0,,982.0,982.0,,,,,,,,,,0.0,,,0.0,982.0,1821.0,,,,,1358.0,,,,1358.0,3179.0,4161.0,,94.0,,,-332.0,2224.0,-8.0,1978.0,,1978.0,6139.0,
12/31/1998,5876.0,29.0,29.0,0.0,776.0,,,493.0,203.0,138.0,409.0,-257.0,117.0,,,,,1415.0,4060.0,8594.0,-4534.0,0.0,401.0,0.0,,,,401.0,4461.0,,316.0,316.0,,,,0.0,,,,,,669.0,,,669.0,985.0,1649.0,,,,,1308.0,,,,1308.0,2957.0,3942.0,0.0,95.0,,,-331.0,,2170.0,1934.0,0.0,1934.0,5876.0,
03/31/1999,5891.0,55.0,55.0,0.0,748.0,748.0,,521.0,199.0,154.0,407.0,-239.0,147.0,,,,,1471.0,3972.0,8605.0,-4633.0,0.0,448.0,,,,,448.0,4420.0,,828.0,828.0,,,,0.0,,,,,,0.0,,,0.0,828.0,1851.0,,,,,1368.0,,,,1368.0,3219.0,4047.0,0.0,94.0,,,-381.0,2178.0,-47.0,1844.0,0.0,1844.0,5891.0,
06/30/1999,6161.0,90.0,90.0,0.0,680.0,680.0,,503.0,192.0,142.0,409.0,,135.0,,,,,1408.0,3933.0,8644.0,-4711.0,0.0,820.0,,,,,820.0,4753.0,,309.0,309.0,,,,0.0,,,,,,551.0,,,551.0,860.0,2085.0,,,,,1376.0,,,,1376.0,3461.0,4321.0,0.0,95.0,,,-381.0,2186.0,-60.0,1840.0,0.0,1840.0,6161.0,
09/30/1999,6210.0,75.0,75.0,0.0,640.0,640.0,,530.0,220.0,141.0,426.0,-257.0,146.0,,,,,1391.0,4008.0,8810.0,-4802.0,0.0,811.0,387.0,387.0,0.0,,424.0,4819.0,,940.0,940.0,,,,0.0,,,,,,0.0,,,0.0,940.0,2090.0,,,,,1322.0,,,,1322.0,3412.0,4352.0,0.0,96.0,,,-381.0,2184.0,-41.0,1858.0,0.0,1858.0,6210.0,
12/31/1999,6303.0,186.0,186.0,,572.0,572.0,,485.0,210.0,128.0,404.0,-257.0,246.0,,,,,1489.0,3950.0,8820.0,-4870.0,,864.0,446.0,271.0,175.0,,418.0,4814.0,,1009.0,1009.0,,,,599.0,,,,,,0.0,,,0.0,1608.0,1506.0,,,,,1430.0,,,,1430.0,2936.0,4544.0,0.0,96.0,,,-381.0,2098.0,-54.0,1759.0,0.0,1759.0,6303.0,
03/31/2000,6238.0,52.0,52.0,,580.0,580.0,,526.0,207.0,134.0,448.0,-263.0,222.0,,,,,1380.0,3936.0,8881.0,-4945.0,,922.0,440.0,268.0,172.0,,482.0,4858.0,,963.0,963.0,,,,522.0,,,,,,0.0,,,0.0,1485.0,1508.0,,,,,1509.0,,,,1509.0,3017.0,4502.0,,96.0,,,-438.0,2133.0,-55.0,1736.0,,1736.0,6238.0,
06/30/2000,6247.0,169.0,169.0,0.0,584.0,584.0,,548.0,226.0,129.0,459.0,-266.0,224.0,,,,,1525.0,3824.0,8807.0,-4983.0,0.0,898.0,435.0,265.0,170.0,,463.0,4722.0,,324.0,324.0,,,,103.0,,,,,,717.0,,,717.0,1144.0,1854.0,1854.0,0.0,0.0,,1491.0,,,,1491.0,3345.0,4489.0,0.0,99.0,,,-438.0,2185.0,-88.0,1758.0,0.0,1758.0,6247.0,
09/30/2000,6567.0,74.0,74.0,0.0,631.0,631.0,,612.0,241.0,131.0,512.0,-272.0,205.0,,,,,1522.0,3925.0,8981.0,-5056.0,0.0,1120.0,606.0,347.0,259.0,,514.0,5045.0,,1056.0,1056.0,,,,114.0,,,,,,0.0,,,0.0,1170.0,2026.0,,,,,1593.0,,,,1593.0,3619.0,4789.0,0.0,99.0,,,-438.0,2248.0,-131.0,1778.0,0.0,1778.0,6567.0,
12/31/2000,6550.0,101.0,101.0,,650.0,650.0,,580.0,248.0,125.0,482.0,-275.0,192.0,,,,,1523.0,3925.0,9039.0,-5114.0,,1102.0,612.0,670.0,-58.0,,490.0,5027.0,,1152.0,1152.0,,,,106.0,,,,,,0.0,,,0.0,1258.0,1914.0,,,,,1566.0,,,,1566.0,3480.0,4738.0,,101.0,,,-438.0,2266.0,-117.0,1812.0,,1812.0,6550.0,
03/31/2001,6517.0,45.0,45.0,,695.0,695.0,,644.0,231.0,165.0,550.0,-302.0,195.0,,,,,1579.0,3845.0,9030.0,-5185.0,,1093.0,613.0,341.0,272.0,,480.0,4938.0,,951.0,951.0,,,,75.0,,,,,,0.0,,,0.0,1026.0,2114.0,,,,,1566.0,,,,1566.0,3680.0,4706.0,,104.0,,,-438.0,2269.0,-124.0,1811.0,,1811.0,6517.0,
06/30/2001,6434.0,70.0,70.0,,673.0,673.0,,731.0,287.0,172.0,574.0,-302.0,182.0,,,,,1656.0,3748.0,8908.0,-5160.0,,1030.0,604.0,336.0,268.0,,426.0,4778.0,,968.0,968.0,,,,179.0,,,,,,0.0,,,0.0,1147.0,2185.0,,,,,1492.0,,,,1492.0,3677.0,4824.0,,119.0,,,-442.0,2088.0,-155.0,1610.0,,1610.0,6434.0,
09/30/2001,6407.0,75.0,75.0,0.0,661.0,,,736.0,240.0,179.0,598.0,-281.0,175.0,,,,,1647.0,3737.0,9274.0,-5537.0,0.0,1023.0,631.0,351.0,280.0,,392.0,4760.0,,501.0,501.0,,,,133.0,133.0,0.0,0.0,,,465.0,,,465.0,1099.0,2158.0,2158.0,0.0,0.0,,1514.0,,,,1514.0,3672.0,4771.0,0.0,120.0,,,-442.0,,1958.0,1636.0,0.0,1636.0,6407.0,
12/31/2001,6092.0,66.0,66.0,0.0,570.0,,,659.0,210.0,168.0,569.0,0.0,169.0,,,,,1464.0,3627.0,9302.0,-5675.0,0.0,1001.0,614.0,339.0,275.0,,387.0,4628.0,,369.0,369.0,,,,54.0,54.0,0.0,0.0,,,537.0,,,537.0,960.0,2143.0,2143.0,0.0,0.0,,1607.0,,,,1607.0,3750.0,4710.0,0.0,119.0,,,-442.0,,1705.0,1382.0,0.0,1382.0,6092.0,
03/31/2002,6035.0,81.0,81.0,0.0,592.0,592.0,,654.0,218.0,166.0,558.0,-288.0,171.0,,,,,1498.0,3570.0,9323.0,-5753.0,0.0,967.0,587.0,354.0,233.0,,380.0,4537.0,,860.0,860.0,,,,53.0,,,,,,0.0,,,0.0,913.0,2157.0,,,,,1603.0,,,,1603.0,3760.0,4673.0,0.0,119.0,,,-436.0,1928.0,-249.0,1362.0,0.0,1362.0,6035.0,
06/30/2002,6185.0,74.0,74.0,0.0,671.0,671.0,,685.0,243.0,165.0,551.0,-274.0,184.0,,,,,1614.0,3601.0,9474.0,-5873.0,0.0,970.0,587.0,351.0,236.0,,383.0,4571.0,,1042.0,1042.0,,,,4.0,4.0,0.0,0.0,,,0.0,,,0.0,1046.0,2060.0,2060.0,0.0,0.0,,1623.0,,,,1623.0,3683.0,4729.0,0.0,120.0,,,-436.0,1938.0,-166.0,1456.0,0.0,1456.0,6185.0,
09/30/2002,6100.0,88.0,88.0,0.0,616.0,616.0,,690.0,224.0,171.0,565.0,-270.0,174.0,,,,,1568.0,3563.0,9388.0,-5825.0,0.0,969.0,581.0,349.0,232.0,,388.0,4532.0,,1075.0,1075.0,,,,4.0,,,,,,0.0,,,0.0,1079.0,1996.0,,,,,1572.0,,,,1572.0,3568.0,4647.0,0.0,120.0,,,-436.0,1928.0,-159.0,1453.0,0.0,1453.0,6100.0,
12/31/2002,6287.0,77.0,77.0,0.0,532.0,,,713.0,229.0,175.0,582.0,0.0,225.0,,,,,1547.0,3753.0,9660.0,-5907.0,0.0,987.0,573.0,344.0,229.0,,414.0,4740.0,,471.0,471.0,,,,42.0,42.0,0.0,0.0,,,734.0,,,734.0,1247.0,2054.0,2054.0,0.0,0.0,,1715.0,,,,1715.0,3769.0,5016.0,0.0,120.0,,,-436.0,1882.0,-295.0,1271.0,0.0,1271.0,6287.0,
03/31/2003,6339.0,76.0,76.0,,654.0,654.0,,724.0,237.0,177.0,591.0,-281.0,179.0,,,,,1633.0,3717.0,9683.0,-5966.0,,989.0,570.0,345.0,225.0,,419.0,4706.0,,1075.0,1075.0,,,,513.0,,,,,,0.0,,,0.0,1588.0,1744.0,,,,,1723.0,,,,1723.0,3467.0,5055.0,,121.0,,,-436.0,1869.0,-270.0,1284.0,,1284.0,6339.0,
06/30/2003,6355.0,69.0,69.0,0.0,667.0,667.0,,733.0,226.0,182.0,606.0,0.0,195.0,,,,,1664.0,3697.0,9764.0,-6067.0,0.0,994.0,568.0,347.0,221.0,,426.0,4691.0,,426.0,426.0,,,,551.0,551.0,0.0,0.0,,,550.0,,,550.0,1527.0,1754.0,1754.0,0.0,0.0,,1746.0,,,,1746.0,3500.0,5027.0,0.0,123.0,,,-436.0,1870.0,-229.0,1328.0,0.0,1328.0,6355.0,
09/30/2003,5702.0,53.0,53.0,,608.0,608.0,,709.0,224.0,176.0,588.0,-279.0,144.0,,,,,1514.0,3413.0,9806.0,-6393.0,,775.0,359.0,314.0,45.0,,416.0,4188.0,,916.0,916.0,,,,506.0,,,,,,0.0,,,0.0,1422.0,1703.0,,,,,1589.0,,,,1589.0,3292.0,4714.0,,123.0,,,-436.0,1500.0,-199.0,988.0,,988.0,5702.0,
12/31/2003,6230.0,558.0,558.0,0.0,614.0,,,698.0,228.0,175.0,583.0,0.0,140.0,,,,,2010.0,3419.0,9861.0,-6442.0,0.0,801.0,350.0,317.0,33.0,,451.0,4220.0,,478.0,478.0,,,,526.0,526.0,0.0,0.0,,,473.0,,,473.0,1477.0,2089.0,2089.0,0.0,0.0,,1621.0,,,,1621.0,3710.0,5187.0,0.0,123.0,,,-435.0,1476.0,-121.0,1043.0,0.0,1043.0,6230.0,
03/31/2004,5765.0,42.0,42.0,,732.0,732.0,,689.0,231.0,170.0,568.0,-280.0,121.0,,,,,1584.0,3351.0,9884.0,-6533.0,,830.0,348.0,315.0,33.0,,482.0,4181.0,,909.0,909.0,,,,1.0,,,,,,0.0,,,0.0,910.0,2213.0,,,,,1648.0,,,,1648.0,3861.0,4771.0,,125.0,,,-435.0,1436.0,-132.0,994.0,,994.0,5765.0,
06/30/2004,5808.0,145.0,145.0,,670.0,670.0,,589.0,173.0,174.0,530.0,-288.0,313.0,,,,,1717.0,3206.0,9434.0,-6228.0,,885.0,336.0,315.0,21.0,,549.0,4091.0,,942.0,942.0,,,,1.0,,,,,,66.0,,,66.0,1009.0,2153.0,,,,,1601.0,,,,1601.0,3754.0,4763.0,,136.0,,,-435.0,1486.0,-142.0,1045.0,,1045.0,5808.0,
09/30/2004,5611.0,179.0,179.0,,671.0,671.0,,580.0,173.0,166.0,554.0,-313.0,123.0,,,,,1553.0,3165.0,9511.0,-6346.0,,893.0,344.0,315.0,29.0,,549.0,4058.0,,948.0,948.0,,,,1.0,,,,,,0.0,,,0.0,949.0,2066.0,,,,,1557.0,,,,1557.0,3623.0,4572.0,,139.0,,,-435.0,1490.0,-155.0,1039.0,,1039.0,5611.0,
12/31/2004,5872.0,325.0,325.0,0.0,675.0,,,582.0,196.0,171.0,570.0,-355.0,186.0,,,,,1768.0,3192.0,9628.0,-6436.0,0.0,912.0,361.0,314.0,47.0,,551.0,4104.0,,1098.0,1098.0,,,,1.0,,,,,,0.0,,,0.0,1099.0,2061.0,,,,,1528.0,,,,1528.0,3589.0,4688.0,0.0,211.0,,,-433.0,1509.0,-103.0,1184.0,0.0,1184.0,5872.0,
03/31/2005,5999.0,393.0,393.0,0.0,718.0,718.0,,672.0,199.0,194.0,647.0,-368.0,161.0,,,,,1944.0,3142.0,9526.0,-6384.0,0.0,913.0,340.0,314.0,26.0,,573.0,4055.0,,487.0,487.0,,,,44.0,,,,,,533.0,,,533.0,1064.0,2055.0,,,,,1535.0,,,,1535.0,3590.0,4654.0,0.0,257.0,,,-433.0,1636.0,-115.0,1345.0,0.0,1345.0,5999.0,
06/30/2005,5569.0,241.0,241.0,0.0,679.0,679.0,,740.0,262.0,208.0,633.0,-363.0,177.0,,,,,1837.0,3110.0,9468.0,-6358.0,0.0,622.0,312.0,312.0,0.0,,310.0,3732.0,,1069.0,1069.0,,,,5.0,,,,,,0.0,,,0.0,1074.0,1449.0,,,,,1539.0,,,,1539.0,2988.0,4062.0,0.0,301.0,,,-432.0,1806.0,-168.0,1507.0,0.0,1507.0,5569.0,
09/30/2005,5571.0,286.0,286.0,0.0,674.0,674.0,,705.0,284.0,204.0,602.0,-385.0,179.0,,,,,1844.0,3134.0,9538.0,-6404.0,0.0,593.0,312.0,312.0,0.0,,281.0,3727.0,,1021.0,1021.0,,,,4.0,,,,,,0.0,,,0.0,1025.0,1436.0,,,,,1515.0,,,,1515.0,2951.0,3976.0,0.0,302.0,,,-432.0,1893.0,-168.0,1595.0,0.0,1595.0,5571.0,
12/31/2005,5773.0,524.0,524.0,0.0,575.0,575.0,,671.0,247.0,207.0,664.0,-447.0,154.0,,,,,1924.0,3162.0,9597.0,-6435.0,0.0,687.0,312.0,312.0,0.0,,375.0,3849.0,,1047.0,1047.0,,,,4.0,,,,,,0.0,,,0.0,1051.0,1621.0,,,,,1489.0,,,,1489.0,3110.0,4161.0,0.0,321.0,,,-432.0,1923.0,-200.0,1612.0,0.0,1612.0,5773.0,
03/31/2006,5782.0,485.0,485.0,0.0,635.0,635.0,,683.0,255.0,208.0,666.0,-446.0,126.0,,,,,1929.0,3176.0,9670.0,-6494.0,0.0,677.0,312.0,312.0,0.0,,365.0,3853.0,,993.0,993.0,,,,4.0,,,,,,0.0,,,0.0,997.0,1587.0,,,,,1481.0,,,,1481.0,3068.0,4065.0,0.0,337.0,,,-432.0,1992.0,-180.0,1717.0,0.0,1717.0,5782.0,
06/30/2006,6002.0,497.0,497.0,0.0,750.0,750.0,,728.0,328.0,210.0,637.0,-447.0,143.0,,,,,2118.0,3209.0,9705.0,-6496.0,0.0,675.0,313.0,313.0,0.0,,362.0,3884.0,,1050.0,1050.0,,,,3.0,,,,,,0.0,,,0.0,1053.0,1581.0,,,,,1516.0,,,,1516.0,3097.0,4150.0,0.0,364.0,,,-432.0,2070.0,-150.0,1852.0,0.0,1852.0,6002.0,
09/30/2006,6066.0,430.0,430.0,0.0,758.0,758.0,,702.0,378.0,227.0,672.0,-575.0,269.0,,,,,2159.0,3056.0,8763.0,-5707.0,0.0,851.0,313.0,313.0,0.0,,538.0,3907.0,,1041.0,1041.0,,,,3.0,,,,,,15.0,,,15.0,1059.0,1586.0,,,,,1519.0,,,,1519.0,3105.0,4164.0,0.0,369.0,,,-432.0,2129.0,-164.0,1902.0,0.0,1902.0,6066.0,
12/31/2006,6173.0,939.0,939.0,0.0,682.0,682.0,,682.0,280.0,206.0,660.0,-464.0,119.0,,,,,2422.0,3069.0,8844.0,-5775.0,0.0,682.0,314.0,314.0,0.0,,368.0,3751.0,,581.0,581.0,,,,3.0,,,,,,475.0,,,475.0,1059.0,1589.0,,,,,1496.0,,,,1496.0,3085.0,4144.0,0.0,449.0,,,-432.0,2186.0,-174.0,2029.0,0.0,2029.0,6173.0,
03/31/2007,6116.0,833.0,833.0,0.0,704.0,704.0,,665.0,306.0,197.0,635.0,-473.0,180.0,,,,,2382.0,2994.0,8733.0,-5739.0,0.0,740.0,314.0,314.0,0.0,,426.0,3734.0,,991.0,991.0,,,,0.0,,,,,,2.0,,,2.0,993.0,1595.0,,,,,1423.0,,,,1423.0,3018.0,4011.0,0.0,505.0,,,-465.0,2234.0,-169.0,2105.0,0.0,2105.0,6116.0,
06/30/2007,6240.0,891.0,891.0,0.0,747.0,747.0,,700.0,326.0,203.0,635.0,-464.0,163.0,,,,,2501.0,3040.0,8714.0,-5674.0,0.0,699.0,315.0,315.0,0.0,,384.0,3739.0,,1028.0,1028.0,,,,72.0,,,,,,0.0,,,0.0,1100.0,1507.0,,,,,1463.0,,,,1463.0,2970.0,4070.0,0.0,550.0,,,-517.0,2302.0,-165.0,2170.0,0.0,2170.0,6240.0,
09/30/2007,5945.0,781.0,781.0,0.0,596.0,596.0,,646.0,304.0,191.0,632.0,-481.0,274.0,,,,,2297.0,2963.0,8679.0,-5716.0,0.0,685.0,321.0,321.0,0.0,,364.0,3648.0,,975.0,975.0,,,,72.0,,,,,,27.0,,,27.0,1074.0,1522.0,,,,,1358.0,,,,1358.0,2880.0,3954.0,0.0,565.0,,,-731.0,2286.0,-129.0,1991.0,0.0,1991.0,5945.0,
12/31/2007,6009.0,888.0,888.0,0.0,546.0,546.0,,539.0,247.0,195.0,607.0,-510.0,320.0,,,,,2293.0,2846.0,8152.0,-5306.0,0.0,870.0,316.0,316.0,0.0,,554.0,3716.0,,578.0,578.0,,,,72.0,,,,,,472.0,,,472.0,1122.0,1535.0,,,,,1270.0,,,,1270.0,2805.0,3927.0,0.0,574.0,,,-813.0,2349.0,-28.0,2082.0,0.0,2082.0,6009.0,
