Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
08/31/1989,176.985001,104.756,1.215,103.541,26.257999,,15.128,,,,,1.411,147.552994,27.184,59.688,-32.504002,0.0,2.248,,,,2.248,29.432,,9.262,9.262,0.0,,,,12.688001,12.688001,21.950001,0.0,,,,0.926,0.926,0.926,22.876001,0.0,5.24,0.0,,148.869003,154.109003,0.0,154.109003,176.985004,
11/30/1989,173.035004,104.319999,0.707,103.612999,21.747999,,16.191,,,,,1.342,143.600998,27.246,60.199001,-32.952999,0.0,2.188,,,,2.188,29.434,,5.314,5.314,0.0,,,,11.577001,11.577001,16.891001,0.0,,,,0.998,0.998,0.998,17.889001,0.0,5.24,0.0,,149.906006,155.146006,0.0,155.146006,173.035006,
02/28/1990,175.100998,102.468,0.038,102.43,26.176001,,15.484,,,,,1.626,145.753998,27.066,60.556999,-33.491001,0.0,2.281,,,,2.281,29.347,,8.222,8.222,0.0,,,,10.934,10.934,19.156,0.0,,,,1.069,1.069,1.069,20.225,0.0,5.24,0.0,,149.636002,154.876001,0.0,154.876001,175.101002,
05/31/1990,178.854004,108.703003,1.903,106.800003,26.061001,,11.472,,,,,3.398,149.634003,26.825001,60.738998,-33.914001,0.0,2.395,,,,2.395,29.220001,,7.368,7.368,0.0,,,,13.326,13.326,20.694,0.0,,,,1.14,1.14,1.14,21.834,0.0,5.24,0.0,,151.779999,157.019999,0.0,157.019999,178.853999,
08/31/1990,182.285004,106.109997,1.008,105.101997,28.789,,14.14,,,,,4.044,153.082993,26.82,61.175999,-34.355999,0.0,2.382,,,,2.382,29.202,,10.121,10.121,0.0,,,,12.809999,12.809999,22.931,0.0,,,,1.211,1.211,1.211,24.142,0.0,5.24,0.0,,152.903,158.143,0.0,158.143,182.284999,
11/30/1990,177.466995,110.570998,0.707,109.863998,18.729,,14.161,,,,,4.2,147.660995,27.41,62.301998,-34.891998,0.0,2.396,,,,2.396,29.806,,5.246,5.246,0.0,,,,12.610001,12.610001,17.856001,0.0,,,,1.283,1.283,1.283,19.139001,0.0,5.24,0.0,,153.087997,158.327997,0.0,158.327997,177.466998,
02/28/1991,176.365005,111.252003,1.604,109.648003,18.649,,12.016,,,,,4.104,146.020996,27.864,63.264,-35.400002,0.0,2.48,,,,2.48,30.344,,5.176,5.176,0.0,,,,13.967,13.967,19.143,0.0,,,,1.372,1.372,1.372,20.515,0.0,5.24,0.0,,150.610001,155.85,0.0,155.85,176.365,
05/31/1991,176.423996,110.801004,1.127,109.674004,22.412001,,9.332,,,,,3.167,145.712006,28.072001,64.056,-35.984001,0.0,2.64,,,,2.64,30.712001,,6.595,6.595,0.0,,,,11.537999,11.537999,18.132999,0.0,,,,1.425,1.425,1.425,19.557999,0.0,5.24,0.0,,151.626007,156.866007,0.0,156.866007,176.424006,
08/31/1991,176.718002,108.980998,2.936,106.044998,24.233,,9.66,,,,,3.067,145.940994,28.177,64.750999,-36.574001,0.0,2.6,,,,2.6,30.777,,6.258,6.258,0.0,,,,11.689001,11.689001,17.947001,0.0,,,,1.505,1.505,1.505,19.452,0.0,5.24,0.0,,152.026001,157.266001,0.0,157.266001,176.718001,
11/30/1991,174.358002,113.117002,4.148,108.969002,18.625999,,8.906,,,,,3.008,143.656998,28.087,65.25,-37.162998,0.0,2.614,,,,2.614,30.701,,4.557,4.557,0.0,,,,11.183,11.183,15.74,0.0,,,,1.576,1.576,1.576,17.316,0.0,5.24,0.0,,151.802002,157.042002,0.0,157.042002,174.358001,
02/29/1992,176.996002,46.797,1.777,45.02,26.99,,9.589,,,,,2.913,86.289001,27.698999,65.477997,-37.778999,60.294998,2.713,,,,2.713,90.706998,,7.672,7.672,0.0,,,,11.976001,11.976001,19.648001,0.0,,,,1.639,1.639,1.639,21.287001,0.0,5.24,0.0,,150.468994,155.708994,0.0,155.708994,176.995995,
05/31/1992,180.281006,17.257,4.385,12.872,30.525,,9.686,,,,,3.42,60.888,26.339001,63.75,-37.410999,90.219002,2.835,,,,2.835,119.393003,,9.314,9.314,0.0,,,,12.035001,12.035001,21.349001,0.0,,,,1.66,1.66,1.66,23.009001,0.0,5.24,0.0,,152.031998,157.271998,0.0,157.271998,180.280999,
08/31/1992,189.531998,20.293,10.778,9.515,32.723999,,12.919,,,,,4.581,70.516998,25.959999,63.028,-37.068001,90.213997,2.841,,,,2.841,119.014996,,15.312,15.312,0.0,,,,13.749001,13.749001,29.061001,0.0,,,,1.731,1.731,1.731,30.792001,0.0,5.24,0.0,,153.5,158.74,0.0,158.74,189.532001,
11/30/1992,191.007004,17.903,8.298,9.605,29.329,,19.42,,,,,4.743,71.394997,26.558001,64.137001,-37.578999,90.208,2.846,,,,2.846,119.612001,,13.708,13.708,0.0,,,,15.233,15.233,28.941,0.0,,,,1.803,1.803,1.803,30.744,0.0,5.24,0.0,,155.022995,160.262995,0.0,160.262995,191.006995,
02/28/1993,190.296997,5.897,5.897,0.0,39.396,,21.67,,,,,3.58,70.542999,26.624001,64.889,-38.264999,90.203003,2.927,,,,2.927,119.754004,,10.884,10.884,0.0,,,,17.150001,17.150001,28.034,0.0,,,,1.874,1.874,1.874,29.908,0.0,5.24,0.0,,155.149002,160.389002,0.0,160.389002,190.297002,
05/31/1993,188.511002,13.672,8.787,4.885,40.736,,10.724,,,,,3.017,68.149002,27.132,64.449997,-37.318001,90.196999,3.033,,,,3.033,120.361999,,9.672,9.672,0.0,,,,15.065,15.065,24.737,0.0,,,,1.945,1.945,1.945,26.682,0.0,5.24,0.0,,156.589005,161.829005,0.0,161.829005,188.511005,
08/31/1993,197.774994,20.839,11.096,9.743,39.123001,,13.054,,,,,3.698,76.713997,28.164,66.139,-37.974998,90.192001,2.705,,,,2.705,121.061001,,14.374,14.374,0.0,,,,17.721002,17.721002,32.095001,0.0,,,,2.196,2.196,2.196,34.291001,0.0,5.24,0.0,,158.244003,163.484003,0.0,163.484003,197.775004,
11/30/1993,205.031998,24.844,11.07,13.774,37.055,,17.118999,,,,,4.26,83.278,28.822001,67.470001,-38.647999,90.185997,2.746,,,,2.746,121.753998,,15.831,15.831,0.0,,,,20.523,20.523,36.354,0.0,,,,2.267,2.267,2.267,38.621,0.0,5.24,0.0,,161.171005,166.411005,0.0,166.411005,205.032005,
02/28/1994,206.072006,12.614,10.625,1.989,43.546001,,22.837999,,,,,5.208,84.206001,29.365999,68.783997,-39.417999,89.908997,2.591,,,,2.591,121.865996,,14.47,14.47,0.0,,,,21.758,21.758,36.228001,0.0,,,,2.339,2.339,2.339,38.567001,0.0,5.24,0.0,,162.264999,167.504999,0.0,167.504999,206.072,
05/31/1994,208.531006,17.128,9.232,7.896,44.514,,15.531,,,,,6.405,83.578003,32.330002,72.276001,-39.945999,89.912003,2.711,,,,2.711,124.953005,,14.468,14.468,0.0,,,,21.351,21.351,35.819,0.0,,,,2.329,2.329,2.329,38.148,0.0,5.24,-1.053,,166.196005,170.383005,0.0,170.383005,208.531005,
08/31/1994,215.604004,16.567,3.843,12.724,43.667999,,18.997999,,,,,6.988,86.221001,36.768002,76.606003,-39.838001,89.914001,2.701,,,,2.701,129.383003,,16.136999,16.136999,0.0,,,,24.021002,24.021002,40.158001,0.0,,,,2.376,2.376,2.376,42.534001,0.0,5.24,-1.053,,168.883002,173.070002,0.0,173.070002,215.604002,
11/30/1994,217.994003,14.108,6.272,7.836,40.280998,,23.441,,,,,7.733,85.563004,39.790001,80.069,-40.278999,89.917,2.724,,,,2.724,132.431001,,14.437,14.437,0.0,,,,25.362999,25.362999,39.799999,0.0,,,,2.416,2.416,2.416,42.215999,0.0,5.24,-1.053,,171.590994,175.777994,0.0,175.777994,217.993993,
02/28/1995,219.733994,39.799999,7.646,32.153999,44.151001,,24.66,,,,,5.686,114.296997,42.695999,83.837997,-41.141998,59.918999,2.822,,,,2.822,105.436998,,13.663,13.663,0.0,,,,27.246,27.246,40.909,0.0,,,,2.447,2.447,2.447,43.356,0.0,5.24,-1.695,,172.833001,176.378,0.0,176.378,219.734001,
05/31/1995,215.464005,39.911,10.754,29.157,45.374001,,14.805,,,,,7.246,107.335999,45.256001,87.170998,-41.915001,59.917,2.955,,,,2.955,108.128001,,9.962,9.962,0.0,,,,23.283998,23.283998,33.245998,0.0,,,,2.486,2.486,2.486,35.731998,0.0,5.24,-1.695,,176.187004,179.732004,0.0,179.732004,215.464002,
08/31/1995,221.112,44.953999,5.39,39.563999,48.032001,,11.627,,,,,8.382,112.995003,45.271,87.807999,-42.536999,59.914001,2.932,,,,2.932,108.117001,,13.623,13.623,0.0,,,,29.777001,29.777001,43.400002,0.0,,,,2.517,2.517,2.517,45.917001,0.0,5.24,-9.53,,179.485002,175.195002,0.0,175.195002,221.112003,
11/30/1995,227.632004,58.703,6.495,52.208,41.160999,,11.559,,,,,8.748,120.170998,44.582001,85.032997,-40.451,59.911999,2.967,,,,2.967,107.460999,,13.268,13.268,0.0,,,,32.539999,32.539999,45.807999,0.0,,,,2.555,2.555,2.555,48.362999,0.0,5.24,-9.902,,183.931007,179.269007,0.0,179.269007,227.632005,
02/29/1996,227.977005,54.134999,9.487,44.647999,49.318001,,11.438,,,,,6.009,120.900002,44.099998,85.078003,-40.978001,59.909,3.068,,,,3.068,107.076999,,11.919,11.919,0.0,,,,33.797999,33.797999,45.716999,0.0,,,,2.598,2.598,2.598,48.314999,0.0,5.24,-11.366,,185.787997,179.661997,0.0,179.661997,227.976996,
05/31/1996,230.335999,55.093001,10.712,44.381001,48.727001,,10.622,,,,,9.425,123.866997,43.400002,84.123001,-40.723,59.907001,3.162,,,,3.162,106.469003,,10.249,10.249,0.0,,,,32.856999,32.856999,43.105999,0.0,,,,2.963,2.963,2.963,46.068999,0.0,5.24,-11.366,,190.392993,184.266993,0.0,184.266993,230.335992,
08/31/1996,233.539993,82.203,4.508,77.695,55.286999,,11.208,,,,,8.743,157.440994,43.047001,84.634003,-41.587002,29.898001,3.154,,,,3.154,76.099002,,12.112,12.112,0.0,,,,36.645999,36.645999,48.757999,0.0,,,,2.969,2.969,2.969,51.727,0.0,5.24,-18.701,,195.273998,181.812998,0.0,181.812998,233.539997,
11/30/1996,227.158997,93.309997,7.763,85.546997,37.858002,,10.909,,,,,9.108,151.184998,42.872002,83.917999,-41.046001,29.915001,3.187,,,,3.187,75.974003,,9.642,9.642,0.0,,,,34.817999,34.817999,44.459999,0.0,,,,2.993,2.993,2.993,47.452999,0.0,5.24,-25.608999,,200.075003,179.706003,0.0,179.706003,227.159002,
02/28/1997,216.862,82.777998,8.872,73.905998,39.794998,,10.769,,,,,7.728,141.070007,42.59,84.579002,-41.988998,29.931999,3.27,,,,3.27,75.791999,,7.183,7.183,0.0,,,,32.017001,32.017001,39.200001,0.0,,,,3.031,3.031,3.031,42.231001,0.0,5.24,-30.997999,,200.389006,174.631006,0.0,174.631006,216.862007,
05/31/1997,217.867004,110.497003,9.489,101.008003,43.360001,,9.993,,,,,8.678,172.528,41.952,84.042999,-42.091,0.0,3.387,,,,3.387,45.339,,9.742,9.742,0.0,,,,28.843999,28.843999,38.585999,0.0,,,,3.06,3.06,3.06,41.645999,0.0,5.24,-34.145,,205.126003,176.221003,0.0,176.221003,217.867002,
08/31/1997,226.983994,117.990004,10.093,107.897003,44.693001,,10.657,,,,,8.64,181.979996,41.580002,84.517998,-42.938,0.0,3.424,,,,3.424,45.004002,,9.773,9.773,0.0,,,,33.771998,33.771998,43.544998,0.0,,,,3.194,3.194,3.194,46.738998,0.0,5.24,-34.145,,209.150005,180.245005,0.0,180.245005,226.984003,
11/30/1997,220.244003,121.450004,7.429,114.021004,36.544998,,9.418,,,,,8.101,175.514008,41.313999,85.125999,-43.812,0.0,3.416,,,,3.416,44.729999,,7.424,7.424,0.0,,,,32.427002,32.427002,39.851002,0.0,,,,3.157,3.157,3.157,43.008002,0.0,5.24,-41.060001,,213.056004,177.236002,0.0,177.236002,220.244004,
02/28/1998,226.235992,124.235997,8.231,116.004997,41.547001,,9.542,,,,,6.417,181.742004,40.951,85.658997,-44.708,0.0,3.543,,,,3.543,44.494,,10.301,10.301,0.0,,,,34.819999,34.819999,45.120998,0.0,,,,3.157,3.157,3.157,48.277998,0.0,5.24,-41.060001,,213.778004,177.958002,0.0,177.958002,226.236001,
05/31/1998,233.003998,128.782997,10.667,118.115997,42.897999,,9.155,4.248,4.907,0.0,,7.646,188.481995,40.951,86.533997,-45.583,0.0,3.571,0.0,,,3.571,44.522,,12.872,12.872,0.0,,,,33.425001,33.425001,46.297001,0.0,,,,3.184,3.184,3.184,49.481001,0.0,5.24,-41.060001,,219.343006,183.523005,0.0,183.523005,233.004005,
08/31/1998,240.035004,133.306003,10.061,123.245003,44.583,44.583,9.489,4.167,5.107,0.215,0.0,7.002,194.380005,42.048,88.335999,-46.287998,0.0,3.607,0.0,,,3.607,45.655,,15.618,15.618,0.0,,,,37.713001,37.713001,53.331001,0.0,,,,3.266,3.266,3.266,56.597001,0.0,5.24,-46.240002,224.438004,-4e-06,183.437998,0.0,183.437998,240.034999,
11/30/1998,237.615005,136.244996,9.252,126.992996,37.995998,37.995998,9.881,4.481,5.262,0.138,0.0,7.013,191.134995,42.867001,89.956001,-47.089001,0.0,3.613,0.0,,,3.613,46.48,,11.633,11.633,0.0,,,,39.483001,39.483001,51.116001,0.0,,,,3.334,3.334,3.334,54.450001,0.0,5.24,-52.409,230.334,4e-06,183.165003,0.0,183.165003,237.615004,
02/28/1999,240.572006,132.266,6.418,125.848,44.970001,44.970001,9.861,4.718,5.077,0.066,0.0,6.509,193.606003,43.238998,90.160004,-46.921001,0.0,3.727,0.0,,,3.727,46.965998,,10.025,10.025,0.0,,,,41.663,41.663,51.688,0.0,,,,3.408,3.408,3.408,55.096,0.0,5.24,-52.409,232.645004,-1.1e-05,185.475992,0.0,185.475992,240.571992,
05/31/1999,240.981995,133.042001,4.266,128.776001,41.786999,,10.471,5.245,5.226,0.0,0.0,7.758,193.057999,44.102001,92.0,-47.897999,0.0,3.822,0.0,,,3.822,47.924001,,8.496,8.496,0.0,,,,37.164,37.164,45.66,0.0,,,,3.63,3.63,3.63,49.29,0.0,5.24,-52.409,,238.860996,191.691996,0.0,191.691996,240.981996,
08/31/1999,247.255997,111.990999,4.683,107.307999,43.186001,43.186001,10.679,5.177,5.385,0.117,0.0,7.929,173.785004,44.495998,93.246002,-48.75,25.122,3.853,0.0,,,3.853,73.470998,,10.397,10.397,0.0,,,,38.244998,38.244998,48.641998,0.0,,,,3.647,3.647,3.647,52.288998,0.0,5.24,-52.409,242.136002,4e-06,194.967005,0.0,194.967005,247.256003,
11/30/1999,242.921997,118.330001,5.54,112.790001,32.627998,32.627998,10.787,5.509,5.006,0.272,0.0,7.384,169.128998,44.738998,94.389,-49.650002,25.105,3.949,0.0,,,3.949,73.792998,,7.749,7.749,0.0,,,,36.605999,36.605999,44.355,0.0,,,,3.656,3.656,3.656,48.010999,0.0,5.24,-55.595001,245.266006,0.0,194.911005,0.0,194.911005,242.922004,
02/29/2000,238.576004,112.547001,4.563,107.984001,34.521999,34.521999,10.109,5.078,5.031,0.0,0.0,7.471,164.649002,44.862,95.443001,-50.581001,25.089001,3.976,0.0,0.0,0.0,3.976,73.927,,6.116,6.116,0.0,,,,37.379998,37.379998,43.495998,0.0,,,,3.673,3.673,3.673,47.168998,0.0,5.24,-58.514999,244.682007,0.0,191.407007,0.0,191.407007,238.576006,
05/31/2000,235.666,108.938,7.006,101.932,35.43,,9.807,4.772,4.771,0.264,,8.261,162.436,44.188,95.74,-51.552,25.072,3.97,,,,3.97,73.23,,6.35,6.35,,,,,32.685,32.685,39.035,,,,,3.682,3.682,3.682,42.717,,5.24,-59.77,,247.479,192.949,,192.949,235.666,
08/31/2000,237.895004,137.385002,6.221,131.164001,35.242001,35.242001,9.68,4.56,4.84,0.28,0.0,7.991,190.298004,43.598,96.064003,-52.466,0.0,3.999,0.0,0.0,0.0,3.999,47.597,,8.039,8.039,0.0,0.0,0.0,0.0,34.291002,34.291002,42.330002,0.0,0.0,0.0,0.0,3.699,3.699,3.699,46.029002,0.0,5.24,-62.418999,249.044998,-0.000999,191.865,0.0,191.865,237.894001,
11/30/2000,237.439,144.125,6.644,137.481,26.444,26.444,9.68,0.0,0.0,0.0,9.68,9.971,190.22,43.211,96.512,-53.301,0.0,4.008,0.0,0.0,0.0,4.008,47.219,,6.604,6.604,0.0,0.0,0.0,0.0,36.74,36.74,43.344,0.0,0.0,0.0,0.0,3.709,3.709,3.709,47.053,0.0,5.24,-65.494,250.64,0.0,190.386,0.0,190.386,237.439,
02/28/2001,233.115997,142.226995,6.329,135.897995,28.152,28.152,8.999,4.146,4.742,0.111,0.0,7.333,186.710999,42.266998,94.920998,-52.653999,0.0,4.138,0.0,0.0,0.0,4.138,46.404998,,5.874,5.874,0.0,0.0,0.0,0.0,34.631001,34.631001,40.505001,0.0,0.0,0.0,0.0,3.724,3.724,3.724,44.229001,0.0,5.24,-65.744003,249.391006,0.0,188.887003,0.0,188.887003,233.116004,
05/31/2001,235.678,141.421,5.45,135.971,30.757,,9.026,3.891,5.098,0.037,0.0,8.302,189.506,42.044,95.538,-53.494,0.0,4.128,0.0,0.0,0.0,4.128,46.172,,7.187,7.187,0.0,0.0,0.0,0.0,32.728,32.728,39.915,0.0,0.0,0.0,0.0,3.742,3.742,3.742,43.657,0.0,5.24,-65.744,,252.525,192.021,0.0,192.021,235.678,
08/31/2001,238.805,144.182,8.163,136.019,30.289,30.289,9.519,4.0,5.283,0.236,0.0,8.246,192.236,42.41,96.745,-54.335,0.0,4.159,0.0,0.0,0.0,4.159,46.569,,6.64,6.64,0.0,0.0,0.0,0.0,34.349,34.349,40.989,0.0,0.0,0.0,0.0,3.743,3.743,3.743,44.732,0.0,5.24,-65.744,254.577,0.0,194.073,0.0,194.073,238.805,
11/30/2001,240.187,150.558,9.439,141.119,25.559,25.559,9.107,4.075,4.949,0.083,0.0,8.415,193.639,42.296,97.426,-55.13,0.0,4.252,0.0,0.0,0.0,4.252,46.548,,4.641,4.641,0.0,0.0,0.0,0.0,35.375,35.375,40.016,0.0,0.0,0.0,0.0,3.86,3.86,3.86,43.876,0.0,5.24,-65.744,256.815,0.0,196.311,0.0,196.311,240.187,
