Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
02/28/2002,242.130997,152.401995,6.088,146.313995,25.622,25.622,9.519,4.306,4.915,0.298,0.0,8.226,195.768997,42.058998,98.117996,-56.058998,0.0,4.303,0.0,0.0,0.0,4.303,46.361998,,5.472,5.472,0.0,0.0,0.0,0.0,37.104,37.104,42.576,0.0,0.0,0.0,0.0,3.886,3.886,3.886,46.462,0.0,5.24,-65.744003,256.173004,0.0,195.669001,0.0,195.669001,242.131001,
05/31/2002,238.752,147.026,8.699,138.327,28.028,28.028,9.632,4.28,5.183,0.169,0.0,8.137,192.823,41.477,98.537,-57.06,,4.452,,,,4.452,45.929,,5.859,5.859,0.0,,,,30.604,30.604,36.463,,,,,4.056,4.056,4.056,40.519,,5.24,-65.744,258.737,0.0,198.233,,198.233,238.752,
08/31/2002,239.716003,146.293994,9.31,136.983994,29.416,29.416,10.198,4.571,5.295,0.332,0.0,8.28,194.188004,41.053001,98.453003,-57.400002,0.0,4.475,0.0,0.0,0.0,4.475,45.528001,,6.177,6.177,0.0,0.0,0.0,0.0,30.939001,30.939001,37.116001,0.0,0.0,0.0,0.0,4.055,4.055,4.055,41.171001,0.0,5.24,-65.744003,259.049011,-1.5e-05,198.544992,0.0,198.544992,239.715993,
11/30/2002,239.811,152.474,6.39,146.084,24.021,24.021,10.115,0.0,0.0,0.0,10.115,8.258,194.868,40.467,98.589,-58.122,0.0,4.476,0.0,0.0,0.0,4.476,44.943,,4.4,4.4,0.0,0.0,0.0,0.0,32.331,32.331,36.731,0.0,0.0,0.0,0.0,4.095,4.095,4.095,40.826,0.0,5.24,-65.744,259.489,0.0,198.985,0.0,198.985,239.811,
02/28/2003,238.425995,152.503996,8.83,143.673996,23.237,23.237,9.514,4.314,5.134,0.066,0.0,8.635,193.889999,39.882999,98.351997,-58.469002,0.0,4.653,0.0,0.0,0.0,4.653,44.535999,,4.736,4.736,0.0,0.0,0.0,0.0,32.916,32.916,37.652,0.0,0.0,0.0,0.0,4.126,4.126,4.126,41.778,0.0,5.24,-65.744003,257.152008,0.0,196.648005,0.0,196.648005,238.426005,
05/31/2003,239.141,154.457,8.736,145.721,22.292,22.292,9.414,4.132,5.282,0.0,0.0,8.808,194.971,39.131,98.38,-59.249,0.0,5.039,0.0,0.0,0.0,5.039,44.17,,5.99,5.99,0.0,0.0,0.0,0.0,30.186,30.186,36.176,0.0,0.0,0.0,0.0,4.58,4.58,4.58,40.756,0.0,5.24,-65.744,258.889,0.0,198.385,0.0,198.385,239.141,
08/31/2003,241.292,149.527,7.379,142.148,28.409,26.09,10.035,4.392,5.304,0.339,0.0,9.542,197.513,38.726,98.652,-59.926,0.0,5.053,0.0,,,5.053,43.779,,7.341,7.341,0.0,,,,30.419,30.419,37.76,0.0,,,,4.62,4.62,4.62,42.38,0.0,5.24,-65.744,0.0,259.416,198.912,0.0,198.912,241.292,
11/30/2003,242.837,156.593,8.3,148.293,24.086,24.086,10.039,4.34,5.063,0.636,0.0,9.051,199.769,38.029,96.633,-58.604,0.0,5.039,0.0,,,5.039,43.068,,6.704,6.704,0.0,,,,32.0,32.0,38.704,0.0,,,,4.664,4.664,4.664,43.368,0.0,5.24,-65.744,259.973,0.0,199.469,0.0,199.469,242.837,
02/29/2004,240.53,155.057,8.429,146.628,23.222,23.222,9.766,4.361,5.289,0.116,0.0,9.912,197.957,37.374,96.65,-59.276,0.0,5.199,0.0,,,5.199,42.573,,6.038,6.038,0.0,,,,32.544,32.544,38.582,0.0,,,,4.708,4.708,4.708,43.29,0.0,5.24,-65.744,257.744,0.0,197.24,0.0,197.24,240.53,
05/31/2004,241.168,150.449,8.838,141.611,26.09,26.09,9.895,4.158,5.65,0.087,0.0,12.493,198.927,36.93,97.019,-60.089,0.0,5.311,,,,5.311,42.241,,7.776,7.776,0.0,,,,29.166,29.166,36.942,0.0,,,,5.742,5.742,5.742,42.684,0.0,5.24,-65.744,258.988,0.0,198.484,0.0,198.484,241.168,
08/31/2004,241.265,146.417,6.442,139.975,28.468,28.468,11.698,4.672,5.728,1.298,0.0,11.931,198.514,37.429,98.22,-60.791,0.0,5.322,0.0,,,5.322,42.751,,8.243,8.243,0.0,,,,29.47,29.47,37.713,0.0,,,,5.773,5.773,5.773,43.486,0.0,5.24,-65.744,258.283,0.0,197.779,0.0,197.779,241.265,
11/30/2004,237.259,147.469,8.799,138.67,25.769,25.769,10.279,4.399,5.653,0.227,0.0,11.155,194.672,37.158,98.682,-61.524,0.0,5.429,0.0,,,5.429,42.587,,8.158,8.158,0.0,,,,33.533,33.533,41.691,0.0,,,,5.808,5.808,5.808,47.499,0.0,5.24,-65.744,250.264,0.0,189.76,0.0,189.76,237.259,
02/28/2005,236.079,149.437,8.056,141.381,24.571,24.571,10.099,4.695,5.136,0.268,0.0,6.259,190.366,36.647,98.967,-62.32,0.0,9.066,0.0,,,9.066,45.713,,7.921,7.921,0.0,,,,29.191,29.191,37.112,0.0,,,,11.068,11.068,11.068,48.18,0.0,5.24,-65.744,248.403,0.0,187.899,0.0,187.899,236.079,
