Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/27/1998,859.200012,,-757.299988,,101.900024,,-39.599998,,,,,62.299999,-26.1,,22.4,,0.0,,3.7,36.2,-12.1,24.1,12.1,,,11.999999,1.1,13.1,-0.7,,12.4,12.4,,488.079987,0.025625,0.050625,0.050625,522.640015,0.02375,0.046875,0.0525,
12/31/1998,841.900024,,-762.799988,,79.100037,,-34.099998,,,,,45.0,-89.000002,,30.1,,0.0,,58.900002,-44.000002,18.799999,-25.200001,0.0,,,-25.200003,7.3,-17.9,-0.7,,-18.6,-18.6,,488.175995,-0.038125,-0.038125,0.028125,523.791992,-0.038125,-0.038125,0.028125,
04/04/1999,848.7,,-761.8,,86.9,,-34.1,,,,,52.8,-27.9,28.2,28.2,,0.0,,-0.3,24.9,-9.7,15.2,0.0,,,15.2,0.5,15.7,-0.7,0.0,15.0,15.0,,483.84,0.03125,0.03125,0.03125,520.176,0.029375,0.029375,0.029375,
07/04/1999,1011.3,,-889.9,,121.4,,-40.4,,,,,81.0,-28.0,27.3,27.3,,0.0,,0.7,53.0,-20.0,33.0,0.0,,,33.0,-1.0,32.0,-0.7,0.0,31.3,31.3,,485.216,0.064375,0.064375,0.064375,524.8,0.06,0.06,0.06,
10/03/1999,1026.5,,-900.2,,126.3,,-39.9,,,,,86.4,-25.9,26.5,26.5,,0.0,,-0.6,60.5,-22.7,37.8,0.0,,,37.8,-0.8,37.0,-0.6,0.0,36.4,36.4,,482.896,0.075625,0.075625,0.075625,519.328,0.070625,0.070625,0.070625,
12/31/1999,820.7,,-722.0,,98.7,,-40.1,,,,,58.6,-26.0,25.6,25.6,,0.0,,0.4,32.6,-12.5,20.1,0.0,,,20.1,-0.6,19.5,-0.7,0.0,18.8,18.8,,478.832,0.039375,0.039375,0.039375,512.752,0.036875,0.036875,0.036875,
04/02/2000,817.6,,-680.9,,136.7,0.0,-77.6,33.5,,,44.1,59.1,-25.1,,23.4,,,,0.0,34.0,-13.8,20.2,0.0,,,20.2,-0.2,20.0,-0.6,0.0,19.4,19.4,,475.312,0.040625,0.040625,0.040625,507.52,0.03875,0.03875,0.03875,
07/02/2000,961.2,,-801.6,,159.6,0.0,-158.5,32.5,,,126.0,1.1,-25.5,,23.8,,,,0.0,-24.4,6.4,-18.0,,,,-18.0,2.6,-15.4,-0.7,0.0,-16.1,-16.1,,471.104,-0.034375,-0.034375,-0.034375,502.672,-0.034375,-0.034375,-0.034375,
10/01/2000,996.0,,-872.7,,123.3,,-36.3,,,,,87.0,-17.9,24.4,24.4,,0.0,,-6.5,69.1,-24.3,44.8,0.0,,,44.8,-0.3,44.5,-0.6,0.0,43.9,43.9,,462.624,0.095,0.095,0.085625,494.176,0.08875,0.08875,0.080625,
12/31/2000,827.7,,-731.0,,96.7,,-41.8,,,,,54.9,-23.6,23.6,23.6,,0.0,,0.0,31.3,-11.1,20.2,0.0,,,20.2,-1.1,19.1,-0.7,0.0,18.4,18.4,,449.28,0.040625,0.040625,0.040625,480.448,0.03875,0.03875,0.03875,
04/01/2001,850.0,,-760.7,,89.3,,-37.3,,,,,52.0,-23.8,24.3,24.3,,0.0,,-0.5,28.2,-9.7,18.5,0.0,,,18.5,0.0,18.5,-0.6,0.0,17.9,17.9,,437.264,0.040625,0.040625,0.040625,469.728,0.038125,0.038125,0.038125,
07/01/2001,992.6,,-890.1,,102.5,,-30.6,,,,,71.9,-275.8,22.6,22.6,,0.0,,253.2,-203.9,40.6,-163.3,0.0,,,-163.3,1.2,-162.1,-0.6,0.0,-162.7,-162.7,,439.936,-0.37,-0.37,0.0725,472.512,-0.37,-0.37,0.068125,
09/30/2001,1000.5,,-890.6,,109.9,,-32.4,,,,,77.5,-21.1,21.6,21.6,,0.0,,-0.5,56.4,-19.6,36.8,0.0,,,36.8,-0.5,36.3,-0.6,0.0,35.7,35.7,,439.36,0.08125,0.08125,0.08125,472.24,0.07625,0.07625,0.07625,
12/31/2001,843.0,,-753.3,,89.7,,-45.3,,,,,44.4,-34.8,19.8,19.8,,0.0,,15.0,9.6,-1.6,8.0,0.0,,,8.0,0.1,8.1,-0.2,0.0,7.9,7.9,,439.568,0.017972,0.017972,,469.024,0.016844,0.016844,,
03/31/2002,875.9,,-781.4,,94.5,,-37.3,,,,,57.2,-15.6,17.4,17.4,,0.0,,-1.8,41.6,-13.9,27.7,0.0,,,27.7,-0.2,27.5,0.0,0.0,27.5,27.5,,452.416,0.06125,0.06125,0.06125,461.96,0.06,0.06,0.06,
06/30/2002,1034.2,,-900.0,,134.2,,-40.3,,,,,93.9,-17.1,18.9,18.9,,0.0,,-1.8,76.8,-26.3,50.5,0.0,,,50.5,-0.6,49.9,0.0,0.0,49.9,49.9,,450.416,0.11125,0.11125,0.11125,460.608,0.10875,0.10875,0.10875,
09/29/2002,1038.6,,-903.0,,135.6,,-42.2,,,,,93.4,-16.7,18.8,18.8,,0.0,,-2.1,76.7,-26.1,50.6,0.0,,,50.6,-0.6,50.0,0.0,0.0,50.0,50.0,,449.504,0.11125,0.11125,0.11125,459.24,0.10875,0.10875,0.10875,
12/31/2002,910.2,,-795.2,,115.0,,-50.8,,,,,64.2,-14.6,20.5,20.5,,0.0,,-5.9,49.6,-17.6,32.0,3.2,,,28.8,-0.1,28.7,0.0,0.0,28.7,28.7,,449.848,0.06375,0.07125,0.07125,459.584,0.0625,0.07,0.07,
03/30/2003,1070.9,,-935.9,,135.0,,-56.7,,,,,78.3,-30.8,32.0,32.0,,0.0,,-1.2,47.5,-15.7,31.8,0.0,,,31.8,-0.3,31.5,0.0,0.0,31.5,31.5,,449.304,0.07,0.07,0.0725,459.4,0.06875,0.06875,0.07,
06/29/2003,1353.3,,-1157.6,,195.7,,-57.5,,,,,138.2,-30.2,33.4,33.4,,0.0,,-3.2,108.0,-33.5,74.5,0.0,,,74.5,-0.2,74.3,0.0,0.0,74.3,74.3,,448.432,0.16625,0.16625,0.16625,458.448,0.1625,0.1625,0.1625,
09/28/2003,1359.3,,-1157.3,,202.0,,-62.2,,,,,139.8,-41.7,30.9,30.9,,0.0,,10.8,98.1,-29.1,69.0,0.0,,,69.0,-0.2,68.8,0.0,0.0,68.8,68.8,,445.312,0.155,0.155,0.17125,454.64,0.15125,0.15125,0.1675,
12/31/2003,1193.5,,-1044.0,,149.5,,-48.7,,,,,100.8,-23.4,29.6,29.6,,0.0,,-6.2,77.4,-21.8,55.6,0.0,,,55.6,-0.3,55.3,0.0,0.0,55.3,55.3,,445.104,0.12375,0.12375,0.12125,455.4,0.12125,0.12125,0.11875,
04/04/2004,1231.5,,-1012.5,,219.0,,-124.9,,,,,94.1,-25.5,28.3,28.3,,0.0,,-2.8,68.6,-21.5,47.1,0.0,,,47.1,-0.3,46.8,0.0,0.0,46.8,46.8,,445.392,0.105,0.105,0.105,456.24,0.1025,0.1025,0.1025,
07/04/2004,1467.2,,-1193.5,,273.7,,-119.9,,,,,153.8,-22.1,25.0,25.0,,0.0,,-2.9,131.7,-40.8,90.9,0.0,,,90.9,-0.2,90.7,0.0,0.0,90.7,90.7,,442.944,0.205,0.205,0.205,454.8,0.2,0.2,0.2,
10/03/2004,1478.7,,-1196.4,,282.3,,-119.7,,,,,162.6,-14.3,25.7,25.7,,0.0,,-11.4,148.3,-46.3,102.0,0.0,,,102.0,-0.3,101.7,0.0,0.0,101.7,101.7,,442.48,0.23,0.23,0.22,454.148,0.225,0.225,0.215,
12/31/2004,1262.8,,-977.3,,285.5,,-172.3,,,,,113.2,-26.0,,24.7,,0.0,,1.3,87.2,-30.6,56.6,0.0,,,56.6,-0.2,56.4,0.0,0.0,56.4,56.4,,442.64,0.1275,0.1275,0.115,454.84,0.125,0.125,0.1125,
04/03/2005,1324.1,,-1096.8,,227.3,,-116.4,63.0,,,53.4,110.9,-22.3,,25.8,,0.0,,0.0,88.6,-29.8,58.8,0.0,,,58.8,-0.2,58.6,0.0,0.0,58.6,58.6,,446.512,0.13,0.13,0.13,456.144,0.1275,0.1275,0.1275,
07/03/2005,1552.0,,-1300.2,,251.8,,-111.5,58.5,,,53.0,140.3,-28.1,,24.3,,0.0,,8.8,112.2,-32.9,79.3,0.0,,,79.3,-0.3,79.0,0.0,0.0,79.0,79.0,,438.104,0.18,0.18,0.1925,445.932,0.1775,0.1775,0.19,
10/02/2005,1583.9,,-1329.5,,254.4,,-106.6,52.2,,,54.4,147.8,-41.7,,25.7,,0.0,,19.3,106.1,-26.6,79.5,0.0,,,79.5,-0.2,79.3,0.0,0.0,79.3,79.3,,426.784,0.185,0.185,0.215,434.32,0.1825,0.1825,0.2125,
12/31/2005,1291.2,,-1089.0,,202.2,,-112.8,,,,,89.4,-30.0,,22.6,0.0,0.0,,7.4,59.4,-11.9,47.5,0.0,,,47.5,-0.1,47.4,0.0,0.0,47.4,47.4,,412.184,0.115,0.115,0.1275,419.568,0.1125,0.1125,0.125,
04/02/2006,1364.9,,-1156.7,,208.2,,-124.9,70.3,,,54.6,83.3,-22.2,,23.3,,0.0,,2.1,61.1,-16.5,44.6,0.0,,,44.6,-0.2,44.4,0.0,0.0,44.4,44.4,,412.98,0.1075,0.1075,0.11,420.212,0.105,0.105,0.1075,
07/02/2006,1842.5,,-1554.8,,287.7,,-138.4,73.5,,,64.9,149.3,41.8,,37.6,,0.0,,-74.5,191.1,-61.1,130.0,0.0,,,130.0,-0.2,129.8,0.0,0.0,129.8,129.8,,414.62,0.3125,0.3125,0.2025,420.82,0.3075,0.3075,0.2,
10/01/2006,1822.3,,-1516.7,,305.6,,-131.0,66.5,,,64.5,174.6,-30.8,,37.2,,0.0,,-2.8,143.8,-36.6,107.2,0.0,,,107.2,-0.1,107.1,0.0,0.0,107.1,107.1,,413.168,0.26,0.26,0.255,419.604,0.255,0.255,0.25,
12/31/2006,1591.8,,-1312.2,,279.6,,-145.5,54.1,,,91.4,134.1,-68.5,,36.3,,0.0,,35.2,65.6,-17.4,48.2,0.0,,,48.2,0.1,48.3,0.0,0.0,48.3,48.3,,412.64,0.1175,0.1175,0.1675,419.256,0.115,0.115,0.1625,
04/01/2007,1694.2,,-1394.3,,299.9,,-147.2,82.2,,,65.0,152.7,-34.7,,37.9,,0.0,,0.0,118.0,-36.7,81.3,0.0,,,81.3,-0.1,81.2,0.0,0.0,81.2,81.2,,408.44,0.1975,0.1975,0.1975,415.26,0.195,0.195,0.195,
07/01/2007,2032.8,,-1682.6,,350.2,,-157.2,87.3,,,69.9,193.0,-34.7,,38.1,,0.0,,0.0,158.3,-52.3,106.0,0.0,,,106.0,-0.1,105.9,0.0,0.0,105.9,105.9,,406.168,0.26,0.26,0.26,412.66,0.2575,0.2575,0.2575,
09/30/2007,1992.1,,-1659.5,,332.6,,-156.1,84.3,,,71.8,176.5,-118.6,,36.2,,0.0,,85.6,57.9,3.1,61.0,0.0,,,61.0,-0.1,60.9,0.0,0.0,60.9,60.9,,405.688,0.15,0.15,0.2775,411.988,0.1475,0.1475,0.2725,
12/31/2007,1756.2,,-1490.1,,266.1,,-144.2,69.9,,,74.3,121.9,-78.7,,37.2,,0.0,,44.6,43.2,-9.8,33.4,0.0,,,33.4,-0.1,33.3,0.0,0.0,33.3,33.3,,398.752,0.0825,0.0825,0.15,404.876,0.0825,0.0825,0.15,
03/30/2008,1740.2,,-1437.7,,302.5,,-156.2,81.6,,,74.6,146.3,-25.2,,36.2,,0.0,,-7.1,121.1,-37.2,83.9,0.0,,,83.9,-0.1,83.8,0.0,0.0,83.8,83.8,,388.796,0.215,0.215,0.2025,394.356,0.2125,0.2125,0.2,
06/29/2008,2080.3,,-1738.5,,341.8,,-154.7,78.5,,,76.2,187.1,-41.6,,34.7,,0.0,,11.5,145.5,-45.4,100.1,0.0,,,100.1,-0.1,100.0,0.0,0.0,100.0,100.0,,387.644,0.2575,0.2575,0.2775,393.836,0.255,0.255,0.275,
09/28/2008,2008.2,,-1679.9,,328.3,,-141.4,67.5,,,73.9,186.9,-39.1,,33.1,,0.0,,9.1,147.8,-45.8,102.0,0.0,,,102.0,-0.1,101.9,0.0,0.0,101.9,101.9,,381.472,0.2675,0.2675,0.2875,386.416,0.2625,0.2625,0.2825,
12/31/2008,1732.8,,-1484.3,,248.5,,-133.3,60.6,,,72.7,115.2,-62.3,,33.7,,0.0,,31.5,52.9,-19.0,33.9,0.0,,,33.9,-0.1,33.8,0.0,0.0,33.8,33.8,,376.088,0.09,0.09,0.1425,380.076,0.09,0.09,0.1425,
03/29/2009,1585.6,1585.6,-1312.5,1312.5,273.1,0.0,-146.9,75.2,,66.7,5.0,126.2,-25.8,,25.8,,,-2.7,0.0,100.4,-28.1,69.6,0.0,0.0,0.0,69.6,-0.1,69.5,0.0,0.0,69.5,72.6,3.1,374.176,0.185,0.185,0.194026,378.692,0.1825,0.1825,0.190686,
06/28/2009,1926.2,1926.2,-1593.2,1593.2,333.0,0.0,-131.6,77.9,,69.4,-15.7,201.4,-24.7,,24.7,,,5.2,0.0,176.7,-48.4,133.5,0.0,0.0,0.0,133.5,-0.2,133.3,,0.0,133.3,122.88,-10.42,375.052,0.355,0.355,0.327634,379.924,0.35,0.35,0.322574,
09/27/2009,1812.3,1812.3,-1471.6,1471.6,340.7,0.0,-153.2,83.2,,59.9,10.1,187.5,-28.9,,28.9,,,5.5,0.0,158.6,-55.1,109.0,5.2,5.2,0.0,103.8,-0.1,103.7,0.0,0.0,103.7,123.2,14.3,375.904,0.275,0.29,0.327743,381.404,0.2725,0.285,0.322493,
12/31/2009,1727.6,1727.6,-1435.9,1435.9,291.7,0.0,-151.8,83.9,,68.8,-0.9,139.9,-37.8,,37.8,,,5.8,0.0,102.1,-28.1,79.8,-1.7,-1.7,0.0,81.5,-0.1,81.4,0.0,0.0,81.4,86.2,6.5,375.404,0.2175,0.2125,0.229619,381.14,0.2125,0.2075,0.224554,
03/28/2010,1592.3,1592.3,-1318.2,1318.2,274.1,0.0,-141.5,79.3,,62.7,-0.5,132.6,-33.9,,33.9,,,4.7,0.0,98.7,-20.9,82.5,3.1,3.1,0.0,79.4,-0.1,79.3,0.0,0.0,79.3,82.1,-0.3,372.212,0.21,0.22,0.220573,377.752,0.21,0.22,0.219206,
06/27/2010,2007.5,2007.5,-1643.1,1643.1,364.4,0.0,-142.3,77.6,,62.4,2.3,222.1,-44.7,,36.6,,,28.0,8.1,177.4,-60.8,144.6,75.6,75.6,0.0,69.0,0.0,69.0,0.0,0.0,69.0,193.515,48.915,368.4,0.1875,0.3925,0.525285,373.836,0.185,0.3875,0.518346,
09/26/2010,2035.0,2035.0,-1653.4,1653.4,381.6,0.0,-148.5,93.0,,67.1,-11.6,233.1,-36.2,,36.2,,,85.8,0.0,196.9,-60.5,222.2,-5.3,-5.3,0.0,227.5,0.0,227.5,0.0,0.0,227.5,121.265,-100.935,358.528,0.635,0.62,0.33823,364.316,0.625,0.61,0.332946,
12/31/2010,1995.2,1995.2,-1639.4,1639.4,355.8,0.0,-179.0,106.9,,73.3,-1.2,176.8,-43.4,,42.7,,,-0.5,0.7,133.4,-33.6,99.3,1.5,1.5,0.0,97.8,-5.6,92.2,0.0,0.0,92.2,93.765,0.065,348.036,0.265,0.27,0.269412,354.72,0.26,0.265,0.265183,
04/03/2011,2011.2,2011.2,-1630.7,1630.7,380.5,0.0,-186.5,99.4,,73.6,13.5,194.0,-46.5,,46.5,,,,0.0,147.5,-48.0,99.5,1.3,1.3,0.0,98.2,-6.9,91.3,,0.0,91.3,101.385,8.785,338.378,0.27,0.275,0.299621,345.842,0.265,0.27,0.295402,
