Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2000,5978.992188,95.242996,95.242996,0.0,360.34201,360.075012,,174.863998,152.639999,0.0,0.0,22.224001,42.209,,,,,,,672.65802,4041.667969,4313.64502,-271.97699,1050.005981,,,214.660004,61.352001,,,,153.308002,5306.333954,,255.917007,255.917007,,,,154.468994,,,,,,152.603989,,,,152.603989,562.98999,3650.849121,,,,,288.380005,,,288.380005,3939.229126,4502.219116,0.0,1235.633057,,,0.0,370.144989,-143.689987,1462.088058,14.685,1476.773059,5978.992175,
03/31/2001,7655.473145,126.587997,126.587997,0.0,295.63501,293.945007,,213.382004,97.839996,0.0,0.0,115.542,304.32901,,,,,,,939.934021,5322.76416,5627.852051,-305.088013,86.516998,,,1306.258057,59.405998,,,,1246.852058,6715.539215,,239.559006,239.559006,,,,882.802979,,,,,,170.263992,,,,170.263992,1292.625977,4008.814941,,,,,387.187012,,,387.187012,4396.001953,5688.62793,0.0,1714.930054,,,0.0,405.322998,-189.862991,1930.39006,36.455002,1966.845062,7655.472992,
06/30/2001,11077.130859,226.552002,226.552002,0.0,400.783997,375.251007,,293.697998,272.72699,0.0,0.0,20.971001,415.144012,,,,,,,1336.177979,7511.061035,7854.421875,-343.360992,726.135986,,,1503.755981,63.34,,,,1440.415981,9740.953003,,456.428986,456.428986,,,,730.861023,,,,,,858.734039,,,,858.734039,2046.024048,6164.166992,,,,,772.536011,,,772.536011,6936.703003,8982.727051,0.0,1715.985962,,,0.0,454.437012,-120.927002,2049.495972,44.908001,2094.403973,11077.131023,
09/30/2001,12350.351562,188.983994,188.983994,0.0,448.30899,343.147003,,281.216003,263.126007,0.0,0.0,18.09,270.996002,,,,,,,1189.505005,8807.222656,9207.24707,-400.023987,760.23999,,,1593.384033,60.785999,,,,1532.598034,11160.84668,,481.459991,481.459991,,,,627.909973,,,,,,1087.466949,,,,1087.466949,2196.836914,7144.59082,,,,,754.940002,,,754.940002,7899.530823,10096.367737,0.0,1716.136963,,,0.0,596.017029,-138.950043,2173.203949,80.779999,2253.983948,12350.351685,
12/31/2001,12913.597,106.102,106.102,0.0,217.672,216.935,,309.553,305.02,0.0,0.0,4.533,573.082,,,,,,,1206.409,8048.53,8466.044,-417.514,775.865,,,2882.793,29.186,29.186,0.0,,2853.607,11707.188,,232.818,232.818,,,,443.041,,,,,,1293.797,,,,1293.797,1969.656,7281.905,,,,,1397.026,,,1397.026,8678.931,10648.587,0.0,1715.969,,,0.0,635.349,-114.189,2237.129,27.881,2265.01,12913.597,
03/31/2002,13490.84375,270.53299,270.53299,0.0,377.251007,374.756989,,334.507996,313.04599,0.0,0.0,21.462,398.609985,,,,,,,1380.901978,9774.149414,10351.391602,-577.242981,787.836975,,,1547.956055,110.880997,39.416,71.464996,,1437.075058,12109.942444,,353.864014,353.864014,,,,1832.793945,,,,,,298.679932,,,,298.679932,2485.337891,7935.048828,,,,,767.388,,,767.388,8702.436829,11187.774719,0.0,1719.463013,,,0.0,608.885986,-95.226013,2233.122986,69.945999,2303.068985,13490.843704,
06/30/2002,14542.285,368.559,368.559,0.0,412.726,410.476,,320.129,314.640015,0.0,0.0,5.489,482.002,,,,,,,1583.416,10228.961,10889.78,-660.819,995.259,,,1734.649,100.863,,,,1633.786,12958.869,,367.803,367.803,,,,1459.158,1459.158,0.0,0.0,,,4691.013,,,,4691.013,6517.974,4319.162,4319.162,0.0,0.0,,844.886,,,844.886,5164.048,11682.022,0.0,2227.692,,,0.0,567.534,-9.306,2785.92,74.343,2860.263,14542.285,
09/30/2002,11674.451,347.654,347.654,0.0,352.952,349.952,,262.225,248.328995,0.0,0.0,13.896,603.181,,,,,,,1566.012,7172.351,7757.343,-584.992,807.795,,,2128.293,83.323,32.421001,50.901999,1023.632,1021.338,10108.439,,576.463,576.463,,,,8004.339,,,,,,654.179,,,,654.179,9234.981,1659.396,,,,,884.219,,,884.219,2543.615,11778.596,0.0,2227.692,,,0.0,-2357.78,-4.879,-134.967,30.822,-104.145,11674.451,
12/31/2002,10896.851,360.86,360.86,0.0,309.889,257.62,,254.012,247.711,,,6.301,623.736,,,,,,,1548.497,5801.275,6303.21,-501.935,935.984,,,2611.095,75.131,,,,2535.964,9348.354,,539.996,539.996,,,,8031.198,8031.198,0.0,0.0,,,1258.217,,,,1258.217,9829.411,781.514,781.514,0.0,0.0,,981.614,,,981.614,1763.128,11592.539,0.0,2227.692,,,0.0,-2828.933,-94.958,-696.199,0.511,-695.688,10896.851,
03/31/2003,10232.493,333.092,333.092,0.0,350.933,347.736,,235.26,,,,,529.231,,,,,,,1448.516,6549.838,7245.603,-695.765,951.611,,,1282.528,75.563,,,,1206.965,8783.977,,534.755,534.755,,,,7994.578,,,,,,779.578,,,,779.578,9308.911,1183.116,,,,,463.528,,,463.528,1646.644,10955.555,0.0,2227.692,,,0.0,-2841.565,-139.004,-752.877,29.815,-723.062,10232.493,
09/30/2003,10174.769531,292.644012,292.644012,,385.269989,383.631012,,255.802994,,,,,710.072998,,,,,,,1643.790039,6053.783203,6825.395996,-771.612976,981.190979,,,1496.008057,72.424004,,,,1423.584053,8530.982239,,563.432983,563.432983,,,,1463.44104,,,,,,1360.802979,,,,1360.802979,3387.677002,7598.562988,,,,,687.598022,,,687.598022,8286.161011,11673.838013,0.0,2227.691895,,,,-3734.76001,-24.148926,-1531.217041,32.151001,-1499.06604,10174.771973,
12/31/2003,9244.987,551.223,551.223,0.0,267.062,201.921,,194.926,194.719,,,0.207,1100.628,,,,,,,2113.839,4012.836,4024.636,-11.8,821.596,,,2296.716,432.361,,,,1864.355,7131.148,,158.646,158.646,,,,820.248,,,,,,1047.287,,,,1047.287,2026.181,3327.782,,,,,1448.764,,,1448.764,4776.546,6802.727,0.0,2404.429,,,0.0,11.025,21.802,2437.256,5.004,2442.26,9244.987,
03/31/2004,9141.218,832.526,832.526,0.0,243.183,243.183,,182.716,182.716,,,0.0,905.74,,,,,,,2164.165,4319.061,4390.276,-71.215,744.908,,,1913.084,413.085,,,723.324,776.675,6977.053,,175.058,175.058,,,,616.728,,,,,,868.91,,,,868.91,1660.696,3851.67,,,,,1177.467,,,1177.467,5029.137,6689.833,0.0,2407.771,,,0.0,41.26,-3.176,2445.855,5.53,2451.385,9141.218,
06/30/2004,8553.275,820.876,820.876,,436.709,313.649,,203.672,203.672,0.0,0.0,0.0,467.961,,,,,,,1929.218,3921.222,4040.709,-119.487,734.657,,,1968.178,356.068,,,677.684,934.426,6624.057,,137.033,137.033,,,,114.211,,,,,,479.774,,,,479.774,731.018,3922.417,0.0,3922.417,3922.417,,1358.089,,,1358.089,5280.506,6011.524,0.0,2411.751,,,0.0,124.284,0.043,2536.078,5.673,2541.751,8553.275,
09/30/2004,8185.584,1104.783,1104.783,0.0,242.245,242.245,,214.98,,,214.98,,550.925,,,,,,,2112.933,3350.991,3507.634,-156.643,612.443,,,2109.217,326.03,,,,1783.187,6072.651,,120.571,120.571,,,,100.105,,,,,,511.255,,,,511.255,731.931,3511.231,,,,,1339.679,,,1339.679,4850.91,5582.841,0.0,2414.962,,,0.0,178.505,3.684,2597.151,5.592,2602.743,8185.584,
12/31/2004,7864.0,1104.0,1104.0,0.0,355.0,270.0,,247.0,242.0,0.0,0.0,5.0,413.0,,,,,,,2119.0,3158.0,3364.0,-206.0,564.0,,,2023.0,294.0,,,,1729.0,5745.0,,209.0,209.0,,,,511.0,,,,,,367.0,,,,367.0,1087.0,2973.0,2733.100006,239.899994,239.899994,,1111.0,,,1111.0,4084.0,5171.0,406.0,2418.0,,,-405.0,197.0,76.0,2692.0,1.0,2693.0,7864.0,
03/31/2005,7293.298,763.025,763.025,0.0,256.252,229.392,,208.757,,,,,448.799,,,,,,,1676.833,3332.434,3587.32,-254.886,769.118,,,1514.913,284.909,,,754.24,475.764,5616.465,,129.741,129.741,,,,85.092,,,,,,532.226,,,,532.226,747.059,3143.369,,,,,786.204,,,786.204,3929.573,4676.632,406.306,2421.982,,,-405.312,215.388,-28.274,2610.09,6.576,2616.666,7293.298,
06/30/2005,7281.664,823.161,823.161,,338.76,313.66,,228.995,,,228.995,,480.973,,,,,,,1871.889,3308.65,3610.021,-301.371,723.461,,,1377.664,275.854,,,,1101.81,5409.775,,150.688,150.688,,,,90.745,,,,,,544.95,,,,544.95,786.383,3120.206,,,,,767.34,,,767.34,3887.546,4673.929,406.155,2424.636,,,-405.312,235.054,-59.882,2600.651,7.084,2607.735,7281.664,
09/30/2005,7795.367,504.336,504.336,,333.773,308.839,,203.547,,,203.547,,1379.847,,,,,,,2421.503,3226.714,3573.6,-346.886,712.02,,,1435.13,268.897,,,,1166.233,5373.864,,152.968,152.968,,,,176.024,,,,,,1538.484,,,,1538.484,1867.476,2866.374,0.0,2866.374,2866.374,,795.289,,,795.289,3661.663,5529.139,652.346,2428.322,,,-663.529,203.973,-355.753,2265.359,0.869,2266.228,7795.367,
12/31/2005,7466.0,493.0,493.0,0.0,245.0,245.0,,240.0,237.0,0.0,0.0,3.0,1218.0,,,,,,,2196.0,2609.0,2941.0,-332.0,103.0,,,2558.0,257.0,0.0,257.0,,2301.0,5270.0,,241.0,241.0,,,,95.0,,,,,,1021.0,,,,1021.0,1357.0,2410.0,2196.0,214.0,214.0,,1221.0,,,1221.0,3631.0,4988.0,652.0,2432.0,,,-663.0,261.0,-205.0,2477.0,1.0,2478.0,7466.0,
03/31/2006,19507.0,818.0,818.0,0.0,426.0,426.0,,412.0,,,,,801.0,,,,,,,2457.0,11452.0,11972.0,-520.0,462.0,,,5136.0,4168.0,2748.0,1420.0,316.0,652.0,17050.0,,346.0,346.0,,,,136.0,,,,,,878.0,,,,878.0,1360.0,7822.0,,,,,4508.0,,,4508.0,12330.0,13690.0,1138.0,4449.0,,,0.0,184.0,45.0,5816.0,1.0,5817.0,19507.0,
06/30/2006,19442.0,957.0,957.0,,473.0,473.0,,402.0,,,402.0,,1078.0,,,,,,,2910.0,11815.0,12483.0,-668.0,480.0,,,4237.0,2710.0,1462.0,1248.0,307.0,1220.0,16532.0,,340.0,340.0,,,,125.0,,,,,,1165.0,,,,1165.0,1630.0,7631.0,0.0,7631.0,7631.0,,4077.0,,,4077.0,11708.0,13338.0,1138.0,4455.0,,,,374.0,136.0,6103.0,1.0,6104.0,19442.0,
09/30/2006,19721.0,1388.0,1388.0,,433.0,433.0,,397.0,,,,,1453.0,,,,,,,3671.0,11686.0,12500.0,-814.0,468.0,,,3896.0,2601.0,1547.0,1054.0,,1295.0,16050.0,,278.0,278.0,,,,123.0,,,,,,1394.0,,,,1394.0,1795.0,7826.0,0.0,7826.0,7826.0,,3847.0,,,3847.0,11673.0,13468.0,1139.0,4459.0,,,-297.0,782.0,169.0,6252.0,1.0,6253.0,19721.0,
12/31/2006,19435.0,795.0,795.0,0.0,372.0,372.0,,421.0,421.0,0.0,0.0,0.0,1495.0,,,,,,,3083.0,11600.0,12584.0,-984.0,114.0,,,4638.0,2849.0,1789.0,1060.0,,1789.0,16352.0,,332.0,332.0,,,,130.0,,,,,,1570.0,,,,1570.0,2032.0,8647.0,8448.0,199.0,199.0,,2850.0,,,2850.0,11497.0,13529.0,1139.0,4477.0,,,-732.0,739.0,282.0,5905.0,1.0,5906.0,19435.0,
03/31/2007,18711.0,655.0,655.0,0.0,409.0,409.0,,400.0,,,400.0,0.0,1205.0,,,,,,,2669.0,11521.0,11521.0,,476.0,,,4045.0,2857.0,1787.0,1070.0,,1188.0,16042.0,,295.0,295.0,,,,129.0,,,,,,1144.0,,,,1144.0,1568.0,8637.0,,,,,2932.0,,,2932.0,11569.0,13137.0,1139.0,4470.0,,,-835.0,790.0,9.0,5573.0,1.0,5574.0,18711.0,
06/30/2007,18936.0,795.0,795.0,0.0,564.0,564.0,,430.0,,,430.0,0.0,1208.0,,,,,,,2997.0,11454.0,12788.0,-1334.0,474.0,,,4011.0,2821.0,1785.0,1036.0,,1190.0,15939.0,,383.0,383.0,,,,126.0,,,,,,1136.0,,,,1136.0,1645.0,8609.0,,,,,3101.0,,,3101.0,11710.0,13355.0,1139.0,4031.0,,,-500.0,925.0,-15.0,5580.0,1.0,5581.0,18936.0,
09/30/2007,19204.0,1171.0,1171.0,0.0,536.0,536.0,,424.0,,,,0.0,1218.0,,,,,,,3349.0,11413.0,12928.0,-1515.0,490.0,,,3952.0,2774.0,1785.0,989.0,,1178.0,15855.0,,356.0,356.0,,,,129.0,,,,,,1125.0,,,,1125.0,1610.0,8619.0,0.0,8619.0,8619.0,,3103.0,,,3103.0,11722.0,13332.0,1139.0,4035.0,,,-553.0,1180.0,70.0,5871.0,1.0,5872.0,19204.0,
12/31/2007,19274.0,1132.0,1132.0,0.0,482.0,482.0,,451.0,451.0,0.0,0.0,0.0,1497.0,,,,,,,3562.0,11320.0,13015.0,-1695.0,126.0,,,4266.0,2659.0,1786.0,873.0,,1607.0,15712.0,,384.0,384.0,,,,466.0,,,,,,1427.0,,,,1427.0,2277.0,7895.0,,,,,3351.0,,,3351.0,11246.0,13523.0,1139.0,4095.0,,,-638.0,1270.0,-115.0,5751.0,0.0,5751.0,19274.0,
03/31/2008,20974.0,834.0,834.0,,456.0,456.0,0.0,454.0,,,,,3220.0,,,,,,,4964.0,11279.0,13127.0,-1848.0,529.0,0.0,,4202.0,2641.0,1786.0,855.0,451.0,1110.0,16010.0,,349.0,349.0,,,,130.0,,,,,,0.0,,,,0.0,3453.0,8101.0,0.0,8101.0,8101.0,,3941.0,,,3941.0,12042.0,15495.0,1139.0,4098.0,,,-693.0,1308.0,-373.0,5479.0,0.0,5479.0,20974.0,
06/30/2008,26789.0,1263.0,1263.0,,700.0,700.0,,454.0,,,,,7363.0,,,,,,,9780.0,11430.0,13455.0,-2025.0,515.0,,,5064.0,2625.0,1786.0,839.0,454.0,1985.0,17009.0,,490.0,490.0,,,,130.0,,,,,,6912.0,,,,6912.0,7532.0,8068.0,0.0,8068.0,8068.0,,6237.0,,,6237.0,14305.0,21837.0,1139.0,4137.0,,,-693.0,1424.0,-1062.0,4945.0,7.0,4952.0,26789.0,
09/30/2008,23683.0,1483.0,1483.0,,531.0,531.0,,456.0,,,,,4969.0,,,,,,,7439.0,11472.0,13656.0,-2184.0,450.0,,,4322.0,2611.0,1786.0,825.0,428.0,1283.0,16244.0,,367.0,367.0,,,,122.0,,,,,,4821.0,,,,4821.0,5310.0,8059.0,0.0,8059.0,8059.0,,3717.0,,,3717.0,11776.0,17086.0,1139.0,4138.0,,,-823.0,2194.0,-58.0,6590.0,7.0,6597.0,23683.0,
12/31/2008,24808.0,1494.0,1494.0,,464.0,464.0,,455.0,455.0,,,,6079.0,,,,,,,8492.0,11545.0,13888.0,-2343.0,435.0,,,4336.0,2533.0,1718.0,815.0,490.0,1313.0,16316.0,,451.0,451.0,,,,464.0,,,,,,5666.0,,,,5666.0,6581.0,7704.0,0.0,7704.0,7704.0,,3160.0,,,3160.0,10864.0,17445.0,1100.0,4366.0,,,-823.0,2403.0,310.0,7356.0,7.0,7363.0,24808.0,
03/31/2009,24198.0,1188.0,1188.0,0.0,399.0,399.0,0.0,488.0,0.0,0.0,,0.0,5590.0,,1148.0,,,,1728.0,7665.0,11544.0,14068.0,-2524.0,403.0,,403.0,4586.0,2533.0,1718.0,815.0,494.0,411.0,16533.0,,627.0,358.0,,,269.0,263.0,0.0,,,,263.0,4695.0,,420.0,1303.0,1277.0,5585.0,7685.0,7685.0,,,,3214.0,,0.0,1491.0,10899.0,16484.0,653.0,4513.0,3.0,4510.0,-532.0,2607.0,466.0,7707.0,7.0,7714.0,24198.0,
06/30/2009,27305.0,2282.0,2282.0,0.0,1186.0,1186.0,0.0,530.0,0.0,0.0,,0.0,5334.0,,1188.0,,,,940.0,9332.0,11609.0,14298.0,-2689.0,483.0,,483.0,5881.0,3829.0,1718.0,2111.0,363.0,501.0,17973.0,,1475.0,857.0,,,618.0,453.0,0.0,,,,453.0,4710.0,,906.0,1564.0,468.0,6638.0,8294.0,8294.0,,,,4271.0,,0.0,1801.0,12565.0,19203.0,653.0,4564.0,3.0,4561.0,-532.0,3033.0,372.0,8090.0,12.0,8102.0,27305.0,
09/30/2009,25954.0,2250.0,2250.0,0.0,1119.0,1119.0,0.0,533.0,0.0,0.0,533.0,0.0,4309.0,,1039.0,,,,1009.0,8211.0,11610.0,14486.0,-2876.0,507.0,,507.0,5626.0,3660.0,1718.0,1942.0,392.0,535.0,17743.0,,1361.0,725.0,,,636.0,537.0,0.0,,,,537.0,3310.0,,859.0,1572.0,293.0,5208.0,8229.0,8229.0,,,,4438.0,,0.0,2007.0,12667.0,17875.0,653.0,4571.0,3.0,4568.0,-782.0,3305.0,320.0,8067.0,12.0,8079.0,25954.0,
12/31/2009,23378.0,2304.0,2304.0,0.0,876.0,876.0,0.0,541.0,538.0,0.0,0.0,3.0,2487.0,,683.0,,,,851.0,6208.0,11564.0,14616.0,-3052.0,504.0,,504.0,5102.0,3495.0,1718.0,1777.0,409.0,515.0,17170.0,,1198.0,693.0,0.0,207.0,298.0,571.0,0.0,,,,571.0,1993.0,0.0,387.0,1783.0,323.0,3762.0,7847.0,7847.0,,,,3825.0,0.0,287.0,1368.0,11672.0,15434.0,396.0,4951.0,3.0,4948.0,-1163.0,3332.0,416.0,7932.0,12.0,7944.0,23378.0,
03/31/2010,24578.0,1813.0,1813.0,0.0,700.0,700.0,0.0,549.0,0.0,0.0,549.0,0.0,4080.0,,975.0,,,,1356.0,7142.0,11627.0,14863.0,-3236.0,476.0,,476.0,5333.0,3399.0,1713.0,1686.0,421.0,538.0,17436.0,,1183.0,595.0,,,588.0,152.0,0.0,,,,152.0,3037.0,,439.0,1925.0,509.0,4372.0,7846.0,7846.0,,,,4092.0,,0.0,1728.0,11938.0,16310.0,247.0,5277.0,3.0,5274.0,-1323.0,3388.0,667.0,8256.0,12.0,8268.0,24578.0,
06/30/2010,25103.0,2168.0,2168.0,0.0,909.0,909.0,0.0,535.0,0.0,0.0,535.0,0.0,2757.0,,910.0,,,,957.0,6369.0,11793.0,15207.0,-3414.0,434.0,,434.0,6507.0,3342.0,1716.0,1626.0,394.0,1861.0,18734.0,,1313.0,690.0,,,623.0,179.0,0.0,,,,179.0,2038.0,,433.0,1768.0,310.0,3530.0,9291.0,9291.0,,,,4004.0,,0.0,1803.0,13295.0,16825.0,248.0,5314.0,3.0,5311.0,-1373.0,3596.0,476.0,8261.0,17.0,8278.0,25103.0,
09/30/2010,27419.0,3447.0,3447.0,0.0,904.0,904.0,0.0,463.0,0.0,0.0,463.0,0.0,3682.0,,1001.0,,,,1203.0,8496.0,11844.0,15450.0,-3606.0,402.0,,402.0,6677.0,3254.0,1713.0,1541.0,510.0,1912.0,18923.0,,1415.0,765.0,,,650.0,157.0,0.0,,,,157.0,2910.0,,500.0,1747.0,457.0,4482.0,10363.0,10363.0,,,,4105.0,,0.0,1858.0,14468.0,18950.0,248.0,5319.0,3.0,5316.0,-1503.0,3817.0,571.0,8452.0,17.0,8469.0,27419.0,
12/31/2010,26896.0,2951.0,2951.0,0.0,734.0,734.0,0.0,453.0,452.0,0.0,0.0,1.0,2999.0,,758.0,,,,1035.0,7137.0,12517.0,16313.0,-3796.0,384.0,,384.0,6858.0,3644.0,1868.0,1776.0,536.0,1920.0,19759.0,,1282.0,783.0,0.0,192.0,307.0,463.0,0.0,,,,463.0,2475.0,0.0,365.0,1989.0,682.0,4220.0,10048.0,10048.0,,,,4308.0,0.0,322.0,1632.0,14356.0,18576.0,248.0,5326.0,3.0,5323.0,-1503.0,3800.0,432.0,8303.0,17.0,8320.0,26896.0,
