Date,Revenue,Cost of Revenue,Gross Profit,Other Operating Income,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1999,8220,-4327,3893,0.0,-3059,834,-95,,-65,674,-232,442,,,442,,0.0,442,0.0,,442.0,0.085,0.085,0.085,5333.4,0.08,0.08,0.08,5489.2,
06/30/1999,9315,-4834,4481,0.0,-3204,1277,-119,,19,1177,-427,750,,,750,,0.0,750,,,750.0,0.25,0.25,0.25,3041.4,0.24,0.24,0.24,3153.7,
09/30/1999,4589,-2599,1990,,-1265,725,-48,0.0,324,1001,-368,633,314.0,0.0,947,0.0,,947,,,633.0,0.32,0.31,0.31,3040.0,0.31,0.3,0.3,3040.0,
12/31/1999,7090,-3876,3214,,-1993,1221,-79,0.0,256,1398,-419,979,270.0,0.0,1249,0.0,,1249,96.0,,1075.0,0.34,0.31,0.4,3154.5,0.33,0.3,0.38,3268.0,
03/31/2000,7230,-4291,2939,,-2153,786,-81,0.0,-19,686,-224,462,293.0,0.0,755,0.0,0.0,755,47.0,,509.0,0.17,0.15,0.24,3183.399902,0.16,0.14,0.23,3273.699951,
06/30/2000,7412,-4278,3134,,-2105,1029,-77,0.0,-325,627,-341,286,-587.0,0.0,-301,0.0,,-301,490.0,,776.0,0.23,0.09,-0.09,3242.300049,0.23,0.09,-0.09,3331.199951,
09/30/2000,7172,-4745,2427,,-2538,-111,-105,0.0,-138,-354,60,-294,-190.0,0.0,-484,0.0,,-484,473.0,,179.0,0.0,-0.09,-0.14,3457.143066,0.0,-0.09,-0.14,3457.143066,
12/31/2000,4346,-3665,681,,-2867,-2186,-127,0.0,-40,-2353,778,-1575,1111.0,0.0,-464,0.0,0.0,-464,557.0,,-1018.0,-0.3,-0.47,-0.14,3387.199951,-0.3,-0.47,-0.14,3387.199951,
03/31/2001,5907,-5422,485,,-3118,-2633,-153,0.0,-2251,-5037,1649,-3388,-308.0,0.0,-3696,0.0,0.0,-3696,2121.704102,,-1266.295898,-0.37,-1.0,-1.09,3400.800049,-0.37,-1.0,-1.09,3400.800049,
06/30/2001,5886,-5057,829,,-2839,-2010,-115,0.0,-720,-2845,967,-1878,-1360.0,0.0,-3238,0.0,0.0,-3238,684.0,,-1194.0,-0.35,-0.55,-0.95,3405.199951,-0.35,-0.55,-0.95,3405.199951,
09/30/2001,5155,-5092,63,,-2180,-2117,-121,0.0,-7530,-9768,2439,-7329,-1471.0,0.0,-8800,-28.0,,-8828,8974.295898,,1617.295898,-0.27,-2.16,-2.59,3400.699951,-0.27,-2.16,-2.59,3400.699951,
12/31/2001,3579,-3144,435,,-1866,-1431,-97,0.0,619,-909,486,-423,0.0,0.0,-423,-42.0,0.0,-465,-224.0,-110.0,-799.0,-0.23,-0.14,-0.14,3416.300049,-0.23,-0.14,-0.14,3416.300049,
03/31/2002,3516,-2714,802,,-1400,-598,-80,0.0,22,-656,61,-595,100.0,0.0,-495,-40.0,0.0,-535,11.0,45.0,-579.0,-0.2,-0.19,-0.16,3422.600098,-0.2,-0.19,-0.16,3422.600098,
06/30/2002,2949,-2298,651,,-1351,-700,-107,0.0,-1863,-2670,-5329,-7999,-27.0,0.0,-8026,-42.0,0.0,-8068,7219.0,,-822.0,-0.23,-2.34,-2.35,3428.5,-0.23,-2.34,-2.35,3428.5,
09/30/2002,2277,-2613,-336,,-1662,-1998,-98,0.0,-738,-2834,25,-2809,0.0,0.0,-2809,-43.0,-29.0,-2881,719.0,-13.0,-2175.0,-0.64,-0.84,-0.84,3439.600098,-0.64,-0.84,-0.84,3439.600098,
12/31/2002,2075,-1621,454,,-785,-331,-94,0.0,41,-384,120,-264,0.0,0.0,-264,-25.0,-100.0,-389,-117.0,-26.0,-532.0,-0.15,-0.11,-0.11,3581.199951,-0.15,-0.11,-0.11,3581.199951,
03/31/2003,2403,-1641,762,,-873,-111,-79,0.0,-358,-548,197,-351,0.0,0.0,-351,-36.0,-166.0,-553,489.0,-237.0,-301.0,-0.08,-0.14,-0.14,3945.199951,-0.08,-0.14,-0.14,3945.199951,
06/30/2003,1965,-1392,573,,-794,-221,-85,0.0,-17,-323,69,-254,0.0,0.0,-254,-21.0,-20.0,-295,91.0,-78.0,-282.0,-0.07,-0.07,-0.07,4120.600098,-0.07,-0.07,-0.07,4120.600098,
09/30/2003,2027,-1164,863,,-545,318,-95,0.0,29,252,-153,99,0.0,0.0,99,-21.0,-1.0,77,-218.0,150.0,9.0,0.0,0.02,0.02,4155.0,0.0,0.02,0.02,4178.0,
12/31/2003,2259,-1340,919,,-619,300,-113,0.0,50,237,101,338,0.0,0.0,338,12.0,-1.0,349,-182.0,,167.0,0.04,0.08,0.08,4180.0,0.03,0.07,0.07,5136.0,
03/31/2004,2194,-1256,938,,-640,298,-97,0.0,-155,46,22,68,0.0,0.0,68,0.0,0.0,68,93.0,-55.0,106.0,0.03,0.02,0.02,4255.0,0.03,0.02,0.02,4346.0,
06/30/2004,2190,-1243,947,,-625,322,-94,0.0,155,383,4,387,0.0,0.0,387,0.0,0.0,387,-192.0,-19.0,176.0,0.04,0.09,0.09,4288.0,0.04,0.08,0.08,5097.0,
09/30/2004,2402,-1427,975,,-682,293,-92,0.0,196,397,812,1209,0.0,0.0,1209,0.0,0.0,1209,-129.0,-12.0,1068.0,0.25,0.28,0.28,4310.0,0.21,0.23,0.23,5177.0,
12/31/2004,2335,-1351,984,,-664,320,-89,0.0,-47,184,-10,174,0.0,0.0,174,0.0,0.0,174,21.0,,195.0,0.044,0.04,0.04,4403.0,0.044,0.04,0.04,4998.0,
03/31/2005,2335,-1360,975,,-715,260,-85,0.0,51,226,41,267,0.0,0.0,267,0.0,0.0,267,-119.0,,148.0,0.04,0.06,0.06,4421.0,0.04,0.06,0.06,5047.0,
06/30/2005,2340,-1288,1052,,-675,377,-85,0.0,66,358,34,392,0.0,-20.0,372,0.0,0.0,372,-127.0,,245.0,0.05,0.08,0.08,4433.0,0.05,0.07,0.07,5326.0,
09/30/2005,2431,-1318,1113,,-819,294,-167,0.0,139,266,86,352,0.0,20.0,372,0.0,0.0,372,-7.0,-100.0,265.0,0.06,0.08,0.08,4445.0,0.05,0.07,0.07,5261.0,
12/31/2005,2047,-1196,851,,-939,-88,-83,0.0,83,-88,-16,-104,0.0,0.0,-104,0.0,0.0,-104,1.0,,-103.0,-0.02,-0.02,-0.02,4452.0,-0.02,-0.02,-0.02,4452.0,
03/31/2006,2138,-1212,926,,-681,245,-82,0.0,49,212,-31,181,0.0,0.0,181,0.0,0.0,181,-4.0,,177.0,0.04,0.04,0.04,4463.0,0.04,0.04,0.04,5128.0,
06/30/2006,2050,-1211,839,,-658,181,-82,0.0,20,119,-40,79,0.0,0.0,79,0.0,0.0,79,19.0,,98.0,0.02,0.02,0.02,4479.0,0.02,0.02,0.02,4519.0,
09/30/2006,2561,-1442,1119,,-772,347,-77,0.0,56,326,45,371,0.0,0.0,371,0.0,0.0,371,73.0,,444.0,0.1,0.08,0.08,4482.0,0.08,0.07,0.07,5516.0,
