Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1989,64.808998,,,,,,,,,,,,,,,,,,,,,,,,,1.692,,,1.692,1.692,,23.036997,0.073333,0.073333,,23.036997,0.073333,0.073333,0.073333,
03/31/1990,68.116997,,-28.822001,,39.294996,,-32.168999,,,,7.126,-1.413,,1.654,,,-0.241,5.713,-2.069,3.644,0.0,,,3.644,0.0,3.644,0.0,,3.644,3.644,,23.375999,0.156667,0.156667,,23.375999,0.156667,0.156667,0.156667,
06/30/1990,68.754997,,-28.554001,,40.200996,,-35.301998,,,,4.899,-1.419,,1.668,,,-0.249,3.48,-1.411,2.069,0.0,,,2.069,0.0,2.069,0.0,,2.069,2.069,,23.532,0.086667,0.086667,,23.532,0.086667,0.086667,0.086667,
09/30/1990,69.510002,,-30.855,,38.655003,,-34.400002,,,,4.255,-1.698,,1.671,,,0.027,2.557,-0.968,1.589,0.0,,,1.589,0.0,1.589,0.0,,1.589,1.589,,23.55,0.066667,0.066667,,23.55,0.066667,0.066667,0.066667,
12/31/1990,80.291298,,-35.444,,44.847298,,-36.859001,,,,7.9883,-2.533,,2.155,,,0.378,5.4553,-2.045,3.4103,0.0,,,3.4103,0.0,3.4103,0.0,,3.4103,3.4103,,23.5395,0.146667,0.146667,,23.5395,0.146667,0.146667,0.146667,
03/31/1991,76.725998,,-31.587,,45.138998,,-36.812,,,,8.327,-2.553,,1.914,,,0.639,5.774,-2.194,3.58,0.0,,,3.58,0.0,3.58,0.0,,3.58,3.58,,23.541,0.153333,0.153333,,23.541,0.153333,0.153333,0.153333,
06/30/1991,76.502998,,-33.528999,,42.973999,,-38.040001,,,,4.934,-2.591,,1.759,,,0.832,2.343,-0.917,1.426,0.0,,,1.426,0.0,1.426,0.0,,1.426,1.426,,23.61,0.06,0.06,,23.61,0.06,0.06,0.06,
09/30/1991,75.093002,,-32.139999,,42.953003,,-37.757,,,,5.196,-2.484,,1.828,,,0.656,2.712,-1.04,1.672,0.0,,,1.672,0.0,1.672,0.0,,1.672,1.672,,23.637001,0.07,0.07,,23.637001,0.07,0.07,0.07,
12/31/1991,82.347,,-37.007,,45.34,,-41.668999,,,,3.671,-0.993,,2.357,,1.913,-3.277,2.678,-1.202,1.476,0.0,,,1.476,0.0,1.476,0.0,,1.476,1.476,,23.664,0.063333,0.063333,,23.664,0.063333,0.063333,0.063333,
03/31/1992,83.555,,-33.688,,49.867001,,-40.047001,,,,9.82,-3.612,,2.28,,,1.332,6.208,-2.701,3.507,0.0,,,3.507,0.0,3.507,0.0,,3.507,3.507,,23.709,0.146667,0.146667,,23.709,0.146667,0.146667,0.146667,
06/30/1992,80.021004,,-32.366001,,47.655003,,-42.698002,,,,4.957,10.032,,2.303,,,-12.335,14.989,-6.52,8.469,0.0,,,8.469,0.0,8.469,0.0,,8.469,8.469,,23.748,0.356667,0.356667,,23.748,0.356667,0.356667,0.356667,
09/30/1992,78.609001,,-33.485001,,45.124001,,-41.873001,,,,3.251,0.701,,2.528,,,-3.229,3.952,-1.719,2.233,0.0,,,2.233,0.0,2.233,0.0,,2.233,2.233,,23.793001,0.093333,0.093333,,23.793001,0.093333,0.093333,0.093333,
12/31/1992,88.115997,,-38.633999,,49.481998,,-9.316,,,,40.166,-37.810001,,2.257,,,35.553001,2.355999,-1.011,1.345,0.0,,,1.344999,0.0,1.345,0.0,,1.345,1.345,,23.838,0.056667,0.056667,,23.838,0.056667,0.056667,0.056667,
03/31/1993,80.503998,,-34.320999,,46.182999,,-41.189999,,,,4.992994,0.416,,2.153,,0.0,-2.569,5.408994,-2.164,3.244994,0.0,,,3.244994,0.0,3.244994,0.0,,3.244994,3.244994,,23.879999,0.136667,0.136667,,23.879999,0.136667,0.136667,0.136667,
06/30/1993,81.848,,-37.237,,44.611,,-41.862,,,,2.749,-2.371,,2.181,,0.0,0.19,0.378,-0.151,0.227,0.0,,,0.227,0.0,0.227,0.0,,0.227,0.227,,23.925,0.01,0.01,,23.925,0.01,0.01,0.01,
09/30/1993,78.916,,-37.123001,,41.792999,,-39.990002,,,,1.803,-1.645,,2.124,,0.0,-0.479,0.158,-0.063,0.095,0.0,,,0.095,0.0,0.095,0.0,,0.095,0.095,,24.026999,0.003333,0.003333,,24.026999,0.003333,0.003333,0.003333,
12/31/1993,87.285004,,-42.382,,44.903004,,-40.348999,,,,4.554006,-5.821,,1.948,,1.853,2.02,-1.266994,0.501,-0.765994,0.0,,,-0.765994,0.0,-0.765994,0.0,,-0.765994,-0.765994,,24.060001,-0.033333,-0.033333,,24.060001,-0.033333,-0.033333,-0.033333,
03/31/1994,89.656998,,-39.409,,50.247997,,-39.063999,,,,11.184,-3.343,,1.704,,0.0,1.639,7.841,-3.136,4.705,0.0,,,4.705,0.0,4.705,0.0,,4.705,4.705,,24.135,0.193333,0.193333,,24.135,0.193333,0.193333,0.193333,
06/30/1994,85.126999,,-36.605,,48.521999,,-39.436001,,,,9.086,-4.398,,1.642,,0.0,2.756,4.688,-1.876,2.812,0.0,,,2.812,0.0,2.812,0.0,,2.812,2.812,,24.198,0.116667,0.116667,,24.198,0.116667,0.116667,0.116667,
09/30/1994,83.834,,-36.233002,,47.600998,,-40.271,,,,7.33,-2.321,,1.506,,0.0,0.815,5.009,-1.126,3.883,0.0,,,3.883,0.0,3.883,0.0,,3.883,3.883,,24.258001,0.16,0.16,,24.258001,0.16,0.16,0.16,
12/31/1994,96.681,,-43.557999,,53.123001,,-43.992001,,,,9.131,-2.672,,1.286,,0.0,1.386,6.459,-2.261,4.198,0.0,,,4.198,0.0,4.198,0.0,,4.198,4.198,,24.300001,0.173333,0.173333,,24.300001,0.173333,0.173333,0.173333,
03/31/1995,97.858002,,-41.817001,,56.041,,-43.332001,,,,12.709,-1.971,,1.282,,0.0,0.689,10.738,-2.685,8.053,0.0,,,8.053,0.0,8.053,0.0,,8.053,8.053,,24.339,0.33,0.33,,24.339,0.33,0.33,0.33,
06/30/1995,97.920998,,-41.403,,56.517998,,-47.431,,,,9.087,-0.404,,1.15,,0.0,-0.746,8.683,-2.17,6.513,0.0,,,6.513,0.0,6.513,0.0,,6.513,6.513,,24.392999,0.266667,0.266667,,24.392999,0.266667,0.266667,0.266667,
09/30/1995,92.904999,,-39.967999,,52.937,,-44.787998,,,,8.149,-2.229,,1.08,,0.0,1.149,5.92,-1.48,4.44,0.0,,,4.44,0.0,4.44,0.0,,4.44,4.44,,24.438,0.183333,0.183333,,24.438,0.183333,0.183333,0.183333,
12/31/1995,107.933998,,-48.754002,,59.179996,,-49.435001,,,,9.745,-1.544,,0.953,,0.0,0.591,8.201,-2.051,6.15,0.0,,,6.15,0.0,6.15,0.0,,6.15,6.15,,24.470999,0.25,0.25,,24.470999,0.25,0.25,0.25,
03/31/1996,108.272003,,-46.84,,61.432003,,-47.43,,,,14.002,-1.387,,0.84,,0.0,0.547,12.615,-3.154,9.461,0.0,,,9.461,0.0,9.461,0.0,,9.461,9.461,,37.410001,0.253333,0.253333,0.253333,37.439999,0.253333,0.253333,0.253333,
06/30/1996,99.981003,,-41.703999,,58.277004,,-48.275002,,,,10.002,0.012,,0.743,,0.0,-0.755,10.014,-2.503,7.511,0.0,,,7.511,0.0,7.511,0.0,,7.511,7.511,,25.106001,0.3,0.3,0.3,25.129999,0.3,0.3,0.3,
09/30/1996,96.558998,,-40.712002,,55.846996,,-47.032001,,,,8.815,0.117,,0.779,,0.0,-0.896,8.932,-2.233,6.699,0.0,,,6.699,0.0,6.699,0.0,,6.699,6.699,,24.577999,0.27,0.27,0.27,25.086,0.265,0.265,0.265,
12/31/1996,113.976997,,-52.790001,,61.186996,,-52.359001,,,,8.828,-3.916,,0.665,,0.0,3.251,4.912,-1.228,3.684,1.176,,,2.508,0.0,2.508,0.0,,2.508,2.508,,24.532,0.1,0.15,0.275,24.6,0.1,0.15,0.26,
