Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investments & Loans Income (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Operating (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,Extraordinary & Accounting Items,Income (Loss) incl. Minority Interest,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2010,849.5,273.3,1104.7,1097.4,7.3,-831.4,576.2,40.2,0.0,40.2,0.0,119.6,416.4,-226.1,623.4,-434.4,0.0,434.4,189.0,0.0,0.0,189.0,-43.4,145.6,0.0,0.0,0.0,145.6,-1.0,144.6,0.0,0.0,144.6,144.6,-8.385,200.04,0.72,0.72,0.680939,200.076,0.72,0.72,0.678091,
06/30/2010,972.7,216.3,1023.8,1016.5,7.3,-807.5,756.4,79.2,0.0,79.2,0.0,177.5,499.7,-246.7,726.0,-455.9,0.0,455.9,270.1,0.0,0.0,270.1,-88.2,181.9,0.0,0.0,0.0,181.9,-0.3,181.6,0.0,0.0,181.6,181.6,-5.98,200.075,0.91,0.91,0.877771,200.644,0.91,0.91,0.877771,
09/30/2010,791.2,104.0,838.1,830.9,7.2,-734.1,687.2,108.0,0.0,108.0,0.0,127.2,452.0,-165.1,626.1,-390.5,0.0,390.5,235.6,0.0,0.0,235.6,-117.3,118.3,0.0,0.0,0.0,118.3,-2.5,115.8,0.0,0.0,115.8,115.8,-5.915,200.323,0.58,0.58,0.548539,200.668,0.58,0.58,0.548539,
12/31/2010,681.0,48.8,754.3,746.5,7.8,-705.5,632.2,42.7,0.0,42.7,0.0,61.5,528.0,-182.4,498.6,-414.3,0.0,414.3,84.3,0.0,0.0,84.3,-0.5,83.8,0.0,0.0,0.0,83.8,-0.6,83.2,0.0,0.0,83.2,83.2,33.8,200.359,0.42,0.42,0.583952,200.905,0.41,0.41,0.578239,
03/31/2011,619.5,-59.8,638.8,630.4,8.4,-698.6,679.3,96.7,0.0,96.7,0.0,58.2,524.4,-122.4,497.1,-365.1,0.0,365.1,132.0,0.0,0.0,132.0,-62.2,69.8,0.0,0.0,0.0,69.8,-4.2,65.6,0.0,0.0,65.6,65.6,10.53,200.605,0.33,0.33,0.379502,200.933,0.33,0.33,0.379502,
06/30/2011,446.8,-206.8,599.6,591.0,8.6,-806.4,653.6,98.4,0.0,98.4,0.0,51.7,503.5,-84.1,362.7,-391.7,0.0,391.7,-29.0,0.0,0.0,-29.0,-21.4,-50.4,0.0,0.0,0.0,-50.4,0.7,-49.7,0.0,0.0,-49.7,-49.7,100.945,200.658,-0.25,-0.25,0.255385,200.658,-0.25,-0.25,0.25307,
09/30/2011,551.5,-100.3,502.8,494.2,8.6,-603.1,651.8,62.2,0.0,62.2,0.0,53.8,535.8,-47.4,504.1,-497.3,0.0,497.3,6.8,0.0,0.0,6.8,-40.2,-33.4,0.0,0.0,0.0,-33.4,0.6,-32.8,0.0,0.0,-32.8,-32.8,62.725,200.714,-0.16,-0.16,0.149093,200.714,-0.16,-0.16,0.149093,
12/31/2011,434.9,-199.1,491.3,482.1,9.2,-690.4,634.0,100.8,0.0,100.8,0.0,56.6,476.6,-15.8,419.1,-347.8,0.0,347.8,71.3,0.0,0.0,71.3,-32.9,38.4,0.0,0.0,0.0,38.4,-2.1,36.3,0.0,0.0,36.3,36.3,124.475,200.729,0.18,0.18,0.800956,200.74,0.18,0.18,0.800081,
03/31/2012,41.6,-654.3,426.3,418.5,7.8,-1080.6,695.9,161.9,0.0,161.9,0.0,54.5,479.5,-42.6,-1.0,-384.8,0.0,384.8,-385.8,0.0,0.0,-385.8,-40.3,-426.1,0.0,0.0,0.0,-426.1,-0.9,-427.0,0.0,0.0,-427.0,-427.0,404.3,200.812,-2.13,-2.13,-0.113041,200.812,-2.13,-2.13,-0.116674,
06/30/2012,361.7,-223.9,410.3,402.3,8.0,-634.2,585.6,29.2,0.0,29.2,0.0,51.5,504.9,-8.9,352.8,-379.1,0.0,379.1,-26.3,0.0,0.0,-26.3,-45.4,-71.7,0.0,0.0,0.0,-71.7,-1.2,-72.9,0.0,0.0,-72.9,-72.9,189.93,200.901,-0.36,-0.36,0.582526,200.901,-0.36,-0.36,0.582526,
09/30/2012,92.0,-440.5,375.5,367.5,8.0,-816.0,532.5,9.7,0.0,9.7,0.0,51.7,471.1,0.0,92.0,-386.5,0.0,386.5,-294.5,0.0,0.0,-294.5,-3.9,-298.4,0.0,0.0,0.0,-298.4,-0.8,-299.2,0.0,0.0,-299.2,-299.2,6.435,200.917,-1.49,-1.49,-1.457144,200.917,-1.49,-1.49,-1.457972,
12/31/2012,614.1,-9.6,357.0,348.5,8.5,-366.6,623.7,31.7,0.0,31.7,0.0,54.9,537.1,-0.1,614.0,-362.2,0.0,362.2,251.8,0.0,0.0,251.8,-44.2,207.6,0.0,0.0,0.0,207.6,-0.8,206.8,0.0,0.0,206.8,206.8,51.675,200.916,1.03,1.03,1.286483,201.142,1.03,1.03,1.286483,
03/31/2013,611.3,64.8,356.7,350.3,6.4,-291.9,546.5,7.7,0.0,7.7,0.0,50.4,488.4,-19.5,591.8,-411.0,0.0,411.0,180.8,0.0,0.0,180.8,-15.2,165.6,0.0,0.0,0.0,165.6,-3.0,162.6,0.0,0.0,162.6,162.6,11.765,201.149,0.81,0.81,0.866845,201.779,0.81,0.81,0.866845,
06/30/2013,620.0,56.5,319.1,312.0,7.1,-262.6,563.5,-3.3,0.0,-3.3,0.0,56.4,510.4,-14.6,605.4,-400.0,0.0,400.0,205.4,0.0,0.0,205.4,-29.3,176.1,-8.0,-8.0,0.0,184.1,-0.5,183.6,0.0,0.0,183.6,183.6,-7.605,201.313,0.91,0.87,0.834497,202.313,0.91,0.87,0.83241,
09/30/2013,627.1,49.7,306.4,299.6,6.8,-256.7,577.4,24.5,0.0,24.5,0.0,57.6,495.3,-16.4,610.7,-404.4,0.0,404.4,206.3,0.0,0.0,206.3,-13.2,193.1,-6.7,-6.7,0.0,199.8,-0.2,199.6,0.0,0.0,199.6,199.6,9.295,200.811,0.99,0.96,1.006892,202.329,0.99,0.96,1.00594,
12/31/2013,622.1,39.7,307.2,298.6,8.6,-267.5,582.4,27.9,0.0,27.9,0.0,59.4,495.1,-14.4,607.7,-453.9,0.0,453.9,153.8,0.0,0.0,153.8,-28.6,125.2,-6.9,-6.9,0.0,132.1,-2.2,129.9,0.0,0.0,129.9,129.9,26.65,198.774,0.65,0.62,0.752865,200.394,0.65,0.61,0.742988,
03/31/2014,598.5,32.4,323.3,314.5,8.8,-290.9,566.1,7.0,0.0,7.0,0.0,50.2,508.9,-36.7,561.8,-436.1,0.0,436.1,125.7,0.0,0.0,125.7,-14.2,111.5,0.0,0.0,0.0,111.5,5.7,117.2,0.0,0.0,117.2,117.2,-4.745,196.089,0.6,0.6,0.57349,197.047,0.59,0.59,0.565919,
06/30/2014,660.9,47.6,309.8,301.4,8.4,-262.2,613.3,10.1,0.0,10.1,0.0,50.1,553.1,-10.2,650.7,-431.7,0.0,431.7,219.0,0.0,0.0,219.0,-18.1,200.9,-51.7,-51.7,0.0,252.6,-5.7,246.9,0.0,0.0,246.9,246.9,-0.845,190.231,1.3,1.03,1.021679,191.077,1.29,1.02,1.015578,
09/30/2014,592.3,33.1,308.3,299.9,8.4,-275.2,559.2,15.1,0.0,15.1,0.0,54.7,489.4,-38.2,554.1,-437.4,0.0,437.4,116.7,0.0,0.0,116.7,401.2,517.9,0.5,0.5,0.0,517.4,-2.5,514.9,0.0,0.0,514.9,514.9,-384.135,185.19,2.78,2.78,0.708813,186.289,2.76,2.76,0.697962,
12/31/2014,671.4,29.3,306.2,296.3,9.9,-276.9,642.1,41.1,0.0,41.1,0.0,58.3,542.7,-15.0,656.4,-434.0,0.0,434.0,222.4,0.0,0.0,222.4,28.3,250.7,1.0,1.0,0.0,249.7,1.3,251.0,0.0,0.0,251.0,251.0,-11.505,182.623,1.37,1.38,1.316893,183.605,1.37,1.37,1.307338,
03/31/2015,604.8,9.7,281.0,272.4,8.6,-271.3,595.1,7.3,0.0,7.3,0.0,52.1,535.7,-34.6,570.2,-422.6,0.0,422.6,147.6,0.0,0.0,147.6,-44.0,103.6,0.0,0.0,0.0,103.6,0.1,103.7,0.0,0.0,103.7,103.7,-14.235,176.26,0.59,0.59,0.507574,177.072,0.59,0.59,0.507574,
06/30/2015,603.3,18.6,283.8,274.8,9.0,-265.2,584.7,0.9,0.0,5.9,-5.0,52.3,531.5,-18.4,584.9,-431.8,0.0,431.8,153.1,0.0,0.0,153.1,-37.8,115.3,0.0,0.0,0.0,115.3,0.0,115.3,0.0,0.0,115.3,115.3,-6.76,173.785,0.66,0.66,0.624565,174.876,0.66,0.66,0.621344,
09/30/2015,728.8,157.4,437.7,414.2,23.5,-280.3,571.4,-33.1,0.0,-12.7,-20.4,59.2,545.3,-49.9,678.9,-542.1,0.0,542.1,136.8,0.0,0.0,136.8,560.0,696.8,3.7,3.7,0.0,693.1,0.0,693.1,0.0,0.0,693.1,693.1,-658.42,190.557,3.64,3.66,0.20141,191.803,3.61,3.63,0.197207,
12/31/2015,584.9,296.4,494.0,463.7,30.3,-197.6,288.5,-45.0,0.0,-46.9,1.9,61.6,271.9,-57.6,527.3,-470.6,0.0,470.6,56.7,0.0,0.0,56.7,12.9,69.6,-74.9,-74.9,0.0,144.5,0.0,144.5,0.0,0.0,144.5,144.5,26.39,200.987,0.72,0.35,0.477593,201.376,0.72,0.35,0.477593,
03/31/2016,657.1,287.9,482.9,451.9,31.0,-195.0,369.2,5.5,0.0,-3.8,9.3,56.7,307.0,-89.5,567.6,-462.2,0.0,462.2,105.4,0.0,0.0,105.4,-44.4,61.0,-85.0,-85.0,0.0,146.0,,146.0,0.0,0.0,146.0,146.0,33.735,201.394,0.72,0.3,0.470396,202.136,0.72,0.3,0.466893,
06/30/2016,660.7,287.1,478.7,447.6,31.1,-191.6,373.6,24.7,0.0,14.0,10.7,49.7,299.2,-23.3,637.4,-438.2,0.0,438.2,199.2,0.0,0.0,199.2,-111.2,88.0,71.0,71.0,0.0,17.0,,17.0,0.0,0.0,17.0,17.0,-5.265,201.893,0.08,0.43,0.409796,202.275,0.08,0.43,0.403971,
09/30/2016,628.9,287.5,475.7,443.8,31.9,-188.2,341.4,-2.3,0.0,13.8,-16.1,57.7,286.0,-45.1,583.8,-435.1,0.0,435.1,148.7,0.0,0.0,148.7,-54.5,94.2,-37.3,-37.3,0.0,131.5,0.0,131.5,0.0,0.0,131.5,131.5,12.62,202.036,0.65,0.47,0.528718,202.755,0.65,0.47,0.528718,
12/31/2016,718.0,296.6,475.0,437.1,37.9,-178.4,421.4,95.7,0.0,44.9,50.8,52.5,273.2,-36.7,681.3,-1124.1,0.0,1124.1,-442.8,0.0,0.0,-442.8,18.6,-424.2,730.5,730.5,0.0,-1154.7,0.0,-1154.7,0.0,0.0,-1154.7,-1154.7,587.79,202.083,-5.71,-2.1,0.809519,202.083,-5.71,-2.1,0.808656,
03/31/2017,624.7,292.6,455.7,412.1,43.6,-163.1,332.1,-2.4,0.0,8.9,-11.3,55.0,279.5,-49.7,575.0,-440.6,0.0,440.6,134.4,0.0,0.0,134.4,-56.2,78.2,-101.7,-101.7,0.0,179.9,,179.9,0.0,0.0,179.9,179.9,29.38,202.449,0.89,0.39,0.531393,203.348,0.88,0.38,0.524481,
06/30/2017,606.7,269.0,478.2,421.3,56.9,-209.2,337.7,10.3,0.0,12.1,-1.8,51.3,276.1,-4.4,602.3,-593.0,0.0,593.0,9.3,0.0,0.0,9.3,31.9,41.2,-115.5,-115.5,0.0,156.7,0.0,156.7,0.0,0.0,156.7,156.7,101.205,182.347,0.86,0.23,0.780956,183.796,0.85,0.22,0.770638,
09/30/2017,614.4,277.3,454.0,403.5,50.5,-176.7,337.1,14.5,0.0,13.6,0.9,53.2,269.4,-30.1,584.3,-481.3,0.0,481.3,103.0,0.0,0.0,103.0,119.8,222.8,3.2,3.2,0.0,219.6,0.0,219.6,0.0,0.0,219.6,219.6,61.24,133.916,1.64,1.66,2.121031,136.126,1.61,1.64,2.089877,
12/31/2017,675.9,279.0,447.7,401.2,46.5,-168.7,396.9,26.3,0.0,19.5,6.8,57.0,313.6,-30.4,645.5,-700.6,0.0,700.6,-55.1,0.0,0.0,-55.1,-27.7,-82.8,5.2,5.2,0.0,-88.0,0.0,-88.0,-9.8,0.0,-97.8,-97.8,219.09,131.343,-0.74,-0.705024,0.963051,131.343,-0.74,-0.705024,0.963051,
